date,donald trump treason
2017-01-27,1.9655172413793105
2017-01-28,6.114942528735632
2017-01-29,1.528735632183908
2017-01-30,3.931034482758621
2017-01-31,1.3103448275862069
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,1.3103448275862069
2017-02-04,1.528735632183908
2017-02-05,0.0
2017-02-06,1.3103448275862069
2017-02-07,2.6206896551724137
2017-02-08,1.3103448275862069
2017-02-09,1.9655172413793105
2017-02-10,0.0
2017-02-11,4.586206896551724
2017-02-12,3.057471264367816
2017-02-13,1.3103448275862069
2017-02-14,2.6206896551724137
2017-02-15,21.839080459770116
2017-02-16,15.06896551724138
2017-02-17,3.4942528735632186
2017-02-18,3.057471264367816
2017-02-19,1.528735632183908
2017-02-20,1.3103448275862069
2017-02-21,0.0
2017-02-22,1.3103448275862069
2017-02-23,1.3103448275862069
2017-02-24,1.3103448275862069
2017-02-25,1.528735632183908
2017-02-26,0.0
2017-02-27,1.3103448275862069
2017-02-28,2.6206896551724137
2017-03-01,2.5926908340701447
2017-03-02,2.265104627173593
2017-03-03,1.6415924187807476
2017-03-04,1.528735632183908
2017-03-05,1.5535038200820694
2017-03-06,3.247863247863248
2017-03-07,2.0008388310775578
2017-03-08,1.6732526241810062
2017-03-09,2.628012423768392
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,3.663538053458478
2017-03-13,0.6904940034913509
2017-03-14,1.3456664172844544
2017-03-15,1.3456664172844544
2017-03-16,0.6904940034913509
2017-03-17,1.3456664172844544
2017-03-18,0.7891360039901154
2017-03-19,2.3178716361740235
2017-03-20,5.579949670135346
2017-03-21,17.289487406198283
2017-03-22,8.42269151420345
2017-03-23,7.2532022943163525
2017-03-24,6.354870888027387
2017-03-25,5.122061257339772
2017-03-26,2.7794214332675873
2017-03-27,2.9202770409666963
2017-03-28,3.247863247863248
2017-03-29,2.0008388310775578
2017-03-30,1.3456664172844544
2017-03-31,4.833027273345576
2017-04-01,1.5535038200820694
2017-04-02,3.1565440159604616
2017-04-03,1.3809880069827019
2017-04-04,1.3809880069827019
2017-04-05,1.9728400099752885
2017-04-06,1.3809880069827019
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,1.5782720079802308
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,2.3674080119703462
2017-04-15,0.0
2017-04-16,1.5782720079802308
2017-04-17,4.932100024938221
2017-04-18,1.3809880069827019
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,1.3809880069827019
2017-04-25,0.0
2017-04-26,1.3809880069827019
2017-04-27,0.0
2017-04-28,2.7619760139654037
2017-04-29,0.0
2017-04-30,1.5782720079802308
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,1.3809880069827019
2017-05-05,0.0
2017-05-06,3.1565440159604616
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,1.3809880069827019
2017-05-10,3.3538280169579906
2017-05-11,2.7619760139654037
2017-05-12,1.3809880069827019
2017-05-13,3.1565440159604616
2017-05-14,1.5782720079802308
2017-05-15,3.3538280169579906
2017-05-16,6.115804030923394
2017-05-17,3.3538280169579906
2017-05-18,5.326668026933279
2017-05-19,2.1701240109728173
2017-05-20,1.5782720079802308
2017-05-21,0.0
2017-05-22,1.9728400099752885
2017-05-23,4.142964020948106
2017-05-24,0.0
2017-05-25,1.3809880069827019
2017-05-26,1.5782720079802308
2017-05-27,1.5782720079802308
2017-05-28,0.0
2017-05-29,2.9592600149629327
2017-05-30,1.3809880069827019
2017-05-31,1.3809880069827019
2017-06-01,1.3809880069827019
2017-06-02,0.0
2017-06-03,0.0
