date,obama supporter
2017-01-09,3.0
2017-01-10,3.0
2017-01-11,3.0
2017-01-12,3.0
2017-01-13,3.0
2017-01-14,4.0
2017-01-15,2.0
2017-01-16,3.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,7.0
2017-01-20,7.0
2017-01-21,11.0
2017-01-22,6.0
2017-01-23,6.0
2017-01-24,2.0
2017-01-25,5.0
2017-01-26,5.0
2017-01-27,2.0
2017-01-28,8.0
2017-01-29,2.0
2017-01-30,2.0
2017-01-31,5.0
2017-02-01,2.0
2017-02-02,5.0
2017-02-03,0.0
2017-02-04,6.0
2017-02-05,6.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,0.0
2017-02-09,3.0
2017-02-10,0.0
2017-02-11,2.0
2017-02-12,2.0
2017-02-13,3.0
2017-02-14,3.0
2017-02-15,5.0
2017-02-16,2.0
2017-02-17,3.0
2017-02-18,0.0
2017-02-19,2.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,2.0
2017-02-23,2.0
2017-02-24,0.0
2017-02-25,2.0
2017-02-26,2.0
2017-02-27,0.0
2017-02-28,5.0
2017-03-01,1.0
2017-03-02,1.0
2017-03-03,0.9590488771466315
2017-03-04,2.0
2017-03-05,2.017173051519155
2017-03-06,4.301849405548216
2017-03-07,3.400924702774108
2017-03-08,1.9009247027741083
2017-03-09,1.9009247027741083
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,2.400924702774108
2017-03-15,0.9009247027741083
2017-03-16,1.9009247027741083
2017-03-17,3.3890356671070014
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,2.42998678996037
2017-03-21,0.0
2017-03-22,2.400924702774108
2017-03-23,0.9009247027741083
2017-03-24,2.906208718626156
2017-03-25,4.179656538969617
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.9590488771466315
2017-04-01,3.1505944517833555
2017-04-02,4.359313077939234
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,3.7199471598414795
2017-04-06,1.8599735799207398
2017-04-07,1.918097754293263
2017-04-08,2.2087186261558784
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,1.976221928665786
2017-04-18,1.8599735799207398
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,2.1505944517833555
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,1.8018494055482166
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,4.47556142668428
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,1.8599735799207398
2017-05-04,0.0
2017-05-05,1.918097754293263
2017-05-06,2.2087186261558784
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,1.8599735799207398
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,3.7199471598414795
2017-05-16,1.8599735799207398
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,1.918097754293263
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,3.7780713342140024
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,3.7780713342140024
2017-06-01,5.696169088507266
2017-06-02,3.952443857331572
2017-06-03,2.2087186261558784
