date,obama supporter
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,1.696969696969697
2016-05-04,1.696969696969697
2016-05-05,1.9090909090909092
2016-05-06,1.9090909090909092
2016-05-07,2.121212121212121
2016-05-08,0.0
2016-05-09,3.606060606060606
2016-05-10,2.757575757575758
2016-05-11,0.0
2016-05-12,2.757575757575758
2016-05-13,0.0
2016-05-14,2.121212121212121
2016-05-15,2.121212121212121
2016-05-16,1.696969696969697
2016-05-17,3.606060606060606
2016-05-18,1.696969696969697
2016-05-19,1.9090909090909092
2016-05-20,0.0
2016-05-21,2.121212121212121
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,3.606060606060606
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,1.9090909090909092
2016-05-28,0.0
2016-05-29,2.121212121212121
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,1.9090909090909092
2016-06-04,2.121212121212121
2016-06-05,0.0
2016-06-06,2.757575757575758
2016-06-07,3.606060606060606
2016-06-08,1.696969696969697
2016-06-09,3.606060606060606
2016-06-10,2.757575757575758
2016-06-11,0.0
2016-06-12,2.121212121212121
2016-06-13,1.696969696969697
2016-06-14,0.0
2016-06-15,2.757575757575758
2016-06-16,3.606060606060606
2016-06-17,0.0
2016-06-18,6.363636363636364
2016-06-19,2.121212121212121
2016-06-20,0.0
2016-06-21,1.696969696969697
2016-06-22,1.696969696969697
2016-06-23,0.0
2016-06-24,1.9090909090909092
2016-06-25,2.121212121212121
2016-06-26,2.121212121212121
2016-06-27,0.0
2016-06-28,1.9090909090909092
2016-06-29,1.9090909090909092
2016-06-30,3.606060606060606
2016-07-01,1.9090909090909092
2016-07-02,0.0
2016-07-03,4.454545454545455
2016-07-04,0.0
2016-07-05,1.9090909090909092
2016-07-06,1.9090909090909092
2016-07-07,1.9090909090909092
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,1.696969696969697
2016-07-13,1.9090909090909092
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,2.121212121212121
2016-07-18,1.9090909090909092
2016-07-19,3.8181818181818183
2016-07-20,3.8181818181818183
2016-07-21,0.0
2016-07-22,3.8181818181818183
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,1.9090909090909092
2016-07-26,1.9090909090909092
2016-07-27,1.9090909090909092
2016-07-28,1.9090909090909092
2016-07-29,3.8181818181818183
2016-07-30,0.0
2016-07-31,2.121212121212121
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,4.666666666666667
2016-08-04,2.757575757575758
2016-08-05,3.8181818181818183
2016-08-06,8.696969696969697
2016-08-07,4.242424242424242
2016-08-08,1.9090909090909092
2016-08-09,1.9090909090909092
2016-08-10,1.9090909090909092
2016-08-11,1.9090909090909092
2016-08-12,1.9090909090909092
2016-08-13,2.121212121212121
2016-08-14,0.0
2016-08-15,1.9090909090909092
2016-08-16,3.606060606060606
2016-08-17,1.9090909090909092
2016-08-18,1.9090909090909092
2016-08-19,2.9696969696969697
2016-08-20,2.121212121212121
2016-08-21,3.181818181818182
2016-08-22,0.0
2016-08-23,1.9090909090909092
2016-08-24,1.9090909090909092
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,1.696969696969697
2016-08-30,1.696969696969697
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,2.121212121212121
2016-09-04,2.121212121212121
2016-09-05,1.9090909090909092
2016-09-06,0.0
2016-09-07,1.696969696969697
2016-09-08,1.696969696969697
2016-09-09,1.9090909090909092
2016-09-10,3.181818181818182
2016-09-11,2.121212121212121
2016-09-12,1.696969696969697
2016-09-13,1.696969696969697
2016-09-14,1.696969696969697
2016-09-15,0.0
2016-09-16,5.515151515151516
2016-09-17,5.090909090909091
2016-09-18,1.9090909090909092
2016-09-19,5.090909090909091
2016-09-20,0.0
2016-09-21,14.84848484848485
2016-09-22,19.515151515151516
2016-09-23,21.21212121212121
2016-09-24,5.090909090909091
2016-09-25,2.9696969696969697
2016-09-26,7.0
2016-09-27,5.090909090909091
2016-09-28,3.393939393939394
2016-09-29,3.393939393939394
2016-09-30,0.0
2016-10-01,5.545454545454545
2016-10-02,0.9545454545454546
2016-10-03,2.6969696969696972
2016-10-04,0.0
2016-10-05,1.8484848484848486
2016-10-06,3.6969696969696972
2016-10-07,3.878787878787879
2016-10-08,0.0
2016-10-09,2.9696969696969697
2016-10-10,2.2727272727272725
2016-10-11,1.696969696969697
2016-10-12,5.151515151515151
2016-10-13,2.8484848484848486
2016-10-14,2.8484848484848486
2016-10-15,3.015151515151515
2016-10-16,6.015151515151516
2016-10-17,2.2727272727272725
2016-10-18,4.818181818181818
2016-10-19,8.969696969696969
2016-10-20,5.46969696969697
2016-10-21,1.8484848484848486
2016-10-22,3.9545454545454546
2016-10-23,1.9545454545454546
2016-10-24,2.2727272727272725
2016-10-25,0.8484848484848485
2016-10-26,5.46969696969697
2016-10-27,2.6969696969696972
2016-10-28,1.0
2016-10-29,1.9545454545454546
2016-10-30,2.484848484848485
2016-10-31,3.6969696969696972
2016-11-01,2.8484848484848486
2016-11-02,0.0
2016-11-03,3.0
2016-11-04,16.0
2016-11-05,100.0
2016-11-06,88.0
2016-11-07,62.0
2016-11-08,39.0
2016-11-09,36.0
2016-11-10,26.0
2016-11-11,38.0
2016-11-12,10.0
2016-11-13,10.0
2016-11-14,3.0
2016-11-15,2.0
2016-11-16,7.0
2016-11-17,0.0
2016-11-18,5.0
2016-11-19,10.0
2016-11-20,6.0
2016-11-21,0.0
2016-11-22,3.0
2016-11-23,5.0
2016-11-24,2.0
2016-11-25,2.0
2016-11-26,2.0
2016-11-27,8.0
2016-11-28,2.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,0.0
2016-12-02,4.0
2016-12-03,2.0
2016-12-04,4.0
2016-12-05,0.0
2016-12-06,2.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,5.0
2016-12-10,2.0
2016-12-11,4.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,2.0
2016-12-15,5.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,0.0
2016-12-24,15.0
2016-12-25,9.0
2016-12-26,2.0
2016-12-27,5.0
2016-12-28,4.0
2016-12-29,4.0
2016-12-30,6.0
2016-12-31,6.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,3.0
2017-01-04,0.0
2017-01-05,7.0
2017-01-06,2.0
2017-01-07,4.0
2017-01-08,0.0
