date,recount
2016-05-01,1.1467836257309942
2016-05-02,1.239766081871345
2016-05-03,1.0847953216374269
2016-05-04,0.8678362573099415
2016-05-05,0.8678362573099415
2016-05-06,0.9608187134502925
2016-05-07,0.5578947368421052
2016-05-08,0.8988304093567252
2016-05-09,0.8988304093567252
2016-05-10,1.580701754385965
2016-05-11,1.4567251461988304
2016-05-12,1.3017543859649123
2016-05-13,1.0847953216374269
2016-05-14,1.1467836257309942
2016-05-15,1.487719298245614
2016-05-16,1.7046783625730995
2016-05-17,1.1157894736842104
2016-05-18,2.0146198830409356
2016-05-19,1.6116959064327485
2016-05-20,0.8678362573099415
2016-05-21,1.1777777777777778
2016-05-22,1.4257309941520468
2016-05-23,1.239766081871345
2016-05-24,1.580701754385965
2016-05-25,1.7976608187134504
2016-05-26,1.580701754385965
2016-05-27,1.6736842105263159
2016-05-28,1.0228070175438597
2016-05-29,1.0538011695906433
2016-05-30,1.3637426900584795
2016-05-31,1.239766081871345
2016-06-01,1.1157894736842104
2016-06-02,1.0538011695906433
2016-06-03,1.0538011695906433
2016-06-04,0.6508771929824562
2016-06-05,0.8058479532163743
2016-06-06,0.8368421052631579
2016-06-07,0.8988304093567252
2016-06-08,0.9298245614035088
2016-06-09,1.239766081871345
2016-06-10,1.1157894736842104
2016-06-11,0.9298245614035088
2016-06-12,0.8678362573099415
2016-06-13,0.8988304093567252
2016-06-14,0.9298245614035088
2016-06-15,0.8988304093567252
2016-06-16,0.991812865497076
2016-06-17,0.8678362573099415
2016-06-18,0.6818713450292397
2016-06-19,0.8678362573099415
2016-06-20,0.7748538011695907
2016-06-21,0.7128654970760234
2016-06-22,0.6818713450292397
2016-06-23,0.8058479532163743
2016-06-24,1.0228070175438597
2016-06-25,0.7128654970760234
2016-06-26,0.7748538011695907
2016-06-27,0.8058479532163743
2016-06-28,0.6818713450292397
2016-06-29,0.5888888888888889
2016-06-30,0.743859649122807
2016-07-01,0.5578947368421052
2016-07-02,0.8058479532163743
2016-07-03,0.8058479532163743
2016-07-04,0.6198830409356725
2016-07-05,0.5888888888888889
2016-07-06,0.5888888888888889
2016-07-07,0.6198830409356725
2016-07-08,0.6818713450292397
2016-07-09,0.6508771929824562
2016-07-10,0.6508771929824562
2016-07-11,0.5888888888888889
2016-07-12,0.7128654970760234
2016-07-13,0.4649122807017544
2016-07-14,0.5578947368421052
2016-07-15,0.495906432748538
2016-07-16,0.6198830409356725
2016-07-17,0.7128654970760234
2016-07-18,0.8988304093567252
2016-07-19,1.3637426900584795
2016-07-20,2.5105263157894737
2016-07-21,1.8906432748538011
2016-07-22,1.0847953216374269
2016-07-23,1.2707602339181288
2016-07-24,1.6116959064327485
2016-07-25,1.3637426900584795
2016-07-26,1.7976608187134504
2016-07-27,1.580701754385965
2016-07-28,1.3947368421052633
2016-07-29,1.3637426900584795
2016-07-30,0.8058479532163743
