date,recount
2016-07-31,1.2707602339181288
2016-08-01,1.1777777777777778
2016-08-02,1.239766081871345
2016-08-03,1.3017543859649123
2016-08-04,0.9608187134502925
2016-08-05,0.991812865497076
2016-08-06,1.1777777777777778
2016-08-07,1.0847953216374269
2016-08-08,1.2087719298245614
2016-08-09,1.1777777777777778
2016-08-10,1.4257309941520468
2016-08-11,1.1467836257309942
2016-08-12,1.0228070175438597
2016-08-13,0.991812865497076
2016-08-14,1.2707602339181288
2016-08-15,1.1467836257309942
2016-08-16,0.991812865497076
2016-08-17,1.1777777777777778
2016-08-18,1.2087719298245614
2016-08-19,1.239766081871345
2016-08-20,0.9298245614035088
2016-08-21,1.1467836257309942
2016-08-22,1.0538011695906433
2016-08-23,1.3017543859649123
2016-08-24,1.3017543859649123
2016-08-25,1.1467836257309942
2016-08-26,1.0538011695906433
2016-08-27,0.8368421052631579
2016-08-28,1.332748538011696
2016-08-29,1.239766081871345
2016-08-30,1.3947368421052633
2016-08-31,1.7046783625730995
2016-09-01,1.487719298245614
2016-09-02,1.239766081871345
2016-09-03,1.239766081871345
2016-09-04,1.5497076023391814
2016-09-05,1.7976608187134504
2016-09-06,1.7976608187134504
2016-09-07,1.735672514619883
2016-09-08,1.580701754385965
2016-09-09,1.3947368421052633
2016-09-10,1.1467836257309942
2016-09-11,1.239766081871345
2016-09-12,1.0847953216374269
2016-09-13,1.6116959064327485
2016-09-14,1.8596491228070176
2016-09-15,1.3017543859649123
2016-09-16,1.1777777777777778
2016-09-17,1.1157894736842104
2016-09-18,1.3947368421052633
2016-09-19,1.580701754385965
2016-09-20,1.3947368421052633
2016-09-21,1.9526315789473685
2016-09-22,1.3017543859649123
2016-09-23,1.3947368421052633
2016-09-24,0.991812865497076
2016-09-25,1.3947368421052633
2016-09-26,1.5497076023391814
2016-09-27,1.6116959064327485
2016-09-28,1.3637426900584795
2016-09-29,1.3017543859649123
2016-09-30,1.1157894736842104
2016-10-01,0.9959064327485381
2016-10-02,1.1818713450292397
2016-10-03,1.1973684210526316
2016-10-04,1.7748538011695907
2016-10-05,1.2748538011695907
2016-10-06,1.2593567251461988
2016-10-07,1.166374269005848
2016-10-08,0.9959064327485381
2016-10-09,1.6818713450292397
2016-10-10,1.8058479532163743
2016-10-11,1.8058479532163743
2016-10-12,1.8678362573099414
2016-10-13,1.1508771929824562
2016-10-14,1.1043859649122807
2016-10-15,1.1353801169590643
2016-10-16,1.743859649122807
2016-10-17,1.743859649122807
2016-10-18,1.836842105263158
2016-10-19,1.8678362573099414
2016-10-20,2.987719298245614
2016-10-21,1.836842105263158
2016-10-22,1.1353801169590643
2016-10-23,1.836842105263158
2016-10-24,1.4298245614035088
2016-10-25,2.0847953216374266
2016-10-26,3.0497076023391814
2016-10-27,2.1467836257309942
2016-10-28,1.3213450292397662
2016-10-29,1.8988304093567252
2016-10-30,1.7283625730994152
2016-10-31,2.0538011695906433
2016-11-01,1.8988304093567252
2016-11-02,2.0
2016-11-03,2.0
2016-11-04,1.0
2016-11-05,1.0
2016-11-06,2.0
2016-11-07,3.0
2016-11-08,3.0
2016-11-09,25.0
2016-11-10,8.0
2016-11-11,7.0
2016-11-12,5.0
2016-11-13,3.0
2016-11-14,3.0
2016-11-15,3.0
2016-11-16,3.0
2016-11-17,2.0
2016-11-18,2.0
2016-11-19,2.0
2016-11-20,2.0
2016-11-21,2.0
2016-11-22,2.0
2016-11-23,22.0
2016-11-24,50.0
2016-11-25,49.0
2016-11-26,100.0
2016-11-27,83.0
2016-11-28,87.0
2016-11-29,60.0
2016-11-30,45.0
2016-12-01,39.0
2016-12-02,55.0
2016-12-03,53.0
2016-12-04,48.0
2016-12-05,54.0
2016-12-06,55.0
2016-12-07,54.0
2016-12-08,51.0
2016-12-09,39.0
2016-12-10,31.0
2016-12-11,25.0
2016-12-12,29.0
2016-12-13,22.0
2016-12-14,13.0
2016-12-15,9.0
2016-12-16,6.0
2016-12-17,5.0
2016-12-18,4.0
2016-12-19,5.0
2016-12-20,4.0
2016-12-21,2.0
2016-12-22,2.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,2.0
2017-01-09,2.0
2017-01-10,3.0
2017-01-11,3.0
2017-01-12,2.0
2017-01-13,2.0
2017-01-14,1.0
2017-01-15,2.0
2017-01-16,2.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,2.0
2017-01-20,2.0
2017-01-21,1.0
2017-01-22,2.0
2017-01-23,2.0
2017-01-24,2.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,2.0
2017-01-28,1.0
2017-01-29,2.0
2017-01-30,2.0
2017-01-31,2.0
2017-02-01,3.0
2017-02-02,2.0
2017-02-03,2.0
2017-02-04,1.0
2017-02-05,2.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,3.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,1.0
2017-02-12,2.0
2017-02-13,2.0
2017-02-14,1.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,1.0
2017-02-19,2.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,3.0
2017-02-23,2.0
2017-02-24,2.0
2017-02-25,1.0
2017-02-26,3.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,2.1440114068441067
2017-03-02,2.171577946768061
2017-03-03,1.8959125475285172
2017-03-04,1.0375475285171103
2017-03-05,1.9510456273764258
2017-03-06,1.9786121673003803
2017-03-07,2.5888783269961975
2017-03-08,2.0750950570342206
2017-03-09,1.9786121673003803
2017-03-10,1.1202471482889735
2017-03-11,2.0475285171102664
2017-03-12,1.9372623574144487
2017-03-13,1.826996197718631
2017-03-14,2.0475285171102664
2017-03-15,2.185361216730038
2017-03-16,1.9096958174904943
2017-03-17,0.9548479087452472
2017-03-18,1.0375475285171103
2017-03-19,1.1478136882129277
2017-03-20,1.8407794676806084
2017-03-21,2.199144486692015
2017-03-22,1.813212927756654
2017-03-23,1.8407794676806084
2017-03-24,1.9096958174904943
2017-03-25,1.161596958174905
2017-03-26,2.033745247148289
2017-03-27,1.7305133079847907
2017-03-28,1.7029467680608366
2017-03-29,2.3783269961977185
2017-03-30,2.281844106463878
2017-03-31,1.8545627376425855
2017-04-01,1.2167300380228137
2017-04-02,1.5988593155893536
2017-04-03,1.709125475285171
2017-04-04,1.9572243346007605
2017-04-05,1.543726235741445
2017-04-06,1.929657794676806
2017-04-07,1.268060836501901
2017-04-08,0.9372623574144486
2017-04-09,0.6064638783269962
2017-04-10,1.1577946768060836
2017-04-11,1.709125475285171
2017-04-12,1.3507604562737643
2017-04-13,1.0750950570342206
2017-04-14,0.9096958174904943
2017-04-15,0.7167300380228137
2017-04-16,1.1577946768060836
2017-04-17,1.4610266159695817
2017-04-18,1.626425855513308
2017-04-19,1.5988593155893536
2017-04-20,1.543726235741445
2017-04-21,1.1026615969581748
2017-04-22,0.6340304182509505
2017-04-23,0.8545627376425855
2017-04-24,1.5161596958174905
2017-04-25,1.4334600760456273
2017-04-26,1.5712927756653992
2017-04-27,1.4334600760456273
2017-04-28,1.0475285171102662
2017-04-29,1.1026615969581748
2017-04-30,0.7718631178707225
2017-05-01,1.1026615969581748
2017-05-02,1.2404942965779469
2017-05-03,1.4885931558935361
2017-05-04,1.3231939163498099
2017-05-05,0.9096958174904943
2017-05-06,0.7442965779467681
2017-05-07,1.1026615969581748
2017-05-08,1.4334600760456273
2017-05-09,1.5988593155893536
2017-05-10,1.405893536121673
2017-05-11,1.185361216730038
2017-05-12,1.2129277566539924
2017-05-13,1.0475285171102662
2017-05-14,1.7642585551330798
2017-05-15,1.5988593155893536
2017-05-16,1.8745247148288973
2017-05-17,1.9020912547528517
2017-05-18,1.4885931558935361
2017-05-19,1.929657794676806
2017-05-20,1.2404942965779469
2017-05-21,1.405893536121673
2017-05-22,1.7642585551330798
2017-05-23,2.232889733840304
2017-05-24,2.4809885931558937
2017-05-25,1.1026615969581748
2017-05-26,0.9096958174904943
2017-05-27,0.7167300380228137
2017-05-28,1.0750950570342206
2017-05-29,1.3231939163498099
2017-05-30,1.5988593155893536
2017-05-31,1.1302281368821292
2017-06-01,0.9923954372623573
2017-06-02,1.1302281368821292
2017-06-03,0.7718631178707225
