date,obama
2016-05-01,29.30088495575221
2016-05-02,23.973451327433626
2016-05-03,14.079646017699114
2016-05-04,11.79646017699115
2016-05-05,11.415929203539822
2016-05-06,9.513274336283185
2016-05-07,9.132743362831858
2016-05-08,7.991150442477876
2016-05-09,6.849557522123893
2016-05-10,7.610619469026548
2016-05-11,6.849557522123893
2016-05-12,6.469026548672566
2016-05-13,8.75221238938053
2016-05-14,8.371681415929203
2016-05-15,8.371681415929203
2016-05-16,7.991150442477876
2016-05-17,7.610619469026548
2016-05-18,7.610619469026548
2016-05-19,7.230088495575221
2016-05-20,6.849557522123893
2016-05-21,6.849557522123893
2016-05-22,9.893805309734512
2016-05-23,15.221238938053096
2016-05-24,19.4070796460177
2016-05-25,16.36283185840708
2016-05-26,12.938053097345133
2016-05-27,12.938053097345133
2016-05-28,11.415929203539822
2016-05-29,11.035398230088495
2016-05-30,8.75221238938053
2016-05-31,6.849557522123893
2016-06-01,7.610619469026548
2016-06-02,8.75221238938053
2016-06-03,8.75221238938053
2016-06-04,9.513274336283185
2016-06-05,8.75221238938053
2016-06-06,6.469026548672566
2016-06-07,6.469026548672566
2016-06-08,7.610619469026548
2016-06-09,10.274336283185841
2016-06-10,13.699115044247787
2016-06-11,11.415929203539822
2016-06-12,13.699115044247787
2016-06-13,11.035398230088495
2016-06-14,12.176991150442477
2016-06-15,10.274336283185841
2016-06-16,9.132743362831858
2016-06-17,7.991150442477876
2016-06-18,7.991150442477876
2016-06-19,7.610619469026548
2016-06-20,5.707964601769911
2016-06-21,5.707964601769911
2016-06-22,5.327433628318584
2016-06-23,7.610619469026548
2016-06-24,9.132743362831858
2016-06-25,7.230088495575221
2016-06-26,6.088495575221239
2016-06-27,5.707964601769911
2016-06-28,5.707964601769911
2016-06-29,6.849557522123893
2016-06-30,9.132743362831858
2016-07-01,7.991150442477876
2016-07-02,6.469026548672566
2016-07-03,6.088495575221239
2016-07-04,6.469026548672566
2016-07-05,8.371681415929203
2016-07-06,7.991150442477876
2016-07-07,7.230088495575221
2016-07-08,12.938053097345133
2016-07-09,10.274336283185841
2016-07-10,9.513274336283185
2016-07-11,7.230088495575221
2016-07-12,9.513274336283185
2016-07-13,9.513274336283185
2016-07-14,7.610619469026548
2016-07-15,9.132743362831858
2016-07-16,7.610619469026548
2016-07-17,7.610619469026548
2016-07-18,6.849557522123893
2016-07-19,22.07079646017699
2016-07-20,17.50442477876106
2016-07-21,16.743362831858406
2016-07-22,16.36283185840708
2016-07-23,11.415929203539822
2016-07-24,12.176991150442477
2016-07-25,9.893805309734512
2016-07-26,35.38938053097345
2016-07-27,20.168141592920353
2016-07-28,38.05309734513274
2016-07-29,18.265486725663717
2016-07-30,12.176991150442477
2016-07-31,11.415929203539822
2016-08-01,12.176991150442477
2016-08-02,14.460176991150442
2016-08-03,14.460176991150442
2016-08-04,16.743362831858406
2016-08-05,15.601769911504425
2016-08-06,11.035398230088495
2016-08-07,9.132743362831858
2016-08-08,6.849557522123893
2016-08-09,6.469026548672566
2016-08-10,8.75221238938053
2016-08-11,15.601769911504425
2016-08-12,11.79646017699115
2016-08-13,9.132743362831858
2016-08-14,9.893805309734512
2016-08-15,8.371681415929203
2016-08-16,7.610619469026548
2016-08-17,7.610619469026548
2016-08-18,7.230088495575221
2016-08-19,8.371681415929203
2016-08-20,7.991150442477876
2016-08-21,6.849557522123893
2016-08-22,6.469026548672566
2016-08-23,6.849557522123893
2016-08-24,6.088495575221239
2016-08-25,6.088495575221239
2016-08-26,6.088495575221239
2016-08-27,6.469026548672566
2016-08-28,6.469026548672566
2016-08-29,5.707964601769911
2016-08-30,6.088495575221239
2016-08-31,6.088495575221239
2016-09-01,6.088495575221239
2016-09-02,5.327433628318584
2016-09-03,6.088495575221239
2016-09-04,7.610619469026548
2016-09-05,9.132743362831858
2016-09-06,13.31858407079646
2016-09-07,9.893805309734512
2016-09-08,10.274336283185841
2016-09-09,9.513274336283185
2016-09-10,8.75221238938053
2016-09-11,7.991150442477876
2016-09-12,7.230088495575221
2016-09-13,8.371681415929203
2016-09-14,8.371681415929203
2016-09-15,7.610619469026548
2016-09-16,11.415929203539822
2016-09-17,9.513274336283185
2016-09-18,8.75221238938053
2016-09-19,7.991150442477876
2016-09-20,7.991150442477876
2016-09-21,9.513274336283185
2016-09-22,9.893805309734512
2016-09-23,9.513274336283185
2016-09-24,9.132743362831858
2016-09-25,8.75221238938053
2016-09-26,8.371681415929203
2016-09-27,13.699115044247787
2016-09-28,9.513274336283185
2016-09-29,9.513274336283185
2016-09-30,9.132743362831858
2016-10-01,8.185840707964601
2016-10-02,6.924778761061947
2016-10-03,6.924778761061947
2016-10-04,7.8053097345132745
2016-10-05,7.8053097345132745
2016-10-06,7.11504424778761
2016-10-07,7.11504424778761
2016-10-08,7.61504424778761
2016-10-09,7.995575221238938
2016-10-10,10.827433628318584
2016-10-11,9.06637168141593
2016-10-12,11.017699115044248
2016-10-13,13.849557522123893
2016-10-14,19.89380530973451
2016-10-15,14.039823008849556
2016-10-16,10.827433628318584
2016-10-17,9.946902654867255
2016-10-18,12.278761061946902
2016-10-19,19.013274336283185
2016-10-20,18.13274336283186
2016-10-21,12.969026548672566
2016-10-22,11.017699115044248
2016-10-23,9.946902654867255
2016-10-24,9.256637168141593
2016-10-25,13.15929203539823
2016-10-26,11.898230088495575
2016-10-27,10.327433628318584
2016-10-28,10.63716814159292
2016-10-29,9.256637168141593
2016-10-30,9.06637168141593
2016-10-31,8.685840707964601
2016-11-01,11.398230088495575
2016-11-02,12.0
2016-11-03,12.0
2016-11-04,11.0
2016-11-05,13.0
2016-11-06,15.0
2016-11-07,17.0
2016-11-08,29.0
2016-11-09,100.0
2016-11-10,67.0
2016-11-11,52.0
2016-11-12,39.0
2016-11-13,31.0
2016-11-14,27.0
2016-11-15,27.0
2016-11-16,24.0
2016-11-17,21.0
2016-11-18,17.0
2016-11-19,14.0
2016-11-20,13.0
2016-11-21,12.0
2016-11-22,12.0
2016-11-23,14.0
2016-11-24,11.0
2016-11-25,9.0
2016-11-26,11.0
2016-11-27,11.0
2016-11-28,8.0
2016-11-29,8.0
2016-11-30,8.0
2016-12-01,8.0
2016-12-02,8.0
2016-12-03,8.0
2016-12-04,7.0
2016-12-05,7.0
2016-12-06,7.0
2016-12-07,8.0
2016-12-08,8.0
2016-12-09,9.0
2016-12-10,8.0
2016-12-11,7.0
2016-12-12,7.0
2016-12-13,8.0
2016-12-14,7.0
2016-12-15,7.0
