date,secretary of state hillary clinton
2016-11-01,12.616059379217274
2016-11-02,13.0
2016-11-03,17.0
2016-11-04,13.0
2016-11-05,6.0
2016-11-06,15.0
2016-11-07,21.0
2016-11-08,28.0
2016-11-09,100.0
2016-11-10,38.0
2016-11-11,18.0
2016-11-12,13.0
2016-11-13,9.0
2016-11-14,7.0
2016-11-15,10.0
2016-11-16,7.0
2016-11-17,11.0
2016-11-18,6.0
2016-11-19,5.0
2016-11-20,10.0
2016-11-21,5.0
2016-11-22,7.0
2016-11-23,5.0
2016-11-24,5.0
2016-11-25,4.0
2016-11-26,3.0
2016-11-27,4.0
2016-11-28,5.0
2016-11-29,5.0
2016-11-30,6.0
2016-12-01,6.0
2016-12-02,6.0
2016-12-03,2.0
2016-12-04,4.0
2016-12-05,5.0
2016-12-06,3.0
2016-12-07,4.0
2016-12-08,4.0
2016-12-09,3.0
2016-12-10,6.0
2016-12-11,5.0
2016-12-12,3.0
2016-12-13,8.0
2016-12-14,5.0
2016-12-15,3.0
2016-12-16,4.0
2016-12-17,2.0
2016-12-18,3.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,2.0
2016-12-22,2.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,2.0
2016-12-26,1.0
2016-12-27,2.0
2016-12-28,4.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,1.0
2017-01-01,2.0
2017-01-02,1.0
2017-01-03,3.0
2017-01-04,1.0
2017-01-05,2.0
2017-01-06,2.0
2017-01-07,2.0
2017-01-08,2.0
2017-01-09,2.0
2017-01-10,1.0
2017-01-11,4.0
2017-01-12,4.0
2017-01-13,2.0
2017-01-14,3.0
2017-01-15,3.0
2017-01-16,1.0
2017-01-17,2.0
2017-01-18,2.0
2017-01-19,4.0
2017-01-20,10.0
2017-01-21,5.0
2017-01-22,5.0
2017-01-23,2.0
2017-01-24,4.0
2017-01-25,1.0
2017-01-26,1.0
2017-01-27,1.0
2017-01-28,2.0
2017-01-29,1.0
2017-01-30,1.0
2017-01-31,3.0
2017-02-01,4.0
2017-02-02,3.0
2017-02-03,1.0
2017-02-04,1.0
2017-02-05,2.0
2017-02-06,1.0
2017-02-07,2.0
2017-02-08,3.0
2017-02-09,2.0
2017-02-10,1.0
2017-02-11,1.0
2017-02-12,1.0
2017-02-13,2.0
2017-02-14,1.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,2.0
2017-02-18,1.0
2017-02-19,1.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,0.0
2017-02-28,1.0
2017-03-01,0.9758620689655173
2017-03-02,0.9758620689655173
2017-03-03,4.14367816091954
2017-03-04,2.110344827586207
2017-03-05,2.0839080459770116
2017-03-06,0.8172413793103448
2017-03-07,1.608045977011494
2017-03-08,1.1344827586206896
2017-03-09,0.9758620689655173
2017-03-10,0.8172413793103448
2017-03-11,1.7402298850574711
2017-03-12,1.5839080459770114
2017-03-13,1.4758620689655173
2017-03-14,0.9758620689655173
2017-03-15,0.9758620689655173
2017-03-16,1.7689655172413792
2017-03-17,0.8172413793103448
2017-03-18,1.8988505747126436
2017-03-19,1.2137931034482758
2017-03-20,1.1344827586206896
2017-03-21,1.1344827586206896
2017-03-22,2.2425287356321837
2017-03-23,0.8172413793103448
2017-03-24,0.8436781609195403
2017-03-25,1.7402298850574711
2017-03-26,2.0551724137931036
2017-03-27,1.293103448275862
2017-03-28,0.9758620689655173
2017-03-29,1.1344827586206896
2017-03-30,1.8195402298850576
2017-03-31,1.8459770114942529
2017-04-01,0.8701149425287356
2017-04-02,1.5333333333333332
2017-04-03,0.6344827586206896
2017-04-04,1.2689655172413792
2017-04-05,1.903448275862069
2017-04-06,2.2735632183908048
2017-04-07,1.374712643678161
2017-04-08,1.5333333333333332
2017-04-09,0.7931034482758621
2017-04-10,0.6344827586206896
2017-04-11,0.6344827586206896
2017-04-12,2.6436781609195403
2017-04-13,1.0045977011494254
2017-04-14,1.110344827586207
2017-04-15,1.1632183908045977
2017-04-16,0.7931034482758621
2017-04-17,2.749425287356322
2017-04-18,0.6344827586206896
2017-04-19,1.2689655172413792
2017-04-20,3.225287356321839
2017-04-21,1.0045977011494254
2017-04-22,0.7402298850574712
2017-04-23,2.220689655172414
2017-04-24,0.0
2017-04-25,1.2689655172413792
2017-04-26,0.6344827586206896
2017-04-27,0.6344827586206896
2017-04-28,1.3218390804597702
2017-04-29,0.7402298850574712
2017-04-30,1.1632183908045977
2017-05-01,0.6873563218390805
2017-05-02,1.2689655172413792
2017-05-03,1.2689655172413792
2017-05-04,1.5862068965517242
2017-05-05,0.6873563218390805
2017-05-06,1.5333333333333332
2017-05-07,0.7402298850574712
2017-05-08,0.0
2017-05-09,0.6344827586206896
2017-05-10,0.6344827586206896
2017-05-11,1.9563218390804598
2017-05-12,1.0045977011494254
2017-05-13,1.4804597701149425
2017-05-14,0.7931034482758621
2017-05-15,0.9517241379310345
2017-05-16,1.2689655172413792
2017-05-17,1.2689655172413792
2017-05-18,1.9563218390804598
2017-05-19,1.3218390804597702
2017-05-20,0.7402298850574712
2017-05-21,2.2735632183908048
2017-05-22,2.220689655172414
2017-05-23,1.903448275862069
2017-05-24,0.6344827586206896
2017-05-25,0.6873563218390805
2017-05-26,1.374712643678161
2017-05-27,1.1632183908045977
2017-05-28,1.5862068965517242
2017-05-29,1.0045977011494254
2017-05-30,1.3218390804597702
2017-05-31,1.9563218390804598
2017-06-01,1.3218390804597702
2017-06-02,1.0045977011494254
2017-06-03,0.7931034482758621
