date,obama bus
2016-05-01,12.327731092436974
2016-05-02,21.4593837535014
2016-05-03,31.047619047619047
2016-05-04,21.00280112044818
2016-05-05,5.4789915966386555
2016-05-06,5.4789915966386555
2016-05-07,6.3921568627450975
2016-05-08,12.784313725490195
2016-05-09,5.4789915966386555
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,15.980392156862745
2016-05-13,21.915966386554622
2016-05-14,0.0
2016-05-15,6.3921568627450975
2016-05-16,10.50140056022409
2016-05-17,5.022408963585434
2016-05-18,10.50140056022409
2016-05-19,0.0
2016-05-20,10.957983193277311
2016-05-21,6.3921568627450975
2016-05-22,12.784313725490195
2016-05-23,31.504201680672267
2016-05-24,10.50140056022409
2016-05-25,10.50140056022409
2016-05-26,5.4789915966386555
2016-05-27,28.30812324929972
2016-05-28,0.0
2016-05-29,6.3921568627450975
2016-05-30,16.436974789915965
2016-05-31,0.0
2016-06-01,15.980392156862745
2016-06-02,10.957983193277311
2016-06-03,0.0
2016-06-04,12.784313725490195
2016-06-05,6.3921568627450975
2016-06-06,10.50140056022409
2016-06-07,10.50140056022409
2016-06-08,15.980392156862745
2016-06-09,5.4789915966386555
2016-06-10,10.957983193277311
2016-06-11,0.0
2016-06-12,24.655462184873947
2016-06-13,15.523809523809524
2016-06-14,5.4789915966386555
2016-06-15,5.4789915966386555
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,12.784313725490195
2016-06-19,6.3921568627450975
2016-06-20,10.50140056022409
2016-06-21,0.0
2016-06-22,5.4789915966386555
2016-06-23,10.957983193277311
2016-06-24,10.957983193277311
2016-06-25,12.784313725490195
2016-06-26,6.3921568627450975
2016-06-27,5.4789915966386555
2016-06-28,15.980392156862745
2016-06-29,21.4593837535014
2016-06-30,21.915966386554622
2016-07-01,5.4789915966386555
2016-07-02,0.0
2016-07-03,12.784313725490195
2016-07-04,5.935574229691877
2016-07-05,5.4789915966386555
2016-07-06,22.372549019607842
2016-07-07,27.8515406162465
2016-07-08,11.414565826330533
2016-07-09,6.3921568627450975
2016-07-10,6.3921568627450975
2016-07-11,5.4789915966386555
2016-07-12,10.50140056022409
2016-07-13,0.0
2016-07-14,5.4789915966386555
2016-07-15,22.372549019607842
2016-07-16,19.176470588235293
2016-07-17,12.784313725490195
2016-07-18,10.957983193277311
2016-07-19,16.436974789915965
2016-07-20,16.436974789915965
2016-07-21,16.436974789915965
2016-07-22,11.414565826330533
2016-07-23,0.0
2016-07-24,6.3921568627450975
2016-07-25,21.4593837535014
2016-07-26,37.43977591036415
2016-07-27,26.938375350140056
2016-07-28,21.915966386554622
2016-07-29,45.65826330532213
2016-07-30,32.417366946778714
2016-07-31,25.56862745098039
2016-08-01,10.957983193277311
2016-08-02,32.417366946778714
2016-08-03,21.915966386554622
2016-08-04,5.4789915966386555
2016-08-05,11.414565826330533
2016-08-06,6.3921568627450975
2016-08-07,6.3921568627450975
2016-08-08,10.957983193277311
2016-08-09,5.4789915966386555
2016-08-10,16.436974789915965
2016-08-11,5.4789915966386555
2016-08-12,22.372549019607842
2016-08-13,25.56862745098039
2016-08-14,0.0
2016-08-15,28.30812324929972
2016-08-16,10.957983193277311
2016-08-17,16.436974789915965
2016-08-18,0.0
2016-08-19,5.4789915966386555
2016-08-20,18.719887955182074
2016-08-21,18.719887955182074
2016-08-22,15.980392156862745
2016-08-23,15.980392156862745
2016-08-24,10.957983193277311
2016-08-25,16.436974789915965
2016-08-26,5.4789915966386555
2016-08-27,0.0
2016-08-28,6.3921568627450975
2016-08-29,0.0
2016-08-30,10.50140056022409
2016-08-31,5.022408963585434
2016-09-01,10.50140056022409
2016-09-02,16.436974789915965
2016-09-03,0.0
2016-09-04,18.26330532212885
2016-09-05,5.4789915966386555
2016-09-06,15.523809523809524
2016-09-07,5.4789915966386555
2016-09-08,5.4789915966386555
2016-09-09,0.0
2016-09-10,5.935574229691877
2016-09-11,24.198879551820728
2016-09-12,10.50140056022409
2016-09-13,36.07002801120448
2016-09-14,10.50140056022409
2016-09-15,5.4789915966386555
2016-09-16,16.436974789915965
2016-09-17,5.935574229691877
2016-09-18,5.935574229691877
2016-09-19,5.022408963585434
2016-09-20,20.546218487394956
2016-09-21,10.50140056022409
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,5.935574229691877
2016-09-25,11.871148459383754
2016-09-26,10.50140056022409
2016-09-27,5.022408963585434
2016-09-28,15.523809523809524
2016-09-29,25.56862745098039
2016-09-30,10.957983193277311
2016-10-01,9.935574229691877
2016-10-02,14.175070028011204
2016-10-03,7.011204481792717
2016-10-04,11.022408963585434
2016-10-05,7.011204481792717
2016-10-06,11.022408963585434
2016-10-07,6.011204481792717
2016-10-08,5.4677871148459385
2016-10-09,5.4677871148459385
2016-10-10,9.511204481792717
2016-10-11,13.544817927170868
2016-10-12,17.50140056022409
2016-10-13,19.261904761904763
2016-10-14,19.761904761904763
2016-10-15,15.435574229691877
2016-10-16,5.5
2016-10-17,10.522408963585434
2016-10-18,28.850140056022408
2016-10-19,37.589635854341736
2016-10-20,19.03361344537815
2016-10-21,21.284313725490193
2016-10-22,16.935574229691877
2016-10-23,24.07843137254902
2016-10-24,14.022408963585434
2016-10-25,25.33893557422969
2016-10-26,19.556022408963585
2016-10-27,14.533613445378151
2016-10-28,13.750700280112046
2016-10-29,21.371148459383754
2016-10-30,8.467787114845938
2016-10-31,19.750700280112046
2016-11-01,16.273109243697476
2016-11-02,14.0
2016-11-03,0.0
2016-11-04,14.0
2016-11-05,37.0
2016-11-06,13.0
2016-11-07,34.0
2016-11-08,41.0
2016-11-09,81.0
2016-11-10,92.0
2016-11-11,48.0
2016-11-12,35.0
2016-11-13,26.0
2016-11-14,23.0
2016-11-15,37.0
2016-11-16,18.0
2016-11-17,35.0
2016-11-18,19.0
2016-11-19,16.0
2016-11-20,10.0
2016-11-21,9.0
2016-11-22,45.0
2016-11-23,60.0
2016-11-24,50.0
2016-11-25,19.0
2016-11-26,21.0
2016-11-27,23.0
2016-11-28,20.0
2016-11-29,11.0
2016-11-30,9.0
2016-12-01,9.0
2016-12-02,12.0
2016-12-03,16.0
2016-12-04,8.0
2016-12-05,7.0
2016-12-06,11.0
2016-12-07,5.0
2016-12-08,7.0
2016-12-09,15.0
2016-12-10,18.0
2016-12-11,8.0
2016-12-12,5.0
2016-12-13,5.0
2016-12-14,11.0
2016-12-15,12.0
2016-12-16,20.0
2016-12-17,11.0
2016-12-18,16.0
2016-12-19,21.0
2016-12-20,12.0
2016-12-21,10.0
2016-12-22,7.0
2016-12-23,13.0
2016-12-24,15.0
2016-12-25,9.0
2016-12-26,8.0
2016-12-27,14.0
2016-12-28,25.0
2016-12-29,12.0
2016-12-30,15.0
2016-12-31,11.0
2017-01-01,14.0
2017-01-02,17.0
2017-01-03,5.0
2017-01-04,14.0
