date,hillary clinton impeachment
2016-11-09,100.0
2016-11-10,31.0
2016-11-11,22.0
2016-11-12,16.0
2016-11-13,7.0
2016-11-14,4.0
2016-11-15,6.0
2016-11-16,5.0
2016-11-17,5.0
2016-11-18,5.0
2016-11-19,4.0
2016-11-20,3.0
2016-11-21,3.0
2016-11-22,8.0
2016-11-23,3.0
2016-11-24,0.0
2016-11-25,6.0
2016-11-26,5.0
2016-11-27,3.0
2016-11-28,3.0
2016-11-29,3.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,3.0
2016-12-03,0.0
2016-12-04,3.0
2016-12-05,3.0
2016-12-06,4.0
2016-12-07,3.0
2016-12-08,5.0
2016-12-09,5.0
2016-12-10,4.0
2016-12-11,4.0
2016-12-12,6.0
2016-12-13,3.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,6.0
2016-12-17,0.0
2016-12-18,5.0
2016-12-19,5.0
2016-12-20,0.0
2016-12-21,3.0
2016-12-22,7.0
2016-12-23,3.0
2016-12-24,4.0
2016-12-25,4.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,3.0
2016-12-30,0.0
2016-12-31,4.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,3.0
2017-01-06,0.0
2017-01-07,3.0
2017-01-08,3.0
2017-01-09,0.0
2017-01-10,6.0
2017-01-11,4.0
2017-01-12,0.0
2017-01-13,3.0
2017-01-14,0.0
2017-01-15,3.0
2017-01-16,3.0
2017-01-17,6.0
2017-01-18,0.0
2017-01-19,3.0
2017-01-20,9.0
2017-01-21,12.0
2017-01-22,13.0
2017-01-23,0.0
2017-01-24,3.0
2017-01-25,3.0
2017-01-26,3.0
2017-01-27,3.0
2017-01-28,0.0
2017-01-29,13.0
2017-01-30,3.0
2017-01-31,4.0
2017-02-01,6.0
2017-02-02,9.0
2017-02-03,3.0
2017-02-04,3.0
2017-02-05,3.0
2017-02-06,3.0
2017-02-07,3.0
2017-02-08,4.0
2017-02-09,3.0
2017-02-10,8.0
2017-02-11,3.0
2017-02-12,7.0
2017-02-13,4.0
2017-02-14,4.0
2017-02-15,4.0
2017-02-16,7.0
2017-02-17,6.0
2017-02-18,3.0
2017-02-19,8.0
2017-02-20,13.0
2017-02-21,6.0
2017-02-22,9.0
2017-02-23,6.0
2017-02-24,3.0
2017-02-25,3.0
2017-02-26,3.0
2017-02-27,4.0
2017-02-28,3.0
2017-03-01,3.181728880157171
2017-03-02,0.0
2017-03-03,3.573673870333988
2017-03-04,5.99705304518664
2017-03-05,3.391944990176817
2017-03-06,4.681728880157171
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,7.863457760314342
2017-03-10,2.0
2017-03-11,1.5
2017-03-12,5.388998035363457
2017-03-13,3.181728880157171
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,3.181728880157171
2017-03-17,1.786836935166994
2017-03-18,1.5
2017-03-19,3.391944990176817
2017-03-20,3.181728880157171
2017-03-21,10.045186640471513
2017-03-22,4.681728880157171
2017-03-23,3.181728880157171
2017-03-24,5.073673870333987
2017-03-25,0.0
2017-03-26,3.4970530451866404
2017-03-27,3.681728880157171
2017-03-28,3.181728880157171
2017-03-29,4.12770137524558
2017-03-30,1.5
2017-03-31,4.286836935166994
2017-04-01,9.94007858546169
2017-04-02,3.994106090373281
2017-04-03,6.93713163064833
2017-04-04,0.0
2017-04-05,3.3634577603143416
2017-04-06,3.573673870333988
2017-04-07,7.147347740667976
2017-04-08,3.994106090373281
2017-04-09,4.204322200392927
2017-04-10,3.573673870333988
2017-04-11,3.573673870333988
2017-04-12,3.573673870333988
2017-04-13,0.0
2017-04-14,3.994106090373281
2017-04-15,4.204322200392927
2017-04-16,4.204322200392927
2017-04-17,0.0
2017-04-18,10.090373280943025
2017-04-19,3.3634577603143416
2017-04-20,3.573673870333988
2017-04-21,3.573673870333988
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,3.3634577603143416
2017-04-26,3.3634577603143416
2017-04-27,3.3634577603143416
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,3.3634577603143416
2017-05-03,3.3634577603143416
2017-05-04,3.3634577603143416
2017-05-05,3.573673870333988
2017-05-06,3.994106090373281
2017-05-07,0.0
2017-05-08,3.3634577603143416
2017-05-09,8.6188605108055
2017-05-10,8.6188605108055
2017-05-11,3.3634577603143416
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,4.204322200392927
2017-05-15,6.93713163064833
2017-05-16,6.93713163064833
2017-05-17,13.87426326129666
2017-05-18,18.91944990176817
2017-05-19,15.976424361493123
2017-05-20,12.402750491159134
2017-05-21,12.192534381139488
2017-05-22,5.255402750491159
2017-05-23,8.6188605108055
2017-05-24,3.573673870333988
2017-05-25,7.147347740667976
2017-05-26,11.351669941060903
2017-05-27,21.021611001964637
2017-05-28,16.817288801571706
2017-05-29,3.573673870333988
2017-05-30,6.93713163064833
2017-05-31,3.573673870333988
2017-06-01,14.084479371316306
2017-06-02,3.573673870333988
2017-06-03,0.0
