date,russian influence
2016-11-11,15.0
2016-11-12,5.0
2016-11-13,7.0
2016-11-14,6.0
2016-11-15,4.0
2016-11-16,5.0
2016-11-17,12.0
2016-11-18,4.0
2016-11-19,2.0
2016-11-20,5.0
2016-11-21,5.0
2016-11-22,4.0
2016-11-23,6.0
2016-11-24,0.0
2016-11-25,6.0
2016-11-26,5.0
2016-11-27,2.0
2016-11-28,8.0
2016-11-29,6.0
2016-11-30,10.0
2016-12-01,7.0
2016-12-02,8.0
2016-12-03,5.0
2016-12-04,3.0
2016-12-05,4.0
2016-12-06,5.0
2016-12-07,5.0
2016-12-08,12.0
2016-12-09,11.0
2016-12-10,24.0
2016-12-11,100.0
2016-12-12,30.0
2016-12-13,18.0
2016-12-14,11.0
2016-12-15,17.0
2016-12-16,17.0
2016-12-17,18.0
2016-12-18,10.0
2016-12-19,7.0
2016-12-20,9.0
2016-12-21,12.0
2016-12-22,5.0
2016-12-23,2.0
2016-12-24,3.0
2016-12-25,0.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,6.0
2016-12-29,9.0
2016-12-30,14.0
2016-12-31,5.0
2017-01-01,8.0
2017-01-02,2.0
2017-01-03,3.0
2017-01-04,5.0
2017-01-05,9.0
2017-01-06,10.0
2017-01-07,22.0
2017-01-08,8.0
2017-01-09,9.0
2017-01-10,11.0
2017-01-11,25.0
2017-01-12,6.0
2017-01-13,14.0
2017-01-14,9.0
2017-01-15,7.0
2017-01-16,3.0
2017-01-17,11.0
2017-01-18,8.0
2017-01-19,12.0
2017-01-20,10.0
2017-01-21,2.0
2017-01-22,11.0
2017-01-23,6.0
2017-01-24,10.0
2017-01-25,12.0
2017-01-26,7.0
2017-01-27,6.0
2017-01-28,5.0
2017-01-29,4.0
2017-01-30,6.0
2017-01-31,7.0
2017-02-01,5.0
2017-02-02,8.0
2017-02-03,6.0
2017-02-04,2.0
2017-02-05,5.0
2017-02-06,6.0
2017-02-07,8.0
2017-02-08,4.0
2017-02-09,6.0
2017-02-10,2.0
2017-02-11,2.0
2017-02-12,2.0
2017-02-13,6.0
2017-02-14,6.0
2017-02-15,14.0
2017-02-16,15.0
2017-02-17,11.0
2017-02-18,6.0
2017-02-19,2.0
2017-02-20,9.0
2017-02-21,7.0
2017-02-22,8.0
2017-02-23,7.0
2017-02-24,7.0
2017-02-25,5.0
2017-02-26,2.0
2017-02-27,6.0
2017-02-28,6.0
2017-03-01,7.468078175895766
2017-03-02,13.058631921824103
2017-03-03,15.892508143322475
2017-03-04,6.3120521172638435
2017-03-05,6.535179153094463
2017-03-06,13.402605863192182
2017-03-07,6.434527687296416
2017-03-08,6.934527687296416
2017-03-09,9.55700325732899
2017-03-10,10.624104234527687
2017-03-11,6.968078175895766
2017-03-12,4.3120521172638435
2017-03-13,5.5234527687296415
2017-03-14,5.934527687296416
2017-03-15,14.503257328990227
2017-03-16,8.001628664495113
2017-03-17,5.578827361563517
2017-03-18,5.8120521172638435
2017-03-19,3.6895765472312703
2017-03-20,10.513355048859935
2017-03-21,12.969706840390879
2017-03-22,6.489902280130293
2017-03-23,9.535179153094463
2017-03-24,7.7348534201954395
2017-03-25,4.434527687296416
2017-03-26,7.05700325732899
2017-03-27,5.968078175895766
2017-03-28,7.968078175895766
2017-03-29,8.59055374592834
2017-03-30,15.791856677524429
2017-03-31,12.847231270358305
2017-04-01,6.55700325732899
2017-04-02,7.11400651465798
2017-04-03,13.160912052117263
2017-04-04,6.046905537459283
2017-04-05,6.046905537459283
2017-04-06,6.2247557003257326
2017-04-07,2.134201954397394
2017-04-08,4.8019543973941365
2017-04-09,3.55700325732899
2017-04-10,6.2247557003257326
2017-04-11,6.2247557003257326
2017-04-12,9.426058631921823
2017-04-13,5.335504885993485
2017-04-14,3.55700325732899
2017-04-15,7.469706840390879
2017-04-16,7.29185667752443
2017-04-17,10.848859934853419
2017-04-18,4.0905537459283385
2017-04-19,4.979804560260586
2017-04-20,6.2247557003257326
2017-04-21,3.201302931596091
2017-04-22,3.55700325732899
2017-04-23,3.55700325732899
2017-04-24,6.2247557003257326
2017-04-25,10.13745928338762
2017-04-26,8.892508143322475
2017-04-27,8.181107491856677
2017-04-28,5.335504885993485
2017-04-29,0.0
2017-04-30,2.489902280130293
2017-05-01,5.5133550488599345
2017-05-02,8.181107491856677
2017-05-03,9.070358306188925
2017-05-04,9.070358306188925
2017-05-05,6.402605863192182
2017-05-06,7.11400651465798
2017-05-07,5.8690553745928336
2017-05-08,6.046905537459283
2017-05-09,8.181107491856677
2017-05-10,9.070358306188925
2017-05-11,9.248208469055374
2017-05-12,8.536807817589576
2017-05-13,4.8019543973941365
2017-05-14,3.55700325732899
2017-05-15,4.0905537459283385
2017-05-16,7.11400651465798
2017-05-17,6.046905537459283
2017-05-18,13.338762214983714
2017-05-19,6.402605863192182
2017-05-20,8.536807817589576
2017-05-21,3.55700325732899
2017-05-22,7.11400651465798
2017-05-23,4.979804560260586
2017-05-24,8.181107491856677
2017-05-25,12.805211726384364
2017-05-26,7.825407166123778
2017-05-27,2.489902280130293
2017-05-28,3.7348534201954395
2017-05-29,9.603908794788273
2017-05-30,6.2247557003257326
2017-05-31,11.382410423452768
2017-06-01,4.0905537459283385
2017-06-02,3.201302931596091
2017-06-03,0.0
