date,hillary treason
2016-05-01,0.0
2016-05-02,3.667054714784633
2016-05-03,1.8335273573923165
2016-05-04,3.667054714784633
2016-05-05,0.0
2016-05-06,5.762514551804424
2016-05-07,2.0954598370197903
2016-05-08,2.0954598370197903
2016-05-09,9.167636786961582
2016-05-10,3.667054714784633
2016-05-11,5.500582072176949
2016-05-12,3.667054714784633
2016-05-13,1.8335273573923165
2016-05-14,0.0
2016-05-15,8.643771827706635
2016-05-16,0.0
2016-05-17,1.8335273573923165
2016-05-18,0.0
2016-05-19,1.8335273573923165
2016-05-20,1.8335273573923165
2016-05-21,2.0954598370197903
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,5.500582072176949
2016-05-25,1.8335273573923165
2016-05-26,1.8335273573923165
2016-05-27,0.0
2016-05-28,4.452852153667054
2016-05-29,4.452852153667054
2016-05-30,3.667054714784633
2016-05-31,3.667054714784633
2016-06-01,5.500582072176949
2016-06-02,5.500582072176949
2016-06-03,3.928987194412107
2016-06-04,0.0
2016-06-05,4.190919674039581
2016-06-06,3.667054714784633
2016-06-07,5.500582072176949
2016-06-08,1.8335273573923165
2016-06-09,5.500582072176949
2016-06-10,13.358556461001163
2016-06-11,12.834691501746216
2016-06-12,6.286379511059371
2016-06-13,3.667054714784633
2016-06-14,1.8335273573923165
2016-06-15,10.739231664726425
2016-06-16,3.667054714784633
2016-06-17,7.59604190919674
2016-06-18,8.905704307334108
2016-06-19,4.190919674039581
2016-06-20,1.8335273573923165
2016-06-21,0.0
2016-06-22,1.8335273573923165
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,4.452852153667054
2016-06-26,4.190919674039581
2016-06-27,5.500582072176949
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,3.667054714784633
2016-07-01,3.928987194412107
2016-07-02,4.452852153667054
2016-07-03,2.357392316647264
2016-07-04,2.0954598370197903
2016-07-05,7.59604190919674
2016-07-06,17.28754365541327
2016-07-07,7.59604190919674
2016-07-08,3.928987194412107
2016-07-09,8.905704307334108
2016-07-10,8.905704307334108
2016-07-11,0.0
2016-07-12,9.167636786961582
2016-07-13,1.8335273573923165
2016-07-14,1.8335273573923165
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,2.357392316647264
2016-07-18,0.0
2016-07-19,1.8335273573923165
2016-07-20,13.096623981373689
2016-07-21,17.025611175785798
2016-07-22,7.857974388824214
2016-07-23,4.452852153667054
2016-07-24,2.0954598370197903
2016-07-25,0.0
2016-07-26,1.8335273573923165
2016-07-27,18.59720605355064
2016-07-28,22.526193247962745
2016-07-29,6.024447031431897
2016-07-30,11.263096623981372
2016-07-31,8.905704307334108
2016-08-01,3.667054714784633
2016-08-02,1.8335273573923165
2016-08-03,5.762514551804424
2016-08-04,0.0
2016-08-05,3.928987194412107
2016-08-06,2.357392316647264
2016-08-07,2.0954598370197903
2016-08-08,1.8335273573923165
2016-08-09,0.0
2016-08-10,5.500582072176949
2016-08-11,1.8335273573923165
2016-08-12,0.0
2016-08-13,6.5483119906868446
2016-08-14,0.0
2016-08-15,1.8335273573923165
2016-08-16,1.8335273573923165
2016-08-17,0.0
2016-08-18,1.8335273573923165
2016-08-19,1.8335273573923165
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,3.667054714784633
2016-08-23,0.0
2016-08-24,3.667054714784633
2016-08-25,0.0
2016-08-26,3.928987194412107
2016-08-27,0.0
2016-08-28,2.0954598370197903
2016-08-29,3.667054714784633
2016-08-30,0.0
2016-08-31,1.8335273573923165
2016-09-01,1.8335273573923165
2016-09-02,3.667054714784633
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,1.8335273573923165
2016-09-08,1.8335273573923165
2016-09-09,3.667054714784633
2016-09-10,2.0954598370197903
2016-09-11,0.0
2016-09-12,1.8335273573923165
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,3.667054714784633
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,5.238649592549476
2016-09-20,1.8335273573923165
2016-09-21,1.8335273573923165
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,5.238649592549476
2016-09-28,1.8335273573923165
2016-09-29,1.8335273573923165
2016-09-30,1.8335273573923165
2016-10-01,3.0954598370197903
2016-10-02,5.012223515715949
2016-10-03,1.0
2016-10-04,4.1193247962747375
2016-10-05,0.0
2016-10-06,3.2025611175785795
2016-10-07,5.6670547147846335
2016-10-08,7.607683352735739
2016-10-09,8.107683352735739
2016-10-10,13.488940628637952
2016-10-11,7.238649592549476
2016-10-12,6.833527357392317
2016-10-13,4.202561117578579
2016-10-14,5.036088474970896
2016-10-15,3.0
2016-10-16,4.047729918509895
2016-10-17,4.416763678696158
2016-10-18,3.2025611175785795
2016-10-19,3.9167636786961584
2016-10-20,24.09662398137369
2016-10-21,9.952852153667054
2016-10-22,4.047729918509895
2016-10-23,4.4644935972060535
2016-10-24,5.536088474970896
2016-10-25,5.6193247962747375
2016-10-26,6.6193247962747375
2016-10-27,4.6193247962747375
2016-10-28,10.036088474970896
2016-10-29,13.167636786961582
2016-10-30,15.572176949941792
2016-10-31,17.70314318975553
2016-11-01,10.369615832363213
2016-11-02,12.0
2016-11-03,40.0
2016-11-04,100.0
2016-11-05,49.0
2016-11-06,43.0
2016-11-07,23.0
2016-11-08,20.0
2016-11-09,30.0
2016-11-10,19.0
2016-11-11,16.0
2016-11-12,12.0
2016-11-13,6.0
2016-11-14,6.0
2016-11-15,4.0
2016-11-16,5.0
2016-11-17,2.0
2016-11-18,2.0
2016-11-19,4.0
2016-11-20,2.0
2016-11-21,4.0
2016-11-22,2.0
2016-11-23,4.0
2016-11-24,0.0
2016-11-25,2.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,3.0
2016-11-29,6.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,4.0
2016-12-05,2.0
2016-12-06,2.0
2016-12-07,2.0
2016-12-08,2.0
2016-12-09,0.0
2016-12-10,2.0
2016-12-11,3.0
2016-12-12,2.0
2016-12-13,4.0
2016-12-14,4.0
2016-12-15,2.0
2016-12-16,8.0
2016-12-17,4.0
2016-12-18,2.0
2016-12-19,2.0
2016-12-20,2.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,4.0
2016-12-29,2.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,2.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,4.0
2017-01-07,0.0
2017-01-08,5.0
2017-01-09,2.0
2017-01-10,2.0
2017-01-11,2.0
2017-01-12,2.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,2.0
2017-01-16,0.0
2017-01-17,2.0
2017-01-18,0.0
2017-01-19,2.0
2017-01-20,0.0
2017-01-21,2.0
2017-01-22,2.0
2017-01-23,3.0
2017-01-24,2.0
2017-01-25,2.0
2017-01-26,0.0
2017-01-27,2.0
2017-01-28,2.0
2017-01-29,2.0
2017-01-30,2.0
2017-01-31,0.0
2017-02-01,2.0
2017-02-02,2.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,3.0
2017-02-14,4.0
2017-02-15,5.0
2017-02-16,3.0
2017-02-17,2.0
2017-02-18,4.0
2017-02-19,0.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,2.0
2017-02-23,0.0
2017-02-24,2.0
2017-02-25,4.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,1.0
2017-03-02,2.474250936329588
2017-03-03,1.0
2017-03-04,4.716292134831461
2017-03-05,1.6722846441947568
2017-03-06,0.0
2017-03-07,4.078183520599251
2017-03-08,1.726123595505618
2017-03-09,1.4742509363295881
2017-03-10,0.0
2017-03-11,1.0
2017-03-12,1.8361423220973783
2017-03-13,0.726123595505618
2017-03-14,0.726123595505618
2017-03-15,0.0
2017-03-16,0.726123595505618
2017-03-17,2.5402621722846446
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,1.726123595505618
2017-03-22,0.0
2017-03-23,1.726123595505618
2017-03-24,2.5402621722846446
2017-03-25,1.8581460674157304
2017-03-26,0.8581460674157304
2017-03-27,0.726123595505618
2017-03-28,1.726123595505618
2017-03-29,2.4962546816479403
2017-03-30,1.7481273408239701
2017-03-31,3.0402621722846446
2017-04-01,2.8581460674157304
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,1.4962546816479403
2017-04-11,0.0
2017-04-12,1.5402621722846443
2017-04-13,3.916666666666667
2017-04-14,2.5964419475655434
2017-04-15,3.6086142322097383
2017-04-16,1.7602996254681649
2017-04-17,1.5842696629213484
2017-04-18,0.0
2017-04-19,4.400749063670412
2017-04-20,1.4962546816479403
2017-04-21,1.5842696629213484
2017-04-22,1.7602996254681649
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,1.4962546816479403
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,1.6282771535580525
2017-05-02,1.452247191011236
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,1.7162921348314608
2017-05-08,1.4962546816479403
2017-05-09,0.0
2017-05-10,2.200374531835206
2017-05-11,1.4962546816479403
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,1.4962546816479403
2017-05-16,0.0
2017-05-17,2.9925093632958806
2017-05-18,2.9925093632958806
2017-05-19,1.5402621722846443
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,1.4962546816479403
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,1.5402621722846443
2017-05-26,0.0
2017-05-27,3.652621722846442
2017-05-28,1.8043071161048692
2017-05-29,2.376404494382023
2017-05-30,1.5402621722846443
2017-05-31,0.0
2017-06-01,3.828651685393259
2017-06-02,0.0
2017-06-03,0.0
