date,secretary clinton
2016-05-01,2.0180180180180183
2016-05-02,2.690690690690691
2016-05-03,2.690690690690691
2016-05-04,5.381381381381382
2016-05-05,4.708708708708709
2016-05-06,5.381381381381382
2016-05-07,2.690690690690691
2016-05-08,5.381381381381382
2016-05-09,4.708708708708709
2016-05-10,2.690690690690691
2016-05-11,4.036036036036037
2016-05-12,3.3633633633633635
2016-05-13,2.690690690690691
2016-05-14,2.690690690690691
2016-05-15,3.3633633633633635
2016-05-16,4.036036036036037
2016-05-17,4.708708708708709
2016-05-18,4.708708708708709
2016-05-19,2.690690690690691
2016-05-20,4.036036036036037
2016-05-21,4.036036036036037
2016-05-22,3.3633633633633635
2016-05-23,2.0180180180180183
2016-05-24,2.690690690690691
2016-05-25,6.054054054054054
2016-05-26,8.744744744744745
2016-05-27,6.726726726726727
2016-05-28,2.0180180180180183
2016-05-29,4.036036036036037
2016-05-30,4.708708708708709
2016-05-31,2.690690690690691
2016-06-01,6.726726726726727
2016-06-02,8.072072072072073
2016-06-03,5.381381381381382
2016-06-04,4.036036036036037
2016-06-05,4.036036036036037
2016-06-06,4.036036036036037
2016-06-07,6.726726726726727
2016-06-08,13.453453453453454
2016-06-09,11.435435435435437
2016-06-10,14.126126126126128
2016-06-11,6.054054054054054
2016-06-12,6.726726726726727
2016-06-13,4.708708708708709
2016-06-14,4.708708708708709
2016-06-15,4.036036036036037
2016-06-16,4.708708708708709
2016-06-17,5.381381381381382
2016-06-18,2.690690690690691
2016-06-19,4.036036036036037
2016-06-20,4.036036036036037
2016-06-21,4.036036036036037
2016-06-22,6.054054054054054
2016-06-23,2.0180180180180183
2016-06-24,2.690690690690691
2016-06-25,4.036036036036037
2016-06-26,2.690690690690691
2016-06-27,3.3633633633633635
2016-06-28,8.072072072072073
2016-06-29,4.036036036036037
2016-06-30,5.381381381381382
2016-07-01,6.726726726726727
2016-07-02,4.708708708708709
2016-07-03,6.726726726726727
2016-07-04,4.708708708708709
2016-07-05,12.108108108108109
2016-07-06,17.48948948948949
2016-07-07,18.162162162162165
2016-07-08,9.417417417417418
2016-07-09,6.726726726726727
2016-07-10,2.690690690690691
2016-07-11,4.036036036036037
2016-07-12,4.036036036036037
2016-07-13,7.3993993993994
2016-07-14,4.708708708708709
2016-07-15,4.708708708708709
2016-07-16,6.726726726726727
2016-07-17,6.726726726726727
2016-07-18,6.054054054054054
2016-07-19,11.435435435435437
2016-07-20,12.780780780780782
2016-07-21,11.435435435435437
2016-07-22,16.816816816816818
2016-07-23,7.3993993993994
2016-07-24,8.072072072072073
2016-07-25,6.726726726726727
2016-07-26,12.780780780780782
2016-07-27,29.5975975975976
2016-07-28,26.906906906906908
2016-07-29,22.870870870870874
2016-07-30,10.09009009009009
2016-07-31,10.762762762762764
2016-08-01,10.09009009009009
2016-08-02,10.09009009009009
2016-08-03,12.780780780780782
2016-08-04,7.3993993993994
2016-08-05,5.381381381381382
2016-08-06,4.036036036036037
2016-08-07,5.381381381381382
2016-08-08,5.381381381381382
2016-08-09,6.054054054054054
2016-08-10,8.744744744744745
2016-08-11,8.072072072072073
2016-08-12,6.054054054054054
2016-08-13,4.036036036036037
2016-08-14,4.036036036036037
2016-08-15,7.3993993993994
2016-08-16,4.708708708708709
2016-08-17,4.708708708708709
2016-08-18,4.708708708708709
2016-08-19,4.036036036036037
2016-08-20,4.708708708708709
2016-08-21,5.381381381381382
2016-08-22,4.036036036036037
2016-08-23,7.3993993993994
2016-08-24,9.417417417417418
2016-08-25,6.726726726726727
2016-08-26,7.3993993993994
2016-08-27,6.054054054054054
2016-08-28,1.3453453453453454
2016-08-29,5.381381381381382
2016-08-30,3.3633633633633635
2016-08-31,2.0180180180180183
2016-09-01,5.381381381381382
2016-09-02,8.744744744744745
2016-09-03,7.3993993993994
2016-09-04,1.3453453453453454
2016-09-05,4.036036036036037
2016-09-06,5.381381381381382
2016-09-07,4.708708708708709
2016-09-08,8.744744744744745
2016-09-09,5.381381381381382
2016-09-10,4.036036036036037
2016-09-11,6.726726726726727
2016-09-12,8.744744744744745
2016-09-13,8.744744744744745
2016-09-14,6.054054054054054
2016-09-15,3.3633633633633635
2016-09-16,5.381381381381382
2016-09-17,4.036036036036037
2016-09-18,5.381381381381382
2016-09-19,4.036036036036037
2016-09-20,6.726726726726727
2016-09-21,8.072072072072073
2016-09-22,4.708708708708709
2016-09-23,5.381381381381382
2016-09-24,3.3633633633633635
2016-09-25,5.381381381381382
2016-09-26,4.036036036036037
2016-09-27,67.26726726726727
2016-09-28,20.852852852852855
2016-09-29,15.471471471471473
2016-09-30,11.435435435435437
2016-10-01,12.226726726726728
2016-10-02,10.545045045045045
2016-10-03,8.1996996996997
2016-10-04,11.717717717717719
2016-10-05,13.226726726726728
2016-10-06,12.39039039039039
2016-10-07,11.89039039039039
2016-10-08,10.545045045045045
2016-10-09,13.563063063063064
2016-10-10,38.66216216216216
2016-10-11,14.8993993993994
2016-10-12,18.91741741741742
2016-10-13,11.717717717717719
2016-10-14,11.717717717717719
2016-10-15,11.381381381381381
2016-10-16,14.235735735735737
2016-10-17,11.881381381381381
2016-10-18,14.063063063063064
2016-10-19,12.554054054054054
2016-10-20,41.525525525525524
2016-10-21,15.063063063063064
2016-10-22,9.545045045045045
2016-10-23,10.545045045045045
2016-10-24,8.536036036036037
2016-10-25,9.372372372372372
2016-10-26,10.717717717717719
2016-10-27,9.89039039039039
2016-10-28,15.235735735735737
2016-10-29,13.226726726726728
2016-10-30,10.545045045045045
2016-10-31,12.554054054054054
2016-11-01,16.90840840840841
2016-11-02,17.0
2016-11-03,16.0
2016-11-04,10.0
2016-11-05,10.0
2016-11-06,11.0
2016-11-07,28.0
2016-11-08,27.0
2016-11-09,100.0
2016-11-10,41.0
2016-11-11,27.0
2016-11-12,18.0
2016-11-13,12.0
2016-11-14,13.0
2016-11-15,14.0
2016-11-16,9.0
2016-11-17,9.0
2016-11-18,6.0
2016-11-19,9.0
2016-11-20,7.0
2016-11-21,7.0
2016-11-22,8.0
2016-11-23,6.0
2016-11-24,6.0
2016-11-25,3.0
2016-11-26,5.0
2016-11-27,3.0
2016-11-28,4.0
2016-11-29,7.0
2016-11-30,5.0
2016-12-01,9.0
2016-12-02,11.0
2016-12-03,3.0
2016-12-04,5.0
2016-12-05,6.0
2016-12-06,8.0
2016-12-07,4.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,6.0
2016-12-11,5.0
2016-12-12,2.0
2016-12-13,8.0
2016-12-14,3.0
2016-12-15,5.0
2016-12-16,4.0
2016-12-17,4.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,2.0
2016-12-22,3.0
2016-12-23,4.0
2016-12-24,1.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,2.0
2016-12-28,7.0
2016-12-29,4.0
2016-12-30,3.0
2016-12-31,3.0
2017-01-01,3.0
2017-01-02,3.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,4.0
2017-01-07,3.0
2017-01-08,3.0
2017-01-09,2.0
2017-01-10,3.0
2017-01-11,6.0
2017-01-12,3.0
2017-01-13,4.0
2017-01-14,2.0
2017-01-15,3.0
2017-01-16,2.0
2017-01-17,5.0
2017-01-18,3.0
2017-01-19,5.0
2017-01-20,13.0
2017-01-21,6.0
2017-01-22,11.0
2017-01-23,7.0
2017-01-24,5.0
2017-01-25,2.0
2017-01-26,4.0
2017-01-27,3.0
2017-01-28,1.0
2017-01-29,3.0
2017-01-30,3.0
2017-01-31,3.0
2017-02-01,4.0
2017-02-02,4.0
2017-02-03,2.0
2017-02-04,2.0
2017-02-05,2.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,5.0
2017-02-09,3.0
2017-02-10,3.0
2017-02-11,2.0
2017-02-12,3.0
2017-02-13,2.0
