date,hillary clinton book
2016-05-01,3.245497881355932
2016-05-02,2.9209480932203387
2016-05-03,5.517346398305085
2016-05-04,3.570047669491525
2016-05-05,5.192796610169491
2016-05-06,4.5436970338983045
2016-05-07,2.2718485169491522
2016-05-08,2.9209480932203387
2016-05-09,3.245497881355932
2016-05-10,3.570047669491525
2016-05-11,6.166445974576271
2016-05-12,1.9472987288135593
2016-05-13,1.622748940677966
2016-05-14,1.9472987288135593
2016-05-15,3.245497881355932
2016-05-16,5.192796610169491
2016-05-17,4.5436970338983045
2016-05-18,2.5963983050847457
2016-05-19,3.570047669491525
2016-05-20,4.219147245762712
2016-05-21,3.245497881355932
2016-05-22,0.9736493644067796
2016-05-23,5.192796610169491
2016-05-24,2.2718485169491522
2016-05-25,3.8945974576271185
2016-05-26,2.9209480932203387
2016-05-27,1.2981991525423728
2016-05-28,1.9472987288135593
2016-05-29,0.9736493644067796
2016-05-30,2.9209480932203387
2016-05-31,1.622748940677966
2016-06-01,1.9472987288135593
2016-06-02,0.6490995762711864
2016-06-03,3.245497881355932
2016-06-04,2.9209480932203387
2016-06-05,10.06104343220339
2016-06-06,11.683792372881355
2016-06-07,24.665783898305083
2016-06-08,18.499337923728813
2016-06-09,10.710143008474576
2016-06-10,12.981991525423728
2016-06-11,9.736493644067796
2016-06-12,8.762844279661017
2016-06-13,5.192796610169491
2016-06-14,7.789194915254237
2016-06-15,5.517346398305085
2016-06-16,2.2718485169491522
2016-06-17,1.9472987288135593
2016-06-18,2.9209480932203387
2016-06-19,6.166445974576271
2016-06-20,8.438294491525424
2016-06-21,9.087394067796609
2016-06-22,10.710143008474576
2016-06-23,9.411943855932202
2016-06-24,2.9209480932203387
2016-06-25,7.14009533898305
2016-06-26,6.490995762711864
2016-06-27,11.359242584745763
2016-06-28,22.718485169491526
2016-06-29,18.823887711864405
2016-06-30,8.11374470338983
2016-07-01,7.14009533898305
2016-07-02,9.087394067796609
2016-07-03,9.087394067796609
2016-07-04,5.841896186440677
2016-07-05,9.411943855932202
2016-07-06,8.762844279661017
2016-07-07,8.438294491525424
2016-07-08,4.219147245762712
2016-07-09,5.841896186440677
2016-07-10,5.192796610169491
2016-07-11,5.517346398305085
2016-07-12,3.8945974576271185
2016-07-13,5.517346398305085
2016-07-14,4.868246822033898
2016-07-15,4.5436970338983045
2016-07-16,2.9209480932203387
2016-07-17,5.841896186440677
2016-07-18,5.192796610169491
2016-07-19,6.166445974576271
2016-07-20,10.710143008474576
2016-07-21,9.411943855932202
2016-07-22,9.087394067796609
2016-07-23,13.306541313559322
2016-07-24,13.306541313559322
2016-07-25,7.14009533898305
2016-07-26,13.631091101694913
2016-07-27,19.1484375
2016-07-28,16.552039194915253
2016-07-29,30.832229872881356
2016-07-30,17.20113877118644
2016-07-31,15.253840042372882
2016-08-01,8.11374470338983
2016-08-02,10.06104343220339
2016-08-03,5.841896186440677
2016-08-04,8.11374470338983
2016-08-05,6.815545550847457
2016-08-06,6.166445974576271
2016-08-07,6.815545550847457
2016-08-08,4.868246822033898
2016-08-09,6.815545550847457
2016-08-10,3.245497881355932
2016-08-11,3.570047669491525
2016-08-12,4.868246822033898
2016-08-13,8.11374470338983
2016-08-14,5.841896186440677
2016-08-15,5.841896186440677
2016-08-16,3.245497881355932
2016-08-17,5.192796610169491
2016-08-18,4.5436970338983045
2016-08-19,4.5436970338983045
2016-08-20,4.5436970338983045
2016-08-21,4.219147245762712
2016-08-22,4.219147245762712
2016-08-23,4.5436970338983045
2016-08-24,5.192796610169491
2016-08-25,5.192796610169491
2016-08-26,4.5436970338983045
2016-08-27,5.192796610169491
2016-08-28,2.9209480932203387
2016-08-29,3.570047669491525
2016-08-30,5.841896186440677
2016-08-31,3.570047669491525
2016-09-01,4.868246822033898
2016-09-02,6.166445974576271
2016-09-03,3.570047669491525
2016-09-04,4.219147245762712
2016-09-05,8.438294491525424
2016-09-06,4.868246822033898
2016-09-07,9.736493644067796
2016-09-08,9.411943855932202
2016-09-09,3.245497881355932
2016-09-10,3.570047669491525
2016-09-11,9.736493644067796
2016-09-12,14.929290254237289
2016-09-13,8.11374470338983
2016-09-14,12.008342161016948
2016-09-15,16.552039194915253
2016-09-16,11.683792372881355
2016-09-17,6.166445974576271
2016-09-18,10.710143008474576
2016-09-19,8.11374470338983
2016-09-20,9.411943855932202
2016-09-21,8.762844279661017
2016-09-22,5.841896186440677
2016-09-23,4.868246822033898
2016-09-24,4.868246822033898
2016-09-25,10.385593220338983
2016-09-26,7.14009533898305
2016-09-27,32.45497881355932
2016-09-28,13.306541313559322
2016-09-29,9.736493644067796
2016-09-30,11.683792372881355
2016-10-01,6.241922669491525
2016-10-02,7.243246822033898
2016-10-03,9.483646716101696
2016-10-04,10.184322033898304
2016-10-05,9.942796610169493
2016-10-06,4.971398305084747
2016-10-07,4.377648305084746
2016-10-08,7.267147775423729
2016-10-09,7.239472987288136
2016-10-10,21.2869438559322
2016-10-11,10.105071504237289
2016-10-12,11.886321504237289
2016-10-13,11.834745762711865
2016-10-14,11.482521186440678
2016-10-15,7.132547669491525
2016-10-16,12.85997086864407
2016-10-17,6.942597987288136
2016-10-18,6.970272775423729
2016-10-19,11.454846398305083
2016-10-20,17.534494173728813
2016-10-21,8.375397245762711
2016-10-22,6.752648305084747
2016-10-23,7.860897775423729
2016-10-24,7.294822563559323
2016-10-25,9.376721398305085
2016-10-26,10.211996822033896
2016-10-27,7.1602224576271185
2016-10-28,10.374271716101696
2016-10-29,6.483448093220339
2016-10-30,11.510195974576272
2016-10-31,15.32176906779661
2016-11-01,9.210672669491524
2016-11-02,11.28125
2016-11-03,13.0625
2016-11-04,13.65625
2016-11-05,12.46875
2016-11-06,14.84375
2016-11-07,21.96875
2016-11-08,32.65625
2016-11-09,59.375
2016-11-10,24.9375
2016-11-11,17.8125
2016-11-12,11.875
2016-11-13,11.28125
2016-11-14,8.90625
2016-11-15,10.09375
2016-11-16,6.53125
2016-11-17,10.6875
2016-11-18,7.71875
2016-11-19,4.15625
2016-11-20,5.9375
2016-11-21,5.9375
2016-11-22,5.34375
2016-11-23,5.34375
2016-11-24,5.34375
2016-11-25,1.1875
2016-11-26,5.34375
2016-11-27,7.125
2016-11-28,3.5625
2016-11-29,5.34375
2016-11-30,4.75
2016-12-01,2.96875
2016-12-02,2.375
2016-12-03,2.375
2016-12-04,2.375
2016-12-05,2.375
2016-12-06,2.375
2016-12-07,3.5625
2016-12-08,4.15625
2016-12-09,0.59375
2016-12-10,1.1875
2016-12-11,4.15625
2016-12-12,1.78125
2016-12-13,2.375
2016-12-14,2.375
2016-12-15,2.375
2016-12-16,5.34375
2016-12-17,3.5625
2016-12-18,3.5625
2016-12-19,2.375
2016-12-20,3.5625
2016-12-21,1.1875
2016-12-22,3.5625
2016-12-23,3.5625
2016-12-24,3.5625
2016-12-25,2.96875
2016-12-26,2.375
2016-12-27,1.78125
2016-12-28,2.96875
2016-12-29,2.375
2016-12-30,2.375
2016-12-31,3.5625
2017-01-01,2.375
2017-01-02,1.78125
2017-01-03,3.5625
2017-01-04,2.375
2017-01-05,1.1875
2017-01-06,2.375
2017-01-07,2.375
2017-01-08,3.5625
2017-01-09,1.1875
2017-01-10,2.375
2017-01-11,2.375
2017-01-12,2.96875
2017-01-13,1.78125
2017-01-14,1.78125
2017-01-15,1.1875
2017-01-16,1.1875
2017-01-17,1.1875
2017-01-18,2.375
2017-01-19,2.375
2017-01-20,2.96875
2017-01-21,3.5625
2017-01-22,4.75
2017-01-23,2.375
2017-01-24,1.1875
2017-01-25,3.5625
2017-01-26,0.59375
2017-01-27,0.59375
2017-01-28,2.375
2017-01-29,2.96875
2017-01-30,1.1875
2017-01-31,3.5625
2017-02-01,7.71875
2017-02-02,7.125
2017-02-03,4.15625
2017-02-04,1.78125
2017-02-05,3.5625
2017-02-06,2.375
2017-02-07,2.96875
2017-02-08,2.375
2017-02-09,4.15625
2017-02-10,2.96875
2017-02-11,1.78125
2017-02-12,1.78125
2017-02-13,1.1875
2017-02-14,2.96875
2017-02-15,1.1875
2017-02-16,2.375
2017-02-17,1.78125
2017-02-18,2.375
2017-02-19,2.96875
2017-02-20,0.59375
2017-02-21,1.1875
2017-02-22,1.1875
2017-02-23,2.375
2017-02-24,0.59375
2017-02-25,1.78125
2017-02-26,0.59375
2017-02-27,1.1875
2017-02-28,1.78125
2017-03-01,1.59375
2017-03-02,4.171875
2017-03-03,2.78125
2017-03-04,3.390625
2017-03-05,2.78125
2017-03-06,0.296875
2017-03-07,1.09375
2017-03-08,2.484375
2017-03-09,2.984375
2017-03-10,2.1875
2017-03-11,2.390625
2017-03-12,1.296875
2017-03-13,1.09375
2017-03-14,2.6875
2017-03-15,1.09375
2017-03-16,2.6875
2017-03-17,1.59375
2017-03-18,0.796875
2017-03-19,0.796875
2017-03-20,2.484375
2017-03-21,1.390625
2017-03-22,2.984375
2017-03-23,2.484375
2017-03-24,0.296875
2017-03-25,1.09375
2017-03-26,0.5
2017-03-27,1.890625
2017-03-28,0.796875
2017-03-29,1.09375
2017-03-30,1.59375
2017-03-31,2.1875
2017-04-01,0.0
2017-04-02,2.0
2017-04-03,2.0
2017-04-04,2.0
2017-04-05,2.0
2017-04-06,2.0
2017-04-07,4.0
2017-04-08,3.0
2017-04-09,3.0
2017-04-10,2.0
2017-04-11,2.0
2017-04-12,4.0
2017-04-13,2.0
2017-04-14,2.0
2017-04-15,3.0
2017-04-16,2.0
2017-04-17,4.0
2017-04-18,100.0
2017-04-19,33.0
2017-04-20,18.0
2017-04-21,12.0
2017-04-22,9.0
2017-04-23,11.0
2017-04-24,10.0
2017-04-25,3.0
2017-04-26,5.0
2017-04-27,3.0
2017-04-28,3.0
2017-04-29,2.0
2017-04-30,2.0
2017-05-01,3.0
2017-05-02,10.0
2017-05-03,8.0
2017-05-04,5.0
2017-05-05,4.0
2017-05-06,3.0
2017-05-07,4.0
2017-05-08,3.0
2017-05-09,2.0
2017-05-10,4.0
2017-05-11,5.0
2017-05-12,4.0
2017-05-13,2.0
2017-05-14,3.0
2017-05-15,2.0
2017-05-16,2.0
2017-05-17,1.0
2017-05-18,3.0
2017-05-19,2.0
2017-05-20,3.0
2017-05-21,1.0
2017-05-22,2.0
2017-05-23,3.0
2017-05-24,2.0
2017-05-25,3.0
2017-05-26,4.0
2017-05-27,2.0
2017-05-28,2.0
2017-05-29,2.0
2017-05-30,2.0
2017-05-31,3.0
2017-06-01,3.0
2017-06-02,3.0
2017-06-03,2.0
