date,susan rice
2016-08-01,0.05052631578947368
2016-08-02,0.06736842105263158
2016-08-03,0.03368421052631579
2016-08-04,0.05052631578947368
2016-08-05,0.05052631578947368
2016-08-06,0.03368421052631579
2016-08-07,0.03368421052631579
2016-08-08,0.03368421052631579
2016-08-09,0.02526315789473684
2016-08-10,0.042105263157894736
2016-08-11,0.03368421052631579
2016-08-12,0.016842105263157894
2016-08-13,0.05052631578947368
2016-08-14,0.042105263157894736
2016-08-15,0.05894736842105263
2016-08-16,0.03368421052631579
2016-08-17,0.042105263157894736
2016-08-18,0.042105263157894736
2016-08-19,0.05052631578947368
2016-08-20,0.03368421052631579
2016-08-21,0.016842105263157894
2016-08-22,0.03368421052631579
2016-08-23,0.03368421052631579
2016-08-24,0.016842105263157894
2016-08-25,0.03368421052631579
2016-08-26,0.02526315789473684
2016-08-27,0.03368421052631579
2016-08-28,0.016842105263157894
2016-08-29,0.042105263157894736
2016-08-30,0.05894736842105263
2016-08-31,0.042105263157894736
2016-09-01,0.05894736842105263
2016-09-02,0.02526315789473684
2016-09-03,0.3873684210526316
2016-09-04,0.8421052631578947
2016-09-05,0.4631578947368421
2016-09-06,0.18526315789473685
2016-09-07,0.09263157894736843
2016-09-08,0.10105263157894737
2016-09-09,0.05894736842105263
2016-09-10,0.05894736842105263
2016-09-11,0.042105263157894736
2016-09-12,0.042105263157894736
2016-09-13,0.05894736842105263
2016-09-14,0.08421052631578947
2016-09-15,0.09263157894736843
2016-09-16,0.05894736842105263
2016-09-17,0.042105263157894736
2016-09-18,0.05052631578947368
2016-09-19,0.042105263157894736
2016-09-20,0.05894736842105263
2016-09-21,0.042105263157894736
2016-09-22,0.016842105263157894
2016-09-23,0.042105263157894736
2016-09-24,0.07578947368421052
2016-09-25,0.1094736842105263
2016-09-26,0.05052631578947368
2016-09-27,0.03368421052631579
2016-09-28,0.05052631578947368
2016-09-29,0.6231578947368421
2016-09-30,0.16842105263157894
2016-10-01,0.07298245614035088
2016-10-02,0.03859649122807018
2016-10-03,0.056140350877192984
2016-10-04,0.1312280701754386
2016-10-05,0.037192982456140354
2016-10-06,0.042807017543859655
2016-10-07,0.027368421052631577
2016-10-08,0.023859649122807018
2016-10-09,0.04842105263157895
2016-10-10,0.06035087719298246
2016-10-11,0.027368421052631577
2016-10-12,0.06807017543859649
2016-10-13,0.05403508771929825
2016-10-14,0.06877192982456141
2016-10-15,0.04631578947368421
2016-10-16,0.056842105263157895
2016-10-17,0.11578947368421053
2016-10-18,0.07368421052631578
2016-10-19,0.09333333333333334
2016-10-20,0.08912280701754387
2016-10-21,0.10596491228070176
2016-10-22,0.08280701754385965
2016-10-23,0.03438596491228071
2016-10-24,0.06456140350877193
2016-10-25,0.07789473684210527
2016-10-26,0.06526315789473684
2016-10-27,0.03859649122807018
2016-10-28,0.06807017543859649
2016-10-29,0.04842105263157895
2016-10-30,0.14596491228070177
2016-10-31,0.061052631578947365
2016-11-01,0.03789473684210526
2016-11-02,0.42105263157894735
2016-11-03,0.2596491228070176
2016-11-04,0.0912280701754386
2016-11-05,0.08421052631578947
2016-11-06,0.07017543859649124
2016-11-07,0.07017543859649124
2016-11-08,0.08421052631578947
2016-11-09,0.056140350877192984
2016-11-10,0.0912280701754386
2016-11-11,0.10526315789473684
2016-11-12,0.028070175438596492
2016-11-13,0.07719298245614035
2016-11-14,0.07719298245614035
2016-11-15,0.0912280701754386
2016-11-16,0.0912280701754386
2016-11-17,0.1824561403508772
2016-11-18,0.2736842105263158
2016-11-19,0.14736842105263157
2016-11-20,0.11228070175438597
2016-11-21,0.07017543859649124
2016-11-22,0.056140350877192984
2016-11-23,0.10526315789473684
2016-11-24,0.07017543859649124
2016-11-25,0.06315789473684211
2016-11-26,0.03508771929824562
2016-11-27,0.5052631578947369
2016-11-28,0.0912280701754386
2016-11-29,0.04912280701754387
2016-11-30,0.03508771929824562
2016-12-01,0.056140350877192984
2016-12-02,0.04912280701754387
2016-12-03,0.028070175438596492
2016-12-04,0.03508771929824562
2016-12-05,0.028070175438596492
2016-12-06,0.03508771929824562
2016-12-07,0.03508771929824562
2016-12-08,0.0912280701754386
2016-12-09,0.056140350877192984
2016-12-10,0.042105263157894736
2016-12-11,0.04912280701754387
2016-12-12,0.04912280701754387
2016-12-13,0.06315789473684211
2016-12-14,0.08421052631578947
2016-12-15,0.07017543859649124
2016-12-16,0.06315789473684211
2016-12-17,0.03508771929824562
2016-12-18,0.03508771929824562
2016-12-19,0.042105263157894736
2016-12-20,0.042105263157894736
2016-12-21,0.014035087719298246
2016-12-22,0.042105263157894736
2016-12-23,0.042105263157894736
2016-12-24,0.056140350877192984
2016-12-25,0.03508771929824562
2016-12-26,0.056140350877192984
2016-12-27,0.042105263157894736
2016-12-28,0.16140350877192983
2016-12-29,0.09824561403508773
2016-12-30,0.10526315789473684
2016-12-31,0.06315789473684211
2017-01-01,0.08421052631578947
2017-01-02,0.07719298245614035
2017-01-03,0.0912280701754386
2017-01-04,0.056140350877192984
2017-01-05,0.06315789473684211
2017-01-06,0.042105263157894736
2017-01-07,0.028070175438596492
2017-01-08,0.042105263157894736
2017-01-09,0.056140350877192984
2017-01-10,0.07017543859649124
2017-01-11,0.16140350877192983
2017-01-12,0.056140350877192984
2017-01-13,0.07017543859649124
2017-01-14,0.07719298245614035
2017-01-15,0.07719298245614035
2017-01-16,0.3368421052631579
2017-01-17,0.07719298245614035
2017-01-18,0.512280701754386
2017-01-19,0.21052631578947367
2017-01-20,0.07719298245614035
2017-01-21,0.1192982456140351
2017-01-22,0.10526315789473684
2017-01-23,0.09824561403508773
2017-01-24,0.07719298245614035
2017-01-25,0.07719298245614035
2017-01-26,0.04912280701754387
2017-01-27,0.03508771929824562
2017-01-28,0.04912280701754387
2017-01-29,0.7017543859649124
2017-01-30,0.6385964912280703
2017-01-31,0.2456140350877193
2017-02-01,0.07719298245614035
2017-02-02,0.08421052631578947
2017-02-03,0.10526315789473684
2017-02-04,0.07719298245614035
2017-02-05,0.014035087719298246
2017-02-06,0.12631578947368421
2017-02-07,0.06315789473684211
2017-02-08,0.056140350877192984
2017-02-09,0.07017543859649124
2017-02-10,0.03508771929824562
2017-02-11,0.007017543859649123
2017-02-12,0.042105263157894736
2017-02-13,0.1192982456140351
2017-02-14,0.26666666666666666
2017-02-15,0.2596491228070176
2017-02-16,0.16140350877192983
2017-02-17,0.16842105263157894
2017-02-18,0.07719298245614035
2017-02-19,0.08421052631578947
2017-02-20,0.1192982456140351
2017-02-21,0.14736842105263157
2017-02-22,0.056140350877192984
2017-02-23,0.06315789473684211
2017-02-24,0.042105263157894736
2017-02-25,0.028070175438596492
2017-02-26,0.06315789473684211
2017-02-27,0.03508771929824562
2017-02-28,0.04912280701754387
2017-03-01,0.03859649122807018
2017-03-02,0.03859649122807018
2017-03-03,0.01754385964912281
2017-03-04,0.031578947368421054
2017-03-05,0.014035087719298246
2017-03-06,0.028070175438596492
2017-03-07,0.021052631578947368
2017-03-08,0.024561403508771933
2017-03-09,0.014035087719298246
2017-03-10,0.010526315789473684
2017-03-11,0.024561403508771933
2017-03-12,0.014035087719298246
2017-03-13,0.014035087719298246
2017-03-14,0.014035087719298246
2017-03-15,0.010526315789473684
2017-03-16,0.014035087719298246
2017-03-17,0.031578947368421054
2017-03-18,0.007017543859649123
2017-03-19,0.014035087719298246
2017-03-20,0.03859649122807018
2017-03-21,0.031578947368421054
2017-03-22,0.6473684210526316
2017-03-23,0.6157894736842106
2017-03-24,0.05263157894736842
2017-03-25,0.0456140350877193
2017-03-26,0.024561403508771933
2017-03-27,0.024561403508771933
2017-03-28,0.021052631578947368
2017-03-29,0.028070175438596492
2017-03-30,0.03859649122807018
2017-03-31,0.024561403508771933
2017-04-01,0.024561403508771933
2017-04-02,1.0
2017-04-03,49.0
2017-04-04,100.0
2017-04-05,75.0
2017-04-06,34.0
2017-04-07,10.0
2017-04-08,6.0
2017-04-09,6.0
2017-04-10,5.0
2017-04-11,4.0
2017-04-12,5.0
2017-04-13,3.0
2017-04-14,2.0
2017-04-15,2.0
2017-04-16,1.0
2017-04-17,1.0
2017-04-18,1.0
2017-04-19,1.0
2017-04-20,1.0
2017-04-21,1.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,2.0
2017-05-01,1.0
2017-05-02,0.0
2017-05-03,1.0
2017-05-04,4.0
2017-05-05,2.0
2017-05-06,1.0
2017-05-07,1.0
2017-05-08,1.0
2017-05-09,1.0
2017-05-10,1.0
2017-05-11,1.0
2017-05-12,1.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,1.0
2017-05-17,1.0
2017-05-18,1.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,1.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,1.0
2017-06-01,1.0
2017-06-02,1.0
2017-06-03,1.0
