date,susan rice
2016-05-01,0.05894736842105263
2016-05-02,0.016842105263157894
2016-05-03,0.10105263157894737
2016-05-04,0.03368421052631579
2016-05-05,0.042105263157894736
2016-05-06,0.05052631578947368
2016-05-07,0.05052631578947368
2016-05-08,0.03368421052631579
2016-05-09,0.03368421052631579
2016-05-10,0.03368421052631579
2016-05-11,0.06736842105263158
2016-05-12,0.20210526315789473
2016-05-13,0.17684210526315788
2016-05-14,0.10105263157894737
2016-05-15,0.7157894736842105
2016-05-16,0.1431578947368421
2016-05-17,0.06736842105263158
2016-05-18,0.08421052631578947
2016-05-19,0.05894736842105263
2016-05-20,0.03368421052631579
2016-05-21,0.02526315789473684
2016-05-22,0.16842105263157894
2016-05-23,0.2863157894736842
2016-05-24,0.1431578947368421
2016-05-25,0.09263157894736843
2016-05-26,0.09263157894736843
2016-05-27,0.05894736842105263
2016-05-28,0.03368421052631579
2016-05-29,0.02526315789473684
2016-05-30,0.07578947368421052
2016-05-31,0.03368421052631579
2016-06-01,0.016842105263157894
2016-06-02,0.03368421052631579
2016-06-03,0.03368421052631579
2016-06-04,0.03368421052631579
2016-06-05,0.016842105263157894
2016-06-06,0.03368421052631579
2016-06-07,0.06736842105263158
2016-06-08,0.05052631578947368
2016-06-09,0.07578947368421052
2016-06-10,0.08421052631578947
2016-06-11,0.05052631578947368
2016-06-12,0.03368421052631579
2016-06-13,0.042105263157894736
2016-06-14,0.05894736842105263
2016-06-15,0.05052631578947368
2016-06-16,0.02526315789473684
2016-06-17,0.03368421052631579
2016-06-18,0.03368421052631579
2016-06-19,0.02526315789473684
2016-06-20,0.02526315789473684
2016-06-21,0.06736842105263158
2016-06-22,0.03368421052631579
2016-06-23,0.02526315789473684
2016-06-24,0.05052631578947368
2016-06-25,0.05052631578947368
2016-06-26,0.05052631578947368
2016-06-27,0.06736842105263158
2016-06-28,0.17684210526315788
2016-06-29,0.11789473684210526
2016-06-30,0.08421052631578947
2016-07-01,0.03368421052631579
2016-07-02,0.08421052631578947
2016-07-03,0.05894736842105263
2016-07-04,0.05894736842105263
2016-07-05,0.016842105263157894
2016-07-06,0.03368421052631579
2016-07-07,0.016842105263157894
2016-07-08,0.016842105263157894
2016-07-09,0.05052631578947368
2016-07-10,0.03368421052631579
2016-07-11,0.042105263157894736
2016-07-12,0.03368421052631579
2016-07-13,0.02526315789473684
2016-07-14,0.02526315789473684
2016-07-15,0.03368421052631579
2016-07-16,0.02526315789473684
2016-07-17,0.03368421052631579
2016-07-18,0.02526315789473684
2016-07-19,0.06736842105263158
2016-07-20,0.03368421052631579
2016-07-21,0.03368421052631579
2016-07-22,0.03368421052631579
2016-07-23,0.05052631578947368
2016-07-24,0.05894736842105263
2016-07-25,0.06736842105263158
2016-07-26,0.042105263157894736
2016-07-27,0.06736842105263158
2016-07-28,0.05894736842105263
2016-07-29,0.05894736842105263
2016-07-30,0.042105263157894736
2016-07-31,0.03368421052631579
