date,hillary clinton stupid
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,3.2818066157760812
2016-05-04,6.861959287531806
2016-05-05,3.580152671755725
2016-05-06,3.580152671755725
2016-05-07,0.0
2016-05-08,4.176844783715013
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,3.2818066157760812
2016-05-12,3.580152671755725
2016-05-13,3.580152671755725
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,3.580152671755725
2016-05-17,3.2818066157760812
2016-05-18,3.580152671755725
2016-05-19,3.580152671755725
2016-05-20,7.16030534351145
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,13.723918575063612
2016-05-25,3.580152671755725
2016-05-26,0.0
2016-05-27,3.580152671755725
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,3.580152671755725
2016-06-02,7.16030534351145
2016-06-03,3.580152671755725
2016-06-04,8.353689567430026
2016-06-05,8.055343511450381
2016-06-06,6.861959287531806
2016-06-07,3.580152671755725
2016-06-08,3.580152671755725
2016-06-09,17.602417302798983
2016-06-10,14.618956743002544
2016-06-11,16.110687022900763
2016-06-12,8.055343511450381
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,3.580152671755725
2016-06-16,10.740458015267174
2016-06-17,3.580152671755725
2016-06-18,0.0
2016-06-19,4.176844783715013
2016-06-20,6.861959287531806
2016-06-21,6.861959287531806
2016-06-22,0.0
2016-06-23,3.580152671755725
2016-06-24,0.0
2016-06-25,12.232188295165393
2016-06-26,0.0
2016-06-27,6.861959287531806
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,3.580152671755725
2016-07-02,4.176844783715013
2016-07-03,4.176844783715013
2016-07-04,11.038804071246819
2016-07-05,7.16030534351145
2016-07-06,7.16030534351145
2016-07-07,10.740458015267174
2016-07-08,7.458651399491094
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,10.740458015267174
2016-07-12,10.442111959287532
2016-07-13,10.740458015267174
2016-07-14,7.16030534351145
2016-07-15,14.618956743002544
2016-07-16,4.176844783715013
2016-07-17,8.353689567430026
2016-07-18,10.740458015267174
2016-07-19,7.16030534351145
2016-07-20,10.740458015267174
2016-07-21,18.19910941475827
2016-07-22,0.0
2016-07-23,29.237913486005088
2016-07-24,4.176844783715013
2016-07-25,10.442111959287532
2016-07-26,28.044529262086513
2016-07-27,24.762722646310433
2016-07-28,21.48091603053435
2016-07-29,11.038804071246819
2016-07-30,17.005725190839694
2016-07-31,12.530534351145038
2016-08-01,3.580152671755725
2016-08-02,10.740458015267174
2016-08-03,10.740458015267174
2016-08-04,14.3206106870229
2016-08-05,29.834605597964376
2016-08-06,4.176844783715013
2016-08-07,8.353689567430026
2016-08-08,10.442111959287532
2016-08-09,7.16030534351145
2016-08-10,7.16030534351145
2016-08-11,10.740458015267174
2016-08-12,14.618956743002544
2016-08-13,8.353689567430026
2016-08-14,4.176844783715013
2016-08-15,14.917302798982188
2016-08-16,3.580152671755725
2016-08-17,3.580152671755725
2016-08-18,7.16030534351145
2016-08-19,11.038804071246819
2016-08-20,0.0
2016-08-21,20.287531806615775
2016-08-22,0.0
2016-08-23,3.580152671755725
2016-08-24,14.022264631043257
2016-08-25,3.580152671755725
2016-08-26,0.0
2016-08-27,4.176844783715013
2016-08-28,4.176844783715013
2016-08-29,3.2818066157760812
2016-08-30,6.861959287531806
2016-08-31,6.861959287531806
2016-09-01,3.580152671755725
2016-09-02,7.16030534351145
2016-09-03,8.055343511450381
2016-09-04,8.055343511450381
2016-09-05,0.0
2016-09-06,10.143765903307887
2016-09-07,3.580152671755725
2016-09-08,10.442111959287532
2016-09-09,3.580152671755725
2016-09-10,3.878498727735369
2016-09-11,11.93384223918575
2016-09-12,10.442111959287532
2016-09-13,13.723918575063612
2016-09-14,6.861959287531806
2016-09-15,3.580152671755725
2016-09-16,10.740458015267174
2016-09-17,15.812340966921118
2016-09-18,11.635496183206106
2016-09-19,13.42557251908397
2016-09-20,13.127226463104325
2016-09-21,10.143765903307887
2016-09-22,10.143765903307887
2016-09-23,3.580152671755725
2016-09-24,11.93384223918575
2016-09-25,3.878498727735369
2016-09-26,6.5636132315521625
2016-09-27,29.834605597964376
2016-09-28,10.143765903307887
2016-09-29,17.005725190839694
2016-09-30,17.602417302798983
2016-10-01,15.256997455470739
2016-10-02,9.168575063613233
2016-10-03,8.422709923664122
2016-10-04,7.922709923664122
2016-10-05,14.704516539440203
2016-10-06,8.571882951653944
2016-10-07,1.6409033078880406
2016-10-08,19.19624681933842
2016-10-09,15.256997455470739
2016-10-10,15.212786259541986
2016-10-11,27.91730279898219
2016-10-12,18.50286259541985
2016-10-13,24.994592875318066
2016-10-14,17.00286259541985
2016-10-15,20.75699745547074
2016-10-16,20.607824427480914
2016-10-17,7.914440203562341
2016-10-18,17.704516539440203
2016-10-19,19.56361323155216
2016-10-20,24.768129770992367
2016-10-21,16.853689567430024
2016-10-22,17.107824427480914
2016-10-23,18.837150127226465
2016-10-24,22.627226463104325
2016-10-25,8.28180661577608
2016-10-26,4.781806615776081
2016-10-27,9.922709923664122
2016-10-28,5.14090330788804
2016-10-29,11.317748091603054
2016-10-30,17.107824427480914
2016-10-31,15.002862595419847
2016-11-01,6.9309796437659035
2016-11-02,19.0
2016-11-03,10.0
2016-11-04,7.0
2016-11-05,15.0
2016-11-06,18.0
2016-11-07,22.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,13.0
2016-11-11,20.0
2016-11-12,15.0
2016-11-13,4.0
2016-11-14,6.0
2016-11-15,13.0
2016-11-16,16.0
2016-11-17,3.0
2016-11-18,7.0
2016-11-19,4.0
2016-11-20,4.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,3.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,6.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,6.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,4.0
2016-12-05,3.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,0.0
2016-12-11,4.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,3.0
2016-12-16,3.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,6.0
2016-12-20,0.0
2016-12-21,7.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,8.0
2016-12-26,4.0
2016-12-27,0.0
2016-12-28,3.0
2016-12-29,0.0
2016-12-30,4.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,3.0
2017-01-04,0.0
