date,hanukkah
2016-11-24,3.0
2016-11-25,4.0
2016-11-26,4.0
2016-11-27,5.0
2016-11-28,7.0
2016-11-29,7.0
2016-11-30,9.0
2016-12-01,10.0
2016-12-02,9.0
2016-12-03,8.0
2016-12-04,8.0
2016-12-05,10.0
2016-12-06,10.0
2016-12-07,11.0
2016-12-08,11.0
2016-12-09,10.0
2016-12-10,8.0
2016-12-11,9.0
2016-12-12,11.0
2016-12-13,12.0
2016-12-14,13.0
2016-12-15,15.0
2016-12-16,14.0
2016-12-17,11.0
2016-12-18,14.0
2016-12-19,16.0
2016-12-20,18.0
2016-12-21,20.0
2016-12-22,24.0
2016-12-23,35.0
2016-12-24,94.0
2016-12-25,100.0
2016-12-26,30.0
2016-12-27,17.0
2016-12-28,14.0
2016-12-29,11.0
2016-12-30,11.0
2016-12-31,11.0
2017-01-01,9.0
2017-01-02,4.0
2017-01-03,3.0
2017-01-04,2.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,1.0
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,1.0
2017-01-18,1.0
2017-01-19,1.0
2017-01-20,1.0
2017-01-21,0.0
2017-01-22,1.0
2017-01-23,1.0
2017-01-24,1.0
2017-01-25,1.0
2017-01-26,1.0
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,1.0
2017-01-31,1.0
2017-02-01,0.0
2017-02-02,1.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,1.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,1.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,26.0
2017-03-02,29.5
2017-03-03,19.5
2017-03-04,25.0
2017-03-05,23.5
2017-03-06,22.0
2017-03-07,28.5
2017-03-08,27.5
2017-03-09,28.5
2017-03-10,20.5
2017-03-11,20.5
2017-03-12,24.0
2017-03-13,25.5
2017-03-14,24.0
2017-03-15,30.0
2017-03-16,23.0
2017-03-17,24.0
2017-03-18,28.0
2017-03-19,25.0
2017-03-20,28.0
2017-03-21,24.5
2017-03-22,31.0
2017-03-23,28.0
2017-03-24,20.5
2017-03-25,20.5
2017-03-26,24.5
2017-03-27,25.0
2017-03-28,24.5
2017-03-29,28.0
2017-03-30,24.0
2017-03-31,28.5
2017-04-01,33.0
2017-04-02,39.0
2017-04-03,60.0
2017-04-04,53.0
2017-04-05,47.0
2017-04-06,58.0
2017-04-07,54.0
2017-04-08,52.0
2017-04-09,46.0
2017-04-10,61.0
2017-04-11,74.0
2017-04-12,60.0
2017-04-13,72.0
2017-04-14,62.0
2017-04-15,70.0
2017-04-16,100.0
2017-04-17,53.0
2017-04-18,44.0
2017-04-19,47.0
2017-04-20,40.0
2017-04-21,47.0
2017-04-22,34.0
2017-04-23,50.0
2017-04-24,49.0
2017-04-25,78.0
2017-04-26,58.0
2017-04-27,51.0
2017-04-28,41.0
2017-04-29,31.0
2017-04-30,36.0
2017-05-01,45.0
2017-05-02,48.0
2017-05-03,51.0
2017-05-04,48.0
2017-05-05,34.0
2017-05-06,33.0
2017-05-07,43.0
2017-05-08,37.0
2017-05-09,44.0
2017-05-10,59.0
2017-05-11,57.0
2017-05-12,49.0
2017-05-13,44.0
2017-05-14,38.0
2017-05-15,48.0
2017-05-16,37.0
2017-05-17,57.0
2017-05-18,47.0
2017-05-19,45.0
2017-05-20,30.0
2017-05-21,38.0
2017-05-22,39.0
2017-05-23,33.0
2017-05-24,45.0
2017-05-25,69.0
2017-05-26,52.0
2017-05-27,50.0
2017-05-28,43.0
2017-05-29,52.0
2017-05-30,46.0
2017-05-31,41.0
2017-06-01,39.0
2017-06-02,37.0
2017-06-03,29.0
