date,macron
2016-08-04,0.2826611878336016
2016-08-05,0.2261289502668813
2016-08-06,0.16959671270016097
2016-08-07,0.16959671270016097
2016-08-08,0.16959671270016097
2016-08-09,0.11306447513344065
2016-08-10,0.2261289502668813
2016-08-11,0.5653223756672032
2016-08-12,0.4522579005337626
2016-08-13,0.2261289502668813
2016-08-14,0.2826611878336016
2016-08-15,0.2261289502668813
2016-08-16,0.2261289502668813
2016-08-17,0.2261289502668813
2016-08-18,0.2261289502668813
2016-08-19,0.5087901381004829
2016-08-20,0.6218546132339235
2016-08-21,0.33919342540032194
2016-08-22,0.2826611878336016
2016-08-23,0.2826611878336016
2016-08-24,0.16959671270016097
2016-08-25,0.2826611878336016
2016-08-26,0.2261289502668813
2016-08-27,0.2261289502668813
2016-08-28,0.2826611878336016
2016-08-29,0.2261289502668813
2016-08-30,5.653223756672032
2016-08-31,3.3919342540032194
2016-09-01,1.6394348894348894
2016-09-02,1.4698381767347286
2016-09-03,1.1306447513344065
2016-09-04,1.5263704143014487
2016-09-05,0.8479835635008048
2016-09-06,0.6218546132339235
2016-09-07,0.6783868508006439
2016-09-08,0.7349190883673643
2016-09-09,0.4522579005337626
2016-09-10,0.6218546132339235
2016-09-11,0.5653223756672032
2016-09-12,0.5087901381004829
2016-09-13,0.4522579005337626
2016-09-14,0.4522579005337626
2016-09-15,0.39572566296704226
2016-09-16,0.33919342540032194
2016-09-17,0.2826611878336016
2016-09-18,0.39572566296704226
2016-09-19,0.33919342540032194
2016-09-20,0.2826611878336016
2016-09-21,0.33919342540032194
2016-09-22,0.33919342540032194
2016-09-23,0.2826611878336016
2016-09-24,0.6783868508006439
2016-09-25,0.6218546132339235
2016-09-26,0.39572566296704226
2016-09-27,0.39572566296704226
2016-09-28,0.2826611878336016
2016-09-29,0.2261289502668813
2016-09-30,0.2261289502668813
2016-10-01,0.35233627043971866
2016-10-02,0.287522240108447
2016-10-03,0.4171503007709904
2016-10-04,0.6315767177836142
2016-10-05,0.8908328391087011
2016-10-06,0.4454164195543506
2016-10-07,0.35233627043971866
2016-10-08,0.35233627043971866
2016-10-09,0.3806023892230788
2016-10-10,0.3157883588918071
2016-10-11,0.3806023892230788
2016-10-12,0.3806023892230788
2016-10-13,0.35233627043971866
2016-10-14,0.3157883588918071
2016-10-15,0.3157883588918071
2016-10-16,0.35233627043971866
2016-10-17,0.32407015165635855
2016-10-18,0.4454164195543506
2016-10-19,0.4454164195543506
2016-10-20,0.35233627043971866
2016-10-21,0.35233627043971866
2016-10-22,0.3157883588918071
2016-10-23,0.287522240108447
2016-10-24,0.287522240108447
2016-10-25,0.2227082097771753
2016-10-26,0.287522240108447
2016-10-27,0.287522240108447
2016-10-28,0.25925612132508685
2016-10-29,0.2227082097771753
2016-10-30,0.287522240108447
2016-10-31,0.287522240108447
2016-11-01,0.287522240108447
2016-11-02,0.29238329238329236
2016-11-03,0.43857493857493857
2016-11-04,0.29238329238329236
2016-11-05,0.36547911547911544
2016-11-06,0.36547911547911544
2016-11-07,0.36547911547911544
2016-11-08,0.5116707616707616
2016-11-09,0.5116707616707616
2016-11-10,0.7309582309582309
2016-11-11,0.5116707616707616
2016-11-12,0.43857493857493857
2016-11-13,0.43857493857493857
2016-11-14,0.36547911547911544
2016-11-15,1.1695331695331694
2016-11-16,4.751228501228501
2016-11-17,2.7776412776412776
2016-11-18,1.681203931203931
2016-11-19,1.4619164619164617
2016-11-20,1.608108108108108
2016-11-21,2.412162162162162
2016-11-22,1.3888206388206388
2016-11-23,1.3888206388206388
2016-11-24,1.3888206388206388
2016-11-25,1.0233415233415233
2016-11-26,0.8771498771498771
2016-11-27,1.3157248157248156
2016-11-28,1.0233415233415233
2016-11-29,0.6578624078624078
2016-11-30,0.5847665847665847
2016-12-01,0.804054054054054
2016-12-02,0.9502457002457002
2016-12-03,0.5847665847665847
2016-12-04,0.8771498771498771
2016-12-05,0.804054054054054
2016-12-06,0.5847665847665847
2016-12-07,0.5847665847665847
2016-12-08,0.8771498771498771
2016-12-09,0.6578624078624078
2016-12-10,1.9004914004914004
2016-12-11,3.874078624078624
2016-12-12,2.412162162162162
2016-12-13,1.3157248157248156
2016-12-14,0.8771498771498771
2016-12-15,0.7309582309582309
2016-12-16,0.7309582309582309
2016-12-17,0.8771498771498771
2016-12-18,0.804054054054054
2016-12-19,0.5847665847665847
2016-12-20,0.5847665847665847
2016-12-21,0.6578624078624078
2016-12-22,0.6578624078624078
2016-12-23,0.6578624078624078
2016-12-24,0.6578624078624078
2016-12-25,0.5847665847665847
2016-12-26,0.43857493857493857
2016-12-27,0.5116707616707616
2016-12-28,0.43857493857493857
2016-12-29,0.43857493857493857
2016-12-30,0.43857493857493857
2016-12-31,0.5116707616707616
2017-01-01,0.5847665847665847
2017-01-02,0.5847665847665847
2017-01-03,0.5847665847665847
2017-01-04,0.5847665847665847
2017-01-05,0.8771498771498771
2017-01-06,0.9502457002457002
2017-01-07,1.0964373464373462
2017-01-08,1.2426289926289926
2017-01-09,0.8771498771498771
2017-01-10,0.8771498771498771
2017-01-11,1.3157248157248156
2017-01-12,1.0964373464373462
2017-01-13,0.9502457002457002
2017-01-14,1.7542997542997543
2017-01-15,1.8273955773955772
2017-01-16,1.608108108108108
2017-01-17,1.8273955773955772
2017-01-18,1.2426289926289926
2017-01-19,1.681203931203931
2017-01-20,1.1695331695331694
2017-01-21,1.1695331695331694
2017-01-22,2.412162162162162
2017-01-23,2.0466830466830466
2017-01-24,1.4619164619164617
2017-01-25,1.9004914004914004
2017-01-26,1.681203931203931
2017-01-27,1.608108108108108
2017-01-28,1.7542997542997543
2017-01-29,3.07002457002457
2017-01-30,2.9238329238329235
2017-01-31,2.0466830466830466
2017-02-01,3.289312039312039
2017-02-02,2.9238329238329235
2017-02-03,2.412162162162162
2017-02-04,5.262899262899262
2017-02-05,4.385749385749385
2017-02-06,2.7776412776412776
2017-02-07,4.824324324324324
2017-02-08,3.6547911547911545
2017-02-09,2.631449631449631
2017-02-10,2.1197788697788695
2017-02-11,1.8273955773955772
2017-02-12,2.1928746928746925
2017-02-13,1.8273955773955772
2017-02-14,1.7542997542997543
2017-02-15,1.7542997542997543
2017-02-16,2.339066339066339
2017-02-17,2.265970515970516
2017-02-18,2.631449631449631
2017-02-19,2.1928746928746925
2017-02-20,1.535012285012285
2017-02-21,1.681203931203931
2017-02-22,2.8507371007371005
2017-02-23,3.07002457002457
2017-02-24,3.874078624078624
2017-02-25,2.558353808353808
2017-02-26,2.8507371007371005
2017-02-27,2.265970515970516
2017-02-28,2.1928746928746925
2017-03-01,3.8273955773955772
2017-03-02,7.1547911547911545
2017-03-03,4.1928746928746925
2017-03-04,3.181203931203931
2017-03-05,2.9984643734643734
2017-03-06,2.2060810810810807
2017-03-07,2.7060810810810807
2017-03-08,3.7542997542997543
2017-03-09,3.9004914004914006
2017-03-10,3.035012285012285
2017-03-11,3.9004914004914006
2017-03-12,4.912162162162161
2017-03-13,4.046683046683047
2017-03-14,3.9735872235872236
2017-03-15,2.888820638820639
2017-03-16,2.2060810810810807
2017-03-17,2.2060810810810807
2017-03-18,2.852272727272727
2017-03-19,3.9735872235872236
2017-03-20,5.923832923832924
2017-03-21,6.07002457002457
2017-03-22,3.9735872235872236
2017-03-23,4.083230958230958
2017-03-24,3.7542997542997543
2017-03-25,3.0715601965601964
2017-03-26,3.1446560196560194
2017-03-27,3.181203931203931
2017-03-28,2.9984643734643734
2017-03-29,3.937039312039312
2017-03-30,2.9984643734643734
2017-03-31,2.9984643734643734
2017-04-01,4.948710073710073
2017-04-02,4.0
2017-04-03,3.0
2017-04-04,4.0
2017-04-05,3.0
2017-04-06,5.0
2017-04-07,5.0
2017-04-08,3.0
2017-04-09,3.0
2017-04-10,3.0
2017-04-11,3.0
2017-04-12,4.0
2017-04-13,3.0
2017-04-14,4.0
2017-04-15,4.0
2017-04-16,4.0
2017-04-17,8.0
2017-04-18,5.0
2017-04-19,5.0
2017-04-20,7.0
2017-04-21,8.0
2017-04-22,9.0
2017-04-23,73.0
2017-04-24,63.0
2017-04-25,32.0
2017-04-26,22.0
2017-04-27,19.0
2017-04-28,17.0
2017-04-29,13.0
2017-04-30,14.0
2017-05-01,14.0
2017-05-02,12.0
2017-05-03,27.0
2017-05-04,33.0
2017-05-05,19.0
2017-05-06,27.0
2017-05-07,97.0
2017-05-08,100.0
2017-05-09,44.0
2017-05-10,23.0
2017-05-11,19.0
2017-05-12,16.0
2017-05-13,14.0
2017-05-14,44.0
2017-05-15,40.0
2017-05-16,17.0
2017-05-17,28.0
2017-05-18,11.0
2017-05-19,8.0
2017-05-20,7.0
2017-05-21,6.0
2017-05-22,5.0
2017-05-23,4.0
2017-05-24,4.0
2017-05-25,6.0
2017-05-26,9.0
2017-05-27,8.0
2017-05-28,8.0
2017-05-29,12.0
2017-05-30,7.0
2017-05-31,5.0
2017-06-01,5.0
2017-06-02,8.0
2017-06-03,8.0
