date,macron
2016-05-01,0.33919342540032194
2016-05-02,0.39572566296704226
2016-05-03,0.4522579005337626
2016-05-04,0.33919342540032194
2016-05-05,0.2826611878336016
2016-05-06,0.33919342540032194
2016-05-07,0.2826611878336016
2016-05-08,0.6783868508006439
2016-05-09,0.5087901381004829
2016-05-10,0.5087901381004829
2016-05-11,1.0175802762009658
2016-05-12,0.9045158010675252
2016-05-13,0.4522579005337626
2016-05-14,0.2826611878336016
2016-05-15,0.33919342540032194
2016-05-16,0.33919342540032194
2016-05-17,0.2826611878336016
2016-05-18,0.39572566296704226
2016-05-19,0.2826611878336016
2016-05-20,0.2826611878336016
2016-05-21,0.2826611878336016
2016-05-22,0.33919342540032194
2016-05-23,0.2826611878336016
2016-05-24,0.33919342540032194
2016-05-25,0.39572566296704226
2016-05-26,0.39572566296704226
2016-05-27,0.39572566296704226
2016-05-28,1.0741125137676861
2016-05-29,0.6218546132339235
2016-05-30,0.7349190883673643
2016-05-31,1.0175802762009658
2016-06-01,1.0175802762009658
2016-06-02,0.6218546132339235
2016-06-03,0.4522579005337626
2016-06-04,0.39572566296704226
2016-06-05,0.33919342540032194
2016-06-06,0.9045158010675252
2016-06-07,0.5087901381004829
2016-06-08,0.33919342540032194
2016-06-09,0.33919342540032194
2016-06-10,0.39572566296704226
2016-06-11,0.39572566296704226
2016-06-12,0.2261289502668813
2016-06-13,0.2261289502668813
2016-06-14,0.2826611878336016
2016-06-15,0.4522579005337626
2016-06-16,0.33919342540032194
2016-06-17,0.33919342540032194
2016-06-18,0.33919342540032194
2016-06-19,0.2826611878336016
2016-06-20,0.2826611878336016
2016-06-21,0.2261289502668813
2016-06-22,0.33919342540032194
2016-06-23,0.2826611878336016
2016-06-24,0.2261289502668813
2016-06-25,0.2261289502668813
2016-06-26,0.2261289502668813
2016-06-27,0.2826611878336016
2016-06-28,0.33919342540032194
2016-06-29,0.2826611878336016
2016-06-30,0.2826611878336016
2016-07-01,0.2826611878336016
2016-07-02,0.2826611878336016
2016-07-03,0.2261289502668813
2016-07-04,0.2826611878336016
2016-07-05,0.2826611878336016
2016-07-06,0.2826611878336016
2016-07-07,0.33919342540032194
2016-07-08,0.2261289502668813
2016-07-09,0.16959671270016097
2016-07-10,0.16959671270016097
2016-07-11,0.2826611878336016
2016-07-12,1.243709226467847
2016-07-13,1.6394348894348894
2016-07-14,1.0175802762009658
2016-07-15,0.33919342540032194
2016-07-16,0.2261289502668813
2016-07-17,0.2261289502668813
2016-07-18,0.2826611878336016
2016-07-19,0.2826611878336016
2016-07-20,0.2826611878336016
2016-07-21,0.2826611878336016
2016-07-22,0.16959671270016097
2016-07-23,0.16959671270016097
2016-07-24,0.16959671270016097
2016-07-25,0.2261289502668813
2016-07-26,0.2261289502668813
2016-07-27,0.16959671270016097
2016-07-28,0.16959671270016097
2016-07-29,0.2261289502668813
2016-07-30,0.16959671270016097
2016-07-31,0.16959671270016097
2016-08-01,0.16959671270016097
2016-08-02,0.16959671270016097
2016-08-03,0.16959671270016097
