date,trump crooked
2016-05-01,5.866454689984102
2016-05-02,14.992050874403816
2016-05-03,7.8219395866454695
2016-05-04,24.117647058823533
2016-05-05,33.89507154213037
2016-05-06,31.287758346581878
2016-05-07,15.643879173290939
2016-05-08,21.51033386327504
2016-05-09,14.992050874403816
2016-05-10,16.295707472178062
2016-05-11,14.340222575516695
2016-05-12,8.473767885532592
2016-05-13,8.473767885532592
2016-05-14,16.947535771065183
2016-05-15,14.992050874403816
2016-05-16,16.295707472178062
2016-05-17,13.036565977742448
2016-05-18,11.081081081081082
2016-05-19,8.473767885532592
2016-05-20,16.947535771065183
2016-05-21,15.643879173290939
2016-05-22,19.554848966613672
2016-05-23,11.081081081081082
2016-05-24,18.25119236883943
2016-05-25,19.554848966613672
2016-05-26,15.643879173290939
2016-05-27,15.643879173290939
2016-05-28,19.554848966613672
2016-05-29,21.51033386327504
2016-05-30,11.732909379968204
2016-05-31,8.473767885532592
2016-06-01,13.036565977742448
2016-06-02,21.51033386327504
2016-06-03,13.688394276629571
2016-06-04,21.51033386327504
2016-06-05,13.688394276629571
2016-06-06,39.109697933227345
2016-06-07,13.036565977742448
2016-06-08,23.465818759936408
2016-06-09,25.421303656597775
2016-06-10,48.235294117647065
2016-06-11,46.2798092209857
2016-06-12,22.813990461049286
2016-06-13,19.554848966613672
2016-06-14,20.85850556438792
2016-06-15,13.036565977742448
2016-06-16,18.25119236883943
2016-06-17,18.90302066772655
2016-06-18,9.777424483306836
2016-06-19,7.8219395866454695
2016-06-20,3.259141494435612
2016-06-21,18.25119236883943
2016-06-22,41.06518282988871
2016-06-23,33.24324324324324
2016-06-24,50.19077901430843
2016-06-25,21.51033386327504
2016-06-26,21.51033386327504
2016-06-27,18.25119236883943
2016-06-28,18.25119236883943
2016-06-29,18.25119236883943
2016-06-30,13.688394276629571
2016-07-01,18.90302066772655
2016-07-02,15.643879173290939
2016-07-03,11.732909379968204
2016-07-04,12.384737678855327
2016-07-05,39.109697933227345
2016-07-06,51.494435612082675
2016-07-07,32.591414944356124
2016-07-08,29.984101748807632
2016-07-09,9.777424483306836
2016-07-10,9.777424483306836
2016-07-11,9.777424483306836
2016-07-12,28.028616852146264
2016-07-13,11.732909379968204
2016-07-14,23.465818759936408
2016-07-15,50.19077901430843
2016-07-16,23.465818759936408
2016-07-17,15.643879173290939
2016-07-18,25.421303656597775
2016-07-19,30.635930047694757
2016-07-20,27.376788553259143
2016-07-21,32.591414944356124
2016-07-22,38.45786963434023
2016-07-23,31.939586645469
2016-07-24,59.316375198728146
2016-07-25,26.72496025437202
2016-07-26,41.71701112877584
2016-07-27,53.44992050874404
2016-07-28,61.27186009538951
2016-07-29,65.18282988871225
2016-07-30,28.028616852146264
2016-07-31,28.028616852146264
2016-08-01,44.97615262321145
2016-08-02,13.688394276629571
2016-08-03,22.162162162162165
2016-08-04,28.68044515103339
2016-08-05,24.769475357710654
2016-08-06,24.117647058823533
2016-08-07,11.732909379968204
2016-08-08,13.688394276629571
2016-08-09,21.51033386327504
2016-08-10,6.518282988871224
