date,steak
2016-11-30,43.54639175257732
2016-12-01,44.5360824742268
2016-12-02,46.51546391752578
2016-12-03,56.41237113402062
2016-12-04,59.381443298969074
2016-12-05,47.50515463917526
2016-12-06,45.52577319587629
2016-12-07,46.51546391752578
2016-12-08,45.52577319587629
2016-12-09,43.54639175257732
2016-12-10,55.422680412371136
2016-12-11,61.36082474226804
2016-12-12,44.5360824742268
2016-12-13,45.52577319587629
2016-12-14,44.5360824742268
2016-12-15,44.5360824742268
2016-12-16,47.50515463917526
2016-12-17,57.402061855670105
2016-12-18,59.381443298969074
2016-12-19,46.51546391752578
2016-12-20,46.51546391752578
2016-12-21,49.48453608247423
2016-12-22,48.49484536082474
2016-12-23,51.4639175257732
2016-12-24,64.3298969072165
2016-12-25,61.36082474226804
2016-12-26,51.4639175257732
2016-12-27,46.51546391752578
2016-12-28,53.44329896907217
2016-12-29,54.432989690721655
2016-12-30,60.371134020618555
2016-12-31,79.17525773195877
2017-01-01,71.25773195876289
2017-01-02,60.371134020618555
2017-01-03,51.4639175257732
2017-01-04,51.4639175257732
2017-01-05,51.4639175257732
2017-01-06,54.432989690721655
2017-01-07,69.27835051546393
2017-01-08,70.26804123711341
2017-01-09,51.4639175257732
2017-01-10,52.45360824742268
2017-01-11,52.45360824742268
2017-01-12,52.45360824742268
2017-01-13,56.41237113402062
2017-01-14,74.22680412371135
2017-01-15,72.24742268041237
2017-01-16,56.41237113402062
2017-01-17,51.4639175257732
2017-01-18,50.47422680412372
2017-01-19,51.4639175257732
2017-01-20,51.4639175257732
2017-01-21,69.27835051546393
2017-01-22,70.26804123711341
2017-01-23,50.47422680412372
2017-01-24,50.47422680412372
2017-01-25,49.48453608247423
2017-01-26,50.47422680412372
2017-01-27,52.45360824742268
2017-01-28,71.25773195876289
2017-01-29,70.26804123711341
2017-01-30,51.4639175257732
2017-01-31,51.4639175257732
2017-02-01,50.47422680412372
2017-02-02,51.4639175257732
2017-02-03,53.44329896907217
2017-02-04,69.27835051546393
2017-02-05,66.30927835051547
2017-02-06,45.52577319587629
2017-02-07,50.47422680412372
2017-02-08,50.47422680412372
2017-02-09,51.4639175257732
2017-02-10,54.432989690721655
2017-02-11,73.23711340206185
2017-02-12,78.18556701030928
2017-02-13,62.35051546391753
2017-02-14,96.0
2017-02-15,70.26804123711341
2017-02-16,51.4639175257732
2017-02-17,55.422680412371136
2017-02-18,69.27835051546393
2017-02-19,71.25773195876289
2017-02-20,53.44329896907217
2017-02-21,50.47422680412372
2017-02-22,49.48453608247423
2017-02-23,48.49484536082474
2017-02-24,52.45360824742268
2017-02-25,69.27835051546393
2017-02-26,70.26804123711341
2017-02-27,53.44329896907217
2017-02-28,52.45360824742268
2017-03-01,48.74226804123711
2017-03-02,49.74226804123711
2017-03-03,52.2319587628866
2017-03-04,69.13917525773196
2017-03-05,70.62886597938144
2017-03-06,50.73711340206186
2017-03-07,49.74226804123711
2017-03-08,51.72680412371134
2017-03-09,49.24226804123711
2017-03-10,50.73711340206186
2017-03-11,64.66494845360825
2017-03-12,71.62886597938144
2017-03-13,54.71649484536083
2017-03-14,99.48453608247422
2017-03-15,60.18556701030928
2017-03-16,49.74226804123711
2017-03-17,49.74226804123711
2017-03-18,64.66494845360825
2017-03-19,67.64432989690721
2017-03-20,51.7319587628866
2017-03-21,48.74742268041237
2017-03-22,47.75257731958763
2017-03-23,48.24742268041237
2017-03-24,52.72680412371134
2017-03-25,68.14432989690721
2017-03-26,69.6340206185567
2017-03-27,49.24226804123711
2017-03-28,49.74226804123711
2017-03-29,48.74742268041237
2017-03-30,48.24742268041237
2017-03-31,50.23711340206186
2017-04-01,65.65463917525773
2017-04-02,68.0
2017-04-03,49.0
2017-04-04,48.0
2017-04-05,46.0
2017-04-06,47.0
2017-04-07,50.0
2017-04-08,63.0
2017-04-09,69.0
2017-04-10,49.0
2017-04-11,48.0
2017-04-12,48.0
2017-04-13,48.0
2017-04-14,54.0
2017-04-15,64.0
2017-04-16,62.0
2017-04-17,47.0
2017-04-18,44.0
2017-04-19,46.0
2017-04-20,46.0
2017-04-21,50.0
2017-04-22,64.0
2017-04-23,66.0
2017-04-24,50.0
2017-04-25,47.0
2017-04-26,46.0
2017-04-27,47.0
2017-04-28,51.0
2017-04-29,66.0
2017-04-30,72.0
2017-05-01,56.0
2017-05-02,47.0
2017-05-03,47.0
2017-05-04,47.0
2017-05-05,52.0
2017-05-06,65.0
2017-05-07,68.0
2017-05-08,49.0
2017-05-09,49.0
2017-05-10,48.0
2017-05-11,49.0
2017-05-12,53.0
2017-05-13,72.0
2017-05-14,84.0
2017-05-15,51.0
2017-05-16,49.0
2017-05-17,47.0
2017-05-18,50.0
2017-05-19,53.0
2017-05-20,68.0
2017-05-21,69.0
2017-05-22,51.0
2017-05-23,48.0
2017-05-24,48.0
2017-05-25,51.0
2017-05-26,53.0
2017-05-27,65.0
2017-05-28,71.0
2017-05-29,64.0
2017-05-30,50.0
2017-05-31,49.0
2017-06-01,51.0
2017-06-02,52.0
2017-06-03,65.0
