date,trump protest
2016-05-01,0.32903225806451614
2016-05-02,0.23225806451612904
2016-05-03,0.20322580645161292
2016-05-04,0.18387096774193548
2016-05-05,0.10645161290322581
2016-05-06,0.0967741935483871
2016-05-07,0.14516129032258066
2016-05-08,0.11612903225806452
2016-05-09,0.08709677419354839
2016-05-10,0.02903225806451613
2016-05-11,0.04838709677419355
2016-05-12,0.05806451612903226
2016-05-13,0.03870967741935484
2016-05-14,0.04838709677419355
2016-05-15,0.03870967741935484
2016-05-16,0.01935483870967742
2016-05-17,0.01935483870967742
2016-05-18,0.03870967741935484
2016-05-19,0.02903225806451613
2016-05-20,0.04838709677419355
2016-05-21,0.00967741935483871
2016-05-22,0.0
2016-05-23,0.02903225806451613
2016-05-24,0.07741935483870968
2016-05-25,0.7258064516129032
2016-05-26,0.40645161290322585
2016-05-27,0.18387096774193548
2016-05-28,0.5129032258064516
2016-05-29,0.11612903225806452
2016-05-30,0.05806451612903226
2016-05-31,0.08709677419354839
2016-06-01,0.07741935483870968
2016-06-02,0.0967741935483871
2016-06-03,0.5903225806451613
2016-06-04,0.24193548387096775
2016-06-05,0.24193548387096775
2016-06-06,0.10645161290322581
2016-06-07,0.0967741935483871
2016-06-08,0.02903225806451613
2016-06-09,0.11612903225806452
2016-06-10,0.07741935483870968
2016-06-11,0.07741935483870968
2016-06-12,0.05806451612903226
2016-06-13,0.03870967741935484
2016-06-14,0.02903225806451613
2016-06-15,0.13548387096774195
2016-06-16,0.0967741935483871
2016-06-17,0.21290322580645163
2016-06-18,0.12580645161290324
2016-06-19,0.07741935483870968
2016-06-20,0.05806451612903226
2016-06-21,0.12580645161290324
2016-06-22,0.03870967741935484
2016-06-23,0.02903225806451613
2016-06-24,0.12580645161290324
2016-06-25,0.03870967741935484
2016-06-26,0.06774193548387097
2016-06-27,0.02903225806451613
2016-06-28,0.03870967741935484
2016-06-29,0.05806451612903226
2016-06-30,0.08709677419354839
2016-07-01,0.08709677419354839
2016-07-02,0.00967741935483871
2016-07-03,0.01935483870967742
2016-07-04,0.00967741935483871
2016-07-05,0.00967741935483871
2016-07-06,0.01935483870967742
2016-07-07,0.01935483870967742
2016-07-08,0.17419354838709677
2016-07-09,0.12580645161290324
2016-07-10,0.05806451612903226
2016-07-11,0.0967741935483871
2016-07-12,0.10645161290322581
2016-07-13,0.03870967741935484
2016-07-14,0.0967741935483871
2016-07-15,0.18387096774193548
2016-07-16,0.0967741935483871
2016-07-17,0.14516129032258066
2016-07-18,0.967741935483871
2016-07-19,0.9096774193548387
2016-07-20,0.3870967741935484
2016-07-21,0.2709677419354839
2016-07-22,0.23225806451612904
2016-07-23,0.10645161290322581
2016-07-24,0.16451612903225807
2016-07-25,0.21290322580645163
2016-07-26,0.12580645161290324
2016-07-27,0.12580645161290324
2016-07-28,0.0967741935483871
2016-07-29,0.0967741935483871
2016-07-30,0.07741935483870968
2016-07-31,0.01935483870967742
2016-08-01,0.0967741935483871
2016-08-02,0.11612903225806452
2016-08-03,0.0967741935483871
2016-08-04,0.12580645161290324
2016-08-05,0.10645161290322581
2016-08-06,0.05806451612903226
2016-08-07,0.08709677419354839
2016-08-08,0.0967741935483871
2016-08-09,0.04838709677419355
2016-08-10,0.04838709677419355
2016-08-11,0.02903225806451613
2016-08-12,0.03870967741935484
2016-08-13,0.03870967741935484
2016-08-14,0.04838709677419355
2016-08-15,0.01935483870967742
2016-08-16,0.01935483870967742
2016-08-17,0.03870967741935484
2016-08-18,0.02903225806451613
2016-08-19,0.05806451612903226
2016-08-20,0.08709677419354839
2016-08-21,0.05806451612903226
2016-08-22,0.03870967741935484
2016-08-23,0.02903225806451613
2016-08-24,0.02903225806451613
2016-08-25,0.03870967741935484
2016-08-26,0.02903225806451613
2016-08-27,0.00967741935483871
2016-08-28,0.02903225806451613
2016-08-29,0.06774193548387097
2016-08-30,0.06774193548387097
2016-08-31,0.07741935483870968
2016-09-01,0.12580645161290324
2016-09-02,0.00967741935483871
2016-09-03,0.14516129032258066
2016-09-04,0.06774193548387097
2016-09-05,0.05806451612903226
2016-09-06,0.01935483870967742
2016-09-07,0.06774193548387097
2016-09-08,0.06774193548387097
2016-09-09,0.02903225806451613
2016-09-10,0.08709677419354839
2016-09-11,0.05806451612903226
2016-09-12,0.14516129032258066
2016-09-13,0.0967741935483871
2016-09-14,0.06774193548387097
2016-09-15,0.02903225806451613
2016-09-16,0.08709677419354839
2016-09-17,0.05806451612903226
2016-09-18,0.04838709677419355
2016-09-19,0.00967741935483871
2016-09-20,0.04838709677419355
2016-09-21,0.05806451612903226
2016-09-22,0.17419354838709677
2016-09-23,0.07741935483870968
2016-09-24,0.03870967741935484
2016-09-25,0.01935483870967742
2016-09-26,0.04838709677419355
2016-09-27,0.06774193548387097
2016-09-28,0.04838709677419355
2016-09-29,0.05806451612903226
2016-09-30,0.04838709677419355
2016-10-01,0.04838709677419355
2016-10-02,0.014516129032258065
2016-10-03,0.03387096774193549
2016-10-04,0.02903225806451613
2016-10-05,0.014516129032258065
2016-10-06,0.01935483870967742
2016-10-07,0.004838709677419355
2016-10-08,0.01935483870967742
2016-10-09,0.03870967741935484
2016-10-10,0.02903225806451613
2016-10-11,0.06774193548387097
2016-10-12,0.05806451612903226
2016-10-13,0.567741935483871
2016-10-14,0.06774193548387097
2016-10-15,0.05806451612903226
2016-10-16,0.05322580645161291
2016-10-17,0.04838709677419355
2016-10-18,0.6403225806451613
2016-10-19,0.05322580645161291
2016-10-20,0.6161290322580645
2016-10-21,0.05806451612903226
2016-10-22,0.03387096774193549
2016-10-23,0.02903225806451613
2016-10-24,0.03387096774193549
2016-10-25,0.02903225806451613
2016-10-26,0.05322580645161291
2016-10-27,0.07258064516129033
2016-10-28,0.043548387096774194
2016-10-29,0.02903225806451613
2016-10-30,0.05806451612903226
2016-10-31,0.043548387096774194
2016-11-01,0.03387096774193549
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,0.0
2016-11-06,1.0
2016-11-07,0.0
2016-11-08,3.0
2016-11-09,23.0
2016-11-10,100.0
2016-11-11,59.0
2016-11-12,42.0
2016-11-13,32.0
2016-11-14,20.0
2016-11-15,14.0
2016-11-16,10.0
2016-11-17,7.0
2016-11-18,5.0
2016-11-19,6.0
2016-11-20,4.0
2016-11-21,4.0
2016-11-22,3.0
2016-11-23,2.0
2016-11-24,1.0
2016-11-25,1.0
2016-11-26,1.0
2016-11-27,1.0
2016-11-28,1.0
2016-11-29,1.0
2016-11-30,1.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,1.0
2016-12-04,1.0
2016-12-05,1.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,1.0
2016-12-10,1.0
2016-12-11,1.0
2016-12-12,1.0
2016-12-13,1.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,1.0
2016-12-19,1.0
2016-12-20,1.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,1.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,1.0
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,2.0
2017-01-15,3.0
2017-01-16,3.0
2017-01-17,4.0
2017-01-18,5.0
2017-01-19,8.0
2017-01-20,38.0
2017-01-21,39.0
2017-01-22,19.0
2017-01-23,8.0
2017-01-24,5.0
2017-01-25,5.0
2017-01-26,4.0
2017-01-27,3.0
2017-01-28,5.0
