date,healthy
2016-05-01,72.07237090086694
2016-05-02,75.17225782133434
2016-05-03,77.49717301168488
2016-05-04,73.62231436110063
2016-05-05,71.2973991707501
2016-05-06,63.5476818695816
2016-05-07,58.89785148888051
2016-05-08,61.9977384093479
2016-05-09,73.62231436110063
2016-05-10,75.94722955145119
2016-05-11,75.17225782133434
2016-05-12,70.52242744063324
2016-05-13,61.9977384093479
2016-05-14,63.5476818695816
2016-05-15,74.3972860912175
2016-05-16,76.72220128156803
2016-05-17,75.17225782133434
2016-05-18,73.62231436110063
2016-05-19,67.42254052016585
2016-05-20,61.9977384093479
2016-05-21,58.89785148888051
2016-05-22,72.07237090086694
2016-05-23,75.94722955145119
2016-05-24,72.84734263098379
2016-05-25,70.52242744063324
2016-05-26,67.42254052016585
2016-05-27,62.772710139464756
2016-05-28,56.57293629852997
2016-05-29,58.89785148888051
2016-05-30,61.9977384093479
2016-05-31,70.52242744063324
2016-06-01,68.97248398039955
2016-06-02,67.42254052016585
2016-06-03,62.772710139464756
2016-06-04,61.9977384093479
2016-06-05,69.74745571051639
2016-06-06,74.3972860912175
2016-06-07,72.84734263098379
2016-06-08,69.74745571051639
2016-06-09,65.87259705993215
2016-06-10,61.9977384093479
2016-06-11,58.12287975876366
2016-06-12,65.87259705993215
2016-06-13,68.1975122502827
2016-06-14,69.74745571051639
2016-06-15,67.42254052016585
2016-06-16,65.87259705993215
2016-06-17,58.89785148888051
2016-06-18,57.34790802864681
2016-06-19,58.89785148888051
2016-06-20,68.1975122502827
2016-06-21,71.2973991707501
2016-06-22,68.97248398039955
2016-06-23,66.647568790049
2016-06-24,58.12287975876366
2016-06-25,58.12287975876366
2016-06-26,63.5476818695816
2016-06-27,68.97248398039955
2016-06-28,68.97248398039955
2016-06-29,68.1975122502827
2016-06-30,62.772710139464756
2016-07-01,57.34790802864681
2016-07-02,58.12287975876366
2016-07-03,60.44779494911421
2016-07-04,60.44779494911421
2016-07-05,67.42254052016585
2016-07-06,69.74745571051639
2016-07-07,66.647568790049
2016-07-08,58.89785148888051
2016-07-09,61.22276667923106
2016-07-10,68.97248398039955
2016-07-11,74.3972860912175
2016-07-12,72.07237090086694
2016-07-13,68.1975122502827
2016-07-14,68.97248398039955
2016-07-15,58.12287975876366
2016-07-16,59.67282321899736
2016-07-17,68.97248398039955
2016-07-18,70.52242744063324
2016-07-19,70.52242744063324
2016-07-20,67.42254052016585
2016-07-21,67.42254052016585
2016-07-22,59.67282321899736
2016-07-23,61.22276667923106
2016-07-24,68.1975122502827
2016-07-25,70.52242744063324
2016-07-26,72.07237090086694
2016-07-27,68.97248398039955
2016-07-28,67.42254052016585
2016-07-29,61.22276667923106
2016-07-30,61.22276667923106
2016-07-31,68.97248398039955
2016-08-01,72.07237090086694
2016-08-02,69.74745571051639
2016-08-03,68.1975122502827
2016-08-04,65.87259705993215
2016-08-05,58.12287975876366
2016-08-06,56.57293629852997
2016-08-07,65.87259705993215
2016-08-08,68.97248398039955
2016-08-09,68.97248398039955
2016-08-10,63.5476818695816
2016-08-11,65.87259705993215
2016-08-12,58.12287975876366
2016-08-13,58.89785148888051
2016-08-14,68.1975122502827
2016-08-15,72.84734263098379
2016-08-16,68.1975122502827
2016-08-17,66.647568790049
2016-08-18,63.5476818695816
2016-08-19,61.22276667923106
2016-08-20,59.67282321899736
2016-08-21,68.1975122502827
2016-08-22,70.52242744063324
2016-08-23,70.52242744063324
2016-08-24,68.1975122502827
2016-08-25,68.1975122502827
2016-08-26,61.9977384093479
2016-08-27,59.67282321899736
2016-08-28,69.74745571051639
2016-08-29,72.07237090086694
2016-08-30,72.84734263098379
2016-08-31,67.42254052016585
2016-09-01,65.87259705993215
2016-09-02,59.67282321899736
2016-09-03,61.22276667923106
2016-09-04,61.9977384093479
2016-09-05,67.42254052016585
2016-09-06,72.84734263098379
2016-09-07,70.52242744063324
2016-09-08,68.1975122502827
2016-09-09,60.44779494911421
2016-09-10,61.22276667923106
2016-09-11,68.1975122502827
2016-09-12,71.2973991707501
2016-09-13,72.07237090086694
2016-09-14,71.2973991707501
2016-09-15,68.97248398039955
2016-09-16,61.9977384093479
2016-09-17,58.89785148888051
2016-09-18,69.74745571051639
2016-09-19,75.17225782133434
2016-09-20,71.2973991707501
2016-09-21,65.87259705993215
2016-09-22,65.0976253298153
2016-09-23,61.22276667923106
2016-09-24,57.34790802864681
2016-09-25,71.2973991707501
2016-09-26,72.07237090086694
2016-09-27,70.52242744063324
2016-09-28,71.2973991707501
2016-09-29,65.87259705993215
2016-09-30,59.67282321899736
2016-10-01,56.286468149264984
2016-10-02,65.93629852996608
2016-10-03,70.64869958537506
2016-10-04,69.26121372031662
2016-10-05,66.43629852996608
2016-10-06,63.386355069732375
2016-10-07,56.286468149264984
2016-10-08,55.898982284206554
2016-10-09,65.43629852996608
2016-10-10,67.71127026008293
2016-10-11,68.21127026008293
2016-10-12,70.26121372031662
2016-10-13,65.16132679984923
2016-10-14,57.67395401432341
2016-10-15,58.44892574444026
2016-10-16,71.03618545043346
2016-10-17,72.4236713154919
2016-10-18,71.53618545043346
2016-10-19,68.09875612514135
2016-10-20,63.7738409347908
2016-10-21,57.286468149264984
2016-10-22,57.17395401432341
2016-10-23,66.32378439502449
2016-10-24,70.64869958537506
2016-10-25,67.21127026008293
2016-10-26,66.82378439502449
2016-10-27,61.99886920467395
2016-10-28,55.51149641914813
2016-10-29,52.96155295891444
2016-10-30,63.386355069732375
2016-10-31,63.7738409347908
2016-11-01,68.98624199019977
2016-11-02,68.0
2016-11-03,65.0
2016-11-04,59.0
2016-11-05,56.0
2016-11-06,68.0
2016-11-07,71.0
2016-11-08,64.0
2016-11-09,52.0
2016-11-10,58.0
2016-11-11,54.0
2016-11-12,56.0
2016-11-13,63.0
2016-11-14,69.0
2016-11-15,72.0
2016-11-16,68.0
2016-11-17,63.0
2016-11-18,56.0
2016-11-19,54.0
2016-11-20,61.0
2016-11-21,64.0
2016-11-22,61.0
2016-11-23,56.0
2016-11-24,44.0
2016-11-25,41.0
2016-11-26,48.0
2016-11-27,60.0
2016-11-28,64.0
2016-11-29,65.0
2016-11-30,66.0
2016-12-01,61.0
2016-12-02,54.0
2016-12-03,52.0
2016-12-04,61.0
2016-12-05,64.0
2016-12-06,64.0
2016-12-07,61.0
2016-12-08,58.0
2016-12-09,51.0
2016-12-10,47.0
2016-12-11,57.0
2016-12-12,59.0
2016-12-13,60.0
2016-12-14,55.0
2016-12-15,52.0
2016-12-16,48.0
2016-12-17,46.0
2016-12-18,51.0
