date,business
2016-05-01,55.01416539050536
2016-05-02,83.00382848392037
2016-05-03,91.69027565084227
2016-05-04,90.72511485451761
2016-05-05,88.7947932618683
2016-05-06,80.1083460949464
2016-05-07,54.04900459418071
2016-05-08,53.08384379785605
2016-05-09,90.72511485451761
2016-05-10,94.58575803981624
2016-05-11,90.72511485451761
2016-05-12,90.72511485451761
2016-05-13,81.07350689127105
2016-05-14,54.04900459418071
2016-05-15,55.979326186830015
2016-05-16,87.82963246554365
2016-05-17,92.65543644716692
2016-05-18,91.69027565084227
2016-05-19,89.75995405819296
2016-05-20,79.14318529862175
2016-05-21,55.01416539050536
2016-05-22,55.01416539050536
2016-05-23,86.86447166921899
2016-05-24,89.75995405819296
2016-05-25,90.72511485451761
2016-05-26,87.82963246554365
2016-05-27,75.28254211332313
2016-05-28,50.18836140888208
2016-05-29,49.22320061255743
2016-05-30,67.56125574272588
2016-05-31,85.89931087289433
2016-06-01,86.86447166921899
2016-06-02,84.93415007656968
2016-06-03,76.24770290964778
2016-06-04,53.08384379785605
2016-06-05,53.08384379785605
2016-06-06,84.93415007656968
2016-06-07,88.7947932618683
2016-06-08,88.7947932618683
2016-06-09,86.86447166921899
2016-06-10,77.21286370597244
2016-06-11,50.18836140888208
2016-06-12,53.08384379785605
2016-06-13,83.96898928024503
2016-06-14,86.86447166921899
2016-06-15,86.86447166921899
2016-06-16,83.96898928024503
2016-06-17,76.24770290964778
2016-06-18,53.08384379785605
2016-06-19,53.08384379785605
2016-06-20,85.89931087289433
2016-06-21,86.86447166921899
2016-06-22,86.86447166921899
2016-06-23,83.96898928024503
2016-06-24,75.28254211332313
2016-06-25,51.15352220520674
2016-06-26,52.118683001531394
2016-06-27,83.96898928024503
2016-06-28,86.86447166921899
2016-06-29,86.86447166921899
2016-06-30,83.96898928024503
2016-07-01,73.35222052067381
2016-07-02,49.22320061255743
2016-07-03,49.22320061255743
2016-07-04,69.4915773353752
2016-07-05,82.03866768759572
2016-07-06,82.03866768759572
2016-07-07,83.00382848392037
2016-07-08,76.24770290964778
2016-07-09,53.08384379785605
2016-07-10,52.118683001531394
2016-07-11,86.86447166921899
2016-07-12,88.7947932618683
2016-07-13,87.82963246554365
2016-07-14,85.89931087289433
2016-07-15,74.31738131699846
2016-07-16,51.15352220520674
2016-07-17,54.04900459418071
2016-07-18,86.86447166921899
2016-07-19,88.7947932618683
2016-07-20,87.82963246554365
2016-07-21,86.86447166921899
2016-07-22,76.24770290964778
2016-07-23,54.04900459418071
2016-07-24,54.04900459418071
2016-07-25,86.86447166921899
2016-07-26,89.75995405819296
2016-07-27,87.82963246554365
2016-07-28,83.96898928024503
2016-07-29,75.28254211332313
2016-07-30,53.08384379785605
2016-07-31,55.01416539050536
2016-08-01,83.00382848392037
2016-08-02,88.7947932618683
2016-08-03,86.86447166921899
2016-08-04,84.93415007656968
2016-08-05,75.28254211332313
2016-08-06,52.118683001531394
2016-08-07,52.118683001531394
2016-08-08,82.03866768759572
2016-08-09,84.93415007656968
2016-08-10,83.96898928024503
2016-08-11,84.93415007656968
2016-08-12,71.4218989280245
2016-08-13,51.15352220520674
2016-08-14,52.118683001531394
2016-08-15,83.00382848392037
2016-08-16,85.89931087289433
2016-08-17,85.89931087289433
2016-08-18,83.96898928024503
2016-08-19,78.17802450229709
2016-08-20,53.08384379785605
2016-08-21,55.979326186830015
2016-08-22,88.7947932618683
2016-08-23,90.72511485451761
2016-08-24,90.72511485451761
2016-08-25,88.7947932618683
2016-08-26,80.1083460949464
2016-08-27,54.04900459418071
2016-08-28,55.979326186830015
2016-08-29,85.89931087289433
2016-08-30,93.62059724349157
2016-08-31,89.75995405819296
2016-09-01,88.7947932618683
2016-09-02,77.21286370597244
2016-09-03,53.08384379785605
2016-09-04,55.979326186830015
2016-09-05,75.28254211332313
2016-09-06,91.69027565084227
2016-09-07,94.58575803981624
2016-09-08,95.5509188361409
2016-09-09,83.00382848392037
2016-09-10,55.01416539050536
2016-09-11,55.979326186830015
2016-09-12,92.65543644716692
2016-09-13,93.62059724349157
2016-09-14,94.58575803981624
2016-09-15,90.72511485451761
2016-09-16,83.96898928024503
2016-09-17,55.979326186830015
2016-09-18,57.90964777947933
2016-09-19,94.58575803981624
2016-09-20,94.58575803981624
2016-09-21,93.62059724349157
2016-09-22,92.65543644716692
2016-09-23,83.96898928024503
2016-09-24,55.01416539050536
2016-09-25,57.90964777947933
2016-09-26,95.5509188361409
2016-09-27,96.51607963246555
2016-09-28,93.62059724349157
2016-09-29,92.65543644716692
2016-09-30,83.00382848392037
2016-10-01,54.02450229709035
2016-10-02,54.02450229709035
2016-10-03,90.84513782542113
2016-10-04,93.81029862174579
2016-10-05,92.32771822358346
2016-10-06,89.87997702909648
2016-10-07,80.0541730474732
2016-10-08,53.541921898928024
2016-10-09,56.489663093415004
2016-10-10,86.43223583460949
2016-10-11,92.31029862174579
2016-10-12,93.81029862174579
2016-10-13,91.3625574272588
2016-10-14,81.51933384379785
2016-10-15,55.97224349157734
