date,supporters
2016-05-01,10.034069400630916
2016-05-02,11.601892744479496
2016-05-03,14.42397476340694
2016-05-04,16.305362776025238
2016-05-05,11.28832807570978
2016-05-06,10.661198738170349
2016-05-07,11.28832807570978
2016-05-08,11.601892744479496
2016-05-09,10.034069400630916
2016-05-10,9.093375394321768
2016-05-11,10.661198738170349
2016-05-12,9.093375394321768
2016-05-13,8.152681388012619
2016-05-14,8.779810725552052
2016-05-15,8.779810725552052
2016-05-16,10.974763406940063
2016-05-17,12.229022082018929
2016-05-18,16.618927444794956
2016-05-19,11.915457413249213
2016-05-20,9.7205047318612
2016-05-21,9.7205047318612
2016-05-22,10.034069400630916
2016-05-23,8.152681388012619
2016-05-24,9.093375394321768
2016-05-25,10.034069400630916
2016-05-26,10.661198738170349
2016-05-27,9.093375394321768
2016-05-28,10.974763406940063
2016-05-29,10.974763406940063
2016-05-30,9.093375394321768
2016-05-31,7.21198738170347
2016-06-01,10.347634069400632
2016-06-02,9.406940063091483
2016-06-03,17.873186119873818
2016-06-04,15.991798107255521
2016-06-05,13.483280757097793
2016-06-06,10.974763406940063
2016-06-07,15.051104100946374
2016-06-08,16.618927444794956
2016-06-09,15.678233438485806
2016-06-10,21.00883280757098
2016-06-11,18.813880126182966
2016-06-12,31.356466876971613
2016-06-13,16.618927444794956
2016-06-14,15.051104100946374
2016-06-15,15.36466876971609
2016-06-16,15.991798107255521
2016-06-17,13.483280757097793
2016-06-18,15.678233438485806
2016-06-19,16.618927444794956
2016-06-20,15.991798107255521
2016-06-21,15.36466876971609
2016-06-22,16.305362776025238
2016-06-23,15.678233438485806
2016-06-24,15.051104100946374
2016-06-25,16.93249211356467
2016-06-26,17.246056782334385
2016-06-27,16.305362776025238
2016-06-28,13.483280757097793
2016-06-29,9.7205047318612
2016-06-30,8.779810725552052
2016-07-01,9.7205047318612
2016-07-02,12.542586750788644
2016-07-03,10.661198738170349
2016-07-04,10.661198738170349
2016-07-05,9.7205047318612
2016-07-06,9.7205047318612
2016-07-07,11.601892744479496
2016-07-08,8.779810725552052
2016-07-09,7.839116719242903
2016-07-10,10.974763406940063
2016-07-11,8.779810725552052
2016-07-12,11.601892744479496
2016-07-13,9.093375394321768
2016-07-14,8.152681388012619
2016-07-15,6.898422712933755
2016-07-16,8.466246056782335
2016-07-17,7.525552050473187
2016-07-18,7.525552050473187
2016-07-19,10.661198738170349
2016-07-20,10.034069400630916
2016-07-21,10.347634069400632
2016-07-22,12.229022082018929
2016-07-23,11.601892744479496
2016-07-24,11.915457413249213
2016-07-25,16.93249211356467
2016-07-26,24.14447949526814
2016-07-27,19.4410094637224
2016-07-28,16.93249211356467
2016-07-29,20.695268138801264
2016-07-30,13.79684542586751
2016-07-31,10.661198738170349
2016-08-01,10.661198738170349
2016-08-02,10.347634069400632
2016-08-03,10.661198738170349
2016-08-04,14.42397476340694
2016-08-05,11.915457413249213
2016-08-06,10.347634069400632
2016-08-07,8.466246056782335
2016-08-08,6.584858044164038
2016-08-09,8.779810725552052
2016-08-10,10.034069400630916
2016-08-11,8.779810725552052
2016-08-12,6.271293375394322
2016-08-13,6.898422712933755
2016-08-14,10.034069400630916
2016-08-15,8.779810725552052
2016-08-16,8.466246056782335
2016-08-17,8.152681388012619
2016-08-18,10.034069400630916
2016-08-19,8.779810725552052
2016-08-20,10.347634069400632
2016-08-21,9.7205047318612
2016-08-22,8.152681388012619
2016-08-23,8.779810725552052
2016-08-24,7.839116719242903
2016-08-25,8.466246056782335
2016-08-26,8.466246056782335
2016-08-27,9.093375394321768
2016-08-28,8.466246056782335
2016-08-29,7.839116719242903
2016-08-30,6.898422712933755
2016-08-31,8.152681388012619
2016-09-01,9.093375394321768
2016-09-02,7.839116719242903
2016-09-03,7.21198738170347
2016-09-04,5.64416403785489
2016-09-05,7.21198738170347
2016-09-06,7.525552050473187
2016-09-07,7.21198738170347
2016-09-08,6.898422712933755
2016-09-09,8.152681388012619
2016-09-10,21.949526813880126
2016-09-11,20.381703470031546
2016-09-12,16.305362776025238
2016-09-13,14.737539432176657
2016-09-14,12.229022082018929
2016-09-15,12.229022082018929
2016-09-16,11.915457413249213
2016-09-17,9.406940063091483
2016-09-18,9.406940063091483
2016-09-19,8.152681388012619
2016-09-20,11.601892744479496
2016-09-21,12.542586750788644
2016-09-22,18.50031545741325
2016-09-23,15.051104100946374
2016-09-24,11.28832807570978
2016-09-25,13.483280757097793
2016-09-26,12.229022082018929
2016-09-27,20.381703470031546
2016-09-28,15.991798107255521
2016-09-29,11.915457413249213
2016-09-30,12.85615141955836
2016-10-01,19.220504731861197
2016-10-02,18.406940063091483
2016-10-03,15.21198738170347
2016-10-04,11.644164037854889
2016-10-05,10.673817034700317
2016-10-06,9.203470031545741
2016-10-07,10.517034700315458
2016-10-08,16.652681388012617
2016-10-09,16.652681388012617
2016-10-10,17.809463722397478
2016-10-11,16.966246056782335
2016-10-12,19.37728706624606
2016-10-13,18.250157728706625
2016-10-14,19.66119873817035
2016-10-15,20.220504731861197
2016-10-16,17.779810725552053
2016-10-17,18.720504731861197
2016-10-18,16.309463722397478
