date,new year
2016-05-01,0.16100178890876565
2016-05-02,0.1520572450805009
2016-05-03,0.1520572450805009
2016-05-04,0.14311270125223613
2016-05-05,0.14311270125223613
2016-05-06,0.1520572450805009
2016-05-07,0.14311270125223613
2016-05-08,0.14311270125223613
2016-05-09,0.14311270125223613
2016-05-10,0.14311270125223613
2016-05-11,0.1520572450805009
2016-05-12,0.16100178890876565
2016-05-13,0.1252236135957066
2016-05-14,0.13416815742397137
2016-05-15,0.14311270125223613
2016-05-16,0.14311270125223613
2016-05-17,0.14311270125223613
2016-05-18,0.14311270125223613
2016-05-19,0.14311270125223613
2016-05-20,0.14311270125223613
2016-05-21,0.1252236135957066
2016-05-22,0.1520572450805009
2016-05-23,0.14311270125223613
2016-05-24,0.14311270125223613
2016-05-25,0.13416815742397137
2016-05-26,0.14311270125223613
2016-05-27,0.13416815742397137
2016-05-28,0.1252236135957066
2016-05-29,0.1520572450805009
2016-05-30,0.1520572450805009
2016-05-31,0.16100178890876565
2016-06-01,0.16100178890876565
2016-06-02,0.14311270125223613
2016-06-03,0.16100178890876565
2016-06-04,0.14311270125223613
2016-06-05,0.16100178890876565
2016-06-06,0.14311270125223613
2016-06-07,0.14311270125223613
2016-06-08,0.14311270125223613
2016-06-09,0.14311270125223613
2016-06-10,0.13416815742397137
2016-06-11,0.1520572450805009
2016-06-12,0.14311270125223613
2016-06-13,0.14311270125223613
2016-06-14,0.13416815742397137
2016-06-15,0.14311270125223613
2016-06-16,0.14311270125223613
2016-06-17,0.1252236135957066
2016-06-18,0.13416815742397137
2016-06-19,0.14311270125223613
2016-06-20,0.14311270125223613
2016-06-21,0.1520572450805009
2016-06-22,0.14311270125223613
2016-06-23,0.14311270125223613
2016-06-24,0.13416815742397137
2016-06-25,0.13416815742397137
2016-06-26,0.13416815742397137
2016-06-27,0.14311270125223613
2016-06-28,0.13416815742397137
2016-06-29,0.14311270125223613
2016-06-30,0.1520572450805009
2016-07-01,0.14311270125223613
2016-07-02,0.16100178890876565
2016-07-03,0.16994633273703041
2016-07-04,0.1520572450805009
2016-07-05,0.16994633273703041
2016-07-06,0.16100178890876565
2016-07-07,0.16994633273703041
2016-07-08,0.16100178890876565
2016-07-09,0.1520572450805009
2016-07-10,0.16994633273703041
2016-07-11,0.1520572450805009
2016-07-12,0.13416815742397137
2016-07-13,0.1520572450805009
2016-07-14,0.1520572450805009
2016-07-15,0.1520572450805009
2016-07-16,0.1520572450805009
2016-07-17,0.1520572450805009
2016-07-18,0.1520572450805009
2016-07-19,0.14311270125223613
2016-07-20,0.14311270125223613
2016-07-21,0.14311270125223613
2016-07-22,0.14311270125223613
2016-07-23,0.1520572450805009
2016-07-24,0.16100178890876565
2016-07-25,0.14311270125223613
2016-07-26,0.16994633273703041
2016-07-27,0.1520572450805009
2016-07-28,0.1520572450805009
2016-07-29,0.1520572450805009
2016-07-30,0.1520572450805009
2016-07-31,0.16994633273703041
2016-08-01,0.16100178890876565
2016-08-02,0.16100178890876565
2016-08-03,0.16100178890876565
2016-08-04,0.16100178890876565
2016-08-05,0.14311270125223613
2016-08-06,0.16100178890876565
2016-08-07,0.16994633273703041
2016-08-08,0.16994633273703041
2016-08-09,0.16994633273703041
2016-08-10,0.16994633273703041
2016-08-11,0.16100178890876565
2016-08-12,0.16994633273703041
2016-08-13,0.17889087656529518
2016-08-14,0.20572450805008943
2016-08-15,0.17889087656529518
2016-08-16,0.19677996422182467
2016-08-17,0.2504472271914132
2016-08-18,0.16100178890876565
2016-08-19,0.16994633273703041
2016-08-20,0.14311270125223613
2016-08-21,0.16100178890876565
2016-08-22,0.1878354203935599
2016-08-23,0.16994633273703041
2016-08-24,0.17889087656529518
2016-08-25,0.1878354203935599
2016-08-26,0.16994633273703041
2016-08-27,0.17889087656529518
2016-08-28,0.1878354203935599
2016-08-29,0.1878354203935599
2016-08-30,0.1878354203935599
2016-08-31,0.1878354203935599
2016-09-01,0.19677996422182467
2016-09-02,0.17889087656529518
2016-09-03,0.17889087656529518
2016-09-04,0.2146690518783542
2016-09-05,0.19677996422182467
2016-09-06,0.2146690518783542
2016-09-07,0.20572450805008943
2016-09-08,0.20572450805008943
2016-09-09,0.22361359570661896
2016-09-10,0.3041144901610018
2016-09-11,0.31305903398926654
2016-09-12,0.23255813953488372
2016-09-13,0.2146690518783542
2016-09-14,0.1878354203935599
2016-09-15,0.19677996422182467
2016-09-16,0.1878354203935599
2016-09-17,0.17889087656529518
2016-09-18,0.20572450805008943
2016-09-19,0.20572450805008943
2016-09-20,0.20572450805008943
2016-09-21,0.20572450805008943
2016-09-22,0.2146690518783542
2016-09-23,0.20572450805008943
2016-09-24,0.1878354203935599
2016-09-25,0.24150268336314848
2016-09-26,0.2504472271914132
2016-09-27,0.2772808586762075
2016-09-28,0.24150268336314848
2016-09-29,0.259391771019678
2016-09-30,0.3041144901610018
2016-10-01,0.7191413237924866
2016-10-02,0.8711985688729875
2016-10-03,0.7862254025044723
2016-10-04,0.6610017889087656
2016-10-05,0.12075134168157424
2016-10-06,0.10286225402504472
2016-10-07,0.11180679785330948
2016-10-08,0.09391771019677995
2016-10-09,0.11180679785330948
2016-10-10,0.11180679785330948
2016-10-11,0.12075134168157424
2016-10-12,0.12075134168157424
2016-10-13,0.12075134168157424
2016-10-14,0.10286225402504472
2016-10-15,0.09838998211091234
2016-10-16,0.11627906976744186
2016-10-17,0.11627906976744186
2016-10-18,0.11180679785330948
2016-10-19,0.11627906976744186
2016-10-20,0.1073345259391771
2016-10-21,0.11627906976744186
2016-10-22,0.10286225402504472
2016-10-23,0.12075134168157424
2016-10-24,0.12075134168157424
2016-10-25,0.1252236135957066
2016-10-26,0.1252236135957066
2016-10-27,0.13416815742397137
2016-10-28,0.13416815742397137
2016-10-29,0.6610017889087656
2016-10-30,1.447227191413238
2016-10-31,1.424865831842576
2016-11-01,0.6654740608228981
2016-11-02,1.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,0.0
2016-11-06,1.0
2016-11-07,1.0
2016-11-08,1.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,0.0
2016-11-13,1.0
2016-11-14,1.0
2016-11-15,1.0
2016-11-16,1.0
2016-11-17,1.0
2016-11-18,1.0
2016-11-19,1.0
2016-11-20,1.0
2016-11-21,1.0
2016-11-22,1.0
2016-11-23,1.0
2016-11-24,1.0
2016-11-25,1.0
2016-11-26,1.0
2016-11-27,1.0
2016-11-28,1.0
2016-11-29,1.0
2016-11-30,1.0
2016-12-01,1.0
2016-12-02,1.0
2016-12-03,1.0
2016-12-04,1.0
2016-12-05,1.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,1.0
2016-12-10,1.0
2016-12-11,1.0
2016-12-12,1.0
2016-12-13,2.0
2016-12-14,2.0
2016-12-15,2.0
2016-12-16,2.0
2016-12-17,2.0
2016-12-18,2.0
2016-12-19,2.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,4.0
2016-12-23,4.0
2016-12-24,5.0
2016-12-25,5.0
