date,trump limo
2016-05-01,1.2700135685210312
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,2.1166892808683855
2016-05-05,2.1872455902306647
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,2.1166892808683855
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,2.1872455902306647
2016-05-14,2.4694708276797828
2016-05-15,1.1994572591587516
2016-05-16,1.0583446404341927
2016-05-17,3.1044776119402986
2016-05-18,0.0
2016-05-19,1.0583446404341927
2016-05-20,1.0583446404341927
2016-05-21,2.4694708276797828
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,1.0583446404341927
2016-05-25,0.0
2016-05-26,1.1289009497964722
2016-05-27,3.3867028493894162
2016-05-28,2.5400271370420624
2016-05-29,0.0
2016-05-30,1.0583446404341927
2016-05-31,1.0583446404341927
2016-06-01,0.0
2016-06-02,1.0583446404341927
2016-06-03,1.1289009497964722
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,1.0583446404341927
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,1.2700135685210312
2016-06-20,0.0
2016-06-21,1.0583446404341927
2016-06-22,0.0
2016-06-23,1.0583446404341927
2016-06-24,2.1872455902306647
2016-06-25,1.2700135685210312
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,1.0583446404341927
2016-06-30,2.1872455902306647
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,2.1872455902306647
2016-07-06,0.0
2016-07-07,2.1872455902306647
2016-07-08,0.0
2016-07-09,1.2700135685210312
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,3.1750339213025778
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,1.2700135685210312
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,1.1289009497964722
2016-07-20,0.0
2016-07-21,2.1872455902306647
2016-07-22,2.2578018995929443
2016-07-23,0.0
2016-07-24,3.8100407055630936
2016-07-25,2.1166892808683855
2016-07-26,0.0
2016-07-27,2.1872455902306647
2016-07-28,2.1872455902306647
2016-07-29,2.2578018995929443
2016-07-30,1.2700135685210312
2016-07-31,1.2700135685210312
2016-08-01,1.0583446404341927
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,1.0583446404341927
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,1.2700135685210312
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,3.2455902306648574
2016-08-18,0.0
2016-08-19,1.1289009497964722
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,2.2578018995929443
2016-08-27,5.009497964721845
2016-08-28,4.9389416553595655
2016-08-29,2.046132971506106
2016-08-30,0.0
2016-08-31,1.0583446404341927
2016-09-01,1.0583446404341927
2016-09-02,1.0583446404341927
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,1.0583446404341927
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,3.1044776119402986
2016-09-15,0.0
2016-09-16,4.30393487109905
2016-09-17,1.1994572591587516
2016-09-18,0.0
2016-09-19,2.046132971506106
2016-09-20,0.9877883310719131
2016-09-21,1.0583446404341927
2016-09-22,1.0583446404341927
2016-09-23,1.0583446404341927
2016-09-24,1.1994572591587516
2016-09-25,1.1994572591587516
2016-09-26,1.0583446404341927
2016-09-27,0.0
2016-09-28,0.9877883310719131
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,7.0278154681139755
2016-10-02,2.228629579375848
2016-10-03,0.5
2016-10-04,1.4938941655359566
2016-10-05,0.9938941655359566
2016-10-06,1.523066485753053
2016-10-07,1.5291723202170964
2016-10-08,1.0997286295793758
2016-10-09,1.5997286295793758
2016-10-10,1.523066485753053
2016-10-11,1.4938941655359566
2016-10-12,2.0522388059701493
2016-10-13,2.023066485753053
2016-10-14,0.5
2016-10-15,0.5
2016-10-16,1.0
2016-10-17,1.987788331071913
2016-10-18,0.49389416553595655
2016-10-19,0.49389416553595655
2016-10-20,1.023066485753053
2016-10-21,0.0
2016-10-22,1.0644504748982362
2016-10-23,2.0
2016-10-24,0.5
2016-10-25,1.0
2016-10-26,0.5
2016-10-27,0.49389416553595655
2016-10-28,0.5
2016-10-29,2.7639077340569878
2016-10-30,4.492537313432836
2016-10-31,3.0522388059701493
2016-11-01,4.546132971506106
2016-11-02,5.0
2016-11-03,4.0
2016-11-04,5.0
2016-11-05,1.0
2016-11-06,1.0
2016-11-07,2.0
2016-11-08,2.0
2016-11-09,10.0
2016-11-10,14.0
2016-11-11,6.0
2016-11-12,13.0
2016-11-13,39.0
2016-11-14,21.0
2016-11-15,11.0
2016-11-16,7.0
2016-11-17,4.0
2016-11-18,3.0
2016-11-19,3.0
2016-11-20,5.0
2016-11-21,3.0
2016-11-22,2.0
2016-11-23,2.0
2016-11-24,1.0
2016-11-25,2.0
2016-11-26,1.0
2016-11-27,4.0
2016-11-28,1.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,3.0
2016-12-03,6.0
2016-12-04,3.0
2016-12-05,2.0
2016-12-06,1.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,1.0
2016-12-10,2.0
2016-12-11,0.0
2016-12-12,2.0
2016-12-13,2.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,2.0
2016-12-17,1.0
2016-12-18,1.0
2016-12-19,1.0
2016-12-20,2.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,3.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,1.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,3.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,2.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,0.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,4.0
2017-01-12,2.0
2017-01-13,4.0
2017-01-14,7.0
2017-01-15,12.0
2017-01-16,6.0
2017-01-17,4.0
2017-01-18,4.0
2017-01-19,11.0
2017-01-20,97.0
2017-01-21,100.0
2017-01-22,37.0
2017-01-23,25.0
2017-01-24,25.0
2017-01-25,15.0
2017-01-26,12.0
2017-01-27,6.0
2017-01-28,7.0
2017-01-29,5.0
2017-01-30,4.0
2017-01-31,5.0
2017-02-01,4.0
2017-02-02,5.0
2017-02-03,6.0
2017-02-04,6.0
2017-02-05,2.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,2.0
2017-02-09,3.0
2017-02-10,2.0
2017-02-11,2.0
2017-02-12,2.0
2017-02-13,3.0
2017-02-14,2.0
2017-02-15,2.0
2017-02-16,1.0
2017-02-17,2.0
2017-02-18,3.0
2017-02-19,4.0
2017-02-20,2.0
2017-02-21,2.0
2017-02-22,2.0
2017-02-23,1.0
2017-02-24,2.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,2.0
2017-02-28,5.0
2017-03-01,10.178571428571429
2017-03-02,5.296428571428572
2017-03-03,1.1214285714285714
2017-03-04,1.6732142857142858
2017-03-05,2.3464285714285715
2017-03-06,2.1053571428571427
2017-03-07,1.7767857142857144
2017-03-08,1.4142857142857144
2017-03-09,2.1910714285714286
2017-03-10,0.9142857142857144
2017-03-11,0.9660714285714286
2017-03-12,0.9321428571428572
2017-03-13,1.4142857142857144
2017-03-14,1.4839285714285715
2017-03-15,1.4839285714285715
2017-03-16,1.1214285714285714
2017-03-17,1.3285714285714287
2017-03-18,1.4660714285714285
2017-03-19,1.4660714285714285
2017-03-20,1.4142857142857144
2017-03-21,1.2767857142857144
2017-03-22,1.0696428571428571
2017-03-23,0.9142857142857144
2017-03-24,1.8285714285714287
2017-03-25,0.9660714285714286
2017-03-26,1.225
2017-03-27,0.9142857142857144
2017-03-28,1.4142857142857144
2017-03-29,1.4142857142857144
2017-03-30,1.8285714285714287
2017-03-31,1.6214285714285714
2017-04-01,1.4321428571428572
2017-04-02,0.9321428571428572
2017-04-03,3.210714285714286
2017-04-04,1.6571428571428573
2017-04-05,1.2428571428571429
2017-04-06,0.8285714285714286
2017-04-07,1.2428571428571429
2017-04-08,1.4500000000000002
2017-04-09,1.4500000000000002
2017-04-10,2.0714285714285716
2017-04-11,0.0
2017-04-12,0.8285714285714286
2017-04-13,0.8285714285714286
2017-04-14,1.4500000000000002
2017-04-15,1.4500000000000002
2017-04-16,1.4500000000000002
2017-04-17,1.760714285714286
2017-04-18,1.6571428571428573
2017-04-19,0.8285714285714286
2017-04-20,1.6571428571428573
2017-04-21,0.0
2017-04-22,1.4500000000000002
2017-04-23,1.8642857142857143
2017-04-24,2.0714285714285716
2017-04-25,0.8285714285714286
2017-04-26,0.8285714285714286
2017-04-27,0.8285714285714286
2017-04-28,1.6571428571428573
2017-04-29,1.967857142857143
2017-04-30,1.4500000000000002
2017-05-01,0.9321428571428572
2017-05-02,0.8285714285714286
2017-05-03,1.2428571428571429
2017-05-04,1.967857142857143
2017-05-05,1.6571428571428573
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,1.2428571428571429
2017-05-09,0.8285714285714286
2017-05-10,0.0
2017-05-11,0.8285714285714286
2017-05-12,1.2428571428571429
2017-05-13,1.4500000000000002
2017-05-14,0.0
2017-05-15,0.8285714285714286
2017-05-16,0.8285714285714286
2017-05-17,4.039285714285715
2017-05-18,1.2428571428571429
2017-05-19,0.8285714285714286
2017-05-20,1.967857142857143
2017-05-21,0.0
2017-05-22,2.382142857142857
2017-05-23,1.2428571428571429
2017-05-24,1.6571428571428573
2017-05-25,0.8285714285714286
2017-05-26,1.760714285714286
2017-05-27,1.0357142857142858
2017-05-28,0.0
2017-05-29,1.760714285714286
2017-05-30,0.0
2017-05-31,1.2428571428571429
2017-06-01,0.8285714285714286
2017-06-02,0.8285714285714286
2017-06-03,0.0
