date,treason
2016-11-03,39.0
2016-11-04,53.0
2016-11-05,57.0
2016-11-06,37.0
2016-11-07,26.0
2016-11-08,24.0
2016-11-09,30.0
2016-11-10,32.0
2016-11-11,49.0
2016-11-12,88.0
2016-11-13,25.0
2016-11-14,21.0
2016-11-15,21.0
2016-11-16,21.0
2016-11-17,19.0
2016-11-18,16.0
2016-11-19,12.0
2016-11-20,14.0
2016-11-21,16.0
2016-11-22,17.0
2016-11-23,15.0
2016-11-24,10.0
2016-11-25,10.0
2016-11-26,12.0
2016-11-27,11.0
2016-11-28,14.0
2016-11-29,23.0
2016-11-30,19.0
2016-12-01,15.0
2016-12-02,21.0
2016-12-03,16.0
2016-12-04,15.0
2016-12-05,17.0
2016-12-06,14.0
2016-12-07,24.0
2016-12-08,25.0
2016-12-09,17.0
2016-12-10,21.0
2016-12-11,33.0
2016-12-12,49.0
2016-12-13,30.0
2016-12-14,19.0
2016-12-15,24.0
2016-12-16,23.0
2016-12-17,21.0
2016-12-18,23.0
2016-12-19,18.0
2016-12-20,18.0
2016-12-21,13.0
2016-12-22,13.0
2016-12-23,12.0
2016-12-24,14.0
2016-12-25,11.0
2016-12-26,10.0
2016-12-27,11.0
2016-12-28,11.0
2016-12-29,11.0
2016-12-30,21.0
2016-12-31,26.0
2017-01-01,16.0
2017-01-02,15.0
2017-01-03,23.0
2017-01-04,19.0
2017-01-05,19.0
2017-01-06,19.0
2017-01-07,26.0
2017-01-08,27.0
2017-01-09,18.0
2017-01-10,17.0
2017-01-11,51.0
2017-01-12,28.0
2017-01-13,20.0
2017-01-14,21.0
2017-01-15,19.0
2017-01-16,14.0
2017-01-17,23.0
2017-01-18,25.0
2017-01-19,20.0
2017-01-20,24.0
2017-01-21,20.0
2017-01-22,23.0
2017-01-23,20.0
2017-01-24,21.0
2017-01-25,25.0
2017-01-26,25.0
2017-01-27,26.0
2017-01-28,23.0
2017-01-29,25.0
2017-01-30,20.0
2017-01-31,24.0
2017-02-01,32.0
2017-02-02,27.0
2017-02-03,22.0
2017-02-04,18.0
2017-02-05,16.0
2017-02-06,20.0
2017-02-07,16.0
2017-02-08,16.0
2017-02-09,16.0
2017-02-10,17.0
2017-02-11,24.0
2017-02-12,17.0
2017-02-13,19.0
2017-02-14,54.0
2017-02-15,100.0
2017-02-16,85.0
2017-02-17,33.0
2017-02-18,25.0
2017-02-19,24.0
2017-02-20,23.0
2017-02-21,20.0
2017-02-22,18.0
2017-02-23,21.0
2017-02-24,19.0
2017-02-25,19.0
2017-02-26,18.0
2017-02-27,29.0
2017-02-28,22.0
2017-03-01,18.46212121212121
2017-03-02,29.477272727272727
2017-03-03,25.25378787878788
2017-03-04,21.03030303030303
2017-03-05,22.375
2017-03-06,22.56439393939394
2017-03-07,20.685606060606062
2017-03-08,19.49621212121212
2017-03-09,24.375
2017-03-10,19.151515151515152
2017-03-11,15.238636363636363
2017-03-12,16.272727272727273
2017-03-13,18.272727272727273
2017-03-14,16.083333333333336
2017-03-15,15.238636363636363
2017-03-16,16.272727272727273
2017-03-17,16.928030303030305
2017-03-18,11.515151515151516
2017-03-19,14.393939393939394
2017-03-20,30.511363636363637
2017-03-21,59.6439393939394
2017-03-22,42.526515151515156
2017-03-23,66.96969696969697
2017-03-24,42.68181818181819
2017-03-25,37.11363636363637
2017-03-26,30.35606060606061
2017-03-27,24.25378787878788
2017-03-28,24.09848484848485
2017-03-29,21.49621212121212
2017-03-30,21.185606060606062
2017-03-31,33.734848484848484
2017-04-01,21.340909090909093
2017-04-02,17.924242424242426
2017-04-03,15.856060606060607
2017-04-04,22.060606060606062
2017-04-05,19.992424242424242
2017-04-06,20.681818181818183
2017-04-07,14.477272727272728
2017-04-08,8.962121212121213
2017-04-09,13.09848484848485
2017-04-10,14.477272727272728
2017-04-11,25.507575757575758
2017-04-12,24.128787878787882
2017-04-13,22.75
2017-04-14,20.681818181818183
2017-04-15,18.613636363636367
2017-04-16,16.545454545454547
2017-04-17,17.924242424242426
2017-04-18,16.545454545454547
2017-04-19,18.613636363636367
2017-04-20,17.924242424242426
2017-04-21,20.681818181818183
2017-04-22,11.030303030303031
2017-04-23,10.340909090909092
2017-04-24,15.166666666666668
2017-04-25,15.856060606060607
2017-04-26,15.166666666666668
2017-04-27,20.681818181818183
2017-04-28,17.924242424242426
2017-04-29,13.09848484848485
2017-04-30,13.787878787878789
2017-05-01,14.477272727272728
2017-05-02,15.856060606060607
2017-05-03,15.166666666666668
2017-05-04,14.477272727272728
2017-05-05,14.477272727272728
2017-05-06,8.962121212121213
2017-05-07,9.651515151515152
2017-05-08,16.545454545454547
2017-05-09,17.924242424242426
2017-05-10,33.09090909090909
2017-05-11,27.575757575757578
2017-05-12,22.75
2017-05-13,18.613636363636367
2017-05-14,18.613636363636367
2017-05-15,27.575757575757578
2017-05-16,44.121212121212125
2017-05-17,30.333333333333336
2017-05-18,28.954545454545457
2017-05-19,22.75
2017-05-20,19.303030303030305
2017-05-21,13.787878787878789
2017-05-22,13.09848484848485
2017-05-23,21.371212121212125
2017-05-24,27.575757575757578
2017-05-25,22.75
2017-05-26,23.43939393939394
2017-05-27,32.401515151515156
2017-05-28,28.265151515151516
2017-05-29,19.303030303030305
2017-05-30,20.681818181818183
2017-05-31,29.643939393939398
2017-06-01,23.43939393939394
2017-06-02,19.992424242424242
2017-06-03,17.234848484848484
