date,obama campaign
2016-11-01,23.485454545454544
2016-11-02,29.0
2016-11-03,20.0
2016-11-04,100.0
2016-11-05,32.0
2016-11-06,28.0
2016-11-07,32.0
2016-11-08,41.0
2016-11-09,44.0
2016-11-10,35.0
2016-11-11,21.0
2016-11-12,22.0
2016-11-13,18.0
2016-11-14,13.0
2016-11-15,12.0
2016-11-16,10.0
2016-11-17,7.0
2016-11-18,8.0
2016-11-19,8.0
2016-11-20,5.0
2016-11-21,5.0
2016-11-22,9.0
2016-11-23,9.0
2016-11-24,4.0
2016-11-25,2.0
2016-11-26,5.0
2016-11-27,6.0
2016-11-28,5.0
2016-11-29,7.0
2016-11-30,3.0
2016-12-01,3.0
2016-12-02,5.0
2016-12-03,4.0
2016-12-04,5.0
2016-12-05,2.0
2016-12-06,5.0
2016-12-07,4.0
2016-12-08,5.0
2016-12-09,5.0
2016-12-10,5.0
2016-12-11,4.0
2016-12-12,3.0
2016-12-13,4.0
2016-12-14,5.0
2016-12-15,4.0
2016-12-16,4.0
2016-12-17,5.0
2016-12-18,4.0
2016-12-19,2.0
2016-12-20,1.0
2016-12-21,4.0
2016-12-22,2.0
2016-12-23,4.0
2016-12-24,5.0
2016-12-25,2.0
2016-12-26,3.0
2016-12-27,5.0
2016-12-28,2.0
2016-12-29,2.0
2016-12-30,5.0
2016-12-31,4.0
2017-01-01,2.0
2017-01-02,4.0
2017-01-03,3.0
2017-01-04,3.0
2017-01-05,5.0
2017-01-06,2.0
2017-01-07,5.0
2017-01-08,4.0
2017-01-09,3.0
2017-01-10,3.0
2017-01-11,19.0
2017-01-12,5.0
2017-01-13,7.0
2017-01-14,5.0
2017-01-15,2.0
2017-01-16,4.0
2017-01-17,6.0
2017-01-18,4.0
2017-01-19,9.0
2017-01-20,20.0
2017-01-21,12.0
2017-01-22,16.0
2017-01-23,10.0
2017-01-24,7.0
2017-01-25,7.0
2017-01-26,8.0
2017-01-27,3.0
2017-01-28,3.0
2017-01-29,4.0
2017-01-30,7.0
2017-01-31,6.0
2017-02-01,4.0
2017-02-02,6.0
2017-02-03,3.0
2017-02-04,4.0
2017-02-05,4.0
2017-02-06,3.0
2017-02-07,4.0
2017-02-08,6.0
2017-02-09,4.0
2017-02-10,4.0
2017-02-11,2.0
2017-02-12,3.0
2017-02-13,3.0
2017-02-14,3.0
2017-02-15,8.0
2017-02-16,3.0
2017-02-17,4.0
2017-02-18,6.0
2017-02-19,8.0
2017-02-20,5.0
2017-02-21,5.0
2017-02-22,5.0
2017-02-23,3.0
2017-02-24,6.0
2017-02-25,3.0
2017-02-26,5.0
2017-02-27,8.0
2017-02-28,4.0
2017-03-01,5.005565862708719
2017-03-02,6.400742115027829
2017-03-03,5.33395176252319
2017-03-04,9.359925788497216
2017-03-05,6.075139146567718
2017-03-06,6.421150278293135
2017-03-07,3.2439703153988866
2017-03-08,3.7235621521335807
2017-03-09,4.136363636363637
2017-03-10,3.0695732838589977
2017-03-11,3.4183673469387754
2017-03-12,4.136363636363637
2017-03-13,5.005565862708719
2017-03-14,3.7235621521335807
2017-03-15,2.874768089053803
2017-03-16,4.921150278293135
2017-03-17,4.200371057513914
2017-03-18,2.4823747680890538
2017-03-19,2.9823747680890538
2017-03-20,4.287569573283859
2017-03-21,5.33395176252319
2017-03-22,4.290352504638219
2017-03-23,4.874768089053803
2017-03-24,4.9851576994434135
2017-03-25,2.3951762523191094
2017-03-26,3.3951762523191094
2017-03-27,2.61317254174397
2017-03-28,3.6567717996289426
2017-03-29,5.069573283858998
2017-03-30,4.592764378478664
2017-03-31,4.505565862708719
2017-04-01,4.4851576994434135
2017-04-02,3.662337662337662
2017-04-03,3.139146567717996
2017-04-04,4.2727272727272725
2017-04-05,4.534322820037105
2017-04-06,2.7031539888682743
2017-04-07,1.2207792207792207
2017-04-08,2.528756957328386
2017-04-09,2.2671614100185526
2017-04-10,2.9647495361781075
2017-04-11,2.7031539888682743
2017-04-12,5.23191094619666
2017-04-13,4.2727272727272725
2017-04-14,2.7903525046382187
2017-04-15,4.62152133580705
2017-04-16,2.2671614100185526
2017-04-17,1.7439703153988866
2017-04-18,3.3135435992578848
2017-04-19,2.7903525046382187
2017-04-20,1.4823747680890538
2017-04-21,3.7495361781076064
2017-04-22,1.3951762523191094
2017-04-23,4.970315398886827
2017-04-24,5.057513914656772
2017-04-25,3.5751391465677176
2017-04-26,4.447124304267161
2017-04-27,3.836734693877551
2017-04-28,4.01113172541744
2017-04-29,3.9239332096474953
2017-04-30,2.61595547309833
2017-05-01,3.139146567717996
2017-05-02,5.755102040816326
2017-05-03,2.877551020408163
2017-05-04,3.5751391465677176
2017-05-05,4.708719851576994
2017-05-06,1.3951762523191094
2017-05-07,4.708719851576994
2017-05-08,3.836734693877551
2017-05-09,2.61595547309833
2017-05-10,4.534322820037105
2017-05-11,4.098330241187384
2017-05-12,3.7495361781076064
2017-05-13,1.6567717996289424
2017-05-14,2.00556586270872
2017-05-15,3.836734693877551
2017-05-16,2.354359925788497
2017-05-17,1.6567717996289424
2017-05-18,5.580705009276437
2017-05-19,3.7495361781076064
2017-05-20,2.528756957328386
2017-05-21,2.877551020408163
2017-05-22,3.5751391465677176
2017-05-23,1.9183673469387754
2017-05-24,1.6567717996289424
2017-05-25,2.528756957328386
2017-05-26,2.354359925788497
2017-05-27,2.61595547309833
2017-05-28,2.61595547309833
2017-05-29,2.7903525046382187
2017-05-30,5.144712430426716
2017-05-31,2.4415584415584415
2017-06-01,3.9239332096474953
2017-06-02,2.00556586270872
2017-06-03,3.139146567717996
