date,trump event
2016-10-13,22.59690366972477
2016-10-14,24.488532110091743
2016-10-15,19.205275229357795
2016-10-16,19.669151376146786
2016-10-17,21.63302752293578
2016-10-18,25.988532110091743
2016-10-19,16.42201834862385
2016-10-20,45.62155963302752
2016-10-21,96.38761467889908
2016-10-22,31.344036697247706
2016-10-23,15.385894495412844
2016-10-24,19.777522935779814
2016-10-25,20.13302752293578
2016-10-26,22.169151376146786
2016-10-27,31.12729357798165
2016-10-28,19.313646788990823
2016-10-29,18.849770642201833
2016-10-30,10.638761467889907
2016-10-31,18.241399082568805
2016-11-01,18.92201834862385
2016-11-02,28.0
2016-11-03,23.0
2016-11-04,30.0
2016-11-05,23.0
2016-11-06,55.0
2016-11-07,30.0
2016-11-08,28.0
2016-11-09,82.0
2016-11-10,50.0
2016-11-11,33.0
2016-11-12,36.0
2016-11-13,25.0
2016-11-14,30.0
2016-11-15,19.0
2016-11-16,17.0
2016-11-17,17.0
2016-11-18,22.0
2016-11-19,12.0
2016-11-20,10.0
2016-11-21,9.0
2016-11-22,12.0
2016-11-23,8.0
2016-11-24,9.0
2016-11-25,7.0
2016-11-26,6.0
2016-11-27,6.0
2016-11-28,7.0
2016-11-29,7.0
2016-11-30,11.0
2016-12-01,11.0
2016-12-02,14.0
2016-12-03,11.0
2016-12-04,9.0
2016-12-05,9.0
2016-12-06,7.0
2016-12-07,7.0
2016-12-08,8.0
2016-12-09,9.0
2016-12-10,3.0
2016-12-11,4.0
2016-12-12,9.0
2016-12-13,14.0
2016-12-14,10.0
2016-12-15,14.0
2016-12-16,6.0
2016-12-17,9.0
2016-12-18,4.0
2016-12-19,5.0
2016-12-20,11.0
2016-12-21,9.0
2016-12-22,5.0
2016-12-23,13.0
2016-12-24,6.0
2016-12-25,2.0
2016-12-26,3.0
2016-12-27,5.0
2016-12-28,3.0
2016-12-29,3.0
2016-12-30,5.0
2016-12-31,3.0
2017-01-01,4.0
2017-01-02,3.0
2017-01-03,9.0
2017-01-04,4.0
2017-01-05,6.0
2017-01-06,6.0
2017-01-07,7.0
2017-01-08,6.0
2017-01-09,8.0
2017-01-10,6.0
2017-01-11,10.0
2017-01-12,19.0
2017-01-13,11.0
2017-01-14,9.0
2017-01-15,15.0
2017-01-16,13.0
2017-01-17,24.0
2017-01-18,13.0
2017-01-19,44.0
2017-01-20,65.0
2017-01-21,47.0
2017-01-22,28.0
2017-01-23,26.0
2017-01-24,20.0
2017-01-25,17.0
2017-01-26,19.0
2017-01-27,18.0
2017-01-28,12.0
2017-01-29,13.0
2017-01-30,19.0
2017-01-31,42.0
2017-02-01,19.0
2017-02-02,22.0
2017-02-03,21.0
2017-02-04,18.0
2017-02-05,18.0
2017-02-06,15.0
2017-02-07,9.0
2017-02-08,13.0
2017-02-09,25.0
2017-02-10,19.0
2017-02-11,8.0
2017-02-12,12.0
2017-02-13,14.0
2017-02-14,11.0
2017-02-15,13.0
2017-02-16,13.0
2017-02-17,24.0
2017-02-18,15.0
2017-02-19,15.0
2017-02-20,14.0
2017-02-21,15.0
2017-02-22,10.0
2017-02-23,13.0
2017-02-24,12.0
2017-02-25,6.0
2017-02-26,10.0
2017-02-27,11.0
2017-02-28,9.0
2017-03-01,14.345674740484428
2017-03-02,14.78304498269896
2017-03-03,13.626297577854672
2017-03-04,13.001730103806228
2017-03-05,9.532179930795849
2017-03-06,12.877162629757784
2017-03-07,7.4069204152249135
2017-03-08,4.344290657439446
2017-03-09,8.063321799307959
2017-03-10,9.813494809688581
2017-03-11,4.313148788927336
2017-03-12,3.81280276816609
2017-03-13,7.063321799307959
2017-03-14,7.9069204152249135
2017-03-15,10.28235294117647
2017-03-16,13.844982698961937
2017-03-17,4.719031141868512
2017-03-18,1.656401384083045
2017-03-19,5.562975778546713
2017-03-20,9.28235294117647
2017-03-21,7.625951557093425
2017-03-22,6.46955017301038
2017-03-23,9.125951557093426
2017-03-24,8.407266435986159
2017-03-25,4.156747404844291
2017-03-26,9.126297577854672
2017-03-27,8.688581314878892
2017-03-28,4.281660899653979
2017-03-29,16.939446366782008
2017-03-30,7.157093425605536
2017-03-31,8.72006920415225
2017-04-01,4.062975778546713
2017-04-02,1.5003460207612456
2017-04-03,6.001384083044982
2017-04-04,7.314186851211073
2017-04-05,7.314186851211073
2017-04-06,6.1889273356401375
2017-04-07,10.127335640138408
2017-04-08,2.8131487889273354
2017-04-09,4.3134948096885815
2017-04-10,8.626989619377163
2017-04-11,9.939792387543251
2017-04-12,13.690657439446365
2017-04-13,10.314878892733564
2017-04-14,1.3128027681660899
2017-04-15,10.502422145328719
2017-04-16,3.000692041522491
2017-04-17,6.376470588235294
2017-04-18,7.1266435986159165
2017-04-19,4.688581314878892
2017-04-20,3.750865051903114
2017-04-21,3.750865051903114
2017-04-22,1.5003460207612456
2017-04-23,12.565397923875432
2017-04-24,18.191695501730102
2017-04-25,8.439446366782006
2017-04-26,7.1266435986159165
2017-04-27,7.314186851211073
2017-04-28,3.750865051903114
2017-04-29,7.1266435986159165
2017-04-30,3.000692041522491
2017-05-01,2.6256055363321797
2017-05-02,14.628373702422145
2017-05-03,4.688581314878892
2017-05-04,1.1252595155709342
2017-05-05,10.127335640138408
2017-05-06,8.626989619377163
2017-05-07,7.1266435986159165
2017-05-08,10.87750865051903
2017-05-09,8.439446366782006
2017-05-10,10.87750865051903
2017-05-11,3.5633217993079582
2017-05-12,5.063667820069204
2017-05-13,0.0
2017-05-14,5.626297577854671
2017-05-15,4.876124567474048
2017-05-16,8.439446366782006
2017-05-17,10.87750865051903
2017-05-18,12.19031141868512
2017-05-19,6.1889273356401375
2017-05-20,7.1266435986159165
2017-05-21,7.1266435986159165
2017-05-22,12.002768166089965
2017-05-23,6.001384083044982
2017-05-24,15.941176470588234
2017-05-25,11.440138408304497
2017-05-26,13.1280276816609
2017-05-27,6.001384083044982
2017-05-28,6.001384083044982
2017-05-29,2.6256055363321797
2017-05-30,6.1889273356401375
2017-05-31,6.1889273356401375
2017-06-01,9.939792387543251
2017-06-02,10.314878892733564
2017-06-03,5.813840830449827
