date,trump event
2016-05-01,8.349770642201834
2016-05-02,12.988532110091743
2016-05-03,6.4942660550458715
2016-05-04,10.205275229357797
2016-05-05,12.060779816513762
2016-05-06,15.771788990825687
2016-05-07,7.422018348623853
2016-05-08,3.7110091743119265
2016-05-09,8.349770642201834
2016-05-10,3.7110091743119265
2016-05-11,9.277522935779816
2016-05-12,7.422018348623853
2016-05-13,4.638761467889908
2016-05-14,6.4942660550458715
2016-05-15,6.4942660550458715
2016-05-16,5.56651376146789
2016-05-17,7.422018348623853
2016-05-18,3.7110091743119265
2016-05-19,1.8555045871559632
2016-05-20,5.56651376146789
2016-05-21,1.8555045871559632
2016-05-22,4.638761467889908
2016-05-23,5.56651376146789
2016-05-24,10.205275229357797
2016-05-25,11.13302752293578
2016-05-26,10.205275229357797
2016-05-27,10.205275229357797
2016-05-28,6.4942660550458715
2016-05-29,9.277522935779816
2016-05-30,6.4942660550458715
2016-05-31,6.4942660550458715
2016-06-01,5.56651376146789
2016-06-02,9.277522935779816
2016-06-03,7.422018348623853
2016-06-04,2.783256880733945
2016-06-05,5.56651376146789
2016-06-06,6.4942660550458715
2016-06-07,1.8555045871559632
2016-06-08,12.988532110091743
2016-06-09,4.638761467889908
2016-06-10,12.060779816513762
2016-06-11,5.56651376146789
2016-06-12,10.205275229357797
2016-06-13,5.56651376146789
2016-06-14,5.56651376146789
2016-06-15,8.349770642201834
2016-06-16,12.988532110091743
2016-06-17,9.277522935779816
2016-06-18,9.277522935779816
2016-06-19,7.422018348623853
2016-06-20,5.56651376146789
2016-06-21,18.55504587155963
2016-06-22,3.7110091743119265
2016-06-23,3.7110091743119265
2016-06-24,4.638761467889908
2016-06-25,7.422018348623853
2016-06-26,5.56651376146789
2016-06-27,10.205275229357797
2016-06-28,6.4942660550458715
2016-06-29,6.4942660550458715
2016-06-30,3.7110091743119265
2016-07-01,4.638761467889908
2016-07-02,3.7110091743119265
2016-07-03,2.783256880733945
2016-07-04,1.8555045871559632
2016-07-05,10.205275229357797
2016-07-06,4.638761467889908
2016-07-07,4.638761467889908
2016-07-08,4.638761467889908
2016-07-09,3.7110091743119265
2016-07-10,1.8555045871559632
2016-07-11,1.8555045871559632
2016-07-12,12.988532110091743
2016-07-13,3.7110091743119265
2016-07-14,6.4942660550458715
2016-07-15,4.638761467889908
2016-07-16,4.638761467889908
2016-07-17,4.638761467889908
2016-07-18,11.13302752293578
2016-07-19,25.977064220183486
2016-07-20,12.060779816513762
2016-07-21,7.422018348623853
2016-07-22,13.916284403669724
2016-07-23,9.277522935779816
2016-07-24,6.4942660550458715
2016-07-25,10.205275229357797
2016-07-26,10.205275229357797
2016-07-27,11.13302752293578
2016-07-28,10.205275229357797
2016-07-29,12.988532110091743
2016-07-30,7.422018348623853
2016-07-31,12.988532110091743
2016-08-01,12.988532110091743
2016-08-02,21.338302752293576
2016-08-03,16.69954128440367
2016-08-04,7.422018348623853
2016-08-05,14.844036697247706
2016-08-06,9.277522935779816
2016-08-07,7.422018348623853
2016-08-08,6.4942660550458715
2016-08-09,6.4942660550458715
2016-08-10,17.62729357798165
2016-08-11,16.69954128440367
2016-08-12,10.205275229357797
2016-08-13,11.13302752293578
2016-08-14,5.56651376146789
2016-08-15,4.638761467889908
2016-08-16,13.916284403669724
2016-08-17,15.771788990825687
2016-08-18,12.988532110091743
2016-08-19,12.988532110091743
2016-08-20,8.349770642201834
2016-08-21,4.638761467889908
2016-08-22,8.349770642201834
2016-08-23,8.349770642201834
2016-08-24,6.4942660550458715
2016-08-25,10.205275229357797
2016-08-26,7.422018348623853
2016-08-27,6.4942660550458715
2016-08-28,9.277522935779816
2016-08-29,8.349770642201834
2016-08-30,8.349770642201834
2016-08-31,10.205275229357797
2016-09-01,13.916284403669724
2016-09-02,11.13302752293578
2016-09-03,11.13302752293578
2016-09-04,5.56651376146789
2016-09-05,9.277522935779816
2016-09-06,13.916284403669724
2016-09-07,18.55504587155963
2016-09-08,12.060779816513762
2016-09-09,17.62729357798165
2016-09-10,5.56651376146789
2016-09-11,8.349770642201834
2016-09-12,11.13302752293578
2016-09-13,12.060779816513762
2016-09-14,12.060779816513762
2016-09-15,13.916284403669724
2016-09-16,19.482798165137613
2016-09-17,14.844036697247706
2016-09-18,9.277522935779816
2016-09-19,12.060779816513762
2016-09-20,12.988532110091743
2016-09-21,12.988532110091743
2016-09-22,11.13302752293578
2016-09-23,11.13302752293578
2016-09-24,8.349770642201834
2016-09-25,6.4942660550458715
2016-09-26,11.13302752293578
2016-09-27,24.121559633027523
2016-09-28,16.69954128440367
2016-09-29,19.482798165137613
2016-09-30,18.55504587155963
2016-10-01,8.638761467889907
2016-10-02,15.422018348623853
2016-10-03,21.952408256880734
2016-10-04,18.277522935779814
2016-10-05,14.922018348623853
2016-10-06,13.03038990825688
2016-10-07,17.349770642201833
2016-10-08,49.085435779816514
2016-10-09,23.59690366972477
2016-10-10,56.86869266055046
2016-10-11,34.05504587155963
2016-10-12,17.885894495412842
