date,hillary dumb
2016-07-12,7.316712834718375
2016-07-13,0.0
2016-07-14,3.6583564173591876
2016-07-15,3.6583564173591876
2016-07-16,8.361957525392429
2016-07-17,0.0
2016-07-18,3.6583564173591876
2016-07-19,14.63342566943675
2016-07-20,7.316712834718375
2016-07-21,14.63342566943675
2016-07-22,3.6583564173591876
2016-07-23,8.361957525392429
2016-07-24,4.180978762696214
2016-07-25,14.63342566943675
2016-07-26,14.110803324099724
2016-07-27,18.291782086795937
2016-07-28,0.0
2016-07-29,3.6583564173591876
2016-07-30,4.180978762696214
2016-07-31,4.180978762696214
2016-08-01,10.975069252077562
2016-08-02,14.63342566943675
2016-08-03,3.6583564173591876
2016-08-04,10.975069252077562
2016-08-05,7.839335180055402
2016-08-06,8.884579870729455
2016-08-07,8.884579870729455
2016-08-08,7.316712834718375
2016-08-09,7.316712834718375
2016-08-10,3.6583564173591876
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,4.180978762696214
2016-08-14,0.0
2016-08-15,7.316712834718375
2016-08-16,3.6583564173591876
2016-08-17,7.316712834718375
2016-08-18,3.6583564173591876
2016-08-19,0.0
2016-08-20,8.361957525392429
2016-08-21,4.180978762696214
2016-08-22,3.6583564173591876
2016-08-23,3.6583564173591876
2016-08-24,7.316712834718375
2016-08-25,7.316712834718375
2016-08-26,11.497691597414589
2016-08-27,12.542936288088644
2016-08-28,0.0
2016-08-29,3.6583564173591876
2016-08-30,3.6583564173591876
2016-08-31,0.0
2016-09-01,10.452446906740535
2016-09-02,10.975069252077562
2016-09-03,0.0
2016-09-04,8.361957525392429
2016-09-05,3.6583564173591876
2016-09-06,0.0
2016-09-07,3.6583564173591876
2016-09-08,7.316712834718375
2016-09-09,14.63342566943675
2016-09-10,4.180978762696214
2016-09-11,12.020313942751615
2016-09-12,14.110803324099724
2016-09-13,3.6583564173591876
2016-09-14,10.452446906740535
2016-09-15,10.975069252077562
2016-09-16,7.316712834718375
2016-09-17,8.361957525392429
2016-09-18,7.839335180055402
2016-09-19,0.0
2016-09-20,3.6583564173591876
2016-09-21,38.151431209602954
2016-09-22,52.26223453370268
2016-09-23,10.975069252077562
2016-09-24,7.839335180055402
2016-09-25,12.020313942751615
2016-09-26,3.6583564173591876
2016-09-27,47.558633425669434
2016-09-28,27.176361957525394
2016-09-29,17.246537396121884
2016-09-30,14.110803324099724
2016-10-01,16.010156971375807
2016-10-02,10.078024007386889
2016-10-03,20.69113573407202
2016-10-04,8.964912280701753
2016-10-05,8.794090489381349
2016-10-06,11.726223453370267
2016-10-07,15.555401662049862
2016-10-08,4.590489381348107
2016-10-09,7.090489381348107
2016-10-10,43.36980609418283
2016-10-11,22.69113573407202
2016-10-12,32.28162511542013
2016-10-13,22.520313942751613
2016-10-14,7.226223453370268
2016-10-15,6.419667590027701
2016-10-16,8.9196675900277
2016-10-17,18.861957525392427
2016-10-18,29.826869806094184
2016-10-19,11.464912280701753
2016-10-20,27.05309325946445
2016-10-21,34.91735918744229
2016-10-22,13.248845798707293
2016-10-23,12.748845798707293
2016-10-24,11.897045244690673
2016-10-25,6.964912280701754
2016-10-26,11.464912280701753
2016-10-27,13.294090489381349
2016-10-28,28.84949215143121
2016-10-29,23.178670360110804
2016-10-30,45.5180055401662
2016-10-31,18.05540166204986
2016-11-01,11.726223453370267
2016-11-02,30.0
2016-11-03,38.0
2016-11-04,34.0
2016-11-05,14.0
2016-11-06,19.0
2016-11-07,41.0
2016-11-08,53.0
2016-11-09,100.0
2016-11-10,29.0
2016-11-11,22.0
2016-11-12,15.0
2016-11-13,14.0
2016-11-14,12.0
2016-11-15,17.0
2016-11-16,16.0
2016-11-17,0.0
2016-11-18,4.0
2016-11-19,10.0
2016-11-20,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,4.0
2016-12-02,9.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,8.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,9.0
2016-12-10,0.0
2016-12-11,5.0
2016-12-12,8.0
2016-12-13,4.0
2016-12-14,12.0
2016-12-15,13.0
2016-12-16,9.0
2016-12-17,10.0
2016-12-18,5.0
2016-12-19,17.0
2016-12-20,0.0
2016-12-21,9.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,11.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,5.0
2017-01-02,4.0
2017-01-03,8.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,9.0
2017-01-09,0.0
2017-01-10,8.0
2017-01-11,0.0
2017-01-12,4.0
2017-01-13,4.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,4.0
2017-01-18,4.0
2017-01-19,0.0
2017-01-20,4.0
2017-01-21,5.0
2017-01-22,0.0
2017-01-23,8.0
2017-01-24,4.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.0
2017-01-29,5.0
2017-01-30,4.0
2017-01-31,8.0
2017-02-01,0.0
2017-02-02,8.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,4.0
2017-02-09,0.0
2017-02-10,4.0
2017-02-11,0.0
2017-02-12,5.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,4.0
2017-02-18,5.0
2017-02-19,0.0
2017-02-20,8.0
2017-02-21,4.0
2017-02-22,0.0
2017-02-23,4.0
2017-02-24,4.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,4.0
2017-03-01,1.6196808510638299
2017-03-02,0.0
2017-03-03,3.6968085106382977
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,1.5811170212765957
2017-03-08,5.61968085106383
2017-03-09,3.61968085106383
2017-03-10,3.6968085106382977
2017-03-11,1.889627659574468
2017-03-12,0.0
2017-03-13,1.6196808510638299
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,5.61968085106383
2017-03-17,5.3936170212765955
2017-03-18,4.351063829787234
2017-03-19,0.0
2017-03-20,2.0
2017-03-21,9.277925531914894
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,3.856382978723404
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,1.6582446808510638
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,2.5
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,3.393617021276596
2017-04-07,3.470744680851064
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,3.393617021276596
2017-04-11,6.787234042553192
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,4.01063829787234
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,3.393617021276596
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,3.3164893617021276
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,3.3164893617021276
2017-04-28,0.0
2017-04-29,3.9335106382978724
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,3.3164893617021276
2017-05-05,3.470744680851064
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,6.632978723404255
2017-05-10,3.3164893617021276
2017-05-11,0.0
2017-05-12,3.470744680851064
2017-05-13,3.856382978723404
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,3.3164893617021276
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,3.9335106382978724
2017-05-22,3.3164893617021276
2017-05-23,6.4787234042553195
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,4.087765957446808
2017-05-28,4.087765957446808
2017-05-29,0.0
2017-05-30,3.393617021276596
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,4.01063829787234
