date,hillary dumb
2016-05-01,4.180978762696214
2016-05-02,0.0
2016-05-03,6.7940904893813485
2016-05-04,17.76915974145891
2016-05-05,0.0
2016-05-06,3.6583564173591876
2016-05-07,12.542936288088644
2016-05-08,0.0
2016-05-09,3.6583564173591876
2016-05-10,3.6583564173591876
2016-05-11,3.6583564173591876
2016-05-12,7.316712834718375
2016-05-13,7.316712834718375
2016-05-14,4.180978762696214
2016-05-15,4.180978762696214
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,3.6583564173591876
2016-05-19,3.6583564173591876
2016-05-20,7.316712834718375
2016-05-21,4.180978762696214
2016-05-22,0.0
2016-05-23,3.6583564173591876
2016-05-24,7.316712834718375
2016-05-25,3.6583564173591876
2016-05-26,0.0
2016-05-27,3.6583564173591876
2016-05-28,4.180978762696214
2016-05-29,0.0
2016-05-30,3.6583564173591876
2016-05-31,3.6583564173591876
2016-06-01,0.0
2016-06-02,3.6583564173591876
2016-06-03,3.6583564173591876
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,7.316712834718375
2016-06-07,0.0
2016-06-08,3.6583564173591876
2016-06-09,3.6583564173591876
2016-06-10,15.156048014773777
2016-06-11,0.0
2016-06-12,4.180978762696214
2016-06-13,14.110803324099724
2016-06-14,3.6583564173591876
2016-06-15,6.7940904893813485
2016-06-16,3.6583564173591876
2016-06-17,0.0
2016-06-18,4.180978762696214
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,3.6583564173591876
2016-06-22,0.0
2016-06-23,3.6583564173591876
2016-06-24,3.6583564173591876
2016-06-25,0.0
2016-06-26,8.361957525392429
2016-06-27,7.316712834718375
2016-06-28,0.0
2016-06-29,7.316712834718375
2016-06-30,0.0
2016-07-01,3.6583564173591876
2016-07-02,0.0
2016-07-03,8.884579870729455
2016-07-04,0.0
2016-07-05,7.316712834718375
2016-07-06,10.975069252077562
2016-07-07,7.316712834718375
2016-07-08,3.6583564173591876
2016-07-09,4.180978762696214
2016-07-10,0.0
2016-07-11,3.6583564173591876
