date,scandal
2016-11-30,56.15838926174497
2016-12-01,56.15838926174497
2016-12-02,60.09932885906041
2016-12-03,64.04026845637584
2016-12-04,61.084563758389265
2016-12-05,55.17315436241611
2016-12-06,54.18791946308725
2016-12-07,57.14362416107383
2016-12-08,59.11409395973155
2016-12-09,59.11409395973155
2016-12-10,59.11409395973155
2016-12-11,60.09932885906041
2016-12-12,54.18791946308725
2016-12-13,56.15838926174497
2016-12-14,58.12885906040269
2016-12-15,56.15838926174497
2016-12-16,56.15838926174497
2016-12-17,58.12885906040269
2016-12-18,59.11409395973155
2016-12-19,52.21744966442953
2016-12-20,52.21744966442953
2016-12-21,52.21744966442953
2016-12-22,50.24697986577181
2016-12-23,52.21744966442953
2016-12-24,53.20268456375839
2016-12-25,54.18791946308725
2016-12-26,61.084563758389265
2016-12-27,71.92214765100671
2016-12-28,66.99597315436242
2016-12-29,64.04026845637584
2016-12-30,63.05503355704698
2016-12-31,58.12885906040269
2017-01-01,63.05503355704698
2017-01-02,61.084563758389265
2017-01-03,62.069798657718124
2017-01-04,61.084563758389265
2017-01-05,63.05503355704698
2017-01-06,64.04026845637584
2017-01-07,62.069798657718124
2017-01-08,65.0255033557047
2017-01-09,58.12885906040269
2017-01-10,56.15838926174497
2017-01-11,61.084563758389265
2017-01-12,61.084563758389265
2017-01-13,59.11409395973155
2017-01-14,62.069798657718124
2017-01-15,62.069798657718124
2017-01-16,57.14362416107383
2017-01-17,58.12885906040269
2017-01-18,57.14362416107383
2017-01-19,61.084563758389265
2017-01-20,68.96644295302013
2017-01-21,64.04026845637584
2017-01-22,66.01073825503356
2017-01-23,62.069798657718124
2017-01-24,66.99597315436242
2017-01-25,68.96644295302013
2017-01-26,68.96644295302013
2017-01-27,93.59731543624162
2017-01-28,75.86308724832215
2017-01-29,68.96644295302013
2017-01-30,59.11409395973155
2017-01-31,60.09932885906041
2017-02-01,56.15838926174497
2017-02-02,55.17315436241611
2017-02-03,71.92214765100671
2017-02-04,68.96644295302013
2017-02-05,64.04026845637584
2017-02-06,64.04026845637584
2017-02-07,61.084563758389265
2017-02-08,56.15838926174497
2017-02-09,57.14362416107383
2017-02-10,68.96644295302013
2017-02-11,66.01073825503356
2017-02-12,63.05503355704698
2017-02-13,53.20268456375839
2017-02-14,51.23221476510067
2017-02-15,61.084563758389265
2017-02-16,58.12885906040269
2017-02-17,70.93691275167785
2017-02-18,67.98120805369128
2017-02-19,66.99597315436242
2017-02-20,60.09932885906041
2017-02-21,58.12885906040269
2017-02-22,54.18791946308725
2017-02-23,55.17315436241611
2017-02-24,72.90738255033557
2017-02-25,66.99597315436242
2017-02-26,64.04026845637584
2017-02-27,59.11409395973155
2017-02-28,56.15838926174497
2017-03-01,55.579194630872486
2017-03-02,57.571812080536915
2017-03-03,72.95369127516778
2017-03-04,67.49060402684563
2017-03-05,66.00536912751679
2017-03-06,65.00536912751679
2017-03-07,71.96107382550335
2017-03-08,65.50536912751679
2017-03-09,65.50536912751679
2017-03-10,81.89463087248322
2017-03-11,81.39463087248322
2017-03-12,68.48322147651007
2017-03-13,55.579194630872486
2017-03-14,59.057046979865774
2017-03-15,65.01275167785235
2017-03-16,63.03489932885906
2017-03-17,72.95369127516778
2017-03-18,72.45369127516778
2017-03-19,68.48322147651007
2017-03-20,60.5496644295302
2017-03-21,60.0496644295302
2017-03-22,59.057046979865774
2017-03-23,59.064429530201345
2017-03-24,99.26174496644296
2017-03-25,86.35033557046981
2017-03-26,74.93892617449664
2017-03-27,61.54228187919463
2017-03-28,59.064429530201345
2017-03-29,67.49798657718121
2017-03-30,76.4241610738255
2017-03-31,87.34295302013423
2017-04-01,74.93154362416107
2017-04-02,69.0
2017-04-03,61.0
2017-04-04,68.0
2017-04-05,70.0
2017-04-06,66.0
2017-04-07,81.0
2017-04-08,72.0
2017-04-09,68.0
2017-04-10,62.0
2017-04-11,68.0
2017-04-12,73.0
2017-04-13,69.0
2017-04-14,80.0
2017-04-15,71.0
2017-04-16,66.0
2017-04-17,59.0
2017-04-18,56.0
2017-04-19,55.0
2017-04-20,59.0
2017-04-21,76.0
2017-04-22,72.0
2017-04-23,66.0
2017-04-24,57.0
2017-04-25,55.0
2017-04-26,53.0
2017-04-27,55.0
2017-04-28,67.0
2017-04-29,66.0
2017-04-30,63.0
2017-05-01,58.0
2017-05-02,54.0
2017-05-03,55.0
2017-05-04,57.0
2017-05-05,69.0
2017-05-06,70.0
2017-05-07,65.0
2017-05-08,58.0
2017-05-09,56.0
2017-05-10,61.0
2017-05-11,66.0
2017-05-12,74.0
2017-05-13,67.0
2017-05-14,65.0
2017-05-15,58.0
2017-05-16,57.0
2017-05-17,64.0
2017-05-18,66.0
2017-05-19,89.0
2017-05-20,79.0
2017-05-21,73.0
2017-05-22,62.0
2017-05-23,57.0
2017-05-24,57.0
2017-05-25,58.0
2017-05-26,62.0
2017-05-27,60.0
2017-05-28,59.0
2017-05-29,55.0
2017-05-30,53.0
2017-05-31,52.0
2017-06-01,52.0
2017-06-02,57.0
2017-06-03,61.0
