date,donald trump narcissist
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,6.943620178041543
2016-07-16,11.958456973293769
2016-07-17,8.100890207715134
2016-07-18,0.0
2016-07-19,13.501483679525222
2016-07-20,13.501483679525222
2016-07-21,0.0
2016-07-22,17.359050445103858
2016-07-23,20.059347181008903
2016-07-24,15.816023738872403
2016-07-25,6.55786350148368
2016-07-26,0.0
2016-07-27,13.501483679525222
2016-07-28,13.501483679525222
2016-07-29,14.27299703264095
2016-07-30,11.958456973293769
2016-07-31,0.0
2016-08-01,13.501483679525222
2016-08-02,30.474777448071215
2016-08-03,16.973293768545993
2016-08-04,16.973293768545993
2016-08-05,10.801186943620177
2016-08-06,8.100890207715134
2016-08-07,8.100890207715134
2016-08-08,10.029673590504451
2016-08-09,6.943620178041543
2016-08-10,6.55786350148368
2016-08-11,10.415430267062314
2016-08-12,6.943620178041543
2016-08-13,8.100890207715134
2016-08-14,8.100890207715134
2016-08-15,6.943620178041543
2016-08-16,20.445103857566764
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,7.71513353115727
2016-08-22,0.0
2016-08-23,6.55786350148368
2016-08-24,6.943620178041543
2016-08-25,0.0
2016-08-26,6.943620178041543
2016-08-27,7.71513353115727
2016-08-28,7.71513353115727
2016-08-29,6.55786350148368
2016-08-30,6.55786350148368
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,6.943620178041543
2016-09-03,7.71513353115727
2016-09-04,7.71513353115727
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,6.55786350148368
2016-09-08,6.55786350148368
2016-09-09,6.55786350148368
2016-09-10,7.71513353115727
2016-09-11,15.044510385756677
2016-09-12,6.55786350148368
2016-09-13,6.55786350148368
2016-09-14,6.55786350148368
2016-09-15,0.0
2016-09-16,6.943620178041543
2016-09-17,7.71513353115727
2016-09-18,0.0
2016-09-19,6.172106824925816
2016-09-20,18.902077151335313
2016-09-21,0.0
2016-09-22,12.729970326409495
2016-09-23,0.0
2016-09-24,7.71513353115727
2016-09-25,0.0
2016-09-26,6.55786350148368
2016-09-27,22.373887240356083
2016-09-28,12.729970326409495
2016-09-29,16.201780415430267
2016-09-30,10.029673590504451
2016-10-01,7.329376854599406
2016-10-02,15.900593471810089
2016-10-03,4.629080118694362
2016-10-04,0.0
2016-10-05,4.821958456973293
2016-10-06,7.77893175074184
2016-10-07,7.77893175074184
2016-10-08,7.5222551928783385
2016-10-09,12.829376854599406
2016-10-10,19.143916913946587
2016-10-11,36.95103857566765
2016-10-12,8.27893175074184
2016-10-13,6.364985163204747
2016-10-14,11.379821958456974
2016-10-15,9.164688427299703
2016-10-16,7.329376854599406
2016-10-17,24.49406528189911
2016-10-18,9.258160237388724
2016-10-19,12.21513353115727
2016-10-20,34.49406528189911
2016-10-21,28.787833827893174
2016-10-22,9.164688427299703
2016-10-23,14.164688427299703
2016-10-24,7.586053412462908
2016-10-25,15.172106824925816
2016-10-26,12.086053412462908
2016-10-27,13.821958456973293
2016-10-28,12.77893175074184
2016-10-29,0.0
2016-10-30,16.49406528189911
2016-10-31,7.77893175074184
2016-11-01,4.5
2016-11-02,18.0
2016-11-03,27.0
2016-11-04,0.0
2016-11-05,0.0
2016-11-06,10.0
2016-11-07,0.0
2016-11-08,35.0
2016-11-09,100.0
2016-11-10,55.0
2016-11-11,57.0
2016-11-12,21.0
2016-11-13,31.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-19,10.0
2016-11-20,0.0
2016-11-21,18.0
2016-11-22,9.0
2016-11-23,0.0
2016-11-24,19.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,18.0
2016-11-29,0.0
2016-11-30,9.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,21.0
2016-12-04,10.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,9.0
2016-12-08,0.0
2016-12-09,10.0
2016-12-10,12.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,11.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,9.0
2016-12-21,10.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,11.0
2016-12-25,0.0
2016-12-26,10.0
2016-12-27,0.0
2016-12-28,10.0
2016-12-29,10.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,19.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,9.0
2017-01-07,0.0
2017-01-08,20.0
2017-01-09,9.0
2017-01-10,26.0
2017-01-11,17.0
2017-01-12,18.0
2017-01-13,27.0
2017-01-14,51.0
2017-01-15,10.0
2017-01-16,0.0
2017-01-17,18.0
2017-01-18,17.0
2017-01-19,0.0
2017-01-20,63.0
2017-01-21,41.0
2017-01-22,40.0
2017-01-23,60.0
2017-01-24,17.0
2017-01-25,35.0
2017-01-26,70.0
2017-01-27,18.0
2017-01-28,71.0
2017-01-29,50.0
2017-01-30,70.0
2017-01-31,9.0
2017-02-01,26.0
2017-02-02,34.0
2017-02-03,27.0
2017-02-04,20.0
2017-02-05,0.0
2017-02-06,26.0
2017-02-07,34.0
2017-02-08,9.0
2017-02-09,35.0
2017-02-10,36.0
2017-02-11,10.0
2017-02-12,40.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,26.0
2017-02-16,17.0
2017-02-17,9.0
2017-02-18,20.0
2017-02-19,20.0
2017-02-20,0.0
2017-02-21,17.0
2017-02-22,9.0
2017-02-23,9.0
2017-02-24,9.0
2017-02-25,10.0
2017-02-26,0.0
2017-02-27,9.0
2017-02-28,0.0
2017-03-01,3.2407407407407405
2017-03-02,10.153439153439153
2017-03-03,1.7195767195767195
2017-03-04,3.7698412698412698
2017-03-05,8.703703703703702
2017-03-06,8.828042328042327
2017-03-07,4.0
2017-03-08,1.5873015873015872
2017-03-09,1.6534391534391533
2017-03-10,0.0
2017-03-11,1.8518518518518516
2017-03-12,1.8518518518518516
2017-03-13,0.0
2017-03-14,1.5873015873015872
2017-03-15,7.7407407407407405
2017-03-16,1.5873015873015872
2017-03-17,1.7195767195767195
2017-03-18,8.703703703703702
2017-03-19,1.8518518518518516
2017-03-20,11.74074074074074
2017-03-21,6.087301587301587
2017-03-22,1.5873015873015872
2017-03-23,2.447089947089947
2017-03-24,7.939153439153439
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,1.5873015873015872
2017-03-28,6.1534391534391535
2017-03-29,6.1534391534391535
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,10.753968253968253
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,4.894179894179894
2017-04-06,5.026455026455026
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,3.968253968253968
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,3.968253968253968
2017-04-16,0.0
2017-04-17,3.439153439153439
2017-04-18,0.0
2017-04-19,3.3068783068783065
2017-04-20,3.3068783068783065
2017-04-21,3.439153439153439
2017-04-22,3.835978835978836
2017-04-23,3.835978835978836
2017-04-24,3.3068783068783065
2017-04-25,0.0
2017-04-26,6.481481481481481
2017-04-27,0.0
2017-04-28,3.439153439153439
2017-04-29,3.968253968253968
2017-04-30,0.0
2017-05-01,3.571428571428571
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,3.439153439153439
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,3.3068783068783065
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,3.439153439153439
2017-05-13,0.0
2017-05-14,3.968253968253968
2017-05-15,0.0
2017-05-16,3.3068783068783065
2017-05-17,13.227513227513226
2017-05-18,5.026455026455026
2017-05-19,10.317460317460316
2017-05-20,7.936507936507936
2017-05-21,0.0
2017-05-22,3.3068783068783065
2017-05-23,0.0
2017-05-24,3.3068783068783065
2017-05-25,3.439153439153439
2017-05-26,0.0
2017-05-27,4.1005291005291005
2017-05-28,4.1005291005291005
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,6.746031746031746
2017-06-01,0.0
2017-06-02,3.571428571428571
2017-06-03,0.0
