date,trump bankrupt
2016-05-01,3.142857142857143
2016-05-02,7.142857142857142
2016-05-03,6.857142857142857
2016-05-04,8.857142857142856
2016-05-05,7.142857142857142
2016-05-06,5.7142857142857135
2016-05-07,5.142857142857142
2016-05-08,6.285714285714286
2016-05-09,4.285714285714286
2016-05-10,4.285714285714286
2016-05-11,4.285714285714286
2016-05-12,7.142857142857142
2016-05-13,4.571428571428571
2016-05-14,2.0
2016-05-15,5.142857142857142
2016-05-16,6.0
2016-05-17,5.142857142857142
2016-05-18,3.4285714285714284
2016-05-19,3.4285714285714284
2016-05-20,4.571428571428571
2016-05-21,1.1428571428571428
2016-05-22,1.1428571428571428
2016-05-23,6.857142857142857
2016-05-24,7.142857142857142
2016-05-25,5.142857142857142
2016-05-26,3.714285714285714
2016-05-27,8.571428571428571
2016-05-28,5.142857142857142
2016-05-29,5.142857142857142
2016-05-30,2.8571428571428568
2016-05-31,1.7142857142857142
2016-06-01,6.285714285714286
2016-06-02,3.714285714285714
2016-06-03,2.8571428571428568
2016-06-04,5.428571428571428
2016-06-05,2.0
2016-06-06,2.571428571428571
2016-06-07,1.7142857142857142
2016-06-08,7.142857142857142
2016-06-09,4.571428571428571
2016-06-10,1.7142857142857142
2016-06-11,7.142857142857142
2016-06-12,7.142857142857142
2016-06-13,4.285714285714286
2016-06-14,3.4285714285714284
2016-06-15,0.8571428571428571
2016-06-16,2.571428571428571
2016-06-17,0.0
2016-06-18,1.1428571428571428
2016-06-19,1.1428571428571428
2016-06-20,3.4285714285714284
2016-06-21,11.428571428571427
2016-06-22,8.0
2016-06-23,1.7142857142857142
2016-06-24,4.571428571428571
2016-06-25,1.1428571428571428
2016-06-26,2.0
2016-06-27,1.7142857142857142
2016-06-28,1.7142857142857142
2016-06-29,2.571428571428571
2016-06-30,2.8571428571428568
2016-07-01,0.8571428571428571
2016-07-02,5.428571428571428
2016-07-03,1.1428571428571428
2016-07-04,2.0
2016-07-05,1.7142857142857142
2016-07-06,4.571428571428571
2016-07-07,7.428571428571428
2016-07-08,2.8571428571428568
2016-07-09,4.285714285714286
2016-07-10,4.285714285714286
2016-07-11,1.7142857142857142
2016-07-12,1.7142857142857142
2016-07-13,0.8571428571428571
2016-07-14,4.571428571428571
2016-07-15,0.8571428571428571
2016-07-16,5.428571428571428
2016-07-17,3.142857142857143
2016-07-18,2.571428571428571
2016-07-19,7.428571428571428
2016-07-20,15.428571428571427
2016-07-21,6.285714285714286
2016-07-22,20.57142857142857
2016-07-23,6.285714285714286
2016-07-24,11.714285714285714
2016-07-25,5.428571428571428
2016-07-26,13.428571428571427
2016-07-27,3.714285714285714
2016-07-28,15.428571428571427
2016-07-29,18.857142857142858
2016-07-30,5.428571428571428
2016-07-31,11.714285714285714
2016-08-01,7.142857142857142
2016-08-02,7.142857142857142
2016-08-03,5.428571428571428
2016-08-04,6.285714285714286
2016-08-05,2.8571428571428568
2016-08-06,6.571428571428571
2016-08-07,5.428571428571428
2016-08-08,2.571428571428571
2016-08-09,4.571428571428571
2016-08-10,2.571428571428571
2016-08-11,1.7142857142857142
2016-08-12,7.428571428571428
2016-08-13,4.285714285714286
2016-08-14,2.0
2016-08-15,5.7142857142857135
2016-08-16,6.285714285714286
2016-08-17,0.0
2016-08-18,2.571428571428571
2016-08-19,2.0
2016-08-20,2.0
2016-08-21,4.0
2016-08-22,3.4285714285714284
2016-08-23,2.571428571428571
2016-08-24,2.571428571428571
2016-08-25,3.714285714285714
2016-08-26,2.8571428571428568
2016-08-27,1.1428571428571428
2016-08-28,0.0
2016-08-29,4.285714285714286
2016-08-30,4.285714285714286
2016-08-31,0.8571428571428571
2016-09-01,2.571428571428571
2016-09-02,2.8571428571428568
2016-09-03,5.142857142857142
2016-09-04,0.0
2016-09-05,2.571428571428571
2016-09-06,3.4285714285714284
2016-09-07,2.571428571428571
2016-09-08,2.571428571428571
2016-09-09,2.571428571428571
2016-09-10,3.142857142857143
2016-09-11,2.8571428571428568
2016-09-12,5.142857142857142
2016-09-13,3.4285714285714284
2016-09-14,6.0
2016-09-15,3.4285714285714284
2016-09-16,5.428571428571428
2016-09-17,1.1428571428571428
2016-09-18,4.0
2016-09-19,2.571428571428571
2016-09-20,0.8571428571428571
2016-09-21,0.0
2016-09-22,2.571428571428571
2016-09-23,2.571428571428571
2016-09-24,2.0
2016-09-25,4.857142857142857
2016-09-26,5.142857142857142
2016-09-27,28.57142857142857
2016-09-28,11.142857142857142
2016-09-29,6.0
2016-09-30,4.571428571428571
2016-10-01,5.428571428571429
2016-10-02,8.285714285714285
2016-10-03,7.357142857142857
2016-10-04,6.7142857142857135
2016-10-05,6.357142857142857
2016-10-06,3.642857142857143
2016-10-07,2.2857142857142856
2016-10-08,4.928571428571429
2016-10-09,3.5
2016-10-10,5.142857142857142
2016-10-11,4.142857142857142
2016-10-12,3.2142857142857144
2016-10-13,5.928571428571429
2016-10-14,4.0
2016-10-15,3.9285714285714284
2016-10-16,3.0
2016-10-17,1.4285714285714286
2016-10-18,3.0
2016-10-19,4.142857142857142
2016-10-20,10.214285714285714
2016-10-21,4.642857142857142
2016-10-22,4.0
2016-10-23,6.785714285714286
2016-10-24,5.071428571428571
2016-10-25,7.7142857142857135
2016-10-26,4.285714285714286
2016-10-27,2.7857142857142856
2016-10-28,4.071428571428571
2016-10-29,4.928571428571429
2016-10-30,3.0
2016-10-31,2.2857142857142856
2016-11-01,3.7857142857142856
2016-11-02,8.0
2016-11-03,26.0
2016-11-04,40.0
2016-11-05,16.0
2016-11-06,11.0
2016-11-07,20.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,41.0
2016-11-11,24.0
2016-11-12,12.0
2016-11-13,12.0
2016-11-14,11.0
2016-11-15,8.0
2016-11-16,5.0
2016-11-17,3.0
2016-11-18,3.0
2016-11-19,4.0
2016-11-20,5.0
2016-11-21,3.0
2016-11-22,5.0
2016-11-23,4.0
2016-11-24,3.0
2016-11-25,1.0
2016-11-26,11.0
2016-11-27,2.0
2016-11-28,3.0
2016-11-29,2.0
2016-11-30,3.0
2016-12-01,3.0
2016-12-02,1.0
2016-12-03,4.0
2016-12-04,2.0
2016-12-05,3.0
2016-12-06,2.0
2016-12-07,1.0
2016-12-08,2.0
2016-12-09,2.0
2016-12-10,0.0
2016-12-11,4.0
2016-12-12,1.0
2016-12-13,1.0
2016-12-14,2.0
2016-12-15,3.0
2016-12-16,3.0
2016-12-17,1.0
2016-12-18,1.0
2016-12-19,3.0
2016-12-20,2.0
2016-12-21,1.0
2016-12-22,1.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,2.0
2016-12-26,3.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,3.0
2016-12-30,1.0
2016-12-31,3.0
2017-01-01,1.0
2017-01-02,2.0
2017-01-03,3.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,3.0
2017-01-07,2.0
2017-01-08,3.0
2017-01-09,3.0
2017-01-10,7.0
2017-01-11,8.0
2017-01-12,5.0
2017-01-13,5.0
2017-01-14,5.0
2017-01-15,7.0
2017-01-16,2.0
2017-01-17,4.0
2017-01-18,4.0
2017-01-19,7.0
2017-01-20,15.0
2017-01-21,13.0
2017-01-22,9.0
2017-01-23,7.0
2017-01-24,5.0
2017-01-25,4.0
2017-01-26,5.0
2017-01-27,7.0
2017-01-28,4.0
2017-01-29,8.0
2017-01-30,6.0
2017-01-31,2.0
2017-02-01,4.0
2017-02-02,6.0
2017-02-03,5.0
2017-02-04,3.0
2017-02-05,5.0
2017-02-06,4.0
2017-02-07,2.0
2017-02-08,4.0
2017-02-09,4.0
2017-02-10,3.0
2017-02-11,3.0
2017-02-12,3.0
2017-02-13,2.0
2017-02-14,2.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,5.0
2017-02-18,3.0
2017-02-19,2.0
2017-02-20,2.0
2017-02-21,3.0
2017-02-22,3.0
2017-02-23,1.0
2017-02-24,2.0
2017-02-25,1.0
2017-02-26,3.0
2017-02-27,4.0
2017-02-28,3.0
2017-03-01,2.865255052935515
2017-03-02,3.074109720885467
2017-03-03,2.1039461020211743
2017-03-04,2.6111645813282003
2017-03-05,1.9846005774783446
2017-03-06,3.4023099133782484
2017-03-07,1.1862367661212705
2017-03-08,1.007218479307026
2017-03-09,1.3950914340712224
2017-03-10,0.7160731472569779
2017-03-11,2.014436958614052
2017-03-12,0.0
2017-03-13,2.0442733397497594
2017-03-14,1.1862367661212705
2017-03-15,5.983638113570741
2017-03-16,1.5442733397497594
2017-03-17,2.1039461020211743
2017-03-18,1.3055822906641001
2017-03-19,1.3055822906641001
2017-03-20,2.216073147256978
2017-03-21,2.5442733397497594
2017-03-22,1.1862367661212705
2017-03-23,1.716073147256978
2017-03-24,2.6337824831568817
2017-03-25,1.4177093358999038
2017-03-26,3.3498556304138596
2017-03-27,1.0370548604427334
2017-03-28,2.4023099133782484
2017-03-29,2.074109720885467
2017-03-30,1.6039461020211743
2017-03-31,0.858036573628489
2017-04-01,1.1265640038498557
2017-04-02,0.8354186717998076
2017-04-03,0.7160731472569779
2017-04-04,1.4321462945139558
2017-04-05,3.9384023099133785
2017-04-06,1.0741097208854669
2017-04-07,1.8498556304138596
2017-04-08,2.088546679499519
2017-04-09,0.8354186717998076
2017-04-10,2.2078922040423485
2017-04-11,0.7160731472569779
2017-04-12,1.1337824831568817
2017-04-13,3.401347449470645
2017-04-14,2.088546679499519
2017-04-15,0.0
2017-04-16,1.3128007699711262
2017-04-17,1.5514918190567855
2017-04-18,0.7160731472569779
2017-04-19,0.7160731472569779
2017-04-20,0.7160731472569779
