date,trump stupid
2016-07-19,10.900579950289975
2016-07-20,7.205468102734051
2016-07-21,9.792046396023197
2016-07-22,12.748135874067936
2016-07-23,9.792046396023197
2016-07-24,8.314001657000828
2016-07-25,6.835956917978459
2016-07-26,7.759734879867439
2016-07-27,7.5749792874896436
2016-07-28,9.053024026512013
2016-07-29,10.16155758077879
2016-07-30,8.129246064623032
2016-07-31,7.390223695111847
2016-08-01,9.053024026512013
2016-08-02,11.824357912178955
2016-08-03,10.346313173156586
2016-08-04,9.053024026512013
2016-08-05,8.868268434134217
2016-08-06,6.651201325600662
2016-08-07,5.357912178956089
2016-08-08,3.5103562551781273
2016-08-09,5.727423363711681
2016-08-10,5.912178956089478
2016-08-11,8.314001657000828
2016-08-12,6.835956917978459
2016-08-13,6.096934548467274
2016-08-14,5.912178956089478
2016-08-15,5.912178956089478
2016-08-16,4.4341342170671085
2016-08-17,4.9884009942004965
2016-08-18,4.618889809444904
2016-08-19,3.8798674399337196
2016-08-20,3.8798674399337196
2016-08-21,3.5103562551781273
2016-08-22,3.5103562551781273
2016-08-23,4.064623032311516
2016-08-24,3.325600662800331
2016-08-25,3.5103562551781273
2016-08-26,2.4018227009113504
2016-08-27,2.5865782932891466
2016-08-28,4.249378624689312
2016-08-29,1.6628003314001656
2016-08-30,3.5103562551781273
2016-08-31,2.5865782932891466
2016-09-01,3.5103562551781273
2016-09-02,3.5103562551781273
2016-09-03,1.4780447390223694
2016-09-04,2.032311516155758
2016-09-05,1.8475559237779617
2016-09-06,3.140845070422535
2016-09-07,2.5865782932891466
2016-09-08,3.140845070422535
2016-09-09,3.140845070422535
2016-09-10,5.357912178956089
2016-09-11,2.2170671085335543
2016-09-12,2.7713338856669427
2016-09-13,3.6951118475559235
2016-09-14,3.325600662800331
2016-09-15,2.2170671085335543
2016-09-16,4.618889809444904
2016-09-17,2.4018227009113504
2016-09-18,4.064623032311516
2016-09-19,3.5103562551781273
2016-09-20,3.140845070422535
2016-09-21,5.542667771333885
2016-09-22,7.205468102734051
2016-09-23,6.28169014084507
2016-09-24,4.618889809444904
2016-09-25,5.727423363711681
2016-09-26,6.28169014084507
2016-09-27,16.258492129246065
2016-09-28,8.498757249378624
2016-09-29,6.28169014084507
2016-09-30,5.727423363711681
2016-10-01,7.102734051367026
2016-10-02,4.532311516155758
2016-10-03,6.363711681855841
2016-10-04,7.37986743993372
2016-10-05,5.178956089478044
2016-10-06,4.439933719966859
2016-10-07,4.678956089478044
2016-10-08,7.510356255178127
2016-10-09,8.618889809444905
2016-10-10,18.23777961888981
2016-10-11,10.3036454018227
2016-10-12,7.9722452361226175
2016-10-13,7.325600662800332
2016-10-14,7.325600662800332
2016-10-15,9.118889809444905
2016-10-16,7.9722452361226175
2016-10-17,5.456089478044738
2016-10-18,7.87986743993372
2016-10-19,5.178956089478044
2016-10-20,14.482601491300745
2016-10-21,6.9179784589892295
2016-10-22,5.956089478044738
2016-10-23,4.678956089478044
2016-10-24,4.771333885666943
2016-10-25,6.548467274233637
2016-10-26,5.586578293289147
2016-10-27,4.994200497100248
2016-10-28,6.733222866611433
2016-10-29,4.124689312344656
2016-10-30,5.178956089478044
2016-10-31,4.439933719966859
2016-11-01,6.010356255178127
2016-11-02,7.0
2016-11-03,8.0
2016-11-04,8.0
2016-11-05,7.0
2016-11-06,8.0
2016-11-07,11.0
2016-11-08,16.0
2016-11-09,100.0
2016-11-10,48.0
2016-11-11,31.0
2016-11-12,24.0
2016-11-13,18.0
2016-11-14,14.0
2016-11-15,12.0
2016-11-16,8.0
2016-11-17,7.0
2016-11-18,6.0
2016-11-19,6.0
2016-11-20,6.0
2016-11-21,4.0
2016-11-22,5.0
2016-11-23,5.0
2016-11-24,5.0
2016-11-25,4.0
2016-11-26,3.0
2016-11-27,4.0
2016-11-28,3.0
2016-11-29,3.0
2016-11-30,4.0
2016-12-01,5.0
2016-12-02,3.0
2016-12-03,3.0
2016-12-04,3.0
2016-12-05,3.0
2016-12-06,4.0
2016-12-07,3.0
2016-12-08,3.0
2016-12-09,3.0
2016-12-10,2.0
2016-12-11,4.0
2016-12-12,2.0
2016-12-13,4.0
2016-12-14,3.0
2016-12-15,2.0
2016-12-16,3.0
2016-12-17,3.0
2016-12-18,2.0
2016-12-19,4.0
2016-12-20,4.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,3.0
2016-12-24,4.0
2016-12-25,4.0
2016-12-26,2.0
2016-12-27,2.0
2016-12-28,3.0
2016-12-29,2.0
2016-12-30,2.0
2016-12-31,5.0
2017-01-01,3.0
2017-01-02,4.0
2017-01-03,2.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,5.0
2017-01-07,6.0
2017-01-08,7.0
2017-01-09,6.0
2017-01-10,5.0
2017-01-11,6.0
2017-01-12,5.0
2017-01-13,4.0
2017-01-14,6.0
2017-01-15,5.0
2017-01-16,4.0
2017-01-17,4.0
2017-01-18,5.0
2017-01-19,6.0
2017-01-20,16.0
2017-01-21,16.0
2017-01-22,13.0
2017-01-23,11.0
2017-01-24,9.0
2017-01-25,11.0
2017-01-26,10.0
2017-01-27,12.0
2017-01-28,7.0
2017-01-29,12.0
2017-01-30,11.0
2017-01-31,10.0
2017-02-01,9.0
2017-02-02,10.0
2017-02-03,10.0
2017-02-04,8.0
2017-02-05,7.0
2017-02-06,6.0
2017-02-07,6.0
2017-02-08,6.0
2017-02-09,6.0
2017-02-10,7.0
2017-02-11,7.0
2017-02-12,4.0
2017-02-13,4.0
2017-02-14,4.0
2017-02-15,4.0
2017-02-16,8.0
2017-02-17,9.0
2017-02-18,6.0
2017-02-19,6.0
2017-02-20,6.0
2017-02-21,4.0
2017-02-22,5.0
2017-02-23,3.0
2017-02-24,5.0
2017-02-25,7.0
2017-02-26,4.0
2017-02-27,4.0
2017-02-28,5.0
2017-03-01,4.3544303797468356
2017-03-02,3.187341772151899
2017-03-03,3.3443037974683545
2017-03-04,4.19746835443038
2017-03-05,5.589873417721519
2017-03-06,6.5708860759493675
2017-03-07,5.550632911392405
2017-03-08,5.168354430379747
2017-03-09,2.991139240506329
2017-03-10,2.6379746835443036
2017-03-11,2.530379746835443
2017-03-12,3.3443037974683545
2017-03-13,2.9126582278481012
2017-03-14,4.158227848101266
2017-03-15,3.3443037974683545
2017-03-16,3.1481012658227847
2017-03-17,4.226582278481013
2017-03-18,4.158227848101266
2017-03-19,2.7949367088607593
2017-03-20,3.8443037974683545
2017-03-21,4.3544303797468356
2017-03-22,3.7658227848101267
2017-03-23,4.19746835443038
2017-03-24,4.1189873417721525
2017-03-25,4.69746835443038
2017-03-26,3.216455696202532
2017-03-27,4.00126582278481
2017-03-28,3.8443037974683545
2017-03-29,3.7658227848101267
2017-03-30,4.315189873417721
2017-03-31,3.451898734177215
2017-04-01,2.216455696202532
2017-04-02,2.982278481012658
2017-04-03,2.8253164556962025
2017-04-04,3.5316455696202533
2017-04-05,2.9037974683544303
2017-04-06,2.3544303797468356
2017-04-07,3.767088607594937
2017-04-08,3.688607594936709
2017-04-09,2.118987341772152
2017-04-10,2.511392405063291
2017-04-11,3.688607594936709
2017-04-12,2.668354430379747
2017-04-13,2.589873417721519
2017-04-14,2.4329113924050634
2017-04-15,2.2759493670886077
2017-04-16,3.217721518987342
2017-04-17,3.217721518987342
2017-04-18,2.668354430379747
2017-04-19,2.982278481012658
2017-04-20,2.982278481012658
2017-04-21,3.29620253164557
2017-04-22,2.511392405063291
2017-04-23,2.0405063291139243
2017-04-24,2.118987341772152
2017-04-25,3.3746835443037977
2017-04-26,3.5316455696202533
2017-04-27,1.8835443037974684
2017-04-28,3.1392405063291138
2017-04-29,2.589873417721519
2017-04-30,3.5316455696202533
2017-05-01,5.101265822784811
2017-05-02,4.630379746835443
2017-05-03,2.9037974683544303
2017-05-04,2.3544303797468356
2017-05-05,3.3746835443037977
2017-05-06,1.491139240506329
2017-05-07,2.4329113924050634
2017-05-08,1.8835443037974684
2017-05-09,1.7265822784810128
2017-05-10,3.1392405063291138
2017-05-11,2.9037974683544303
2017-05-12,4.159493670886076
2017-05-13,4.944303797468354
2017-05-14,2.9037974683544303
2017-05-15,3.29620253164557
2017-05-16,6.435443037974684
2017-05-17,5.807594936708861
2017-05-18,4.630379746835443
2017-05-19,4.39493670886076
2017-05-20,4.159493670886076
2017-05-21,1.648101265822785
2017-05-22,4.159493670886076
2017-05-23,5.101265822784811
2017-05-24,5.101265822784811
2017-05-25,5.493670886075949
2017-05-26,3.9240506329113924
2017-05-27,3.1392405063291138
2017-05-28,1.8835443037974684
2017-05-29,2.7468354430379747
2017-05-30,3.29620253164557
2017-05-31,5.807594936708861
2017-06-01,7.220253164556962
2017-06-02,7.848101265822785
2017-06-03,5.022784810126582
