date,obama dumb
2016-11-27,11.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,10.0
2016-12-02,20.0
2016-12-03,11.0
2016-12-04,0.0
2016-12-05,10.0
2016-12-06,10.0
2016-12-07,0.0
2016-12-08,20.0
2016-12-09,0.0
2016-12-10,13.0
2016-12-11,12.0
2016-12-12,19.0
2016-12-13,10.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,10.0
2016-12-17,12.0
2016-12-18,11.0
2016-12-19,40.0
2016-12-20,30.0
2016-12-21,31.0
2016-12-22,21.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,25.0
2016-12-26,11.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,10.0
2016-12-30,44.0
2016-12-31,12.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,10.0
2017-01-06,10.0
2017-01-07,11.0
2017-01-08,22.0
2017-01-09,0.0
2017-01-10,19.0
2017-01-11,10.0
2017-01-12,19.0
2017-01-13,0.0
2017-01-14,22.0
2017-01-15,0.0
2017-01-16,19.0
2017-01-17,19.0
2017-01-18,9.0
2017-01-19,48.0
2017-01-20,29.0
2017-01-21,33.0
2017-01-22,43.0
2017-01-23,19.0
2017-01-24,9.0
2017-01-25,19.0
2017-01-26,0.0
2017-01-27,20.0
2017-01-28,0.0
2017-01-29,22.0
2017-01-30,19.0
2017-01-31,9.0
2017-02-01,38.0
2017-02-02,74.0
2017-02-03,29.0
2017-02-04,11.0
2017-02-05,11.0
2017-02-06,9.0
2017-02-07,0.0
2017-02-08,9.0
2017-02-09,19.0
2017-02-10,0.0
2017-02-11,11.0
2017-02-12,0.0
2017-02-13,9.0
2017-02-14,9.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,10.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,10.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,20.0
2017-02-25,22.0
2017-02-26,11.0
2017-02-27,0.0
2017-02-28,10.0
2017-03-01,12.115262321144673
2017-03-02,8.005564387917328
2017-03-03,3.616852146263911
2017-03-04,2.0588235294117645
2017-03-05,2.9491255961844196
2017-03-06,7.949920508744038
2017-03-07,9.563593004769476
2017-03-08,1.724960254372019
2017-03-09,3.505564387917329
2017-03-10,0.0
2017-03-11,2.0031796502384736
2017-03-12,0.0
2017-03-13,9.0
2017-03-14,2.615262321144674
2017-03-15,3.449920508744038
2017-03-16,4.5
2017-03-17,1.836248012718601
2017-03-18,5.5
2017-03-19,4.006359300476947
2017-03-20,13.005564387917328
2017-03-21,1.724960254372019
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,1.836248012718601
2017-03-25,4.117647058823529
2017-03-26,4.117647058823529
2017-03-27,23.674880763116057
2017-03-28,1.724960254372019
2017-03-29,3.56120826709062
2017-03-30,0.0
2017-03-31,1.836248012718601
2017-04-01,0.0
2017-04-02,4.117647058823529
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,7.233704292527822
2017-04-07,7.456279809220986
2017-04-08,4.117647058823529
2017-04-09,8.34658187599364
2017-04-10,0.0
2017-04-11,7.233704292527822
2017-04-12,0.0
2017-04-13,7.456279809220986
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,3.7837837837837838
2017-04-18,7.011128775834658
2017-04-19,0.0
2017-04-20,7.12241653418124
2017-04-21,7.456279809220986
2017-04-22,0.0
2017-04-23,4.117647058823529
2017-04-24,0.0
2017-04-25,3.56120826709062
2017-04-26,3.449920508744038
2017-04-27,10.572337042925279
2017-04-28,7.344992050874404
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,7.12241653418124
2017-05-03,3.449920508744038
2017-05-04,3.56120826709062
2017-05-05,3.672496025437202
2017-05-06,4.117647058823529
2017-05-07,4.117647058823529
2017-05-08,3.56120826709062
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,3.672496025437202
2017-05-13,0.0
2017-05-14,4.228934817170111
2017-05-15,3.56120826709062
2017-05-16,7.011128775834658
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,8.457869634340222
2017-05-21,4.228934817170111
2017-05-22,0.0
2017-05-23,3.56120826709062
2017-05-24,7.12241653418124
2017-05-25,11.128775834658187
2017-05-26,3.8950715421303657
2017-05-27,0.0
2017-05-28,8.791732909379968
2017-05-29,7.456279809220986
2017-05-30,0.0
2017-05-31,5.34181240063593
2017-06-01,5.453100158982512
2017-06-02,3.7837837837837838
2017-06-03,4.228934817170111
