date,obama dumb
2016-05-01,21.846473029045644
2016-05-02,9.70954356846473
2016-05-03,18.448132780082986
2016-05-04,18.448132780082986
2016-05-05,9.70954356846473
2016-05-06,9.70954356846473
2016-05-07,0.0
2016-05-08,22.33195020746888
2016-05-09,37.38174273858921
2016-05-10,9.224066390041493
2016-05-11,0.0
2016-05-12,9.224066390041493
2016-05-13,9.70954356846473
2016-05-14,21.846473029045644
2016-05-15,10.680497925311203
2016-05-16,9.224066390041493
2016-05-17,0.0
2016-05-18,9.224066390041493
2016-05-19,0.0
2016-05-20,9.70954356846473
2016-05-21,11.16597510373444
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,9.224066390041493
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,11.16597510373444
2016-05-30,0.0
2016-05-31,9.224066390041493
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,9.70954356846473
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,18.448132780082986
2016-06-08,0.0
2016-06-09,9.70954356846473
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,21.360995850622405
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,18.448132780082986
2016-06-16,9.70954356846473
2016-06-17,19.41908713692946
2016-06-18,22.33195020746888
2016-06-19,33.01244813278008
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,9.70954356846473
2016-06-24,19.41908713692946
2016-06-25,0.0
2016-06-26,11.16597510373444
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,29.61410788381743
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,9.70954356846473
2016-07-07,0.0
2016-07-08,10.195020746887966
2016-07-09,11.16597510373444
2016-07-10,45.149377593360995
2016-07-11,18.933609958506224
2016-07-12,9.224066390041493
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,11.651452282157676
2016-07-18,18.933609958506224
2016-07-19,48.54771784232365
2016-07-20,29.12863070539419
2016-07-21,9.70954356846473
2016-07-22,0.0
2016-07-23,11.16597510373444
2016-07-24,0.0
2016-07-25,9.70954356846473
2016-07-26,18.933609958506224
2016-07-27,9.70954356846473
2016-07-28,9.70954356846473
2016-07-29,0.0
2016-07-30,34.468879668049794
2016-07-31,22.33195020746888
2016-08-01,0.0
2016-08-02,28.643153526970956
2016-08-03,28.643153526970956
2016-08-04,0.0
2016-08-05,0.0
2016-08-06,22.817427385892117
2016-08-07,22.817427385892117
2016-08-08,0.0
2016-08-09,9.70954356846473
2016-08-10,0.0
2016-08-11,9.70954356846473
2016-08-12,9.70954356846473
2016-08-13,22.817427385892117
2016-08-14,11.16597510373444
2016-08-15,10.195020746887966
2016-08-16,9.70954356846473
2016-08-17,0.0
2016-08-18,9.70954356846473
2016-08-19,0.0
2016-08-20,21.846473029045644
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,9.70954356846473
2016-08-25,9.70954356846473
2016-08-26,0.0
2016-08-27,11.16597510373444
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,9.70954356846473
2016-09-03,0.0
2016-09-04,10.680497925311203
2016-09-05,9.70954356846473
2016-09-06,0.0
2016-09-07,9.224066390041493
2016-09-08,0.0
2016-09-09,0.0
2016-09-10,10.680497925311203
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,18.933609958506224
2016-09-17,10.680497925311203
2016-09-18,10.195020746887966
2016-09-19,9.224066390041493
2016-09-20,0.0
2016-09-21,9.224066390041493
2016-09-22,18.448132780082986
2016-09-23,28.643153526970956
2016-09-24,10.680497925311203
2016-09-25,42.23651452282158
2016-09-26,17.96265560165975
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,9.224066390041493
2016-09-30,9.70954356846473
2016-10-01,6.0
2016-10-02,10.195020746887966
2016-10-03,4.6120331950207465
2016-10-04,0.0
2016-10-05,27.719917012448132
2016-10-06,0.0
2016-10-07,9.612033195020746
2016-10-08,5.097510373443983
2016-10-09,6.0
2016-10-10,0.0
2016-10-11,9.369294605809127
2016-10-12,9.612033195020746
2016-10-13,4.6120331950207465
2016-10-14,9.612033195020746
2016-10-15,21.937759336099585
2016-10-16,5.5
2016-10-17,0.0
2016-10-18,4.369294605809128
2016-10-19,0.0
2016-10-20,9.369294605809127
2016-10-21,0.0
2016-10-22,6.0
2016-10-23,21.695020746887966
2016-10-24,4.369294605809128
2016-10-25,23.238589211618255
2016-10-26,5.0
2016-10-27,14.369294605809127
2016-10-28,4.6120331950207465
2016-10-29,0.0
2016-10-30,11.097510373443983
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,10.0
2016-11-03,30.0
2016-11-04,20.0
2016-11-05,34.0
2016-11-06,34.0
2016-11-07,10.0
2016-11-08,19.0
2016-11-09,100.0
2016-11-10,20.0
2016-11-11,42.0
2016-11-12,23.0
2016-11-13,45.0
2016-11-14,19.0
2016-11-15,20.0
2016-11-16,0.0
2016-11-17,20.0
2016-11-18,20.0
2016-11-19,23.0
2016-11-20,11.0
2016-11-21,29.0
2016-11-22,10.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
