date,white supremacist
2016-10-29,3.3273520853540255
2016-10-30,5.631910766246363
2016-10-31,5.664888457807954
2016-11-01,5.360329776915616
2016-11-02,14.0
2016-11-03,11.0
2016-11-04,11.0
2016-11-05,7.0
2016-11-06,4.0
2016-11-07,7.0
2016-11-08,7.0
2016-11-09,23.0
2016-11-10,17.0
2016-11-11,16.0
2016-11-12,11.0
2016-11-13,25.0
2016-11-14,100.0
2016-11-15,64.0
2016-11-16,45.0
2016-11-17,25.0
2016-11-18,18.0
2016-11-19,16.0
2016-11-20,19.0
2016-11-21,13.0
2016-11-22,28.0
2016-11-23,28.0
2016-11-24,13.0
2016-11-25,12.0
2016-11-26,15.0
2016-11-27,11.0
2016-11-28,8.0
2016-11-29,13.0
2016-11-30,8.0
2016-12-01,11.0
2016-12-02,10.0
2016-12-03,15.0
2016-12-04,10.0
2016-12-05,6.0
2016-12-06,15.0
2016-12-07,24.0
2016-12-08,15.0
2016-12-09,10.0
2016-12-10,9.0
2016-12-11,10.0
2016-12-12,6.0
2016-12-13,12.0
2016-12-14,6.0
2016-12-15,10.0
2016-12-16,10.0
2016-12-17,7.0
2016-12-18,6.0
2016-12-19,8.0
2016-12-20,7.0
2016-12-21,8.0
2016-12-22,5.0
2016-12-23,5.0
2016-12-24,6.0
2016-12-25,6.0
2016-12-26,5.0
2016-12-27,4.0
2016-12-28,6.0
2016-12-29,5.0
2016-12-30,5.0
2016-12-31,3.0
2017-01-01,6.0
2017-01-02,4.0
2017-01-03,3.0
2017-01-04,6.0
2017-01-05,6.0
2017-01-06,3.0
2017-01-07,5.0
2017-01-08,4.0
2017-01-09,3.0
2017-01-10,7.0
2017-01-11,6.0
2017-01-12,4.0
2017-01-13,4.0
2017-01-14,8.0
2017-01-15,4.0
2017-01-16,8.0
2017-01-17,9.0
2017-01-18,4.0
2017-01-19,8.0
2017-01-20,5.0
2017-01-21,16.0
2017-01-22,21.0
2017-01-23,22.0
2017-01-24,26.0
2017-01-25,15.0
2017-01-26,14.0
2017-01-27,12.0
2017-01-28,9.0
2017-01-29,18.0
2017-01-30,19.0
2017-01-31,19.0
2017-02-01,14.0
2017-02-02,52.0
2017-02-03,47.0
2017-02-04,27.0
2017-02-05,17.0
2017-02-06,15.0
2017-02-07,20.0
2017-02-08,16.0
2017-02-09,12.0
2017-02-10,12.0
2017-02-11,13.0
2017-02-12,16.0
2017-02-13,9.0
2017-02-14,11.0
2017-02-15,12.0
2017-02-16,15.0
2017-02-17,16.0
2017-02-18,8.0
2017-02-19,10.0
2017-02-20,8.0
2017-02-21,8.0
2017-02-22,10.0
2017-02-23,9.0
2017-02-24,11.0
2017-02-25,8.0
2017-02-26,10.0
2017-02-27,8.0
2017-02-28,12.0
2017-03-01,8.411764705882353
2017-03-02,8.58235294117647
2017-03-03,8.576470588235294
2017-03-04,7.911764705882353
2017-03-05,5.4
2017-03-06,5.794117647058824
2017-03-07,8.75294117647059
