date,neera tanden
2016-05-01,2.722058823529412
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,2.722058823529412
2016-05-05,1.8147058823529412
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.9073529411764706
2016-05-10,0.0
2016-05-11,1.8147058823529412
2016-05-12,1.8147058823529412
2016-05-13,0.9073529411764706
2016-05-14,0.9073529411764706
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.9073529411764706
2016-05-18,0.0
2016-05-19,0.9073529411764706
2016-05-20,11.795588235294117
2016-05-21,12.702941176470588
2016-05-22,8.166176470588235
2016-05-23,4.536764705882353
2016-05-24,4.536764705882353
2016-05-25,1.8147058823529412
2016-05-26,1.8147058823529412
2016-05-27,1.8147058823529412
2016-05-28,0.0
2016-05-29,7.258823529411765
2016-05-30,6.351470588235294
2016-05-31,1.8147058823529412
2016-06-01,0.9073529411764706
2016-06-02,0.9073529411764706
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,2.722058823529412
2016-06-06,1.8147058823529412
2016-06-07,2.722058823529412
2016-06-08,4.536764705882353
2016-06-09,4.536764705882353
2016-06-10,1.8147058823529412
2016-06-11,1.8147058823529412
2016-06-12,0.9073529411764706
2016-06-13,1.8147058823529412
2016-06-14,0.0
2016-06-15,1.8147058823529412
2016-06-16,0.0
2016-06-17,0.9073529411764706
2016-06-18,0.9073529411764706
2016-06-19,3.6294117647058823
2016-06-20,2.722058823529412
2016-06-21,1.8147058823529412
2016-06-22,5.444117647058824
2016-06-23,3.6294117647058823
2016-06-24,1.8147058823529412
2016-06-25,7.258823529411765
2016-06-26,8.166176470588235
2016-06-27,2.722058823529412
2016-06-28,1.8147058823529412
2016-06-29,1.8147058823529412
2016-06-30,0.9073529411764706
2016-07-01,0.0
2016-07-02,4.536764705882353
2016-07-03,5.444117647058824
2016-07-04,0.9073529411764706
2016-07-05,0.9073529411764706
2016-07-06,0.0
2016-07-07,0.9073529411764706
2016-07-08,0.9073529411764706
2016-07-09,0.0
2016-07-10,0.9073529411764706
2016-07-11,0.9073529411764706
2016-07-12,0.9073529411764706
2016-07-13,0.9073529411764706
2016-07-14,0.9073529411764706
2016-07-15,1.8147058823529412
2016-07-16,0.9073529411764706
2016-07-17,0.9073529411764706
2016-07-18,0.0
2016-07-19,0.9073529411764706
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,4.536764705882353
2016-07-23,7.258823529411765
2016-07-24,7.258823529411765
2016-07-25,6.351470588235294
2016-07-26,1.8147058823529412
2016-07-27,5.444117647058824
2016-07-28,6.351470588235294
2016-07-29,5.444117647058824
2016-07-30,0.9073529411764706
2016-07-31,1.8147058823529412
2016-08-01,7.258823529411765
2016-08-02,3.6294117647058823
2016-08-03,4.536764705882353
2016-08-04,0.9073529411764706
2016-08-05,0.9073529411764706
2016-08-06,0.9073529411764706
2016-08-07,0.0
2016-08-08,3.6294117647058823
2016-08-09,2.722058823529412
2016-08-10,1.8147058823529412
2016-08-11,1.8147058823529412
2016-08-12,0.9073529411764706
2016-08-13,2.722058823529412
