date,donald trump campaign
2016-05-01,8.225284601557819
2016-05-02,6.7297783103654885
2016-05-03,6.979029358897543
2016-05-04,17.198322348711805
2016-05-05,13.708807669263033
2016-05-06,8.225284601557819
2016-05-07,5.732774116237268
2016-05-08,3.988016776512882
2016-05-09,7.477531455961654
2016-05-10,6.231276213301378
2016-05-11,6.231276213301378
2016-05-12,5.483523067705213
2016-05-13,4.735769922109047
2016-05-14,3.4895146794487717
2016-05-15,3.4895146794487717
2016-05-16,5.732774116237268
2016-05-17,5.982025164769323
2016-05-18,5.982025164769323
2016-05-19,6.7297783103654885
2016-05-20,3.988016776512882
2016-05-21,3.4895146794487717
2016-05-22,3.2402636309167168
2016-05-23,2.9910125823846614
2016-05-24,4.237267825044937
2016-05-25,4.735769922109047
2016-05-26,5.483523067705213
2016-05-27,4.237267825044937
2016-05-28,3.2402636309167168
2016-05-29,5.483523067705213
2016-05-30,3.988016776512882
2016-05-31,4.486518873576992
2016-06-01,2.492510485320551
2016-06-02,2.9910125823846614
2016-06-03,3.4895146794487717
2016-06-04,2.492510485320551
2016-06-05,3.988016776512882
2016-06-06,4.985020970641102
2016-06-07,5.732774116237268
2016-06-08,8.973037747153985
2016-06-09,3.4895146794487717
2016-06-10,6.7297783103654885
2016-06-11,9.471539844218094
2016-06-12,5.234272019173158
2016-06-13,3.988016776512882
2016-06-14,3.4895146794487717
2016-06-15,5.483523067705213
2016-06-16,3.738765727980827
2016-06-17,4.985020970641102
2016-06-18,3.2402636309167168
2016-06-19,4.735769922109047
2016-06-20,14.207309766327143
2016-06-21,15.702816057519472
2016-06-22,13.958058717795087
2016-06-23,6.7297783103654885
2016-06-24,6.7297783103654885
2016-06-25,4.735769922109047
2016-06-26,2.9910125823846614
2016-06-27,5.732774116237268
2016-06-28,7.477531455961654
2016-06-29,6.7297783103654885
2016-06-30,4.735769922109047
2016-07-01,4.985020970641102
2016-07-02,4.985020970641102
2016-07-03,4.486518873576992
2016-07-04,4.735769922109047
2016-07-05,4.735769922109047
2016-07-06,5.483523067705213
2016-07-07,5.982025164769323
2016-07-08,2.9910125823846614
2016-07-09,3.4895146794487717
2016-07-10,2.9910125823846614
2016-07-11,3.4895146794487717
2016-07-12,4.735769922109047
2016-07-13,3.988016776512882
2016-07-14,4.735769922109047
2016-07-15,6.231276213301378
2016-07-16,3.988016776512882
2016-07-17,4.486518873576992
2016-07-18,4.735769922109047
2016-07-19,6.979029358897543
2016-07-20,9.72079089275015
2016-07-21,11.714799281006592
2016-07-22,15.702816057519472
2016-07-23,6.979029358897543
2016-07-24,6.7297783103654885
2016-07-25,7.228280407429598
2016-07-26,10.468544038346316
2016-07-27,6.979029358897543
2016-07-28,14.955062911923308
2016-07-29,12.711803475134811
2016-07-30,9.471539844218094
2016-07-31,13.210305572198921
2016-08-01,8.225284601557819
2016-08-02,9.22228879568604
2016-08-03,10.967046135410426
2016-08-04,14.705811863391252
2016-08-05,9.72079089275015
2016-08-06,6.979029358897543
2016-08-07,9.22228879568604
2016-08-08,7.726782504493709
2016-08-09,7.228280407429598
2016-08-10,6.979029358897543
2016-08-11,6.4805272618334335
2016-08-12,6.7297783103654885
2016-08-13,6.231276213301378
2016-08-14,6.231276213301378
2016-08-15,6.979029358897543
2016-08-16,7.976033553025764
2016-08-17,12.213301378070701
2016-08-18,13.459556620730977
2016-08-19,13.958058717795087
2016-08-20,11.964050329538646
2016-08-21,7.477531455961654
2016-08-22,14.705811863391252
2016-08-23,9.22228879568604
2016-08-24,6.7297783103654885
2016-08-25,9.471539844218094
2016-08-26,9.72079089275015
2016-08-27,4.237267825044937
2016-08-28,4.486518873576992
2016-08-29,5.982025164769323
2016-08-30,8.474535650089875
2016-08-31,4.486518873576992
2016-09-01,7.726782504493709
2016-09-02,7.228280407429598
2016-09-03,4.237267825044937
2016-09-04,4.735769922109047
2016-09-05,2.243259436788496
2016-09-06,6.4805272618334335
2016-09-07,5.234272019173158
2016-09-08,5.982025164769323
2016-09-09,6.4805272618334335
2016-09-10,3.988016776512882
2016-09-11,4.735769922109047
2016-09-12,8.973037747153985
2016-09-13,7.976033553025764
2016-09-14,8.225284601557819
2016-09-15,8.225284601557819
2016-09-16,9.471539844218094
2016-09-17,6.231276213301378
2016-09-18,5.732774116237268
2016-09-19,8.973037747153985
2016-09-20,4.985020970641102
2016-09-21,5.982025164769323
2016-09-22,9.970041941282204
2016-09-23,7.228280407429598
2016-09-24,5.982025164769323
2016-09-25,4.985020970641102
2016-09-26,8.723786698621929
2016-09-27,22.93109646494907
2016-09-28,10.468544038346316
2016-09-29,14.705811863391252
2016-09-30,11.964050329538646
2016-10-01,6.492510485320551
2016-10-02,7.738765727980827
2016-10-03,11.10964649490713
2016-10-04,9.358897543439184
2016-10-05,9.61114439784302
2016-10-06,8.986518873576992
2016-10-07,6.864889155182745
2016-10-08,18.346914319952067
2016-10-09,19.346914319952067
2016-10-10,24.962552426602755
2016-10-11,14.977531455961653
2016-10-12,13.60814859197124
2016-10-13,16.10065907729179
