date,march for science
2016-05-01,0.18237961055533541
2016-05-02,0.3144476044057507
2016-05-03,0.0
2016-05-04,0.07546742505738016
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.15407932615881784
2016-05-10,0.0
2016-05-11,0.07546742505738016
2016-05-12,0.0
2016-05-13,0.07861190110143768
2016-05-14,0.0
2016-05-15,0.09118980527766771
2016-05-16,0.07546742505738016
2016-05-17,0.0
2016-05-18,0.15407932615881784
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.09118980527766771
2016-05-22,0.09118980527766771
2016-05-23,0.15407932615881784
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.08175637714549518
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.16036827824693284
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.08175637714549518
2016-06-04,0.0
2016-06-05,0.09118980527766771
2016-06-06,0.0
2016-06-07,0.22954675121619803
2016-06-08,0.0
2016-06-09,0.07861190110143768
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,0.07546742505738016
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,0.09118980527766771
2016-06-20,0.07546742505738016
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.07861190110143768
2016-06-29,0.07861190110143768
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.08175637714549518
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.15722380220287535
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.09433428132172521
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.07861190110143768
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,0.0
2016-07-30,0.09433428132172521
2016-07-31,0.0
2016-08-01,0.07861190110143768
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.08175637714549518
2016-08-05,0.08490085318955269
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.08175637714549518
2016-08-12,0.16351275429099035
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.08175637714549518
2016-08-16,0.07861190110143768
2016-08-17,0.07861190110143768
2016-08-18,0.15722380220287535
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.07861190110143768
2016-09-03,0.09118980527766771
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.07861190110143768
2016-09-17,0.08804532923361019
2016-09-18,0.0
2016-09-19,0.07546742505738016
2016-09-20,0.07546742505738016
2016-09-21,0.07546742505738016
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.07546742505738016
2016-09-27,0.07546742505738016
2016-09-28,0.0
2016-09-29,0.15093485011476032
2016-09-30,0.15722380220287535
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.012329656067488644
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,0.0
2016-10-08,0.0
2016-10-09,0.012329656067488644
2016-10-10,0.0
2016-10-11,0.012329656067488644
2016-10-12,0.02465931213497729
2016-10-13,0.06239302466366737
2016-10-14,0.012329656067488644
2016-10-15,0.0
2016-10-16,0.012329656067488644
2016-10-17,0.012329656067488644
2016-10-18,0.0
2016-10-19,0.012329656067488644
2016-10-20,0.03773371252869008
2016-10-21,0.0
2016-10-22,0.09723050925704134
2016-10-23,0.012329656067488644
2016-10-24,0.0
2016-10-25,0.012329656067488644
2016-10-26,0.012329656067488644
2016-10-27,0.060820786641638626
2016-10-28,0.0
2016-10-29,0.012329656067488644
2016-10-30,0.0
2016-10-31,0.05006336859617872
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.02465931213497729
2016-11-04,0.0
2016-11-05,0.02465931213497729
2016-11-06,0.02465931213497729
2016-11-07,0.04931862426995458
2016-11-08,0.04931862426995458
2016-11-09,0.0
2016-11-10,0.02465931213497729
2016-11-11,0.0
2016-11-12,0.0
2016-11-13,0.09863724853990916
2016-11-14,0.02465931213497729
2016-11-15,0.0
2016-11-16,0.02465931213497729
2016-11-17,0.0
2016-11-18,0.02465931213497729
2016-11-19,0.02465931213497729
2016-11-20,0.02465931213497729
2016-11-21,0.02465931213497729
2016-11-22,0.02465931213497729
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.02465931213497729
2016-11-26,0.02465931213497729
2016-11-27,0.02465931213497729
2016-11-28,0.02465931213497729
2016-11-29,0.02465931213497729
2016-11-30,0.04931862426995458
2016-12-01,0.02465931213497729
2016-12-02,0.02465931213497729
2016-12-03,0.02465931213497729
2016-12-04,0.0
2016-12-05,0.02465931213497729
2016-12-06,0.02465931213497729
2016-12-07,0.02465931213497729
2016-12-08,0.02465931213497729
2016-12-09,0.02465931213497729
2016-12-10,0.0
2016-12-11,0.02465931213497729
2016-12-12,0.0
2016-12-13,0.02465931213497729
2016-12-14,0.02465931213497729
2016-12-15,0.02465931213497729
2016-12-16,0.0
2016-12-17,0.07397793640493186
2016-12-18,0.0
2016-12-19,0.02465931213497729
2016-12-20,0.04931862426995458
2016-12-21,0.02465931213497729
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.02465931213497729
2016-12-26,0.02465931213497729
2016-12-27,0.07397793640493186
2016-12-28,0.04931862426995458
2016-12-29,0.0
2016-12-30,0.02465931213497729
2016-12-31,0.0
2017-01-01,0.02465931213497729
2017-01-02,0.02465931213497729
2017-01-03,0.04931862426995458
2017-01-04,0.04931862426995458
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.04931862426995458
2017-01-09,0.02465931213497729
2017-01-10,0.04931862426995458
2017-01-11,0.02465931213497729
2017-01-12,0.02465931213497729
2017-01-13,0.04931862426995458
2017-01-14,0.02465931213497729
2017-01-15,0.02465931213497729
2017-01-16,0.02465931213497729
2017-01-17,0.0
2017-01-18,0.02465931213497729
2017-01-19,0.09863724853990916
2017-01-20,0.09863724853990916
2017-01-21,0.09863724853990916
2017-01-22,0.09863724853990916
2017-01-23,0.02465931213497729
2017-01-24,0.02465931213497729
2017-01-25,0.5671641791044777
2017-01-26,1.874107722258274
2017-01-27,1.9480856586632058
2017-01-28,1.4795587280986373
2017-01-29,1.2083062946138872
2017-01-30,1.3316028552887735
2017-01-31,1.0356911096690462
2017-02-01,1.9727449707981832
2017-02-02,1.9234263465282286
2017-02-03,1.7754704737183649
2017-02-04,1.1589876703439326
2017-02-05,0.9617131732641143
2017-02-06,1.0603504218040234
2017-02-07,1.1589876703439326
2017-02-08,0.8630759247242051
2017-02-09,1.0603504218040234
2017-02-10,0.9863724853990916
2017-02-11,0.9123945489941597
2017-02-12,1.0850097339390008
2017-02-13,1.0356911096690462
2017-02-14,0.6411421155094095
2017-02-15,0.8877352368591824
2017-02-16,0.7151200519143414
2017-02-17,0.8137573004542505
2017-02-18,0.7397793640493187
2017-02-19,0.9617131732641143
2017-02-20,1.0110317975340688
2017-02-21,0.764438676184296
2017-02-22,0.6658014276443868
2017-02-23,1.1589876703439326
2017-02-24,0.8877352368591824
2017-02-25,0.8877352368591824
2017-02-26,0.5425048669695004
2017-02-27,0.6411421155094095
2017-02-28,0.8137573004542505
2017-03-01,0.8698896820246593
2017-03-02,0.8945489941596366
2017-03-03,0.9561972744970799
2017-03-04,0.8575600259571707
2017-03-05,0.8945489941596366
2017-03-06,0.9808565866320571
2017-03-07,1.1164828033744323
2017-03-08,0.9192083062946139
2017-03-09,1.0425048669695003
2017-03-10,0.9808565866320571
2017-03-11,0.9438676184295912
2017-03-12,0.8822193380921479
2017-03-13,0.9315379623621025
2017-03-14,1.0548345230369889
2017-03-15,0.9808565866320571
2017-03-16,1.0918234912394549
2017-03-17,0.8822193380921479
2017-03-18,0.9685269305645685
2017-03-19,0.9438676184295912
2017-03-20,1.1658014276443867
2017-03-21,1.1288124594419209
2017-03-22,0.9931862426995458
2017-03-23,1.0918234912394549
2017-03-24,1.1041531473069437
2017-03-25,0.9561972744970799
2017-03-26,1.2397793640493187
2017-03-27,1.2890979883192732
2017-03-28,1.9123945489941598
2017-03-29,2.0603504218040234
2017-03-30,2.7329656067488646
2017-03-31,2.1096690460739778
2017-04-01,2.0233614536015576
2017-04-02,2.0
2017-04-03,2.0
2017-04-04,2.0
2017-04-05,2.0
2017-04-06,2.0
2017-04-07,2.0
2017-04-08,2.0
2017-04-09,2.0
2017-04-10,3.0
2017-04-11,3.0
2017-04-12,3.0
2017-04-13,3.0
2017-04-14,4.0
2017-04-15,4.0
2017-04-16,4.0
2017-04-17,6.0
2017-04-18,8.0
2017-04-19,10.0
2017-04-20,13.0
2017-04-21,31.0
2017-04-22,100.0
2017-04-23,31.0
2017-04-24,10.0
2017-04-25,4.0
2017-04-26,2.0
2017-04-27,1.0
2017-04-28,1.0
2017-04-29,1.0
2017-04-30,1.0
2017-05-01,1.0
2017-05-02,1.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,1.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
