date,vladimir putin putin
2016-05-01,14.513188073394495
2016-05-02,11.874426605504587
2016-05-03,12.314220183486238
2016-05-04,13.19380733944954
2016-05-05,12.75401376146789
2016-05-06,11.874426605504587
2016-05-07,9.67545871559633
2016-05-08,9.67545871559633
2016-05-09,13.19380733944954
2016-05-10,12.314220183486238
2016-05-11,13.19380733944954
2016-05-12,11.874426605504587
2016-05-13,11.874426605504587
2016-05-14,14.513188073394495
2016-05-15,14.513188073394495
2016-05-16,13.19380733944954
2016-05-17,11.434633027522935
2016-05-18,11.874426605504587
2016-05-19,11.874426605504587
2016-05-20,11.874426605504587
2016-05-21,11.874426605504587
2016-05-22,14.513188073394495
2016-05-23,11.434633027522935
2016-05-24,10.115252293577981
2016-05-25,10.115252293577981
2016-05-26,12.314220183486238
2016-05-27,10.555045871559633
2016-05-28,13.19380733944954
2016-05-29,10.115252293577981
2016-05-30,9.67545871559633
2016-05-31,9.67545871559633
2016-06-01,10.115252293577981
2016-06-02,10.115252293577981
2016-06-03,9.67545871559633
2016-06-04,7.036697247706422
2016-06-05,8.795871559633028
2016-06-06,7.916284403669724
2016-06-07,9.235665137614678
2016-06-08,9.67545871559633
2016-06-09,10.115252293577981
2016-06-10,9.235665137614678
2016-06-11,10.994839449541285
2016-06-12,11.434633027522935
2016-06-13,10.555045871559633
2016-06-14,10.555045871559633
2016-06-15,10.115252293577981
2016-06-16,9.235665137614678
2016-06-17,13.633600917431192
2016-06-18,12.75401376146789
2016-06-19,17.591743119266056
2016-06-20,11.874426605504587
2016-06-21,9.67545871559633
2016-06-22,8.356077981651376
2016-06-23,10.115252293577981
2016-06-24,13.19380733944954
2016-06-25,11.874426605504587
2016-06-26,12.314220183486238
2016-06-27,10.115252293577981
2016-06-28,10.555045871559633
2016-06-29,10.994839449541285
2016-06-30,10.555045871559633
2016-07-01,12.314220183486238
2016-07-02,10.115252293577981
2016-07-03,9.235665137614678
2016-07-04,9.67545871559633
2016-07-05,10.115252293577981
2016-07-06,9.235665137614678
2016-07-07,8.795871559633028
2016-07-08,10.115252293577981
2016-07-09,10.555045871559633
2016-07-10,10.994839449541285
2016-07-11,9.67545871559633
2016-07-12,10.115252293577981
2016-07-13,10.115252293577981
2016-07-14,8.795871559633028
2016-07-15,14.952981651376147
2016-07-16,10.555045871559633
2016-07-17,15.392775229357797
2016-07-18,11.874426605504587
2016-07-19,11.874426605504587
2016-07-20,8.356077981651376
2016-07-21,11.874426605504587
2016-07-22,9.67545871559633
2016-07-23,11.874426605504587
2016-07-24,13.19380733944954
2016-07-25,13.19380733944954
2016-07-26,15.392775229357797
2016-07-27,21.549885321100916
2016-07-28,27.706995412844037
2016-07-29,22.42947247706422
2016-07-30,25.94782110091743
2016-07-31,18.91112385321101
2016-08-01,16.2723623853211
2016-08-02,16.2723623853211
2016-08-03,11.874426605504587
2016-08-04,10.555045871559633
2016-08-05,11.434633027522935
2016-08-06,12.75401376146789
2016-08-07,14.513188073394495
2016-08-08,10.994839449541285
2016-08-09,15.392775229357797
2016-08-10,11.874426605504587
2016-08-11,12.314220183486238
2016-08-12,16.2723623853211
2016-08-13,11.434633027522935
2016-08-14,10.555045871559633
2016-08-15,14.952981651376147
2016-08-16,12.75401376146789
2016-08-17,12.314220183486238
2016-08-18,10.555045871559633
2016-08-19,13.19380733944954
2016-08-20,10.115252293577981
2016-08-21,13.19380733944954
2016-08-22,14.073394495412844
2016-08-23,10.555045871559633
2016-08-24,11.434633027522935
2016-08-25,11.874426605504587
2016-08-26,13.19380733944954
2016-08-27,14.073394495412844
2016-08-28,12.75401376146789
2016-08-29,12.314220183486238
2016-08-30,19.35091743119266
2016-08-31,22.42947247706422
2016-09-01,16.2723623853211
2016-09-02,13.633600917431192
2016-09-03,13.633600917431192
2016-09-04,15.392775229357797
2016-09-05,21.110091743119266
2016-09-06,19.790711009174313
2016-09-07,24.628440366972477
2016-09-08,27.267201834862384
2016-09-09,24.188646788990823
2016-09-10,19.790711009174313
2016-09-11,18.91112385321101
2016-09-12,14.513188073394495
2016-09-13,14.952981651376147
2016-09-14,16.2723623853211
2016-09-15,13.633600917431192
2016-09-16,16.712155963302752
2016-09-17,16.2723623853211
2016-09-18,14.513188073394495
2016-09-19,18.471330275229356
2016-09-20,16.2723623853211
2016-09-21,18.91112385321101
2016-09-22,14.513188073394495
2016-09-23,15.392775229357797
2016-09-24,14.952981651376147
2016-09-25,16.712155963302752
2016-09-26,15.392775229357797
2016-09-27,17.151949541284402
2016-09-28,14.073394495412844
2016-09-29,14.513188073394495
2016-09-30,13.633600917431192
2016-10-01,13.377006880733944
2016-10-02,14.536697247706421
2016-10-03,15.696387614678898
2016-10-04,15.416284403669724
2016-10-05,28.633600917431192
2016-10-06,18.295871559633028
2016-10-07,33.83256880733945
2016-10-08,25.913704128440365
2016-10-09,19.395355504587158
2016-10-10,23.81422018348624
2016-10-11,22.934633027522935
2016-10-12,32.93205275229358
2016-10-13,40.11009174311927
2016-10-14,32.05246559633028
2016-10-15,33.05246559633028
2016-10-16,28.573394495412842
2016-10-17,30.23308486238532
2016-10-18,26.913704128440365
2016-10-19,22.21473623853211
2016-10-20,42.48967889908257
2016-10-21,28.85349770642202
2016-10-22,24.31422018348624
2016-10-23,22.434633027522935
2016-10-24,20.835149082568805
2016-10-25,19.835149082568805
2016-10-26,21.055045871559635
2016-10-27,20.055045871559635
2016-10-28,20.895355504587158
2016-10-29,18.01576834862385
2016-10-30,17.51576834862385
2016-10-31,15.63618119266055
2016-11-01,17.13618119266055
2016-11-02,18.0
2016-11-03,16.0
2016-11-04,18.0
2016-11-05,17.0
2016-11-06,19.0
2016-11-07,22.0
2016-11-08,27.0
2016-11-09,100.0
2016-11-10,58.0
2016-11-11,37.0
2016-11-12,31.0
2016-11-13,28.0
2016-11-14,25.0
2016-11-15,28.0
2016-11-16,23.0
2016-11-17,24.0
2016-11-18,21.0
2016-11-19,28.0
2016-11-20,31.0
2016-11-21,29.0
2016-11-22,20.0
2016-11-23,16.0
2016-11-24,15.0
2016-11-25,17.0
2016-11-26,26.0
2016-11-27,19.0
2016-11-28,16.0
2016-11-29,18.0
2016-11-30,13.0
2016-12-01,16.0
2016-12-02,15.0
2016-12-03,13.0
2016-12-04,13.0
2016-12-05,12.0
2016-12-06,12.0
2016-12-07,15.0
2016-12-08,13.0
2016-12-09,14.0
2016-12-10,17.0
2016-12-11,23.0
2016-12-12,20.0
2016-12-13,26.0
2016-12-14,25.0
2016-12-15,37.0
2016-12-16,45.0
2016-12-17,36.0
2016-12-18,35.0
2016-12-19,37.0
2016-12-20,46.0
2016-12-21,30.0
2016-12-22,27.0
