date,vladimir putin putin
2016-12-23,37.0
2016-12-24,32.0
2016-12-25,31.0
2016-12-26,25.0
2016-12-27,17.0
2016-12-28,16.0
2016-12-29,25.0
2016-12-30,44.0
2016-12-31,43.0
2017-01-01,27.0
2017-01-02,20.0
2017-01-03,17.0
2017-01-04,16.0
2017-01-05,20.0
2017-01-06,24.0
2017-01-07,30.0
2017-01-08,22.0
2017-01-09,20.0
2017-01-10,17.0
2017-01-11,25.0
2017-01-12,27.0
2017-01-13,23.0
2017-01-14,20.0
2017-01-15,22.0
2017-01-16,21.0
2017-01-17,26.0
2017-01-18,25.0
2017-01-19,21.0
2017-01-20,32.0
2017-01-21,25.0
2017-01-22,32.0
2017-01-23,25.0
2017-01-24,24.0
2017-01-25,21.0
2017-01-26,21.0
2017-01-27,22.0
2017-01-28,23.0
2017-01-29,22.0
2017-01-30,20.0
2017-01-31,19.0
2017-02-01,17.0
2017-02-02,17.0
2017-02-03,17.0
2017-02-04,16.0
2017-02-05,22.0
2017-02-06,25.0
2017-02-07,21.0
2017-02-08,24.0
2017-02-09,22.0
2017-02-10,16.0
2017-02-11,18.0
2017-02-12,20.0
2017-02-13,15.0
2017-02-14,19.0
2017-02-15,23.0
2017-02-16,20.0
2017-02-17,17.0
2017-02-18,15.0
2017-02-19,16.0
2017-02-20,22.0
2017-02-21,21.0
2017-02-22,20.0
2017-02-23,17.0
2017-02-24,13.0
2017-02-25,14.0
2017-02-26,13.0
2017-02-27,13.0
2017-02-28,13.0
2017-03-01,11.761448349307773
2017-03-02,16.354100106496272
2017-03-03,18.43024494142705
2017-03-04,18.71831735889244
2017-03-05,17.354100106496272
2017-03-06,18.00638977635783
2017-03-07,14.701810436634718
2017-03-08,14.277955271565496
2017-03-09,12.837593184238552
2017-03-10,12.549520766773163
2017-03-11,13.989882854100106
2017-03-12,14.201810436634718
2017-03-13,14.489882854100106
2017-03-14,25.75133120340788
2017-03-15,13.12566560170394
2017-03-16,14.277955271565496
2017-03-17,13.91373801916933
2017-03-18,12.337593184238552
2017-03-19,16.642172523961662
2017-03-20,14.489882854100106
2017-03-21,13.62566560170394
2017-03-22,14.701810436634718
2017-03-23,21.44675186368477
2017-03-24,22.94675186368477
2017-03-25,23.022896698615547
2017-03-26,34.57241746538871
2017-03-27,21.582534611288605
2017-03-28,18.142172523961662
2017-03-29,15.277955271565496
2017-03-30,16.854100106496272
2017-03-31,16.489882854100106
2017-04-01,14.12566560170394
2017-04-02,12.099041533546325
2017-04-03,23.045793397231094
2017-04-04,19.012779552715653
2017-04-05,16.132055378061768
2017-04-06,39.75399361022364
2017-04-07,55.88604898828541
2017-04-08,35.7209797657082
2017-04-09,28.23109691160809
2017-04-10,28.80724174653887
2017-04-11,25.350372736954206
2017-04-12,27.07880724174654
2017-04-13,23.045793397231094
2017-04-14,17.8604898828541
2017-04-15,17.8604898828541
2017-04-16,17.28434504792332
2017-04-17,18.436634717784877
2017-04-18,16.132055378061768
2017-04-19,16.132055378061768
2017-04-20,16.708200212992544
2017-04-21,14.979765708200212
2017-04-22,12.675186368477103
2017-04-23,14.979765708200212
2017-04-24,13.25133120340788
2017-04-25,12.675186368477103
2017-04-26,14.979765708200212
2017-04-27,12.099041533546325
2017-04-28,12.675186368477103
2017-04-29,13.827476038338657
2017-04-30,19.012779552715653
2017-05-01,16.132055378061768
2017-05-02,17.28434504792332
2017-05-03,16.132055378061768
2017-05-04,12.675186368477103
2017-05-05,12.675186368477103
2017-05-06,9.794462193823216
2017-05-07,15.55591054313099
2017-05-08,13.827476038338657
2017-05-09,14.403620873269436
2017-05-10,17.28434504792332
2017-05-11,17.28434504792332
2017-05-12,14.403620873269436
2017-05-13,12.675186368477103
2017-05-14,14.979765708200212
2017-05-15,29.383386581469647
2017-05-16,21.317358892438765
2017-05-17,21.89350372736954
2017-05-18,18.436634717784877
2017-05-19,15.55591054313099
2017-05-20,14.403620873269436
2017-05-21,13.25133120340788
2017-05-22,12.675186368477103
2017-05-23,13.827476038338657
2017-05-24,13.827476038338657
2017-05-25,11.522896698615547
2017-05-26,12.099041533546325
2017-05-27,9.794462193823216
2017-05-28,12.675186368477103
2017-05-29,16.132055378061768
2017-05-30,16.132055378061768
2017-05-31,12.099041533546325
2017-06-01,20.741214057507985
2017-06-02,39.75399361022364
2017-06-03,57.61448349307774
