date,melania trump divorce
2016-05-01,4.541885786238057
2016-05-02,3.9741500629582993
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,3.406414339678542
2016-05-13,0.0
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,3.406414339678542
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,7.948300125916599
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,7.380564402636841
2016-05-31,3.406414339678542
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,3.9741500629582993
2016-06-10,3.9741500629582993
2016-06-11,4.541885786238057
2016-06-12,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,3.9741500629582993
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,3.406414339678542
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,3.9741500629582993
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,3.406414339678542
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,3.9741500629582993
2016-07-02,4.541885786238057
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,3.9741500629582993
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,4.541885786238057
2016-07-17,4.541885786238057
2016-07-18,7.380564402636841
2016-07-19,56.77357232797571
2016-07-20,39.741500629582994
2016-07-21,11.354714465595142
2016-07-22,23.277164654470038
2016-07-23,9.083771572476113
2016-07-24,4.541885786238057
2016-07-25,3.9741500629582993
2016-07-26,3.9741500629582993
2016-07-27,0.0
2016-07-28,7.380564402636841
2016-07-29,3.9741500629582993
2016-07-30,4.541885786238057
2016-07-31,13.057921635434413
2016-08-01,11.354714465595142
2016-08-02,11.354714465595142
2016-08-03,7.380564402636841
2016-08-04,3.9741500629582993
2016-08-05,5.677357232797571
2016-08-06,4.541885786238057
2016-08-07,0.0
2016-08-08,3.9741500629582993
2016-08-09,0.0
2016-08-10,3.9741500629582993
2016-08-11,3.9741500629582993
2016-08-12,3.9741500629582993
2016-08-13,0.0
2016-08-14,4.541885786238057
2016-08-15,0.0
2016-08-16,3.9741500629582993
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,3.9741500629582993
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,3.9741500629582993
2016-08-25,0.0
2016-08-26,3.9741500629582993
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,3.406414339678542
2016-08-31,7.380564402636841
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,3.406414339678542
2016-09-09,0.0
2016-09-10,3.9741500629582993
2016-09-11,3.9741500629582993
2016-09-12,3.406414339678542
2016-09-13,0.0
2016-09-14,3.406414339678542
2016-09-15,0.0
2016-09-16,3.9741500629582993
2016-09-17,3.9741500629582993
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,3.406414339678542
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,3.9741500629582993
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,3.406414339678542
2016-09-28,3.406414339678542
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,4.184399446194869
2016-10-02,3.9741500629582993
2016-10-03,1.703207169839271
2016-10-04,1.8311036789297659
2016-10-05,3.406414339678542
2016-10-06,0.0
2016-10-07,3.6902822013184204
2016-10-08,16.6552449106334
2016-10-09,21.975115803387784
2016-10-10,22.11174670822104
2016-10-11,14.29321474762553
2016-10-12,14.06362491667284
2016-10-13,9.055696729017225
2016-10-14,20.30871787275017
2016-10-15,23.03696877154399
2016-10-16,8.158549509153168
2016-10-17,16.325833414049104
2016-10-18,14.988846979995785
2016-10-19,11.454536131226746
2016-10-20,15.968347074005912
2016-10-21,18.577435859452006
2016-10-22,7.948300125916599
2016-10-23,5.319870892754383
2016-10-24,12.590007577786261
2016-10-25,20.11593728099913
2016-10-26,5.365414527698802
2016-10-27,8.89972537646784
2016-10-28,3.534310848769037
2016-10-29,5.319870892754383
2016-10-30,10.355873923868886
2016-10-31,1.8311036789297659
2016-11-01,6.2170181126184385
2016-11-02,3.6622073578595318
2016-11-03,0.0
2016-11-04,10.986622073578594
2016-11-05,0.0
2016-11-06,4.394648829431437
2016-11-07,7.3244147157190636
2016-11-08,3.6622073578595318
2016-11-09,13.183946488294314
2016-11-10,24.903010033444815
2016-11-11,26.367892976588628
2016-11-12,0.0
2016-11-13,4.394648829431437
2016-11-14,21.240802675585282
2016-11-15,7.3244147157190636
2016-11-16,0.0
2016-11-17,7.3244147157190636
2016-11-18,0.0
2016-11-19,4.394648829431437
2016-11-20,12.451505016722408
2016-11-21,10.986622073578594
2016-11-22,31.49498327759197
2016-11-23,21.240802675585282
2016-11-24,36.62207357859531
2016-11-25,29.297658862876254
2016-11-26,41.01672240802675
2016-11-27,48.34113712374582
2016-11-28,73.24414715719062
2016-11-29,55.66555183946488
2016-11-30,62.98996655518394
2016-12-01,43.214046822742475
2016-12-02,14.648829431438127
2016-12-03,20.508361204013376
2016-12-04,20.508361204013376
2016-12-05,10.254180602006688
2016-12-06,35.1571906354515
2016-12-07,10.986622073578594
2016-12-08,14.648829431438127
2016-12-09,7.3244147157190636
2016-12-10,9.521739130434781
2016-12-11,8.789297658862875
2016-12-12,17.57859531772575
2016-12-13,10.254180602006688
2016-12-14,21.240802675585282
2016-12-15,3.6622073578595318
2016-12-16,11.719063545150501
2016-12-17,25.63545150501672
2016-12-18,8.05685618729097
2016-12-19,25.63545150501672
2016-12-20,10.986622073578594
2016-12-21,33.69230769230769
2016-12-22,19.043478260869563
2016-12-23,35.88963210702341
2016-12-24,27.100334448160535
2016-12-25,23.438127090301002
2016-12-26,36.62207357859531
2016-12-27,22.705685618729095
2016-12-28,7.3244147157190636
2016-12-29,34.424749163879596
2016-12-30,40.28428093645485
2016-12-31,13.183946488294314
2017-01-01,35.88963210702341
2017-01-02,10.986622073578594
2017-01-03,21.240802675585282
2017-01-04,38.819397993311036
2017-01-05,10.986622073578594
2017-01-06,29.297658862876254
2017-01-07,16.11371237458194
2017-01-08,16.11371237458194
2017-01-09,20.508361204013376
2017-01-10,6.591973244147157
2017-01-11,10.254180602006688
2017-01-12,10.254180602006688
2017-01-13,7.3244147157190636
2017-01-14,8.05685618729097
2017-01-15,3.6622073578595318
2017-01-16,24.17056856187291
2017-01-17,13.91638795986622
2017-01-18,6.591973244147157
2017-01-19,13.91638795986622
2017-01-20,35.1571906354515
2017-01-21,68.11705685618729
2017-01-22,43.94648829431438
2017-01-23,40.28428093645485
2017-01-24,61.52508361204013
2017-01-25,34.424749163879596
2017-01-26,31.49498327759197
2017-01-27,35.88963210702341
2017-01-28,24.17056856187291
2017-01-29,19.77591973244147
2017-01-30,27.100334448160535
2017-01-31,10.254180602006688
2017-02-01,10.254180602006688
2017-02-02,10.254180602006688
2017-02-03,35.88963210702341
2017-02-04,23.438127090301002
2017-02-05,3.6622073578595318
2017-02-06,30.762541806020064
2017-02-07,24.17056856187291
2017-02-08,13.91638795986622
2017-02-09,20.508361204013376
2017-02-10,13.91638795986622
2017-02-11,27.83277591973244
2017-02-12,15.381270903010032
2017-02-13,13.183946488294314
2017-02-14,6.591973244147157
2017-02-15,6.591973244147157
2017-02-16,10.254180602006688
2017-02-17,7.3244147157190636
2017-02-18,3.6622073578595318
2017-02-19,16.11371237458194
2017-02-20,45.41137123745819
2017-02-21,10.254180602006688
2017-02-22,10.254180602006688
2017-02-23,10.254180602006688
2017-02-24,10.986622073578594
2017-02-25,11.719063545150501
2017-02-26,8.05685618729097
2017-02-27,10.254180602006688
2017-02-28,0.0
2017-03-01,11.295986622073578
2017-03-02,5.2959866220735785
2017-03-03,5.831103678929766
2017-03-04,6.331103678929766
2017-03-05,12.35953177257525
2017-03-06,3.831103678929766
2017-03-07,2.0
2017-03-08,7.831103678929766
2017-03-09,2.0
2017-03-10,5.662207357859532
2017-03-11,4.331103678929766
2017-03-12,1.8311036789297659
2017-03-13,5.831103678929766
2017-03-14,9.295986622073578
2017-03-15,7.127090301003344
2017-03-16,3.831103678929766
2017-03-17,5.493311036789297
2017-03-18,4.028428093645485
2017-03-19,6.028428093645485
2017-03-20,11.127090301003344
2017-03-21,5.831103678929766
2017-03-22,8.591973244147157
2017-03-23,13.127090301003344
2017-03-24,15.655518394648828
2017-03-25,4.331103678929766
2017-03-26,6.528428093645485
2017-03-27,10.591973244147157
2017-03-28,7.831103678929766
2017-03-29,12.95819397993311
2017-03-30,3.831103678929766
2017-03-31,1.8311036789297659
2017-04-01,6.528428093645485
2017-04-02,14.0
2017-04-03,4.0
2017-04-04,8.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,8.0
2017-04-08,0.0
2017-04-09,10.0
2017-04-10,4.0
2017-04-11,0.0
2017-04-12,4.0
2017-04-13,0.0
2017-04-14,14.0
2017-04-15,0.0
2017-04-16,10.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,4.0
2017-04-21,4.0
2017-04-22,14.0
2017-04-23,23.0
2017-04-24,8.0
2017-04-25,4.0
2017-04-26,4.0
2017-04-27,4.0
2017-04-28,4.0
2017-04-29,0.0
2017-04-30,5.0
2017-05-01,9.0
2017-05-02,12.0
2017-05-03,16.0
2017-05-04,8.0
2017-05-05,4.0
2017-05-06,0.0
2017-05-07,9.0
2017-05-08,0.0
2017-05-09,8.0
2017-05-10,4.0
2017-05-11,8.0
2017-05-12,4.0
2017-05-13,0.0
2017-05-14,5.0
2017-05-15,0.0
2017-05-16,8.0
2017-05-17,8.0
2017-05-18,0.0
2017-05-19,8.0
2017-05-20,9.0
2017-05-21,14.0
2017-05-22,100.0
2017-05-23,79.0
2017-05-24,94.0
2017-05-25,42.0
2017-05-26,39.0
2017-05-27,49.0
2017-05-28,45.0
2017-05-29,34.0
2017-05-30,12.0
2017-05-31,33.0
2017-06-01,8.0
2017-06-02,17.0
2017-06-03,48.0
