date,fraud
2016-11-29,59.47853828306264
2016-11-30,53.62819025522042
2016-12-01,57.5284222737819
2016-12-02,56.553364269141525
2016-12-03,39.977378190255216
2016-12-04,38.027262180974475
2016-12-05,54.603248259860784
2016-12-06,55.57830626450116
2016-12-07,56.553364269141525
2016-12-08,53.62819025522042
2016-12-09,50.7030162412993
2016-12-10,39.977378190255216
2016-12-11,36.077146171693734
2016-12-12,46.80278422273781
2016-12-13,52.65313225058004
2016-12-14,58.50348027842227
2016-12-15,57.5284222737819
2016-12-16,48.75290023201856
2016-12-17,38.027262180974475
2016-12-18,32.17691415313225
2016-12-19,46.80278422273781
2016-12-20,49.72795823665893
2016-12-21,51.67807424593967
2016-12-22,45.827726218097446
2016-12-23,39.00232018561485
2016-12-24,30.226798143851507
2016-12-25,23.401392111368907
2016-12-26,27.301624129930392
2016-12-27,36.077146171693734
2016-12-28,44.85266821345707
2016-12-29,40.95243619489559
2016-12-30,39.00232018561485
2016-12-31,31.201856148491878
2017-01-01,28.276682134570763
2017-01-02,33.15197215777262
2017-01-03,44.85266821345707
2017-01-04,49.72795823665893
2017-01-05,50.7030162412993
2017-01-06,46.80278422273781
2017-01-07,35.10208816705336
2017-01-08,32.17691415313225
2017-01-09,48.75290023201856
2017-01-10,52.65313225058004
2017-01-11,46.80278422273781
2017-01-12,45.827726218097446
2017-01-13,47.77784222737819
2017-01-14,36.077146171693734
2017-01-15,32.17691415313225
2017-01-16,43.877610208816705
2017-01-17,51.67807424593967
2017-01-18,48.75290023201856
2017-01-19,50.7030162412993
2017-01-20,47.77784222737819
2017-01-21,36.077146171693734
2017-01-22,29.251740139211137
2017-01-23,49.72795823665893
2017-01-24,61.42865429234338
2017-01-25,86.78016241299304
2017-01-26,79.95475638051043
2017-01-27,76.05452436194895
2017-01-28,49.72795823665893
2017-01-29,41.927494199535964
2017-01-30,56.553364269141525
2017-01-31,58.50348027842227
2017-02-01,56.553364269141525
2017-02-02,61.42865429234338
2017-02-03,57.5284222737819
2017-02-04,39.977378190255216
2017-02-05,41.927494199535964
2017-02-06,56.553364269141525
2017-02-07,59.47853828306264
2017-02-08,57.5284222737819
2017-02-09,57.5284222737819
2017-02-10,51.67807424593967
2017-02-11,39.977378190255216
2017-02-12,50.7030162412993
2017-02-13,63.37877030162413
2017-02-14,56.553364269141525
2017-02-15,55.57830626450116
2017-02-16,54.603248259860784
2017-02-17,53.62819025522042
2017-02-18,40.95243619489559
2017-02-19,38.027262180974475
2017-02-20,46.80278422273781
2017-02-21,54.603248259860784
2017-02-22,58.50348027842227
2017-02-23,52.65313225058004
2017-02-24,50.7030162412993
2017-02-25,35.10208816705336
2017-02-26,38.027262180974475
2017-02-27,51.67807424593967
2017-02-28,58.50348027842227
2017-03-01,57.26421113689095
2017-03-02,56.77668213457076
2017-03-03,50.38892111368909
2017-03-04,36.03857308584686
2017-03-05,38.01363109048724
2017-03-06,51.32656612529002
2017-03-07,55.789153132250576
2017-03-08,55.80162412993039
2017-03-09,58.22679814385151
2017-03-10,98.75290023201856
2017-03-11,60.739269141531324
2017-03-12,47.87645011600928
2017-03-13,59.71432714617169
2017-03-14,56.289153132250576
2017-03-15,58.26421113689095
2017-03-16,56.76421113689095
2017-03-17,52.80162412993039
2017-03-18,36.53857308584686
2017-03-19,37.03857308584686
2017-03-20,54.289153132250576
2017-03-21,54.80162412993039
2017-03-22,57.76421113689095
2017-03-23,56.75174013921114
2017-03-24,50.86397911832947
2017-03-25,37.52610208816705
2017-03-26,35.53857308584686
2017-03-27,56.75174013921114
2017-03-28,56.27668213457076
2017-03-29,54.32656612529002
2017-03-30,53.81409512761021
2017-03-31,51.36397911832947
2017-04-01,36.52610208816705
2017-04-02,35.0
2017-04-03,53.0
2017-04-04,55.0
2017-04-05,53.0
2017-04-06,56.0
2017-04-07,49.0
2017-04-08,36.0
2017-04-09,34.0
2017-04-10,53.0
2017-04-11,52.0
2017-04-12,53.0
2017-04-13,50.0
2017-04-14,46.0
2017-04-15,36.0
2017-04-16,33.0
2017-04-17,48.0
2017-04-18,54.0
2017-04-19,59.0
2017-04-20,59.0
2017-04-21,55.0
2017-04-22,41.0
2017-04-23,38.0
2017-04-24,56.0
2017-04-25,57.0
2017-04-26,60.0
2017-04-27,57.0
2017-04-28,54.0
2017-04-29,40.0
2017-04-30,37.0
2017-05-01,53.0
2017-05-02,54.0
2017-05-03,55.0
2017-05-04,55.0
2017-05-05,50.0
2017-05-06,36.0
2017-05-07,37.0
2017-05-08,54.0
2017-05-09,58.0
2017-05-10,63.0
2017-05-11,63.0
2017-05-12,56.0
2017-05-13,39.0
2017-05-14,37.0
2017-05-15,55.0
2017-05-16,55.0
2017-05-17,52.0
2017-05-18,58.0
2017-05-19,56.0
2017-05-20,39.0
2017-05-21,35.0
2017-05-22,51.0
2017-05-23,54.0
2017-05-24,56.0
2017-05-25,54.0
2017-05-26,47.0
2017-05-27,36.0
2017-05-28,30.0
2017-05-29,37.0
2017-05-30,51.0
2017-05-31,52.0
2017-06-01,50.0
2017-06-02,51.0
2017-06-03,35.0
