date,holiday
2016-11-06,41.0
2016-11-07,47.0
2016-11-08,49.0
2016-11-09,36.0
2016-11-10,47.0
2016-11-11,58.0
2016-11-12,40.0
2016-11-13,43.0
2016-11-14,49.0
2016-11-15,44.0
2016-11-16,44.0
2016-11-17,47.0
2016-11-18,44.0
2016-11-19,42.0
2016-11-20,46.0
2016-11-21,50.0
2016-11-22,49.0
2016-11-23,52.0
2016-11-24,55.0
2016-11-25,52.0
2016-11-26,50.0
2016-11-27,53.0
2016-11-28,55.0
2016-11-29,53.0
2016-11-30,52.0
2016-12-01,52.0
2016-12-02,53.0
2016-12-03,53.0
2016-12-04,56.0
2016-12-05,58.0
2016-12-06,58.0
2016-12-07,55.0
2016-12-08,58.0
2016-12-09,55.0
2016-12-10,53.0
2016-12-11,60.0
2016-12-12,61.0
2016-12-13,57.0
2016-12-14,58.0
2016-12-15,57.0
2016-12-16,58.0
2016-12-17,57.0
2016-12-18,58.0
2016-12-19,62.0
2016-12-20,64.0
2016-12-21,65.0
2016-12-22,70.0
2016-12-23,80.0
2016-12-24,100.0
2016-12-25,87.0
2016-12-26,89.0
2016-12-27,69.0
2016-12-28,57.0
2016-12-29,54.0
2016-12-30,55.0
2016-12-31,61.0
2017-01-01,81.0
2017-01-02,86.0
2017-01-03,55.0
2017-01-04,49.0
2017-01-05,47.0
2017-01-06,44.0
2017-01-07,41.0
2017-01-08,45.0
2017-01-09,45.0
2017-01-10,42.0
2017-01-11,40.0
2017-01-12,40.0
2017-01-13,42.0
2017-01-14,42.0
2017-01-15,50.0
2017-01-16,59.0
2017-01-17,42.0
2017-01-18,37.0
2017-01-19,37.0
2017-01-20,35.0
2017-01-21,34.0
2017-01-22,38.0
2017-01-23,38.0
2017-01-24,38.0
2017-01-25,38.0
2017-01-26,38.0
2017-01-27,36.0
2017-01-28,34.0
2017-01-29,38.0
2017-01-30,35.0
2017-01-31,35.0
2017-02-01,34.0
2017-02-02,32.0
2017-02-03,33.0
2017-02-04,32.0
2017-02-05,34.0
2017-02-06,35.0
2017-02-07,33.0
2017-02-08,34.0
2017-02-09,33.0
2017-02-10,33.0
2017-02-11,33.0
2017-02-12,37.0
2017-02-13,40.0
2017-02-14,34.0
2017-02-15,36.0
2017-02-16,34.0
2017-02-17,37.0
2017-02-18,35.0
2017-02-19,42.0
2017-02-20,57.0
2017-02-21,37.0
2017-02-22,34.0
2017-02-23,36.0
2017-02-24,36.0
2017-02-25,33.0
2017-02-26,36.0
2017-02-27,36.0
2017-02-28,35.0
2017-03-01,33.59727891156463
2017-03-02,32.720068027210885
2017-03-03,32.220068027210885
2017-03-04,31.34285714285714
2017-03-05,34.35170068027211
2017-03-06,36.60612244897959
2017-03-07,33.59727891156463
2017-03-08,33.09727891156463
2017-03-09,33.474489795918366
2017-03-10,33.474489795918366
2017-03-11,33.974489795918366
2017-03-12,39.61496598639456
2017-03-13,39.61496598639456
2017-03-14,35.72891156462585
2017-03-15,33.09727891156463
2017-03-16,32.720068027210885
2017-03-17,34.35170068027211
2017-03-18,33.09727891156463
2017-03-19,36.60612244897959
2017-03-20,37.36054421768708
2017-03-21,35.22891156462585
2017-03-22,33.09727891156463
2017-03-23,32.220068027210885
2017-03-24,32.59727891156463
2017-03-25,31.34285714285714
2017-03-26,34.474489795918366
2017-03-27,38.23775510204082
2017-03-28,37.483333333333334
2017-03-29,36.10612244897959
2017-03-30,36.10612244897959
2017-03-31,36.60612244897959
2017-04-01,34.85170068027211
2017-04-02,36.96666666666667
2017-04-03,43.756462585034015
2017-04-04,42.24761904761905
2017-04-05,37.72108843537415
2017-04-06,37.72108843537415
2017-04-07,36.96666666666667
2017-04-08,33.94897959183673
2017-04-09,39.22993197278912
2017-04-10,46.019727891156464
2017-04-11,43.756462585034015
2017-04-12,45.26530612244898
2017-04-13,55.82721088435374
2017-04-14,65.63469387755102
2017-04-15,45.26530612244898
2017-04-16,61.108163265306125
2017-04-17,67.14353741496599
2017-04-18,40.738775510204086
2017-04-19,37.72108843537415
2017-04-20,39.22993197278912
2017-04-21,40.738775510204086
2017-04-22,36.21224489795918
2017-04-23,38.47551020408164
2017-04-24,45.26530612244898
2017-04-25,40.738775510204086
2017-04-26,38.47551020408164
2017-04-27,39.9843537414966
2017-04-28,41.493197278911566
2017-04-29,39.22993197278912
2017-04-30,55.82721088435374
2017-05-01,75.4421768707483
2017-05-02,39.22993197278912
2017-05-03,36.21224489795918
2017-05-04,34.70340136054422
2017-05-05,35.4578231292517
2017-05-06,33.19455782312925
2017-05-07,35.4578231292517
2017-05-08,39.9843537414966
2017-05-09,39.22993197278912
2017-05-10,38.47551020408164
2017-05-11,34.70340136054422
2017-05-12,33.94897959183673
2017-05-13,33.19455782312925
2017-05-14,36.96666666666667
2017-05-15,39.22993197278912
2017-05-16,37.72108843537415
2017-05-17,35.4578231292517
2017-05-18,35.4578231292517
2017-05-19,36.21224489795918
2017-05-20,36.96666666666667
2017-05-21,39.9843537414966
2017-05-22,44.510884353741496
2017-05-23,39.22993197278912
2017-05-24,39.9843537414966
2017-05-25,42.24761904761905
2017-05-26,43.756462585034015
2017-05-27,41.493197278911566
2017-05-28,54.31836734693878
2017-05-29,74.68775510204082
2017-05-30,42.24761904761905
2017-05-31,39.9843537414966
2017-06-01,39.9843537414966
2017-06-02,38.47551020408164
2017-06-03,36.21224489795918
