date,holiday
2016-05-01,56.96547546941248
2016-05-02,74.43488794669898
2016-05-03,39.496062992125985
2016-05-04,39.496062992125985
2016-05-05,38.73652331920049
2016-05-06,34.938824954572986
2016-05-07,34.17928528164749
2016-05-08,36.45790430042399
2016-05-09,40.255602665051484
2016-05-10,37.97698364627499
2016-05-11,36.45790430042399
2016-05-12,36.45790430042399
2016-05-13,35.698364627498485
2016-05-14,34.938824954572986
2016-05-15,38.73652331920049
2016-05-16,44.053301029678984
2016-05-17,40.255602665051484
2016-05-18,38.73652331920049
2016-05-19,37.97698364627499
2016-05-20,37.97698364627499
2016-05-21,37.97698364627499
2016-05-22,44.053301029678984
2016-05-23,47.850999394306484
2016-05-24,41.01514233797698
2016-05-25,39.496062992125985
2016-05-26,42.53422168382799
2016-05-27,44.053301029678984
2016-05-28,41.01514233797698
2016-05-29,53.92731677771048
2016-05-30,75.95396729254998
2016-05-31,42.53422168382799
2016-06-01,40.255602665051484
2016-06-02,39.496062992125985
2016-06-03,37.21744397334949
2016-06-04,35.698364627498485
2016-06-05,40.255602665051484
2016-06-06,42.53422168382799
2016-06-07,37.97698364627499
2016-06-08,38.73652331920049
2016-06-09,38.73652331920049
2016-06-10,36.45790430042399
2016-06-11,36.45790430042399
2016-06-12,42.53422168382799
2016-06-13,43.293761356753485
2016-06-14,39.496062992125985
2016-06-15,37.21744397334949
2016-06-16,36.45790430042399
2016-06-17,35.698364627498485
2016-06-18,34.938824954572986
2016-06-19,38.73652331920049
2016-06-20,41.77468201090249
2016-06-21,39.496062992125985
2016-06-22,40.255602665051484
2016-06-23,38.73652331920049
2016-06-24,37.97698364627499
2016-06-25,37.21744397334949
2016-06-26,41.01514233797698
2016-06-27,43.293761356753485
2016-06-28,42.53422168382799
2016-06-29,44.81284070260448
2016-06-30,43.293761356753485
2016-07-01,46.33192004845549
2016-07-02,43.293761356753485
2016-07-03,50.88915808600848
2016-07-04,66.83949121744398
2016-07-05,60.763173834039975
2016-07-06,51.648697758933984
2016-07-07,44.053301029678984
2016-07-08,40.255602665051484
2016-07-09,40.255602665051484
2016-07-10,44.053301029678984
2016-07-11,44.81284070260448
2016-07-12,41.77468201090249
2016-07-13,41.01514233797698
2016-07-14,40.255602665051484
2016-07-15,41.01514233797698
2016-07-16,39.496062992125985
2016-07-17,44.053301029678984
2016-07-18,46.33192004845549
2016-07-19,42.53422168382799
2016-07-20,42.53422168382799
2016-07-21,42.53422168382799
2016-07-22,41.01514233797698
2016-07-23,40.255602665051484
2016-07-24,47.850999394306484
2016-07-25,50.88915808600848
2016-07-26,48.61053906723198
2016-07-27,47.091459721380986
2016-07-28,45.57238037552998
2016-07-29,47.091459721380986
2016-07-30,44.81284070260448
2016-07-31,53.16777710478498
2016-08-01,60.003634161114476
2016-08-02,44.81284070260448
2016-08-03,41.77468201090249
2016-08-04,40.255602665051484
2016-08-05,41.77468201090249
2016-08-06,37.97698364627499
2016-08-07,43.293761356753485
2016-08-08,44.81284070260448
2016-08-09,41.01514233797698
2016-08-10,39.496062992125985
2016-08-11,39.496062992125985
2016-08-12,39.496062992125985
2016-08-13,37.97698364627499
2016-08-14,41.01514233797698
2016-08-15,47.091459721380986
2016-08-16,41.01514233797698
2016-08-17,41.77468201090249
2016-08-18,39.496062992125985
2016-08-19,39.496062992125985
2016-08-20,37.21744397334949
2016-08-21,41.77468201090249
2016-08-22,43.293761356753485
2016-08-23,41.77468201090249
2016-08-24,42.53422168382799
2016-08-25,42.53422168382799
2016-08-26,43.293761356753485
2016-08-27,41.01514233797698
2016-08-28,56.96547546941248
2016-08-29,69.11811023622047
2016-08-30,40.255602665051484
2016-08-31,37.97698364627499
2016-09-01,41.01514233797698
2016-09-02,41.77468201090249
2016-09-03,42.53422168382799
2016-09-04,53.92731677771048
2016-09-05,67.59903089036948
2016-09-06,46.33192004845549
2016-09-07,40.255602665051484
2016-09-08,39.496062992125985
2016-09-09,39.496062992125985
2016-09-10,37.97698364627499
2016-09-11,40.255602665051484
2016-09-12,47.850999394306484
2016-09-13,41.01514233797698
2016-09-14,38.73652331920049
2016-09-15,37.97698364627499
2016-09-16,34.938824954572986
2016-09-17,33.41974560872199
2016-09-18,34.938824954572986
2016-09-19,39.496062992125985
2016-09-20,36.45790430042399
2016-09-21,37.21744397334949
2016-09-22,35.698364627498485
2016-09-23,36.45790430042399
2016-09-24,31.90066626287099
2016-09-25,36.45790430042399
2016-09-26,41.01514233797698
2016-09-27,35.698364627498485
2016-09-28,36.45790430042399
2016-09-29,37.97698364627499
2016-09-30,37.97698364627499
2016-10-01,36.34918231374924
2016-10-02,40.12780133252574
2016-10-03,48.68503937007874
2016-10-04,40.50757116898849
2016-10-05,38.86826165960024
2016-10-06,38.86826165960024
2016-10-07,40.50757116898849
2016-10-08,36.728952150211995
2016-10-09,44.906420351302245
2016-10-10,65.16020593579648
2016-10-11,41.88734100545125
2016-10-12,42.38734100545125
2016-10-13,36.728952150211995
2016-10-14,34.58964264082374
2016-10-15,32.45033313143549
2016-10-16,34.58964264082374
2016-10-17,38.86826165960024
2016-10-18,36.728952150211995
2016-10-19,34.9694124772865
2016-10-20,34.58964264082374
2016-10-21,34.08964264082374
2016-10-22,32.83010296789824
2016-10-23,35.728952150211995
2016-10-24,39.62780133252574
2016-10-25,37.488491823137494
2016-10-26,36.608721986674745
2016-10-27,37.108721986674745
2016-10-28,37.108721986674745
2016-10-29,34.08964264082374
2016-10-30,37.988491823137494
2016-10-31,47.92549969715324
2016-11-01,44.906420351302245
2016-11-02,41.0
2016-11-03,40.0
2016-11-04,39.0
2016-11-05,36.0
