date,donald trump crooked
2016-11-06,16.0
2016-11-07,39.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,29.0
2016-11-11,11.0
2016-11-12,13.0
2016-11-13,8.0
2016-11-14,21.0
2016-11-15,14.0
2016-11-16,14.0
2016-11-17,11.0
2016-11-18,7.0
2016-11-19,8.0
2016-11-20,0.0
2016-11-21,11.0
2016-11-22,7.0
2016-11-23,0.0
2016-11-24,7.0
2016-11-25,0.0
2016-11-26,16.0
2016-11-27,8.0
2016-11-28,7.0
2016-11-29,0.0
2016-11-30,7.0
2016-12-01,0.0
2016-12-02,7.0
2016-12-03,17.0
2016-12-04,8.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,7.0
2016-12-08,7.0
2016-12-09,0.0
2016-12-10,14.0
2016-12-11,9.0
2016-12-12,14.0
2016-12-13,0.0
2016-12-14,7.0
2016-12-15,7.0
2016-12-16,11.0
2016-12-17,8.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,7.0
2016-12-21,8.0
2016-12-22,0.0
2016-12-23,8.0
2016-12-24,9.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,8.0
2016-12-29,8.0
2016-12-30,0.0
2016-12-31,9.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,7.0
2017-01-06,7.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,7.0
2017-01-10,7.0
2017-01-11,7.0
2017-01-12,14.0
2017-01-13,7.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,7.0
2017-01-17,7.0
2017-01-18,7.0
2017-01-19,7.0
2017-01-20,14.0
2017-01-21,20.0
2017-01-22,8.0
2017-01-23,7.0
2017-01-24,0.0
2017-01-25,7.0
2017-01-26,14.0
2017-01-27,15.0
2017-01-28,16.0
2017-01-29,8.0
2017-01-30,7.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,7.0
2017-02-03,0.0
2017-02-04,8.0
2017-02-05,19.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,7.0
2017-02-09,0.0
2017-02-10,7.0
2017-02-11,24.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,7.0
2017-02-15,0.0
2017-02-16,7.0
2017-02-17,7.0
2017-02-18,8.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,7.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,7.0
2017-02-25,0.0
2017-02-26,8.0
2017-02-27,7.0
2017-02-28,0.0
2017-03-01,8.72972972972973
2017-03-02,1.7297297297297298
2017-03-03,5.301801801801802
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,1.6936936936936937
2017-03-07,3.5
2017-03-08,1.7297297297297298
2017-03-09,0.0
2017-03-10,5.301801801801802
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,1.6936936936936937
2017-03-14,0.0
2017-03-15,1.7297297297297298
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,4.0
2017-03-19,1.981981981981982
2017-03-20,0.0
2017-03-21,1.6936936936936937
2017-03-22,1.6936936936936937
2017-03-23,5.22972972972973
2017-03-24,5.337837837837838
2017-03-25,0.0
2017-03-26,2.054054054054054
2017-03-27,0.0
2017-03-28,1.7297297297297298
2017-03-29,5.2657657657657655
2017-03-30,1.7657657657657657
2017-03-31,1.8378378378378377
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,3.5315315315315314
2017-04-04,3.5315315315315314
2017-04-05,0.0
2017-04-06,3.5315315315315314
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,3.6036036036036037
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,4.324324324324325
2017-04-16,0.0
2017-04-17,3.7477477477477477
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,3.5315315315315314
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,3.5315315315315314
2017-04-25,3.5315315315315314
2017-04-26,0.0
2017-04-27,3.5315315315315314
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,3.8918918918918917
2017-05-02,3.4594594594594597
2017-05-03,6.918918918918919
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,7.135135135135135
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,3.5315315315315314
2017-05-16,3.5315315315315314
2017-05-17,3.5315315315315314
2017-05-18,3.5315315315315314
2017-05-19,3.6756756756756754
2017-05-20,4.18018018018018
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,3.4594594594594597
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,3.81981981981982
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,7.207207207207207
2017-06-02,3.7477477477477477
2017-06-03,0.0
