date,obama scam
2016-12-10,17.463497453310698
2016-12-11,20.767402376910017
2016-12-12,8.495755517826826
2016-12-13,8.495755517826826
2016-12-14,0.0
2016-12-15,8.967741935483872
2016-12-16,47.198641765704586
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,17.935483870967744
2016-12-20,18.40747028862479
2016-12-21,9.439728353140918
2016-12-22,18.879456706281836
2016-12-23,0.0
2016-12-24,11.3276740237691
2016-12-25,0.0
2016-12-26,9.911714770797962
2016-12-27,9.439728353140918
2016-12-28,9.439728353140918
2016-12-29,9.439728353140918
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,8.967741935483872
2017-01-04,13.215619694397283
2017-01-05,17.935483870967744
2017-01-06,8.967741935483872
2017-01-07,9.911714770797962
2017-01-08,0.0
2017-01-09,25.487266553480477
2017-01-10,16.99151103565365
2017-01-11,21.239388794567063
2017-01-12,12.743633276740239
2017-01-13,22.183361629881155
2017-01-14,9.911714770797962
2017-01-15,9.911714770797962
2017-01-16,12.743633276740239
2017-01-17,12.743633276740239
2017-01-18,16.99151103565365
2017-01-19,21.239388794567063
2017-01-20,34.926994906621395
2017-01-21,9.911714770797962
2017-01-22,24.543293718166385
2017-01-23,16.519524617996606
2017-01-24,16.99151103565365
2017-01-25,8.495755517826826
2017-01-26,25.959252971137524
2017-01-27,17.935483870967744
2017-01-28,19.823429541595925
2017-01-29,9.911714770797962
2017-01-30,21.239388794567063
2017-01-31,25.487266553480477
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,8.495755517826826
2017-02-04,19.35144312393888
2017-02-05,0.0
2017-02-06,33.511035653650254
2017-02-07,8.495755517826826
2017-02-08,16.99151103565365
2017-02-09,8.495755517826826
2017-02-10,8.967741935483872
2017-02-11,19.823429541595925
2017-02-12,0.0
2017-02-13,25.01528013582343
2017-02-14,25.487266553480477
2017-02-15,33.9830220713073
2017-02-16,29.73514431239389
2017-02-17,8.967741935483872
2017-02-18,9.911714770797962
2017-02-19,19.823429541595925
2017-02-20,16.99151103565365
2017-02-21,16.99151103565365
2017-02-22,8.495755517826826
2017-02-23,8.495755517826826
2017-02-24,17.463497453310698
2017-02-25,19.823429541595925
2017-02-26,19.35144312393888
2017-02-27,21.239388794567063
2017-02-28,0.0
2017-03-01,12.37181663837012
2017-03-02,10.247877758913413
2017-03-03,6.371816638370119
2017-03-04,11.719864176570459
2017-03-05,0.0
2017-03-06,20.259762308998305
2017-03-07,14.259762308998303
2017-03-08,0.0
2017-03-09,6.0
2017-03-10,14.995755517826826
2017-03-11,4.955857385398981
2017-03-12,23.439728353140918
2017-03-13,10.247877758913413
2017-03-14,14.259762308998303
2017-03-15,6.0
2017-03-16,18.507640067911716
2017-03-17,4.247877758913413
2017-03-18,4.719864176570459
2017-03-19,4.719864176570459
2017-03-20,4.247877758913413
2017-03-21,10.247877758913413
2017-03-22,6.0
2017-03-23,8.495755517826826
2017-03-24,4.483870967741936
2017-03-25,7.5
2017-03-26,4.955857385398981
2017-03-27,16.24787775891341
2017-03-28,4.247877758913413
2017-03-29,10.747877758913413
2017-03-30,0.0
2017-03-31,6.5
2017-04-01,7.0
2017-04-02,15.0
2017-04-03,25.0
2017-04-04,12.0
2017-04-05,13.0
2017-04-06,25.0
2017-04-07,0.0
2017-04-08,15.0
2017-04-09,15.0
2017-04-10,38.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,15.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,12.0
2017-04-26,0.0
2017-04-27,12.0
2017-04-28,13.0
2017-04-29,15.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,25.0
2017-05-03,99.0
2017-05-04,100.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,25.0
2017-05-09,25.0
2017-05-10,12.0
2017-05-11,13.0
2017-05-12,13.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,13.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,13.0
2017-06-02,0.0
2017-06-03,15.0
