date,donald trump tie
2016-05-01,2.9692671394799053
2016-05-02,3.7115839243498816
2016-05-03,2.5981087470449173
2016-05-04,8.536643026004727
2016-05-05,7.794326241134751
2016-05-06,8.16548463356974
2016-05-07,2.9692671394799053
2016-05-08,2.9692671394799053
2016-05-09,2.5981087470449173
2016-05-10,0.0
2016-05-11,6.3096926713947985
2016-05-12,3.7115839243498816
2016-05-13,7.794326241134751
2016-05-14,0.0
2016-05-15,5.938534278959811
2016-05-16,3.7115839243498816
2016-05-17,2.5981087470449173
2016-05-18,4.825059101654846
2016-05-19,2.5981087470449173
2016-05-20,2.5981087470449173
2016-05-21,4.453900709219858
2016-05-22,2.9692671394799053
2016-05-23,2.5981087470449173
2016-05-24,2.5981087470449173
2016-05-25,2.5981087470449173
2016-05-26,5.196217494089835
2016-05-27,6.680851063829786
2016-05-28,2.9692671394799053
2016-05-29,4.453900709219858
2016-05-30,2.5981087470449173
2016-05-31,3.7115839243498816
2016-06-01,10.02127659574468
2016-06-02,4.825059101654846
2016-06-03,2.5981087470449173
2016-06-04,4.453900709219858
2016-06-05,4.453900709219858
2016-06-06,2.5981087470449173
2016-06-07,4.825059101654846
2016-06-08,4.825059101654846
2016-06-09,2.5981087470449173
2016-06-10,4.08274231678487
2016-06-11,8.907801418439716
2016-06-12,4.453900709219858
2016-06-13,7.423167848699763
2016-06-14,3.7115839243498816
2016-06-15,3.7115839243498816
2016-06-16,6.3096926713947985
2016-06-17,2.5981087470449173
2016-06-18,2.9692671394799053
2016-06-19,2.9692671394799053
2016-06-20,0.0
2016-06-21,4.825059101654846
2016-06-22,2.5981087470449173
2016-06-23,2.5981087470449173
2016-06-24,2.5981087470449173
2016-06-25,2.9692671394799053
2016-06-26,5.938534278959811
2016-06-27,2.5981087470449173
2016-06-28,5.196217494089835
2016-06-29,5.196217494089835
2016-06-30,0.0
2016-07-01,2.5981087470449173
2016-07-02,2.9692671394799053
2016-07-03,2.9692671394799053
2016-07-04,2.5981087470449173
2016-07-05,4.08274231678487
2016-07-06,6.680851063829786
2016-07-07,2.5981087470449173
2016-07-08,2.5981087470449173
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,2.5981087470449173
2016-07-12,2.5981087470449173
2016-07-13,2.5981087470449173
2016-07-14,3.7115839243498816
2016-07-15,7.794326241134751
2016-07-16,2.9692671394799053
2016-07-17,2.9692671394799053
2016-07-18,2.5981087470449173
2016-07-19,8.907801418439716
2016-07-20,5.196217494089835
2016-07-21,7.794326241134751
2016-07-22,5.196217494089835
2016-07-23,5.938534278959811
2016-07-24,0.0
2016-07-25,3.7115839243498816
2016-07-26,6.3096926713947985
2016-07-27,5.196217494089835
2016-07-28,3.7115839243498816
2016-07-29,10.763593380614656
2016-07-30,7.794326241134751
2016-07-31,5.938534278959811
2016-08-01,7.794326241134751
2016-08-02,2.5981087470449173
2016-08-03,2.5981087470449173
2016-08-04,7.794326241134751
2016-08-05,5.196217494089835
2016-08-06,7.794326241134751
2016-08-07,4.453900709219858
2016-08-08,2.5981087470449173
2016-08-09,2.5981087470449173
2016-08-10,6.3096926713947985
2016-08-11,6.680851063829786
2016-08-12,0.0
2016-08-13,5.938534278959811
2016-08-14,2.9692671394799053
2016-08-15,5.196217494089835
2016-08-16,3.7115839243498816
2016-08-17,7.794326241134751
2016-08-18,7.794326241134751
2016-08-19,2.5981087470449173
2016-08-20,11.877068557919621
2016-08-21,2.9692671394799053
2016-08-22,5.196217494089835
2016-08-23,2.5981087470449173
2016-08-24,0.0
2016-08-25,3.7115839243498816
2016-08-26,10.39243498817967
2016-08-27,2.9692671394799053
2016-08-28,0.0
2016-08-29,4.825059101654846
2016-08-30,2.5981087470449173
2016-08-31,5.196217494089835
2016-09-01,2.5981087470449173
2016-09-02,3.7115839243498816
2016-09-03,5.938534278959811
2016-09-04,2.9692671394799053
2016-09-05,2.5981087470449173
2016-09-06,2.5981087470449173
2016-09-07,4.825059101654846
2016-09-08,2.5981087470449173
2016-09-09,2.5981087470449173
2016-09-10,0.0
2016-09-11,10.02127659574468
2016-09-12,2.5981087470449173
2016-09-13,2.5981087470449173
2016-09-14,2.5981087470449173
2016-09-15,2.5981087470449173
2016-09-16,5.196217494089835
2016-09-17,2.9692671394799053
2016-09-18,2.9692671394799053
2016-09-19,2.5981087470449173
2016-09-20,5.938534278959811
2016-09-21,4.825059101654846
2016-09-22,9.650118203309692
2016-09-23,10.39243498817967
2016-09-24,2.9692671394799053
2016-09-25,5.567375886524823
2016-09-26,3.7115839243498816
2016-09-27,37.11583924349882
2016-09-28,13.361702127659573
2016-09-29,2.5981087470449173
2016-09-30,8.907801418439716
2016-10-01,3.0
2016-10-02,7.58274231678487
2016-10-03,3.5
2016-10-04,6.58274231678487
2016-10-05,6.912529550827423
2016-10-06,4.969267139479905
2016-10-07,13.36643026004728
2016-10-08,9.51063829787234
2016-10-09,10.067375886524822
2016-10-10,26.062647754137117
2016-10-11,14.23758865248227
2016-10-12,12.325059101654846
2016-10-13,8.026004728132389
2016-10-14,9.923167848699762
2016-10-15,7.783687943262411
2016-10-16,6.283687943262411
2016-10-17,5.912529550827423
2016-10-18,7.639479905437352
2016-10-19,11.58274231678487
2016-10-20,21.078014184397162
2016-10-21,12.73758865248227
2016-10-22,11.36643026004728
2016-10-23,4.283687943262411
2016-10-24,9.43853427895981
2016-10-25,9.08274231678487
2016-10-26,6.026004728132388
2016-10-27,8.881796690307329
2016-10-28,12.067375886524822
2016-10-29,16.59338061465721
2016-10-30,8.58274231678487
2016-10-31,6.969267139479905
2016-11-01,11.624113475177305
2016-11-02,9.0
2016-11-03,6.0
2016-11-04,10.0
2016-11-05,6.0
2016-11-06,7.0
2016-11-07,11.0
2016-11-08,25.0
2016-11-09,98.0
2016-11-10,42.0
2016-11-11,27.0
2016-11-12,27.0
2016-11-13,16.0
2016-11-14,17.0
2016-11-15,15.0
2016-11-16,7.0
2016-11-17,12.0
2016-11-18,10.0
2016-11-19,11.0
2016-11-20,14.0
2016-11-21,6.0
2016-11-22,12.0
2016-11-23,4.0
2016-11-24,6.0
2016-11-25,8.0
2016-11-26,4.0
2016-11-27,8.0
2016-11-28,4.0
2016-11-29,0.0
2016-11-30,8.0
2016-12-01,6.0
2016-12-02,27.0
2016-12-03,32.0
2016-12-04,21.0
2016-12-05,17.0
2016-12-06,11.0
2016-12-07,12.0
2016-12-08,7.0
2016-12-09,17.0
2016-12-10,10.0
2016-12-11,10.0
2016-12-12,6.0
2016-12-13,6.0
2016-12-14,4.0
2016-12-15,11.0
2016-12-16,6.0
2016-12-17,9.0
2016-12-18,6.0
2016-12-19,6.0
2016-12-20,0.0
2016-12-21,4.0
2016-12-22,8.0
2016-12-23,3.0
2016-12-24,8.0
2016-12-25,6.0
2016-12-26,4.0
2016-12-27,4.0
2016-12-28,13.0
2016-12-29,3.0
2016-12-30,5.0
2016-12-31,3.0
2017-01-01,8.0
2017-01-02,6.0
2017-01-03,6.0
2017-01-04,5.0
2017-01-05,8.0
2017-01-06,13.0
2017-01-07,8.0
2017-01-08,8.0
2017-01-09,6.0
2017-01-10,2.0
2017-01-11,13.0
2017-01-12,5.0
2017-01-13,2.0
2017-01-14,3.0
2017-01-15,11.0
2017-01-16,5.0
2017-01-17,4.0
2017-01-18,8.0
2017-01-19,13.0
2017-01-20,100.0
2017-01-21,80.0
2017-01-22,64.0
2017-01-23,32.0
2017-01-24,24.0
2017-01-25,20.0
2017-01-26,25.0
2017-01-27,16.0
2017-01-28,22.0
2017-01-29,17.0
2017-01-30,16.0
2017-01-31,14.0
2017-02-01,18.0
2017-02-02,30.0
2017-02-03,34.0
2017-02-04,16.0
2017-02-05,16.0
2017-02-06,15.0
2017-02-07,9.0
2017-02-08,19.0
2017-02-09,8.0
2017-02-10,16.0
2017-02-11,17.0
2017-02-12,8.0
2017-02-13,12.0
2017-02-14,6.0
2017-02-15,9.0
2017-02-16,12.0
2017-02-17,13.0
2017-02-18,9.0
2017-02-19,14.0
2017-02-20,7.0
2017-02-21,14.0
2017-02-22,9.0
2017-02-23,2.0
2017-02-24,2.0
2017-02-25,12.0
2017-02-26,9.0
2017-02-27,9.0
2017-02-28,7.0
2017-03-01,19.346034214618975
2017-03-02,7.423017107309486
2017-03-03,6.448678071539658
2017-03-04,6.308709175738725
2017-03-05,9.808709175738725
2017-03-06,21.426127527216174
2017-03-07,23.926127527216174
2017-03-08,19.240279937791602
2017-03-09,24.28615863141524
2017-03-10,16.494556765163296
2017-03-11,8.580093312597201
2017-03-12,10.503110419906687
2017-03-13,6.317262830482115
2017-03-14,5.597200622083982
2017-03-15,7.431570762052877
2017-03-16,11.63452566096423
2017-03-17,9.283048211508554
2017-03-18,8.808709175738725
2017-03-19,7.308709175738725
2017-03-20,5.325816485225506
2017-03-21,5.711508553654744
2017-03-22,5.2029548989113525
2017-03-23,12.248833592534993
2017-03-24,4.720062208398134
2017-03-25,7.783048211508554
2017-03-26,9.431570762052877
2017-03-27,4.325816485225506
2017-03-28,6.817262830482115
2017-03-29,3.834370139968896
2017-03-30,8.045878693623639
2017-03-31,6.56298600311042
2017-04-01,5.817262830482115
2017-04-02,2.702954898911353
2017-04-03,9.091757387247279
2017-04-04,13.26905132192846
2017-04-05,4.423017107309486
2017-04-06,9.091757387247279
2017-04-07,11.794712286158632
2017-04-08,10.566096423017107
2017-04-09,8.10886469673406
2017-04-10,4.668740279937792
2017-04-11,2.211508553654743
2017-04-12,6.8802488335925345
2017-04-13,3.685847589424572
2017-04-14,6.63452566096423
2017-04-15,9.583203732503888
2017-04-16,5.405909797822706
2017-04-17,3.685847589424572
2017-04-18,2.211508553654743
2017-04-19,7.863141524105754
2017-04-20,4.668740279937792
2017-04-21,4.668740279937792
2017-04-22,5.405909797822706
2017-04-23,5.1601866251944015
2017-04-24,3.4401244167962672
2017-04-25,4.423017107309486
2017-04-26,5.65163297045101
2017-04-27,4.423017107309486
2017-04-28,0.0
2017-04-29,6.63452566096423
2017-04-30,23.097978227060654
2017-05-01,19.657853810264385
2017-05-02,7.863141524105754
2017-05-03,2.211508553654743
2017-05-04,6.8802488335925345
2017-05-05,2.211508553654743
2017-05-06,5.405909797822706
2017-05-07,6.63452566096423
2017-05-08,7.863141524105754
2017-05-09,2.211508553654743
2017-05-10,5.65163297045101
2017-05-11,6.8802488335925345
2017-05-12,4.668740279937792
2017-05-13,5.405909797822706
2017-05-14,8.10886469673406
2017-05-15,3.4401244167962672
2017-05-16,4.423017107309486
2017-05-17,9.091757387247279
2017-05-18,4.423017107309486
2017-05-19,8.10886469673406
2017-05-20,13.514774494556764
2017-05-21,9.337480559875583
2017-05-22,2.211508553654743
2017-05-23,6.8802488335925345
2017-05-24,4.668740279937792
2017-05-25,7.12597200622084
2017-05-26,7.61741835147745
2017-05-27,4.177293934681182
2017-05-28,5.405909797822706
2017-05-29,2.457231726283048
2017-05-30,5.65163297045101
2017-05-31,6.8802488335925345
2017-06-01,4.668740279937792
2017-06-02,8.354587869362364
2017-06-03,8.10886469673406
