date,hackers
2016-11-29,38.098503740648376
2016-11-30,38.94513715710723
2016-12-01,44.02493765586035
2016-12-02,38.098503740648376
2016-12-03,39.79177057356608
2016-12-04,45.71820448877805
2016-12-05,35.55860349127182
2016-12-06,41.48503740648379
2016-12-07,36.40523690773067
2016-12-08,42.33167082294264
2016-12-09,44.02493765586035
2016-12-10,55.87780548628429
2016-12-11,60.957605985037404
2016-12-12,84.66334164588528
2016-12-13,55.03117206982543
2016-12-14,61.804239401496254
2016-12-15,54.18453865336658
2016-12-16,75.3503740648379
2016-12-17,60.957605985037404
2016-12-18,44.02493765586035
2016-12-19,48.25810473815461
2016-12-20,46.56483790523691
2016-12-21,41.48503740648379
2016-12-22,37.251870324189525
2016-12-23,39.79177057356608
2016-12-24,40.63840399002493
2016-12-25,32.17206982543641
2016-12-26,36.40523690773067
2016-12-27,38.098503740648376
2016-12-28,46.56483790523691
2016-12-29,51.64463840399002
2016-12-30,50.79800498753117
2016-12-31,56.72443890274314
2017-01-01,48.25810473815461
2017-01-02,49.951371571072315
2017-01-03,50.79800498753117
2017-01-04,43.17830423940149
2017-01-05,42.33167082294264
2017-01-06,60.11097256857855
2017-01-07,55.03117206982543
2017-01-08,43.17830423940149
2017-01-09,38.94513715710723
2017-01-10,45.71820448877805
2017-01-11,50.79800498753117
2017-01-12,39.79177057356608
2017-01-13,52.49127182044887
2017-01-14,42.33167082294264
2017-01-15,39.79177057356608
2017-01-16,39.79177057356608
2017-01-17,40.63840399002493
2017-01-18,42.33167082294264
2017-01-19,38.098503740648376
2017-01-20,44.02493765586035
2017-01-21,38.098503740648376
2017-01-22,41.48503740648379
2017-01-23,45.71820448877805
2017-01-24,57.57107231920199
2017-01-25,41.48503740648379
2017-01-26,38.94513715710723
2017-01-27,39.79177057356608
2017-01-28,43.17830423940149
2017-01-29,44.02493765586035
2017-01-30,42.33167082294264
2017-01-31,40.63840399002493
2017-02-01,47.41147132169576
2017-02-02,42.33167082294264
2017-02-03,38.098503740648376
2017-02-04,40.63840399002493
2017-02-05,38.098503740648376
2017-02-06,37.251870324189525
2017-02-07,39.79177057356608
2017-02-08,38.94513715710723
2017-02-09,39.79177057356608
2017-02-10,33.01870324189526
2017-02-11,40.63840399002493
2017-02-12,44.02493765586035
2017-02-13,37.251870324189525
2017-02-14,38.098503740648376
2017-02-15,38.098503740648376
2017-02-16,37.251870324189525
2017-02-17,39.79177057356608
2017-02-18,48.25810473815461
2017-02-19,43.17830423940149
2017-02-20,35.55860349127182
2017-02-21,39.79177057356608
2017-02-22,43.17830423940149
2017-02-23,38.94513715710723
2017-02-24,39.79177057356608
2017-02-25,50.79800498753117
2017-02-26,41.48503740648379
2017-02-27,37.251870324189525
2017-02-28,38.098503740648376
2017-03-01,34.779301745635905
2017-03-02,37.62593516209476
2017-03-03,37.549251870324184
2017-03-04,42.16583541147132
2017-03-05,39.81920199501246
2017-03-06,39.39588528678304
2017-03-07,39.47256857855362
2017-03-08,52.592269326683294
2017-03-09,42.16583541147132
2017-03-10,39.97256857855362
2017-03-11,38.89588528678304
2017-03-12,46.78241895261846
2017-03-13,39.202618453865334
2017-03-14,41.16583541147132
2017-03-15,53.015586034912715
2017-03-16,55.515586034912715
2017-03-17,47.20573566084788
2017-03-18,46.51246882793018
2017-03-19,39.202618453865334
2017-03-20,46.78241895261846
2017-03-21,43.08915211970074
2017-03-22,46.1290523690773
2017-03-23,44.51246882793018
2017-03-24,43.9357855361596
2017-03-25,41.16583541147132
2017-03-26,42.81920199501246
2017-03-27,38.89588528678304
2017-03-28,40.31920199501246
2017-03-29,34.509351620947626
2017-03-30,42.7425187032419
2017-03-31,38.47256857855362
2017-04-01,41.58915211970074
2017-04-02,42.0
2017-04-03,40.0
2017-04-04,41.0
2017-04-05,42.0
2017-04-06,41.0
2017-04-07,41.0
2017-04-08,39.0
2017-04-09,45.0
2017-04-10,45.0
2017-04-11,40.0
2017-04-12,40.0
2017-04-13,41.0
2017-04-14,49.0
2017-04-15,42.0
2017-04-16,45.0
2017-04-17,47.0
2017-04-18,41.0
2017-04-19,41.0
2017-04-20,40.0
2017-04-21,43.0
2017-04-22,38.0
2017-04-23,40.0
2017-04-24,39.0
2017-04-25,40.0
2017-04-26,37.0
2017-04-27,37.0
2017-04-28,40.0
2017-04-29,40.0
2017-04-30,48.0
2017-05-01,50.0
2017-05-02,40.0
2017-05-03,41.0
2017-05-04,40.0
2017-05-05,36.0
2017-05-06,43.0
2017-05-07,43.0
2017-05-08,41.0
2017-05-09,38.0
2017-05-10,41.0
2017-05-11,38.0
2017-05-12,83.0
2017-05-13,100.0
2017-05-14,65.0
2017-05-15,86.0
2017-05-16,100.0
2017-05-17,65.0
2017-05-18,54.0
2017-05-19,44.0
2017-05-20,43.0
2017-05-21,45.0
2017-05-22,40.0
2017-05-23,44.0
2017-05-24,41.0
2017-05-25,41.0
2017-05-26,41.0
2017-05-27,41.0
2017-05-28,40.0
2017-05-29,41.0
2017-05-30,40.0
2017-05-31,36.0
2017-06-01,45.0
2017-06-02,40.0
2017-06-03,38.0
