date,trump suit
2016-05-01,1.620799052349481
2016-05-02,4.3221308062652835
2016-05-03,2.7013317539158024
2016-05-04,12.966392418795849
2016-05-05,7.023462560181085
2016-05-06,2.9714649293073823
2016-05-07,5.672796683223185
2016-05-08,4.862397157048444
2016-05-09,2.1610654031326417
2016-05-10,6.753329384789505
2016-05-11,4.051997630873703
2016-05-12,2.1610654031326417
2016-05-13,2.1610654031326417
2016-05-14,0.8103995261747405
2016-05-15,4.051997630873703
2016-05-16,7.563728910964246
2016-05-17,8.103995261747405
2016-05-18,2.7013317539158024
2016-05-19,3.5117312800905425
2016-05-20,3.5117312800905425
2016-05-21,1.620799052349481
2016-05-22,0.8103995261747405
2016-05-23,2.1610654031326417
2016-05-24,2.7013317539158024
2016-05-25,4.051997630873703
2016-05-26,3.5117312800905425
2016-05-27,4.3221308062652835
2016-05-28,3.241598104698962
2016-05-29,3.241598104698962
2016-05-30,1.3506658769579012
2016-05-31,2.1610654031326417
2016-06-01,6.213063034006345
2016-06-02,4.3221308062652835
2016-06-03,5.672796683223185
2016-06-04,4.051997630873703
2016-06-05,8.914394787922147
2016-06-06,3.5117312800905425
2016-06-07,7.563728910964246
2016-06-08,12.69625924340427
2016-06-09,2.7013317539158024
2016-06-10,2.9714649293073823
2016-06-11,5.672796683223185
2016-06-12,5.672796683223185
2016-06-13,4.862397157048444
2016-06-14,4.051997630873703
2016-06-15,2.7013317539158024
2016-06-16,3.5117312800905425
2016-06-17,5.132530332440024
2016-06-18,3.241598104698962
2016-06-19,1.620799052349481
2016-06-20,3.5117312800905425
2016-06-21,4.051997630873703
2016-06-22,5.672796683223185
2016-06-23,6.213063034006345
2016-06-24,2.9714649293073823
2016-06-25,2.431198578524222
2016-06-26,4.051997630873703
2016-06-27,3.5117312800905425
2016-06-28,2.1610654031326417
2016-06-29,2.7013317539158024
2016-06-30,2.9714649293073823
2016-07-01,2.9714649293073823
2016-07-02,2.431198578524222
2016-07-03,4.3221308062652835
2016-07-04,1.620799052349481
2016-07-05,1.3506658769579012
2016-07-06,6.483196209397924
2016-07-07,0.8103995261747405
2016-07-08,3.781864455482123
2016-07-09,2.431198578524222
2016-07-10,3.241598104698962
2016-07-11,1.3506658769579012
2016-07-12,2.7013317539158024
2016-07-13,5.672796683223185
2016-07-14,3.5117312800905425
2016-07-15,8.644261612530567
2016-07-16,3.241598104698962
2016-07-17,4.3221308062652835
2016-07-18,6.213063034006345
2016-07-19,17.828789575844294
2016-07-20,13.50665876957901
2016-07-21,15.127457821928491
2016-07-22,25.662651662200123
2016-07-23,13.23652559418743
2016-07-24,15.667724172711651
2016-07-25,8.374128437138987
2016-07-26,6.213063034006345
2016-07-27,7.023462560181085
2016-07-28,7.023462560181085
2016-07-29,9.724794314096888
2016-07-30,9.184527963313727
2016-07-31,3.241598104698962
2016-08-01,7.8338620863558255
2016-08-02,11.34559336644637
2016-08-03,15.667724172711651
2016-08-04,5.672796683223185
2016-08-05,5.132530332440024
2016-08-06,5.132530332440024
2016-08-07,2.431198578524222
2016-08-08,2.7013317539158024
2016-08-09,4.3221308062652835
2016-08-10,4.862397157048444
2016-08-11,4.3221308062652835
2016-08-12,2.1610654031326417
2016-08-13,7.563728910964246
2016-08-14,3.241598104698962
2016-08-15,1.3506658769579012
2016-08-16,5.672796683223185
2016-08-17,6.213063034006345
2016-08-18,6.213063034006345
2016-08-19,5.9429298586147645
2016-08-20,5.672796683223185
2016-08-21,3.241598104698962
2016-08-22,3.5117312800905425
