date,trump suit
2016-08-23,7.8338620863558255
2016-08-24,4.862397157048444
2016-08-25,4.3221308062652835
2016-08-26,2.9714649293073823
2016-08-27,9.724794314096888
2016-08-28,3.241598104698962
2016-08-29,4.862397157048444
2016-08-30,3.5117312800905425
2016-08-31,1.8909322277410614
2016-09-01,3.5117312800905425
2016-09-02,4.862397157048444
2016-09-03,3.241598104698962
2016-09-04,4.862397157048444
2016-09-05,0.8103995261747405
2016-09-06,3.5117312800905425
2016-09-07,4.051997630873703
2016-09-08,1.3506658769579012
2016-09-09,3.5117312800905425
2016-09-10,2.431198578524222
2016-09-11,2.431198578524222
2016-09-12,4.862397157048444
2016-09-13,4.051997630873703
2016-09-14,4.051997630873703
2016-09-15,4.862397157048444
2016-09-16,2.1610654031326417
2016-09-17,9.454661138705308
2016-09-18,4.592263981656863
2016-09-19,2.7013317539158024
2016-09-20,5.402663507831605
2016-09-21,4.862397157048444
2016-09-22,4.051997630873703
2016-09-23,6.213063034006345
2016-09-24,4.592263981656863
2016-09-25,0.8103995261747405
2016-09-26,5.402663507831605
2016-09-27,24.31198578524222
2016-09-28,5.9429298586147645
2016-09-29,10.80532701566321
2016-09-30,12.69625924340427
2016-10-01,7.3905833093879565
2016-10-02,6.580183783213215
2016-10-03,8.262169627097176
2016-10-04,8.850929764787981
2016-10-05,6.972690541673752
2016-10-06,4.824318143167944
2016-10-07,7.512956892456914
2016-10-08,17.83692611727175
2016-10-09,19.17489898960282
2016-10-10,27.41168260744633
2016-10-11,20.329311487330454
2016-10-12,13.749127704117235
2016-10-13,22.391111085048117
2016-10-14,13.945381083347504
2016-10-15,9.256129527875352
2016-10-16,11.73582189330722
2016-10-17,6.039917432430054
2016-10-18,9.31731631940983
2016-10-19,9.256129527875352
2016-10-20,26.565482298990776
2016-10-21,13.749127704117235
2016-10-22,7.892770646290617
2016-10-23,11.417194931007993
2016-10-24,9.465075911732454
2016-10-25,12.34996804025169
2016-10-26,13.43050074181801
2016-10-27,10.140408850211404
2016-10-28,11.208248547150893
2016-10-29,8.17559682630903
2016-10-30,11.61344831023826
2016-10-31,9.194942736340874
2016-11-01,11.06048895482827
2016-11-02,15.857142857142858
2016-11-03,11.193277310924369
2016-11-04,14.92436974789916
2016-11-05,17.722689075630253
2016-11-06,15.857142857142858
2016-11-07,11.193277310924369
2016-11-08,65.29411764705883
2016-11-09,70.89075630252101
2016-11-10,53.168067226890756
2016-11-11,39.1764705882353
2016-11-12,24.252100840336134
2016-11-13,28.915966386554622
2016-11-14,18.65546218487395
2016-11-15,18.65546218487395
2016-11-16,18.65546218487395
2016-11-17,15.857142857142858
2016-11-18,19.58823529411765
2016-11-19,19.58823529411765
2016-11-20,17.722689075630253
2016-11-21,11.193277310924369
2016-11-22,13.991596638655462
2016-11-23,6.529411764705882
2016-11-24,5.5966386554621845
2016-11-25,5.5966386554621845
2016-11-26,3.73109243697479
2016-11-27,3.73109243697479
2016-11-28,4.663865546218488
2016-11-29,5.5966386554621845
2016-11-30,4.663865546218488
2016-12-01,3.73109243697479
2016-12-02,8.394957983193278
2016-12-03,4.663865546218488
2016-12-04,6.529411764705882
2016-12-05,5.5966386554621845
2016-12-06,4.663865546218488
2016-12-07,6.529411764705882
2016-12-08,4.663865546218488
2016-12-09,5.5966386554621845
2016-12-10,4.663865546218488
2016-12-11,7.46218487394958
2016-12-12,6.529411764705882
2016-12-13,5.5966386554621845
2016-12-14,3.73109243697479
2016-12-15,10.260504201680673
2016-12-16,3.73109243697479
2016-12-17,6.529411764705882
2016-12-18,4.663865546218488
2016-12-19,4.663865546218488
2016-12-20,3.73109243697479
2016-12-21,4.663865546218488
2016-12-22,3.73109243697479
2016-12-23,10.260504201680673
2016-12-24,5.5966386554621845
2016-12-25,3.73109243697479
2016-12-26,2.7983193277310923
2016-12-27,2.7983193277310923
2016-12-28,2.7983193277310923
2016-12-29,5.5966386554621845
2016-12-30,1.865546218487395
2016-12-31,4.663865546218488
2017-01-01,4.663865546218488
2017-01-02,2.7983193277310923
2017-01-03,2.7983193277310923
2017-01-04,2.7983193277310923
2017-01-05,5.5966386554621845
2017-01-06,5.5966386554621845
2017-01-07,5.5966386554621845
2017-01-08,4.663865546218488
2017-01-09,3.73109243697479
2017-01-10,4.663865546218488
2017-01-11,8.394957983193278
2017-01-12,6.529411764705882
2017-01-13,5.5966386554621845
2017-01-14,8.394957983193278
2017-01-15,5.5966386554621845
2017-01-16,6.529411764705882
2017-01-17,17.722689075630253
2017-01-18,15.857142857142858
2017-01-19,12.126050420168067
2017-01-20,93.27731092436974
2017-01-21,82.08403361344538
2017-01-22,37.3109243697479
2017-01-23,47.57142857142857
2017-01-24,30.781512605042018
2017-01-25,24.252100840336134
2017-01-26,19.58823529411765
2017-01-27,21.453781512605044
2017-01-28,25.18487394957983
2017-01-29,16.789915966386555
2017-01-30,17.722689075630253
2017-01-31,15.857142857142858
2017-02-01,18.65546218487395
2017-02-02,16.789915966386555
2017-02-03,14.92436974789916
2017-02-04,14.92436974789916
2017-02-05,13.058823529411764
2017-02-06,9.327731092436975
2017-02-07,18.65546218487395
2017-02-08,19.58823529411765
2017-02-09,13.991596638655462
2017-02-10,18.65546218487395
2017-02-11,13.058823529411764
2017-02-12,11.193277310924369
2017-02-13,12.126050420168067
2017-02-14,9.327731092436975
2017-02-15,9.327731092436975
2017-02-16,7.46218487394958
2017-02-17,9.327731092436975
2017-02-18,12.126050420168067
2017-02-19,8.394957983193278
2017-02-20,5.5966386554621845
2017-02-21,8.394957983193278
2017-02-22,8.394957983193278
2017-02-23,7.46218487394958
2017-02-24,6.529411764705882
2017-02-25,4.663865546218488
2017-02-26,5.5966386554621845
2017-02-27,5.5966386554621845
2017-02-28,7.46218487394958
2017-03-01,20.726890756302524
2017-03-02,12.529411764705882
2017-03-03,9.163865546218489
2017-03-04,9.663865546218489
2017-03-05,11.130252100840337
2017-03-06,5.73109243697479
2017-03-07,9.163865546218489
2017-03-08,4.798319327731092
2017-03-09,8.663865546218489
2017-03-10,7.764705882352941
2017-03-11,5.831932773109244
2017-03-12,5.831932773109244
2017-03-13,4.831932773109244
2017-03-14,2.399159663865546
2017-03-15,5.831932773109244
2017-03-16,4.331932773109244
2017-03-17,4.798319327731092
2017-03-18,5.798319327731092
2017-03-19,5.798319327731092
2017-03-20,5.331932773109244
2017-03-21,8.23109243697479
2017-03-22,5.331932773109244
2017-03-23,6.264705882352941
2017-03-24,5.331932773109244
2017-03-25,6.264705882352941
2017-03-26,5.298319327731092
2017-03-27,4.798319327731092
2017-03-28,5.298319327731092
2017-03-29,6.764705882352941
2017-03-30,6.764705882352941
2017-03-31,4.331932773109244
2017-04-01,7.197478991596639
2017-04-02,6.0
2017-04-03,7.0
2017-04-04,4.0
2017-04-05,7.0
2017-04-06,8.0
2017-04-07,8.0
2017-04-08,2.0
2017-04-09,3.0
2017-04-10,4.0
2017-04-11,3.0
2017-04-12,100.0
2017-04-13,8.0
2017-04-14,5.0
2017-04-15,5.0
2017-04-16,4.0
2017-04-17,4.0
2017-04-18,3.0
2017-04-19,5.0
2017-04-20,4.0
2017-04-21,4.0
2017-04-22,3.0
2017-04-23,4.0
2017-04-24,2.0
2017-04-25,6.0
2017-04-26,5.0
2017-04-27,3.0
2017-04-28,5.0
2017-04-29,5.0
2017-04-30,5.0
2017-05-01,4.0
2017-05-02,4.0
2017-05-03,4.0
2017-05-04,3.0
2017-05-05,4.0
2017-05-06,4.0
2017-05-07,5.0
2017-05-08,3.0
2017-05-09,3.0
2017-05-10,4.0
2017-05-11,6.0
2017-05-12,4.0
2017-05-13,4.0
2017-05-14,5.0
2017-05-15,6.0
2017-05-16,5.0
2017-05-17,5.0
2017-05-18,6.0
2017-05-19,6.0
2017-05-20,7.0
2017-05-21,8.0
2017-05-22,9.0
2017-05-23,4.0
2017-05-24,4.0
2017-05-25,9.0
2017-05-26,7.0
2017-05-27,6.0
2017-05-28,7.0
2017-05-29,7.0
2017-05-30,3.0
2017-05-31,6.0
2017-06-01,7.0
2017-06-02,5.0
2017-06-03,6.0
