date,voter fraud
2016-09-20,4.0010405827263265
2016-09-21,2.400624349635796
2016-09-22,2.400624349635796
2016-09-23,2.400624349635796
2016-09-24,2.400624349635796
2016-09-25,3.2008324661810614
2016-09-26,3.2008324661810614
2016-09-27,3.2008324661810614
2016-09-28,2.400624349635796
2016-09-29,4.801248699271592
2016-09-30,8.802289281997918
2016-10-01,9.40114464099896
2016-10-02,7.100936524453694
2016-10-03,6.300728407908428
2016-10-04,7.100936524453694
2016-10-05,7.600936524453694
2016-10-06,11.101456815816857
2016-10-07,12.50156087408949
2016-10-08,5.800728407908428
2016-10-09,2.600416233090531
2016-10-10,4.900624349635796
2016-10-11,11.50156087408949
2016-10-12,17.902185223725287
2016-10-13,12.801768990634756
2016-10-14,8.40114464099896
2016-10-15,11.101456815816857
2016-10-16,17.702393340270554
2016-10-17,31.40426638917794
2016-10-18,68.40894901144641
2016-10-19,66.20863683662851
2016-10-20,81.01040582726327
2016-10-21,33.30437044745057
2016-10-22,25.303329864724247
2016-10-23,19.602497398543186
2016-10-24,22.30280957336108
2016-10-25,40.70551508844953
2016-10-26,42.70551508844953
2016-10-27,32.90426638917794
2016-10-28,26.20343392299688
2016-10-29,41.3054110301769
2016-10-30,44.20551508844953
2016-10-31,20.002601456815817
2016-11-01,19.602497398543186
2016-11-02,22.0
2016-11-03,21.0
2016-11-04,19.0
2016-11-05,27.0
2016-11-06,24.0
2016-11-07,27.0
2016-11-08,75.0
2016-11-09,44.0
2016-11-10,18.0
2016-11-11,12.0
2016-11-12,7.0
2016-11-13,5.0
2016-11-14,8.0
2016-11-15,8.0
2016-11-16,9.0
2016-11-17,9.0
2016-11-18,5.0
2016-11-19,6.0
2016-11-20,6.0
2016-11-21,6.0
2016-11-22,6.0
2016-11-23,24.0
2016-11-24,12.0
2016-11-25,8.0
2016-11-26,14.0
2016-11-27,15.0
2016-11-28,37.0
2016-11-29,20.0
2016-11-30,10.0
2016-12-01,12.0
2016-12-02,11.0
2016-12-03,8.0
2016-12-04,11.0
2016-12-05,8.0
2016-12-06,11.0
2016-12-07,13.0
2016-12-08,9.0
2016-12-09,12.0
2016-12-10,12.0
2016-12-11,12.0
2016-12-12,8.0
2016-12-13,5.0
2016-12-14,13.0
2016-12-15,19.0
2016-12-16,9.0
2016-12-17,6.0
2016-12-18,5.0
2016-12-19,5.0
2016-12-20,4.0
2016-12-21,5.0
2016-12-22,3.0
2016-12-23,3.0
2016-12-24,2.0
2016-12-25,1.0
2016-12-26,1.0
2016-12-27,3.0
2016-12-28,2.0
2016-12-29,1.0
2016-12-30,1.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,1.0
2017-01-06,1.0
2017-01-07,1.0
2017-01-08,1.0
2017-01-09,2.0
2017-01-10,3.0
2017-01-11,2.0
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,1.0
2017-01-18,2.0
2017-01-19,2.0
2017-01-20,1.0
2017-01-21,2.0
2017-01-22,2.0
2017-01-23,1.0
2017-01-24,27.0
2017-01-25,100.0
2017-01-26,77.0
2017-01-27,53.0
2017-01-28,35.0
2017-01-29,17.0
2017-01-30,13.0
2017-01-31,14.0
2017-02-01,7.0
2017-02-02,6.0
2017-02-03,7.0
2017-02-04,5.0
2017-02-05,6.0
2017-02-06,6.0
2017-02-07,5.0
2017-02-08,6.0
2017-02-09,7.0
2017-02-10,6.0
2017-02-11,17.0
2017-02-12,46.0
2017-02-13,30.0
2017-02-14,12.0
2017-02-15,8.0
2017-02-16,7.0
2017-02-17,5.0
2017-02-18,3.0
2017-02-19,5.0
2017-02-20,3.0
2017-02-21,3.0
2017-02-22,4.0
2017-02-23,3.0
2017-02-24,2.0
2017-02-25,2.0
2017-02-26,2.0
2017-02-27,2.0
2017-02-28,4.0
2017-03-01,1.7876923076923077
2017-03-02,2.083076923076923
2017-03-03,2.2800000000000002
2017-03-04,1.7876923076923077
2017-03-05,2.1815384615384614
2017-03-06,2.476923076923077
2017-03-07,1.9846153846153847
2017-03-08,1.689230769230769
2017-03-09,2.1815384615384614
2017-03-10,2.1815384615384614
2017-03-11,1.3861538461538463
2017-03-12,1.4846153846153847
2017-03-13,3.476923076923077
2017-03-14,2.4846153846153847
2017-03-15,1.9846153846153847
2017-03-16,1.5907692307692307
2017-03-17,1.0907692307692307
2017-03-18,0.7953846153846154
2017-03-19,1.2876923076923077
2017-03-20,1.0907692307692307
2017-03-21,1.5907692307692307
2017-03-22,8.135384615384616
2017-03-23,5.363076923076923
2017-03-24,1.8861538461538463
2017-03-25,0.9923076923076923
2017-03-26,0.39384615384615385
2017-03-27,0.9923076923076923
2017-03-28,1.689230769230769
2017-03-29,1.189230769230769
2017-03-30,1.3861538461538463
2017-03-31,1.9846153846153847
2017-04-01,1.0907692307692307
2017-04-02,1.1815384615384614
2017-04-03,1.5753846153846154
2017-04-04,1.1815384615384614
2017-04-05,1.1815384615384614
2017-04-06,1.3784615384615384
2017-04-07,1.1815384615384614
2017-04-08,0.19692307692307692
2017-04-09,0.7876923076923077
2017-04-10,1.1815384615384614
2017-04-11,0.7876923076923077
2017-04-12,1.1815384615384614
2017-04-13,0.9846153846153847
2017-04-14,0.7876923076923077
2017-04-15,3.1507692307692308
2017-04-16,0.7876923076923077
2017-04-17,1.3784615384615384
2017-04-18,2.363076923076923
2017-04-19,1.3784615384615384
2017-04-20,1.3784615384615384
2017-04-21,1.5753846153846154
2017-04-22,1.3784615384615384
2017-04-23,0.7876923076923077
2017-04-24,1.5753846153846154
2017-04-25,1.1815384615384614
2017-04-26,2.166153846153846
2017-04-27,1.1815384615384614
2017-04-28,0.7876923076923077
2017-04-29,0.7876923076923077
2017-04-30,0.7876923076923077
2017-05-01,0.5907692307692307
2017-05-02,0.5907692307692307
2017-05-03,0.9846153846153847
2017-05-04,0.9846153846153847
2017-05-05,0.5907692307692307
2017-05-06,0.5907692307692307
2017-05-07,1.5753846153846154
2017-05-08,1.7723076923076924
2017-05-09,1.5753846153846154
2017-05-10,0.9846153846153847
2017-05-11,19.692307692307693
2017-05-12,7.876923076923077
2017-05-13,3.5446153846153847
2017-05-14,1.5753846153846154
2017-05-15,3.7415384615384615
2017-05-16,1.9692307692307693
2017-05-17,2.756923076923077
2017-05-18,1.9692307692307693
2017-05-19,1.7723076923076924
2017-05-20,1.9692307692307693
2017-05-21,0.7876923076923077
2017-05-22,1.3784615384615384
2017-05-23,1.3784615384615384
2017-05-24,1.3784615384615384
2017-05-25,1.1815384615384614
2017-05-26,1.3784615384615384
2017-05-27,1.1815384615384614
2017-05-28,1.7723076923076924
2017-05-29,1.5753846153846154
2017-05-30,1.9692307692307693
2017-05-31,3.5446153846153847
2017-06-01,2.56
2017-06-02,2.166153846153846
2017-06-03,1.3784615384615384
