date,voter fraud
2016-05-01,1.6004162330905307
2016-05-02,2.400624349635796
2016-05-03,2.400624349635796
2016-05-04,3.2008324661810614
2016-05-05,2.400624349635796
2016-05-06,2.400624349635796
2016-05-07,1.6004162330905307
2016-05-08,0.8002081165452654
2016-05-09,1.6004162330905307
2016-05-10,2.400624349635796
2016-05-11,1.6004162330905307
2016-05-12,0.8002081165452654
2016-05-13,0.8002081165452654
2016-05-14,1.6004162330905307
2016-05-15,0.8002081165452654
2016-05-16,1.6004162330905307
2016-05-17,2.400624349635796
2016-05-18,5.601456815816857
2016-05-19,1.6004162330905307
2016-05-20,1.6004162330905307
2016-05-21,1.6004162330905307
2016-05-22,0.8002081165452654
2016-05-23,0.8002081165452654
2016-05-24,1.6004162330905307
2016-05-25,2.400624349635796
2016-05-26,1.6004162330905307
2016-05-27,0.0
2016-05-28,0.8002081165452654
2016-05-29,0.8002081165452654
2016-05-30,0.8002081165452654
2016-05-31,1.6004162330905307
2016-06-01,1.6004162330905307
2016-06-02,1.6004162330905307
2016-06-03,0.8002081165452654
2016-06-04,0.8002081165452654
2016-06-05,0.8002081165452654
2016-06-06,1.6004162330905307
2016-06-07,4.0010405827263265
2016-06-08,7.201873048907388
2016-06-09,11.202913631633715
2016-06-10,8.002081165452653
2016-06-11,4.0010405827263265
2016-06-12,4.801248699271592
2016-06-13,4.0010405827263265
2016-06-14,4.0010405827263265
2016-06-15,4.801248699271592
2016-06-16,2.400624349635796
2016-06-17,3.2008324661810614
2016-06-18,1.6004162330905307
2016-06-19,1.6004162330905307
2016-06-20,1.6004162330905307
2016-06-21,2.400624349635796
2016-06-22,2.400624349635796
2016-06-23,2.400624349635796
2016-06-24,3.2008324661810614
2016-06-25,1.6004162330905307
2016-06-26,0.8002081165452654
2016-06-27,1.6004162330905307
2016-06-28,0.8002081165452654
2016-06-29,1.6004162330905307
2016-06-30,1.6004162330905307
2016-07-01,1.6004162330905307
2016-07-02,1.6004162330905307
2016-07-03,0.8002081165452654
2016-07-04,0.8002081165452654
2016-07-05,0.8002081165452654
2016-07-06,0.8002081165452654
2016-07-07,1.6004162330905307
2016-07-08,1.6004162330905307
2016-07-09,0.8002081165452654
2016-07-10,0.8002081165452654
2016-07-11,0.8002081165452654
2016-07-12,1.6004162330905307
2016-07-13,0.8002081165452654
2016-07-14,1.6004162330905307
2016-07-15,0.8002081165452654
2016-07-16,0.8002081165452654
2016-07-17,0.8002081165452654
2016-07-18,0.8002081165452654
2016-07-19,1.6004162330905307
2016-07-20,2.400624349635796
2016-07-21,2.400624349635796
2016-07-22,1.6004162330905307
2016-07-23,2.400624349635796
2016-07-24,3.2008324661810614
2016-07-25,4.0010405827263265
2016-07-26,3.2008324661810614
2016-07-27,4.0010405827263265
2016-07-28,4.801248699271592
2016-07-29,8.802289281997918
2016-07-30,12.803329864724246
2016-07-31,5.601456815816857
2016-08-01,6.401664932362123
2016-08-02,6.401664932362123
2016-08-03,8.802289281997918
2016-08-04,8.802289281997918
2016-08-05,4.801248699271592
2016-08-06,5.601456815816857
2016-08-07,5.601456815816857
2016-08-08,4.0010405827263265
2016-08-09,4.801248699271592
2016-08-10,4.0010405827263265
2016-08-11,3.2008324661810614
2016-08-12,2.400624349635796
2016-08-13,7.201873048907388
2016-08-14,7.201873048907388
2016-08-15,4.801248699271592
2016-08-16,4.801248699271592
2016-08-17,4.801248699271592
2016-08-18,2.400624349635796
2016-08-19,3.2008324661810614
2016-08-20,1.6004162330905307
2016-08-21,4.0010405827263265
2016-08-22,6.401664932362123
2016-08-23,6.401664932362123
2016-08-24,4.0010405827263265
2016-08-25,4.0010405827263265
2016-08-26,6.401664932362123
2016-08-27,4.801248699271592
2016-08-28,2.400624349635796
2016-08-29,2.400624349635796
2016-08-30,1.6004162330905307
2016-08-31,3.2008324661810614
2016-09-01,3.2008324661810614
2016-09-02,2.400624349635796
2016-09-03,1.6004162330905307
2016-09-04,1.6004162330905307
2016-09-05,2.400624349635796
2016-09-06,0.8002081165452654
2016-09-07,1.6004162330905307
2016-09-08,1.6004162330905307
2016-09-09,2.400624349635796
2016-09-10,2.400624349635796
2016-09-11,2.400624349635796
2016-09-12,3.2008324661810614
2016-09-13,2.400624349635796
2016-09-14,2.400624349635796
2016-09-15,2.400624349635796
2016-09-16,2.400624349635796
2016-09-17,2.400624349635796
2016-09-18,1.6004162330905307
2016-09-19,1.6004162330905307
