date,trump crook
2016-11-21,8.0
2016-11-22,0.0
2016-11-23,21.0
2016-11-24,17.0
2016-11-25,13.0
2016-11-26,9.0
2016-11-27,9.0
2016-11-28,8.0
2016-11-29,0.0
2016-11-30,12.0
2016-12-01,0.0
2016-12-02,9.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,8.0
2016-12-07,0.0
2016-12-08,9.0
2016-12-09,0.0
2016-12-10,11.0
2016-12-11,10.0
2016-12-12,0.0
2016-12-13,16.0
2016-12-14,8.0
2016-12-15,8.0
2016-12-16,26.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,17.0
2016-12-20,0.0
2016-12-21,9.0
2016-12-22,9.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,9.0
2016-12-27,9.0
2016-12-28,13.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,10.0
2017-01-01,10.0
2017-01-02,9.0
2017-01-03,8.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,28.0
2017-01-08,9.0
2017-01-09,16.0
2017-01-10,0.0
2017-01-11,8.0
2017-01-12,16.0
2017-01-13,17.0
2017-01-14,9.0
2017-01-15,18.0
2017-01-16,8.0
2017-01-17,8.0
2017-01-18,0.0
2017-01-19,8.0
2017-01-20,8.0
2017-01-21,28.0
2017-01-22,0.0
2017-01-23,8.0
2017-01-24,24.0
2017-01-25,12.0
2017-01-26,8.0
2017-01-27,0.0
2017-01-28,10.0
2017-01-29,9.0
2017-01-30,12.0
2017-01-31,24.0
2017-02-01,16.0
2017-02-02,0.0
2017-02-03,8.0
2017-02-04,9.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,8.0
2017-02-08,24.0
2017-02-09,0.0
2017-02-10,8.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,12.0
2017-02-15,8.0
2017-02-16,48.0
2017-02-17,8.0
2017-02-18,19.0
2017-02-19,18.0
2017-02-20,16.0
2017-02-21,0.0
2017-02-22,12.0
2017-02-23,8.0
2017-02-24,17.0
2017-02-25,9.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,33.0
2017-03-01,17.361832061068704
2017-03-02,19.132824427480916
2017-03-03,13.80763358778626
2017-03-04,4.5
2017-03-05,5.349618320610687
2017-03-06,0.0
2017-03-07,12.680916030534352
2017-03-08,10.680916030534352
2017-03-09,11.132824427480916
2017-03-10,13.80763358778626
2017-03-11,4.5
2017-03-12,9.849618320610688
2017-03-13,0.0
2017-03-14,13.361832061068702
2017-03-15,8.680916030534352
2017-03-16,8.0
2017-03-17,8.90381679389313
2017-03-18,0.0
2017-03-19,9.849618320610688
2017-03-20,13.132824427480916
2017-03-21,8.0
2017-03-22,8.680916030534352
2017-03-23,4.680916030534351
2017-03-24,8.90381679389313
2017-03-25,10.072519083969466
2017-03-26,10.072519083969466
2017-03-27,10.909923664122136
2017-03-28,10.909923664122136
2017-03-29,13.132824427480916
2017-03-30,8.90381679389313
2017-03-31,8.5
2017-04-01,4.5
2017-04-02,11.145038167938932
2017-04-03,9.361832061068702
2017-04-04,0.0
2017-04-05,18.723664122137404
2017-04-06,39.23053435114504
2017-04-07,0.0
2017-04-08,11.145038167938932
2017-04-09,11.590839694656488
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,9.80763358778626
2017-04-13,10.253435114503816
2017-04-14,16.49465648854962
2017-04-15,11.590839694656488
2017-04-16,11.590839694656488
2017-04-17,30.76030534351145
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,10.253435114503816
2017-04-22,11.145038167938932
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,9.361832061068702
2017-04-26,0.0
2017-04-27,9.361832061068702
2017-04-28,0.0
2017-04-29,11.145038167938932
2017-04-30,11.590839694656488
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,18.723664122137404
2017-05-04,0.0
2017-05-05,9.80763358778626
2017-05-06,11.145038167938932
2017-05-07,11.145038167938932
2017-05-08,9.361832061068702
2017-05-09,14.265648854961832
2017-05-10,33.43511450381679
2017-05-11,24.07328244274809
2017-05-12,24.964885496183207
2017-05-13,44.58015267175573
2017-05-14,39.67633587786259
2017-05-15,24.07328244274809
2017-05-16,14.265648854961832
2017-05-17,37.89312977099237
2017-05-18,19.16946564885496
2017-05-19,9.80763358778626
2017-05-20,11.145038167938932
2017-05-21,22.73587786259542
2017-05-22,9.361832061068702
2017-05-23,0.0
2017-05-24,9.361832061068702
2017-05-25,9.80763358778626
2017-05-26,20.50687022900763
2017-05-27,29.42290076335878
2017-05-28,23.181679389312976
2017-05-29,0.0
2017-05-30,9.80763358778626
2017-05-31,9.80763358778626
2017-06-01,19.61526717557252
2017-06-02,0.0
2017-06-03,22.73587786259542
