date,donald trump travel
2016-05-01,4.558407079646018
2016-05-02,1.9663716814159293
2016-05-03,0.0
2016-05-04,4.737168141592921
2016-05-05,3.9327433628318587
2016-05-06,2.0557522123893808
2016-05-07,1.1619469026548672
2016-05-08,1.1619469026548672
2016-05-09,1.8769911504424779
2016-05-10,0.0
2016-05-11,2.8601769911504427
2016-05-12,0.9831858407079647
2016-05-13,1.9663716814159293
2016-05-14,3.396460176991151
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,3.7539823008849558
2016-05-18,2.8601769911504427
2016-05-19,3.8433628318584074
2016-05-20,0.0
2016-05-21,1.1619469026548672
2016-05-22,1.1619469026548672
2016-05-23,1.8769911504424779
2016-05-24,0.9831858407079647
2016-05-25,0.9831858407079647
2016-05-26,0.0
2016-05-27,4.1115044247787615
2016-05-28,2.234513274336283
2016-05-29,1.1619469026548672
2016-05-30,1.9663716814159293
2016-05-31,1.9663716814159293
2016-06-01,0.0
2016-06-02,1.9663716814159293
2016-06-03,0.0
2016-06-04,1.1619469026548672
2016-06-05,0.0
2016-06-06,0.9831858407079647
2016-06-07,1.8769911504424779
2016-06-08,3.9327433628318587
2016-06-09,0.9831858407079647
2016-06-10,5.094690265486726
2016-06-11,1.1619469026548672
2016-06-12,1.072566371681416
2016-06-13,0.9831858407079647
2016-06-14,1.8769911504424779
2016-06-15,2.8601769911504427
2016-06-16,1.9663716814159293
2016-06-17,0.9831858407079647
2016-06-18,2.3238938053097344
2016-06-19,1.1619469026548672
2016-06-20,2.8601769911504427
2016-06-21,8.66991150442478
2016-06-22,0.9831858407079647
2016-06-23,3.9327433628318587
2016-06-24,2.0557522123893808
2016-06-25,3.396460176991151
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.9831858407079647
2016-06-29,1.9663716814159293
2016-06-30,0.9831858407079647
2016-07-01,4.1115044247787615
2016-07-02,1.1619469026548672
2016-07-03,2.3238938053097344
2016-07-04,0.0
2016-07-05,1.9663716814159293
2016-07-06,3.038938053097345
2016-07-07,0.0
2016-07-08,0.9831858407079647
2016-07-09,1.1619469026548672
2016-07-10,1.1619469026548672
2016-07-11,1.9663716814159293
2016-07-12,1.9663716814159293
2016-07-13,0.0
2016-07-14,3.9327433628318587
2016-07-15,2.0557522123893808
2016-07-16,3.485840707964602
2016-07-17,2.3238938053097344
2016-07-18,0.9831858407079647
2016-07-19,8.938053097345133
2016-07-20,1.9663716814159293
2016-07-21,0.9831858407079647
2016-07-22,7.150442477876107
2016-07-23,4.647787610619469
2016-07-24,2.3238938053097344
2016-07-25,2.949557522123894
2016-07-26,1.9663716814159293
2016-07-27,3.9327433628318587
2016-07-28,3.9327433628318587
2016-07-29,3.1283185840707968
2016-07-30,2.3238938053097344
2016-07-31,3.485840707964602
2016-08-01,5.899115044247788
2016-08-02,4.915929203539823
2016-08-03,3.9327433628318587
2016-08-04,0.0
2016-08-05,2.0557522123893808
2016-08-06,0.0
2016-08-07,1.1619469026548672
2016-08-08,1.9663716814159293
2016-08-09,0.0
2016-08-10,2.949557522123894
2016-08-11,1.9663716814159293
2016-08-12,3.038938053097345
2016-08-13,0.0
2016-08-14,3.485840707964602
2016-08-15,1.072566371681416
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,2.949557522123894
2016-08-19,2.0557522123893808
2016-08-20,0.0
2016-08-21,2.234513274336283
2016-08-22,3.8433628318584074
2016-08-23,1.9663716814159293
2016-08-24,0.9831858407079647
2016-08-25,2.949557522123894
2016-08-26,0.9831858407079647
2016-08-27,1.1619469026548672
2016-08-28,3.396460176991151
2016-08-29,1.8769911504424779
2016-08-30,0.9831858407079647
2016-08-31,2.7707964601769914
2016-09-01,0.9831858407079647
2016-09-02,4.02212389380531
2016-09-03,1.1619469026548672
2016-09-04,0.0
2016-09-05,4.826548672566372
2016-09-06,0.9831858407079647
2016-09-07,1.8769911504424779
2016-09-08,0.0
2016-09-09,0.9831858407079647
2016-09-10,0.0
2016-09-11,4.379646017699115
2016-09-12,1.9663716814159293
2016-09-13,2.8601769911504427
2016-09-14,1.8769911504424779
2016-09-15,0.0
2016-09-16,1.9663716814159293
2016-09-17,1.072566371681416
2016-09-18,4.290265486725664
2016-09-19,1.8769911504424779
2016-09-20,2.7707964601769914
2016-09-21,3.7539823008849558
2016-09-22,0.9831858407079647
2016-09-23,1.9663716814159293
2016-09-24,4.379646017699115
2016-09-25,1.072566371681416
2016-09-26,1.8769911504424779
2016-09-27,6.435398230088496
2016-09-28,2.7707964601769914
2016-09-29,1.8769911504424779
2016-09-30,1.9663716814159293
2016-10-01,2.6088495575221238
2016-10-02,1.536283185840708
2016-10-03,1.9469026548672566
2016-10-04,1.0
2016-10-05,2.8323008849557523
2016-10-06,4.832300884955752
2016-10-07,1.438495575221239
2016-10-08,2.1088495575221238
2016-10-09,6.68141592920354
2016-10-10,7.753982300884956
2016-10-11,4.226106194690265
2016-10-12,5.4216814159292035
2016-10-13,6.70929203539823
2016-10-14,3.8685840707964605
2016-10-15,4.145132743362832
2016-10-16,2.5641592920353986
2016-10-17,0.8938053097345133
2016-10-18,3.34070796460177
2016-10-19,5.119911504424779
2016-10-20,4.279203539823008
2016-10-21,2.438495575221239
2016-10-22,1.036283185840708
2016-10-23,3.1004424778761064
2016-10-24,2.3853982300884957
2016-10-25,3.34070796460177
2016-10-26,4.287610619469026
2016-10-27,0.0
2016-10-28,1.938495575221239
2016-10-29,2.145132743362832
2016-10-30,4.072566371681416
2016-10-31,1.9469026548672566
2016-11-01,1.0
2016-11-02,0.0
2016-11-03,2.0
2016-11-04,6.0
2016-11-05,2.0
2016-11-06,4.0
2016-11-07,11.0
2016-11-08,6.0
2016-11-09,51.0
2016-11-10,21.0
2016-11-11,23.0
2016-11-12,4.0
2016-11-13,4.0
2016-11-14,7.0
2016-11-15,7.0
2016-11-16,4.0
2016-11-17,4.0
2016-11-18,2.0
2016-11-19,5.0
2016-11-20,2.0
2016-11-21,3.0
2016-11-22,2.0
2016-11-23,2.0
2016-11-24,2.0
2016-11-25,1.0
2016-11-26,6.0
2016-11-27,4.0
2016-11-28,4.0
2016-11-29,3.0
2016-11-30,2.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,2.0
2016-12-05,1.0
2016-12-06,3.0
2016-12-07,2.0
2016-12-08,4.0
2016-12-09,2.0
2016-12-10,2.0
2016-12-11,1.0
2016-12-12,2.0
2016-12-13,5.0
2016-12-14,3.0
2016-12-15,1.0
2016-12-16,3.0
2016-12-17,1.0
2016-12-18,2.0
2016-12-19,3.0
2016-12-20,1.0
2016-12-21,6.0
2016-12-22,3.0
2016-12-23,0.0
2016-12-24,2.0
2016-12-25,3.0
2016-12-26,1.0
2016-12-27,2.0
2016-12-28,1.0
2016-12-29,3.0
2016-12-30,1.0
2016-12-31,2.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,1.0
2017-01-04,4.0
2017-01-05,3.0
2017-01-06,4.0
2017-01-07,2.0
2017-01-08,1.0
2017-01-09,3.0
2017-01-10,3.0
2017-01-11,3.0
2017-01-12,9.0
2017-01-13,7.0
2017-01-14,2.0
2017-01-15,3.0
2017-01-16,2.0
2017-01-17,3.0
2017-01-18,5.0
2017-01-19,6.0
2017-01-20,18.0
2017-01-21,15.0
2017-01-22,6.0
2017-01-23,5.0
2017-01-24,4.0
2017-01-25,9.0
2017-01-26,27.0
2017-01-27,18.0
2017-01-28,18.0
2017-01-29,80.0
2017-01-30,100.0
2017-01-31,84.0
2017-02-01,43.0
2017-02-02,37.0
2017-02-03,37.0
2017-02-04,50.0
2017-02-05,51.0
2017-02-06,41.0
2017-02-07,37.0
2017-02-08,44.0
2017-02-09,38.0
2017-02-10,50.0
2017-02-11,17.0
2017-02-12,27.0
2017-02-13,32.0
2017-02-14,23.0
2017-02-15,14.0
2017-02-16,14.0
2017-02-17,15.0
2017-02-18,16.0
2017-02-19,5.0
2017-02-20,17.0
2017-02-21,17.0
2017-02-22,10.0
2017-02-23,14.0
2017-02-24,7.0
2017-02-25,13.0
2017-02-26,6.0
2017-02-27,11.0
2017-02-28,10.0
2017-03-01,14.107281553398058
2017-03-02,7.557766990291262
2017-03-03,8.06601941747573
2017-03-04,8.751941747572815
2017-03-05,4.7024271844660195
2017-03-06,20.4873786407767
2017-03-07,25.536893203883494
2017-03-08,7.235436893203884
2017-03-09,9.921359223300971
2017-03-10,10.590776699029128
2017-03-11,10.913106796116505
2017-03-12,6.396601941747573
2017-03-13,7.735436893203884
2017-03-14,10.421359223300971
2017-03-15,15.768446601941747
2017-03-16,30.941747572815537
2017-03-17,15.470873786407768
2017-03-18,11.251941747572815
2017-03-19,10.413106796116505
2017-03-20,5.557766990291262
2017-03-21,14.599029126213592
2017-03-22,11.94611650485437
2017-03-23,8.235436893203884
2017-03-24,6.3800970873786405
2017-03-25,9.227184466019418
2017-03-26,5.371844660194175
2017-03-27,9.735436893203884
2017-03-28,6.057766990291262
2017-03-29,13.929611650485437
2017-03-30,12.62378640776699
2017-03-31,2.8470873786407767
2017-04-01,6.218932038834952
2017-04-02,9.14854368932039
2017-04-03,4.74368932038835
2017-04-04,0.6776699029126214
2017-04-05,5.421359223300971
2017-04-06,5.421359223300971
2017-04-07,5.082524271844661
2017-04-08,3.727184466019418
2017-04-09,3.727184466019418
2017-04-10,5.760194174757282
2017-04-11,10.503883495145631
2017-04-12,8.132038834951457
2017-04-13,3.388349514563107
2017-04-14,6.437864077669904
2017-04-15,5.760194174757282
2017-04-16,7.7932038834951465
2017-04-17,5.760194174757282
2017-04-18,4.74368932038835
2017-04-19,2.371844660194175
2017-04-20,4.0660194174757285
2017-04-21,3.388349514563107
2017-04-22,3.727184466019418
2017-04-23,1.0165048543689321
2017-04-24,5.421359223300971
2017-04-25,2.371844660194175
2017-04-26,3.049514563106796
2017-04-27,4.0660194174757285
2017-04-28,2.371844660194175
2017-04-29,1.0165048543689321
2017-04-30,1.0165048543689321
2017-05-01,4.404854368932039
2017-05-02,1.6941747572815535
2017-05-03,3.727184466019418
2017-05-04,3.049514563106796
2017-05-05,4.0660194174757285
2017-05-06,1.6941747572815535
2017-05-07,3.727184466019418
2017-05-08,7.7932038834951465
2017-05-09,7.115533980582525
2017-05-10,4.0660194174757285
2017-05-11,6.437864077669904
2017-05-12,2.371844660194175
2017-05-13,2.7106796116504857
2017-05-14,2.7106796116504857
2017-05-15,6.437864077669904
2017-05-16,6.099029126213592
2017-05-17,1.6941747572815535
2017-05-18,4.0660194174757285
2017-05-19,5.760194174757282
2017-05-20,5.760194174757282
2017-05-21,9.14854368932039
2017-05-22,1.6941747572815535
2017-05-23,3.727184466019418
2017-05-24,5.421359223300971
2017-05-25,8.470873786407768
2017-05-26,3.388349514563107
2017-05-27,1.0165048543689321
2017-05-28,4.0660194174757285
2017-05-29,1.6941747572815535
2017-05-30,4.0660194174757285
2017-05-31,5.760194174757282
2017-06-01,5.760194174757282
2017-06-02,3.388349514563107
2017-06-03,4.74368932038835
