date,supporter
2016-05-01,22.275132275132275
2016-05-02,26.730158730158728
2016-05-03,37.86772486772487
2016-05-04,30.07142857142857
2016-05-05,21.16137566137566
2016-05-06,24.502645502645503
2016-05-07,19.49074074074074
2016-05-08,22.275132275132275
2016-05-09,21.71825396825397
2016-05-10,18.933862433862434
2016-05-11,16.706349206349206
2016-05-12,17.82010582010582
2016-05-13,18.933862433862434
2016-05-14,20.047619047619047
2016-05-15,21.16137566137566
2016-05-16,19.49074074074074
2016-05-17,20.047619047619047
2016-05-18,23.945767195767196
2016-05-19,21.71825396825397
2016-05-20,23.945767195767196
2016-05-21,23.38888888888889
2016-05-22,23.945767195767196
2016-05-23,20.047619047619047
2016-05-24,18.376984126984127
2016-05-25,18.933862433862434
2016-05-26,21.16137566137566
2016-05-27,18.933862433862434
2016-05-28,21.71825396825397
2016-05-29,16.706349206349206
2016-05-30,19.49074074074074
2016-05-31,18.933862433862434
2016-06-01,17.263227513227513
2016-06-02,18.933862433862434
2016-06-03,32.2989417989418
2016-06-04,30.07142857142857
2016-06-05,25.616402116402117
2016-06-06,21.16137566137566
2016-06-07,24.502645502645503
2016-06-08,27.287037037037035
2016-06-09,30.07142857142857
2016-06-10,42.32275132275132
2016-06-11,43.99338624338624
2016-06-12,50.675925925925924
2016-06-13,55.68783068783068
2016-06-14,38.42460317460317
2016-06-15,40.6521164021164
2016-06-16,42.32275132275132
2016-06-17,43.43650793650794
2016-06-18,53.460317460317455
2016-06-19,45.664021164021165
2016-06-20,40.6521164021164
2016-06-21,43.43650793650794
2016-06-22,46.77777777777778
2016-06-23,49.00529100529101
2016-06-24,35.64021164021164
2016-06-25,49.00529100529101
2016-06-26,49.00529100529101
2016-06-27,37.31084656084656
2016-06-28,35.64021164021164
2016-06-29,28.40079365079365
2016-06-30,32.2989417989418
2016-07-01,33.41269841269841
2016-07-02,31.74206349206349
2016-07-03,36.19708994708994
2016-07-04,29.514550264550262
2016-07-05,22.275132275132275
2016-07-06,27.287037037037035
2016-07-07,36.75396825396825
2016-07-08,31.74206349206349
2016-07-09,29.514550264550262
2016-07-10,42.879629629629626
2016-07-11,40.6521164021164
2016-07-12,35.083333333333336
2016-07-13,32.85582010582011
2016-07-14,21.71825396825397
2016-07-15,16.706349206349206
2016-07-16,18.933862433862434
2016-07-17,18.376984126984127
2016-07-18,25.616402116402117
2016-07-19,26.730158730158728
2016-07-20,26.173280423280424
2016-07-21,23.945767195767196
2016-07-22,23.945767195767196
2016-07-23,22.832010582010582
2016-07-24,20.604497354497354
2016-07-25,24.502645502645503
2016-07-26,24.502645502645503
2016-07-27,21.16137566137566
2016-07-28,25.05952380952381
2016-07-29,25.05952380952381
2016-07-30,20.047619047619047
2016-07-31,17.82010582010582
2016-08-01,20.604497354497354
2016-08-02,21.71825396825397
2016-08-03,21.16137566137566
2016-08-04,21.16137566137566
2016-08-05,20.047619047619047
2016-08-06,23.945767195767196
2016-08-07,20.604497354497354
2016-08-08,18.376984126984127
2016-08-09,18.933862433862434
2016-08-10,22.832010582010582
2016-08-11,21.16137566137566
2016-08-12,20.604497354497354
2016-08-13,20.604497354497354
2016-08-14,20.604497354497354
2016-08-15,18.376984126984127
2016-08-16,18.933862433862434
2016-08-17,20.047619047619047
2016-08-18,18.376984126984127
2016-08-19,20.047619047619047
2016-08-20,23.945767195767196
2016-08-21,20.047619047619047
2016-08-22,17.263227513227513
2016-08-23,18.376984126984127
2016-08-24,18.376984126984127
2016-08-25,22.832010582010582
2016-08-26,18.933862433862434
2016-08-27,22.275132275132275
2016-08-28,18.933862433862434
2016-08-29,20.047619047619047
2016-08-30,20.604497354497354
2016-08-31,17.82010582010582
2016-09-01,16.706349206349206
2016-09-02,17.263227513227513
2016-09-03,19.49074074074074
2016-09-04,18.376984126984127
2016-09-05,16.1494708994709
2016-09-06,16.706349206349206
2016-09-07,18.376984126984127
2016-09-08,19.49074074074074
2016-09-09,18.933862433862434
2016-09-10,17.82010582010582
2016-09-11,18.933862433862434
2016-09-12,16.1494708994709
2016-09-13,22.275132275132275
2016-09-14,21.71825396825397
2016-09-15,18.376984126984127
2016-09-16,20.047619047619047
2016-09-17,18.376984126984127
2016-09-18,18.933862433862434
2016-09-19,17.263227513227513
2016-09-20,17.263227513227513
2016-09-21,17.82010582010582
2016-09-22,25.05952380952381
2016-09-23,24.502645502645503
2016-09-24,23.945767195767196
2016-09-25,23.945767195767196
2016-09-26,22.832010582010582
2016-09-27,27.84391534391534
2016-09-28,25.616402116402117
2016-09-29,22.275132275132275
2016-09-30,22.275132275132275
2016-10-01,24.472883597883598
2016-10-02,24.472883597883598
2016-10-03,24.251322751322753
2016-10-04,19.74537037037037
2016-10-05,19.023809523809526
2016-10-06,17.3531746031746
2016-10-07,17.131613756613756
2016-10-08,23.859126984126984
2016-10-09,25.308201058201057
2016-10-10,29.200396825396822
2016-10-11,30.535714285714285
2016-10-12,34.48478835978836
2016-10-13,29.200396825396822
2016-10-14,29.478835978835978
2016-10-15,31.427910052910054
2016-10-16,28.478835978835978
2016-10-17,25.586640211640212
2016-10-18,29.035714285714285
2016-10-19,25.308201058201057
2016-10-20,32.98478835978836
2016-10-21,21.63756613756614
2016-10-22,24.529761904761905
2016-10-23,29.92195767195767
2016-10-24,24.472883597883598
2016-10-25,25.308201058201057
2016-10-26,25.029761904761905
2016-10-27,22.63756613756614
2016-10-28,23.751322751322753
2016-10-29,31.871031746031747
2016-10-30,33.48478835978836
2016-10-31,31.09259259259259
2016-11-01,26.92195767195767
2016-11-02,32.0
2016-11-03,27.0
2016-11-04,26.0
2016-11-05,39.0
2016-11-06,45.0
2016-11-07,39.0
2016-11-08,44.0
2016-11-09,78.0
2016-11-10,86.0
2016-11-11,100.0
2016-11-12,76.0
2016-11-13,50.0
2016-11-14,44.0
2016-11-15,40.0
2016-11-16,37.0
2016-11-17,31.0
2016-11-18,29.0
2016-11-19,33.0
2016-11-20,27.0
2016-11-21,24.0
2016-11-22,27.0
2016-11-23,19.0
2016-11-24,22.0
2016-11-25,19.0
2016-11-26,22.0
2016-11-27,21.0
2016-11-28,29.0
2016-11-29,39.0
2016-11-30,25.0
2016-12-01,22.0
2016-12-02,23.0
2016-12-03,20.0
2016-12-04,22.0
2016-12-05,19.0
2016-12-06,22.0
2016-12-07,18.0
2016-12-08,20.0
2016-12-09,18.0
2016-12-10,19.0
2016-12-11,19.0
2016-12-12,18.0
2016-12-13,16.0
2016-12-14,21.0
2016-12-15,21.0
2016-12-16,19.0
2016-12-17,22.0
2016-12-18,18.0
2016-12-19,19.0
2016-12-20,15.0
2016-12-21,16.0
2016-12-22,16.0
2016-12-23,18.0
2016-12-24,15.0
2016-12-25,15.0
2016-12-26,13.0
2016-12-27,14.0
2016-12-28,14.0
2016-12-29,15.0
2016-12-30,17.0
2016-12-31,15.0
2017-01-01,16.0
2017-01-02,15.0
2017-01-03,18.0
2017-01-04,17.0
2017-01-05,54.0
2017-01-06,29.0
2017-01-07,21.0
2017-01-08,18.0
2017-01-09,20.0
2017-01-10,20.0
2017-01-11,20.0
2017-01-12,17.0
2017-01-13,18.0
2017-01-14,20.0
2017-01-15,22.0
2017-01-16,23.0
2017-01-17,22.0
2017-01-18,20.0
2017-01-19,19.0
2017-01-20,32.0
2017-01-21,32.0
2017-01-22,33.0
2017-01-23,49.0
2017-01-24,48.0
2017-01-25,31.0
2017-01-26,26.0
2017-01-27,28.0
2017-01-28,23.0
2017-01-29,29.0
2017-01-30,29.0
2017-01-31,36.0
2017-02-01,27.0
2017-02-02,30.0
2017-02-03,28.0
2017-02-04,25.0
2017-02-05,31.0
2017-02-06,36.0
2017-02-07,26.0
2017-02-08,25.0
2017-02-09,23.0
2017-02-10,23.0
2017-02-11,21.0
2017-02-12,23.0
