date,hillary impeachment
2016-11-07,12.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,34.0
2016-11-11,21.0
2016-11-12,21.0
2016-11-13,8.0
2016-11-14,8.0
2016-11-15,5.0
2016-11-16,6.0
2016-11-17,3.0
2016-11-18,0.0
2016-11-19,5.0
2016-11-20,8.0
2016-11-21,4.0
2016-11-22,4.0
2016-11-23,3.0
2016-11-24,2.0
2016-11-25,7.0
2016-11-26,6.0
2016-11-27,6.0
2016-11-28,2.0
2016-11-29,3.0
2016-11-30,2.0
2016-12-01,0.0
2016-12-02,3.0
2016-12-03,3.0
2016-12-04,3.0
2016-12-05,2.0
2016-12-06,3.0
2016-12-07,2.0
2016-12-08,3.0
2016-12-09,4.0
2016-12-10,3.0
2016-12-11,0.0
2016-12-12,2.0
2016-12-13,2.0
2016-12-14,2.0
2016-12-15,2.0
2016-12-16,5.0
2016-12-17,0.0
2016-12-18,5.0
2016-12-19,6.0
2016-12-20,5.0
2016-12-21,2.0
2016-12-22,5.0
2016-12-23,3.0
2016-12-24,0.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,2.0
2016-12-28,0.0
2016-12-29,2.0
2016-12-30,3.0
2016-12-31,3.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,2.0
2017-01-06,0.0
2017-01-07,5.0
2017-01-08,7.0
2017-01-09,2.0
2017-01-10,0.0
2017-01-11,4.0
2017-01-12,2.0
2017-01-13,2.0
2017-01-14,3.0
2017-01-15,4.0
2017-01-16,2.0
2017-01-17,3.0
2017-01-18,3.0
2017-01-19,3.0
2017-01-20,10.0
2017-01-21,11.0
2017-01-22,5.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,4.0
2017-01-26,2.0
2017-01-27,5.0
2017-01-28,3.0
2017-01-29,11.0
2017-01-30,4.0
2017-01-31,4.0
2017-02-01,6.0
2017-02-02,3.0
2017-02-03,2.0
2017-02-04,6.0
2017-02-05,5.0
2017-02-06,4.0
2017-02-07,2.0
2017-02-08,6.0
2017-02-09,2.0
2017-02-10,8.0
2017-02-11,3.0
2017-02-12,2.0
2017-02-13,3.0
2017-02-14,2.0
2017-02-15,5.0
2017-02-16,8.0
2017-02-17,8.0
2017-02-18,5.0
2017-02-19,4.0
2017-02-20,17.0
2017-02-21,7.0
2017-02-22,4.0
2017-02-23,9.0
2017-02-24,0.0
2017-02-25,3.0
2017-02-26,5.0
2017-02-27,4.0
2017-02-28,2.0
2017-03-01,2.025179856115108
2017-03-02,3.050359712230216
2017-03-03,4.164268585131895
2017-03-04,5.961630695443645
2017-03-05,2.1390887290167866
2017-03-06,3.050359712230216
2017-03-07,2.525179856115108
2017-03-08,2.025179856115108
2017-03-09,4.025179856115108
2017-03-10,3.025179856115108
2017-03-11,1.1390887290167866
2017-03-12,2.1390887290167866
2017-03-13,3.050359712230216
2017-03-14,0.0
2017-03-15,1.0
2017-03-16,2.4808153477218227
2017-03-17,3.025179856115108
2017-03-18,2.1390887290167866
2017-03-19,4.778177458033573
2017-03-20,3.025179856115108
2017-03-21,6.575539568345324
2017-03-22,3.025179856115108
2017-03-23,3.025179856115108
2017-03-24,3.525179856115108
2017-03-25,1.2529976019184652
2017-03-26,3.531175059952038
2017-03-27,2.525179856115108
2017-03-28,2.9808153477218227
2017-03-29,4.050359712230216
2017-03-30,1.0
2017-03-31,2.525179856115108
2017-04-01,6.21462829736211
2017-04-02,2.5059952038369304
2017-04-03,5.2398081534772185
2017-04-04,2.050359712230216
2017-04-05,2.050359712230216
2017-04-06,4.100719424460432
2017-04-07,4.328537170263789
2017-04-08,2.5059952038369304
2017-04-09,2.5059952038369304
2017-04-10,0.0
2017-04-11,2.050359712230216
2017-04-12,4.328537170263789
2017-04-13,2.278177458033573
2017-04-14,0.0
2017-04-15,2.5059952038369304
2017-04-16,2.5059952038369304
2017-04-17,0.0
2017-04-18,2.961630695443645
2017-04-19,4.100719424460432
2017-04-20,4.100719424460432
2017-04-21,3.1894484412470026
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,2.050359712230216
2017-04-26,2.050359712230216
2017-04-27,2.050359712230216
2017-04-28,2.050359712230216
2017-04-29,0.0
2017-04-30,2.5059952038369304
2017-05-01,3.41726618705036
2017-05-02,0.0
2017-05-03,2.050359712230216
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,4.784172661870503
2017-05-07,2.5059952038369304
2017-05-08,2.050359712230216
2017-05-09,4.100719424460432
2017-05-10,6.151079136690647
2017-05-11,2.050359712230216
2017-05-12,2.050359712230216
2017-05-13,7.290167865707434
2017-05-14,2.5059952038369304
2017-05-15,4.100719424460432
2017-05-16,7.290167865707434
2017-05-17,11.390887290167866
2017-05-18,14.580335731414868
2017-05-19,13.896882494004796
2017-05-20,7.290167865707434
2017-05-21,8.657074340527577
2017-05-22,3.1894484412470026
2017-05-23,2.961630695443645
2017-05-24,4.100719424460432
2017-05-25,4.328537170263789
2017-05-26,15.719424460431654
2017-05-27,22.781774580335732
2017-05-28,11.390887290167866
2017-05-29,0.0
2017-05-30,3.1894484412470026
2017-05-31,2.050359712230216
2017-06-01,3.1894484412470026
2017-06-02,2.278177458033573
2017-06-03,0.0
