date,trump ties
2016-05-01,1.5384615384615383
2016-05-02,1.5384615384615383
2016-05-03,3.5897435897435894
2016-05-04,3.5897435897435894
2016-05-05,3.0769230769230766
2016-05-06,1.5384615384615383
2016-05-07,3.5897435897435894
2016-05-08,2.051282051282051
2016-05-09,2.051282051282051
2016-05-10,2.051282051282051
2016-05-11,1.5384615384615383
2016-05-12,2.564102564102564
2016-05-13,1.5384615384615383
2016-05-14,0.5128205128205128
2016-05-15,2.564102564102564
2016-05-16,2.051282051282051
2016-05-17,2.051282051282051
2016-05-18,2.051282051282051
2016-05-19,1.5384615384615383
2016-05-20,1.5384615384615383
2016-05-21,1.0256410256410255
2016-05-22,1.5384615384615383
2016-05-23,2.564102564102564
2016-05-24,1.0256410256410255
2016-05-25,1.0256410256410255
2016-05-26,1.5384615384615383
2016-05-27,1.5384615384615383
2016-05-28,1.0256410256410255
2016-05-29,1.5384615384615383
2016-05-30,1.0256410256410255
2016-05-31,1.0256410256410255
2016-06-01,1.0256410256410255
2016-06-02,1.5384615384615383
2016-06-03,2.051282051282051
2016-06-04,2.564102564102564
2016-06-05,0.5128205128205128
2016-06-06,1.0256410256410255
2016-06-07,1.0256410256410255
2016-06-08,2.564102564102564
2016-06-09,2.564102564102564
2016-06-10,1.0256410256410255
2016-06-11,2.564102564102564
2016-06-12,1.5384615384615383
2016-06-13,1.0256410256410255
2016-06-14,1.5384615384615383
2016-06-15,2.051282051282051
2016-06-16,0.5128205128205128
2016-06-17,1.5384615384615383
2016-06-18,1.0256410256410255
2016-06-19,1.5384615384615383
2016-06-20,3.5897435897435894
2016-06-21,2.564102564102564
2016-06-22,2.051282051282051
2016-06-23,1.5384615384615383
2016-06-24,1.0256410256410255
2016-06-25,1.0256410256410255
2016-06-26,1.5384615384615383
2016-06-27,0.5128205128205128
2016-06-28,1.5384615384615383
2016-06-29,2.564102564102564
2016-06-30,1.5384615384615383
2016-07-01,0.5128205128205128
2016-07-02,0.5128205128205128
2016-07-03,1.5384615384615383
2016-07-04,0.5128205128205128
2016-07-05,1.5384615384615383
2016-07-06,1.5384615384615383
2016-07-07,1.0256410256410255
2016-07-08,1.5384615384615383
2016-07-09,0.5128205128205128
2016-07-10,1.5384615384615383
2016-07-11,1.0256410256410255
2016-07-12,0.5128205128205128
2016-07-13,1.0256410256410255
2016-07-14,1.0256410256410255
2016-07-15,0.5128205128205128
2016-07-16,1.0256410256410255
2016-07-17,1.5384615384615383
2016-07-18,1.0256410256410255
2016-07-19,5.128205128205128
2016-07-20,4.615384615384615
2016-07-21,1.5384615384615383
2016-07-22,7.179487179487179
2016-07-23,5.6410256410256405
2016-07-24,4.615384615384615
2016-07-25,8.717948717948717
2016-07-26,8.717948717948717
2016-07-27,16.92307692307692
2016-07-28,11.282051282051281
2016-07-29,14.87179487179487
2016-07-30,14.358974358974358
2016-07-31,7.692307692307692
2016-08-01,4.615384615384615
2016-08-02,4.615384615384615
2016-08-03,6.666666666666666
2016-08-04,8.717948717948717
