date,hillary clinton pussy
2016-11-21,5.0
2016-11-22,5.0
2016-11-23,0.0
2016-11-24,5.0
2016-11-25,0.0
2016-11-26,9.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,8.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,3.0
2016-12-05,5.0
2016-12-06,5.0
2016-12-07,2.0
2016-12-08,5.0
2016-12-09,0.0
2016-12-10,7.0
2016-12-11,6.0
2016-12-12,0.0
2016-12-13,2.0
2016-12-14,10.0
2016-12-15,3.0
2016-12-16,3.0
2016-12-17,3.0
2016-12-18,6.0
2016-12-19,0.0
2016-12-20,3.0
2016-12-21,5.0
2016-12-22,5.0
2016-12-23,3.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,6.0
2016-12-31,3.0
2017-01-01,6.0
2017-01-02,5.0
2017-01-03,0.0
2017-01-04,5.0
2017-01-05,0.0
2017-01-06,10.0
2017-01-07,3.0
2017-01-08,6.0
2017-01-09,2.0
2017-01-10,5.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,0.0
2017-01-15,6.0
2017-01-16,0.0
2017-01-17,2.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,13.0
2017-01-21,11.0
2017-01-22,8.0
2017-01-23,2.0
2017-01-24,5.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,3.0
2017-01-28,0.0
2017-01-29,6.0
2017-01-30,2.0
2017-01-31,0.0
2017-02-01,2.0
2017-02-02,0.0
2017-02-03,5.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,10.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,2.0
2017-02-10,0.0
2017-02-11,3.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,5.0
2017-02-15,0.0
2017-02-16,2.0
2017-02-17,5.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,2.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,2.0
2017-02-24,0.0
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,1.3653444676409185
2017-03-02,0.0
2017-03-03,0.3799582463465553
2017-03-04,0.0
2017-03-05,0.4091858037578288
2017-03-06,0.36534446764091855
2017-03-07,0.7160751565762004
2017-03-08,0.5407098121085595
2017-03-09,1.3653444676409185
2017-03-10,0.3799582463465553
2017-03-11,0.0
2017-03-12,0.4091858037578288
2017-03-13,0.0
2017-03-14,0.36534446764091855
2017-03-15,1.3653444676409185
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,3.230688935281837
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.36534446764091855
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.3799582463465553
2017-04-01,2.362212943632568
2017-04-02,1.7244258872651357
2017-04-03,0.0
2017-04-04,0.7306889352818371
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,1.5490605427974946
2017-04-08,0.8768267223382046
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.7891440501043842
2017-04-14,0.0
2017-04-15,0.906054279749478
2017-04-16,0.0
2017-04-17,0.7891440501043842
2017-04-18,0.7306889352818371
2017-04-19,0.0
2017-04-20,1.1106471816283925
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.8475991649269311
2017-04-24,0.7306889352818371
2017-04-25,1.4613778705636742
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.7599164926931106
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,1.4613778705636742
2017-05-03,2.9227557411273484
2017-05-04,0.7306889352818371
2017-05-05,0.0
2017-05-06,0.8768267223382046
2017-05-07,0.0
2017-05-08,0.7306889352818371
2017-05-09,0.0
2017-05-10,1.4906054279749477
2017-05-11,0.7306889352818371
2017-05-12,0.0
2017-05-13,0.8768267223382046
2017-05-14,0.8768267223382046
2017-05-15,0.0
2017-05-16,2.221294363256785
2017-05-17,0.0
2017-05-18,0.7306889352818371
2017-05-19,0.7599164926931106
2017-05-20,1.7828810020876826
2017-05-21,0.8768267223382046
2017-05-22,0.7306889352818371
2017-05-23,0.0
2017-05-24,0.7599164926931106
2017-05-25,1.5490605427974946
2017-05-26,0.8183716075156576
2017-05-27,0.906054279749478
2017-05-28,0.0
2017-05-29,0.7891440501043842
2017-05-30,0.7599164926931106
2017-05-31,1.5198329853862211
2017-06-01,0.7599164926931106
2017-06-02,0.7891440501043842
2017-06-03,0.0
