date,bannon
2016-10-22,0.0702247191011236
2016-10-23,0.056179775280898875
2016-10-24,0.042134831460674156
2016-10-25,0.056179775280898875
2016-10-26,0.056179775280898875
2016-10-27,0.056179775280898875
2016-10-28,0.0702247191011236
2016-10-29,0.056179775280898875
2016-10-30,0.042134831460674156
2016-10-31,0.056179775280898875
2016-11-01,0.042134831460674156
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,1.0
2016-11-10,6.0
2016-11-11,12.0
2016-11-12,5.0
2016-11-13,29.0
2016-11-14,100.0
2016-11-15,68.0
2016-11-16,43.0
2016-11-17,28.0
2016-11-18,16.0
2016-11-19,14.0
2016-11-20,9.0
2016-11-21,8.0
2016-11-22,10.0
2016-11-23,7.0
2016-11-24,4.0
2016-11-25,2.0
2016-11-26,3.0
2016-11-27,2.0
2016-11-28,3.0
2016-11-29,3.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,2.0
2016-12-03,1.0
2016-12-04,5.0
2016-12-05,3.0
2016-12-06,2.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,1.0
2016-12-10,1.0
2016-12-11,1.0
2016-12-12,1.0
2016-12-13,1.0
2016-12-14,1.0
2016-12-15,1.0
2016-12-16,1.0
2016-12-17,1.0
2016-12-18,1.0
2016-12-19,1.0
2016-12-20,1.0
2016-12-21,1.0
2016-12-22,1.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,1.0
2017-01-01,0.0
2017-01-02,1.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,1.0
2017-01-12,1.0
2017-01-13,1.0
2017-01-14,0.0
2017-01-15,1.0
2017-01-16,1.0
2017-01-17,0.0
2017-01-18,1.0
2017-01-19,1.0
2017-01-20,2.0
2017-01-21,2.0
2017-01-22,2.0
2017-01-23,1.0
2017-01-24,1.0
2017-01-25,3.0
2017-01-26,4.0
2017-01-27,8.0
2017-01-28,4.0
2017-01-29,26.0
2017-01-30,32.0
2017-01-31,36.0
2017-02-01,21.0
2017-02-02,19.0
2017-02-03,17.0
2017-02-04,14.0
2017-02-05,26.0
2017-02-06,18.0
2017-02-07,17.0
2017-02-08,14.0
2017-02-09,12.0
2017-02-10,16.0
2017-02-11,12.0
2017-02-12,11.0
2017-02-13,6.0
2017-02-14,6.0
2017-02-15,5.0
2017-02-16,5.0
2017-02-17,5.0
2017-02-18,5.0
2017-02-19,4.0
2017-02-20,3.0
2017-02-21,4.0
2017-02-22,4.0
2017-02-23,8.0
2017-02-24,14.0
2017-02-25,7.0
2017-02-26,6.0
2017-02-27,4.0
2017-02-28,3.0
2017-03-01,3.0
2017-03-02,2.1666666666666665
2017-03-03,2.0
2017-03-04,2.0
2017-03-05,3.0
2017-03-06,3.1666666666666665
2017-03-07,3.1666666666666665
2017-03-08,2.1666666666666665
2017-03-09,1.8333333333333333
2017-03-10,2.0
2017-03-11,2.0
2017-03-12,2.833333333333333
2017-03-13,2.833333333333333
2017-03-14,2.1666666666666665
2017-03-15,2.833333333333333
2017-03-16,2.0
2017-03-17,2.0
2017-03-18,1.8333333333333333
2017-03-19,1.8333333333333333
2017-03-20,1.8333333333333333
2017-03-21,1.8333333333333333
2017-03-22,1.6666666666666665
2017-03-23,1.1666666666666665
2017-03-24,1.3333333333333333
2017-03-25,1.8333333333333333
2017-03-26,2.1666666666666665
2017-03-27,1.8333333333333333
2017-03-28,1.1666666666666665
2017-03-29,1.1666666666666665
2017-03-30,1.1666666666666665
2017-03-31,2.0
2017-04-01,2.0
2017-04-02,1.3333333333333333
2017-04-03,1.0
2017-04-04,1.0
2017-04-05,33.33333333333333
2017-04-06,19.0
2017-04-07,9.666666666666666
2017-04-08,7.333333333333333
2017-04-09,6.0
2017-04-10,3.333333333333333
2017-04-11,2.333333333333333
2017-04-12,6.0
2017-04-13,5.0
2017-04-14,3.0
2017-04-15,3.0
2017-04-16,6.0
2017-04-17,3.6666666666666665
2017-04-18,2.333333333333333
2017-04-19,1.6666666666666665
2017-04-20,1.0
2017-04-21,1.0
2017-04-22,1.3333333333333333
2017-04-23,1.3333333333333333
2017-04-24,1.6666666666666665
2017-04-25,1.3333333333333333
2017-04-26,1.0
2017-04-27,1.0
2017-04-28,1.0
2017-04-29,1.0
2017-04-30,1.6666666666666665
2017-05-01,1.6666666666666665
2017-05-02,1.3333333333333333
2017-05-03,2.333333333333333
2017-05-04,2.333333333333333
2017-05-05,1.3333333333333333
2017-05-06,1.0
2017-05-07,1.0
2017-05-08,1.0
2017-05-09,1.0
2017-05-10,1.0
2017-05-11,0.6666666666666666
2017-05-12,0.6666666666666666
2017-05-13,1.0
2017-05-14,1.0
2017-05-15,1.0
2017-05-16,1.0
2017-05-17,1.0
2017-05-18,1.0
2017-05-19,1.0
2017-05-20,1.3333333333333333
2017-05-21,2.0
2017-05-22,1.3333333333333333
2017-05-23,1.3333333333333333
2017-05-24,2.0
2017-05-25,1.3333333333333333
2017-05-26,1.0
2017-05-27,1.0
2017-05-28,1.3333333333333333
2017-05-29,1.0
2017-05-30,1.3333333333333333
2017-05-31,1.0
2017-06-01,1.3333333333333333
2017-06-02,2.333333333333333
2017-06-03,1.6666666666666665
